#node1,node2,node1_string_id,node2_string_id,combined_score
RAB31,VPS8,9606.ENSP00000461945,9606.ENSP00000487164,0.5
RAB5A,VAMP3,9606.ENSP00000273047,9606.ENSP00000054666,0.669
RAB5A,VAMP7,9606.ENSP00000273047,9606.ENSP00000262640,0.63
RAB5A,RASA1,9606.ENSP00000273047,9606.ENSP00000274376,0.881
RAB5A,VPS8,9606.ENSP00000273047,9606.ENSP00000487164,0.902
RAB5A,RAB5C,9606.ENSP00000273047,9606.ENSP00000447053,0.989
RAB5A,RABEP1,9606.ENSP00000273047,9606.ENSP00000445408,0.999
RAB5C,VAMP3,9606.ENSP00000447053,9606.ENSP00000054666,0.664
RAB5C,VAMP7,9606.ENSP00000447053,9606.ENSP00000262640,0.611
RAB5C,TPD52,9606.ENSP00000447053,9606.ENSP00000429309,0.613
RAB5C,RABEP1,9606.ENSP00000447053,9606.ENSP00000445408,0.843
RAB5C,VPS8,9606.ENSP00000447053,9606.ENSP00000487164,0.659
RAP1GDS1,RASL10A,9606.ENSP00000340454,9606.ENSP00000216101,0.752
RAP1GDS1,RHOA,9606.ENSP00000340454,9606.ENSP00000400175,0.945
RAP2B,RASA1,9606.ENSP00000319096,9606.ENSP00000274376,0.711
RAP2B,RAPGEF3,9606.ENSP00000319096,9606.ENSP00000395708,0.506
RAPGEF3,YWHAZ,9606.ENSP00000395708,9606.ENSP00000379287,0.5
RAPGEF3,RHOA,9606.ENSP00000395708,9606.ENSP00000400175,0.57
RASA1,YWHAH,9606.ENSP00000274376,9606.ENSP00000248975,0.443
RASA1,RHOA,9606.ENSP00000274376,9606.ENSP00000400175,0.813
RASL10A,RHOA,9606.ENSP00000216101,9606.ENSP00000400175,0.647
RBFOX2,SRSF1,9606.ENSP00000413035,9606.ENSP00000258962,0.605
RBFOX2,RBM24,9606.ENSP00000413035,9606.ENSP00000368341,0.677
REL,TGFB1,9606.ENSP00000295025,9606.ENSP00000221930,0.402
REL,SDHC,9606.ENSP00000295025,9606.ENSP00000356953,0.41
RET,TBL1XR1,9606.ENSP00000347942,9606.ENSP00000405574,0.463
RGS1,RGS5,9606.ENSP00000356429,9606.ENSP00000433001,0.576
RHOA,VAMP3,9606.ENSP00000400175,9606.ENSP00000054666,0.698
RHOA,ROPN1,9606.ENSP00000400175,9606.ENSP00000184183,0.546
RHOA,TGFB1,9606.ENSP00000400175,9606.ENSP00000221930,0.834
RHOA,THBS1,9606.ENSP00000400175,9606.ENSP00000260356,0.422
RHOA,TIAM1,9606.ENSP00000400175,9606.ENSP00000286827,0.906
RHOA,VAV3,9606.ENSP00000400175,9606.ENSP00000359073,0.975
RHOA,RUNX2,9606.ENSP00000400175,9606.ENSP00000360493,0.478
RHOA,YWHAZ,9606.ENSP00000400175,9606.ENSP00000379287,0.687
RHOA,SEPTIN2,9606.ENSP00000400175,9606.ENSP00000479861,0.41
RHOH,VAMP3,9606.ENSP00000371219,9606.ENSP00000054666,0.585
RIOK3,RPS23,9606.ENSP00000341874,9606.ENSP00000296674,0.4
RNF213,SP110,9606.ENSP00000464087,9606.ENSP00000258381,0.441
RNF213,UBE2N,9606.ENSP00000464087,9606.ENSP00000316176,0.45
RNF213,TPM4,9606.ENSP00000464087,9606.ENSP00000494125,0.458
ROPN1,ROPN1B,9606.ENSP00000184183,9606.ENSP00000426271,0.884
RPRD1A,XRN2,9606.ENSP00000381984,9606.ENSP00000366396,0.883
RPS23,SEC61A1,9606.ENSP00000296674,9606.ENSP00000243253,0.978
RPS23,SECISBP2,9606.ENSP00000296674,9606.ENSP00000364965,0.815
RRM1,SAE1,9606.ENSP00000300738,9606.ENSP00000270225,0.455
RRM1,SMC4,9606.ENSP00000300738,9606.ENSP00000341382,0.615
RRM1,RRM2,9606.ENSP00000300738,9606.ENSP00000353770,0.999
RRM2,SRSF1,9606.ENSP00000353770,9606.ENSP00000258962,0.677
RRM2,THBS1,9606.ENSP00000353770,9606.ENSP00000260356,0.472
RRM2,SMC4,9606.ENSP00000353770,9606.ENSP00000341382,0.652
RSPO3,THBS1,9606.ENSP00000349131,9606.ENSP00000260356,0.555
RUNX2,TRPS1,9606.ENSP00000360493,9606.ENSP00000379065,0.69
S100B,TAB2,9606.ENSP00000291700,9606.ENSP00000356426,0.499
S100B,S100P,9606.ENSP00000291700,9606.ENSP00000296370,0.698
S100P,SLPI,9606.ENSP00000296370,9606.ENSP00000342082,0.416
SAA2,SAA2-SAA4,9606.ENSP00000436126,9606.ENSP00000485552,0.753
SAE1,UBE2M,9606.ENSP00000270225,9606.ENSP00000253023,0.798
SAE1,UBE2N,9606.ENSP00000270225,9606.ENSP00000316176,0.599
SAR1B,TMED2,9606.ENSP00000385432,9606.ENSP00000262225,0.755
SCARB2,VAMP3,9606.ENSP00000264896,9606.ENSP00000054666,0.691
SCARB2,SERPINE1,9606.ENSP00000264896,9606.ENSP00000223095,0.427
SCARB2,THBS1,9606.ENSP00000264896,9606.ENSP00000260356,0.997
SCARB2,VAMP7,9606.ENSP00000264896,9606.ENSP00000262640,0.852
SCARB2,TF,9606.ENSP00000264896,9606.ENSP00000385834,0.415
SCN3A,SCN4B,9606.ENSP00000283254,9606.ENSP00000322460,0.917
SDHC,VDAC1,9606.ENSP00000356953,9606.ENSP00000378487,0.421
SDHC,SGPL1,9606.ENSP00000356953,9606.ENSP00000362298,0.488
SEC61A1,TMEM41B,9606.ENSP00000243253,9606.ENSP00000433126,0.402
SEC61A1,TMED2,9606.ENSP00000243253,9606.ENSP00000262225,0.445
SEC61A1,TRAM1,9606.ENSP00000243253,9606.ENSP00000262213,0.758
SECISBP2,SELENOT,9606.ENSP00000364965,9606.ENSP00000418910,0.873
SEPTIN2,YWHAE,9606.ENSP00000479861,9606.ENSP00000264335,0.523
SERPINE1,TGIF1,9606.ENSP00000223095,9606.ENSP00000327959,0.532
SETD5,TBL1XR1,9606.ENSP00000385852,9606.ENSP00000405574,0.414
SFRP1,THBS1,9606.ENSP00000220772,9606.ENSP00000260356,0.569
SFRP1,WIF1,9606.ENSP00000220772,9606.ENSP00000286574,0.924
SGK3,UBE2G1,9606.ENSP00000379842,9606.ENSP00000380178,0.776
SGPL1,SPTLC2,9606.ENSP00000362298,9606.ENSP00000216484,0.686
SGPL1,TRARG1,9606.ENSP00000362298,9606.ENSP00000329548,0.446
SH3GL3,VAMP3,9606.ENSP00000320092,9606.ENSP00000054666,0.578
SH3GL3,VAMP7,9606.ENSP00000320092,9606.ENSP00000262640,0.527
SIAH2,UBE2N,9606.ENSP00000322457,9606.ENSP00000316176,0.693
SIK1,YWHAE,9606.ENSP00000270162,9606.ENSP00000264335,0.43
SIK1,YWHAZ,9606.ENSP00000270162,9606.ENSP00000379287,0.42
SLC1A1,SLC38A1,9606.ENSP00000262352,9606.ENSP00000449756,0.578
SMARCC1,TBL1XR1,9606.ENSP00000254480,9606.ENSP00000405574,0.587
SMC3,WAPL,9606.ENSP00000354720,9606.ENSP00000298767,0.999
SMC3,SMC4,9606.ENSP00000354720,9606.ENSP00000341382,0.844
SMC3,TOP2A,9606.ENSP00000354720,9606.ENSP00000411532,0.675
SMC4,WAPL,9606.ENSP00000341382,9606.ENSP00000298767,0.627
SMC4,TOP2A,9606.ENSP00000341382,9606.ENSP00000411532,0.903
SORBS2,YWHAE,9606.ENSP00000347852,9606.ENSP00000264335,0.647
SPAG1,STIP1,9606.ENSP00000373450,9606.ENSP00000351646,0.584
SPAG1,YWHAZ,9606.ENSP00000373450,9606.ENSP00000379287,0.506
SPP1,THBS1,9606.ENSP00000378517,9606.ENSP00000260356,0.731
SRGN,VCAN,9606.ENSP00000242465,9606.ENSP00000265077,0.645
SRPK2,SRSF1,9606.ENSP00000377262,9606.ENSP00000258962,0.973
SRPK2,SRSF3,9606.ENSP00000377262,9606.ENSP00000362820,0.787
SRPK2,SRSF10,9606.ENSP00000377262,9606.ENSP00000420195,0.654
SRSF1,WAC,9606.ENSP00000258962,9606.ENSP00000346986,0.449
SRSF1,ZMYND11,9606.ENSP00000258962,9606.ENSP00000371003,0.45
SRSF1,XRN2,9606.ENSP00000258962,9606.ENSP00000366396,0.538
SRSF1,SRSF3,9606.ENSP00000258962,9606.ENSP00000362820,0.994
SRSF1,SRSF10,9606.ENSP00000258962,9606.ENSP00000420195,0.999
SRSF10,WTAP,9606.ENSP00000420195,9606.ENSP00000351141,0.515
SRSF10,SRSF3,9606.ENSP00000420195,9606.ENSP00000362820,0.876
SRSF10,XRN2,9606.ENSP00000420195,9606.ENSP00000366396,0.405
STIP1,UBE2N,9606.ENSP00000351646,9606.ENSP00000316176,0.52
SULF1,VCAN,9606.ENSP00000260128,9606.ENSP00000265077,0.422
SYPL1,VAMP3,9606.ENSP00000011473,9606.ENSP00000054666,0.596
TAB2,UBE2N,9606.ENSP00000356426,9606.ENSP00000316176,0.967
TAB2,USP21,9606.ENSP00000356426,9606.ENSP00000356981,0.453
TAB2,TBL1XR1,9606.ENSP00000356426,9606.ENSP00000405574,0.619
TF,VAMP3,9606.ENSP00000385834,9606.ENSP00000054666,0.502
TF,VAMP7,9606.ENSP00000385834,9606.ENSP00000262640,0.499
TGFB1,TIMP4,9606.ENSP00000221930,9606.ENSP00000287814,0.417
TGFB1,VCAN,9606.ENSP00000221930,9606.ENSP00000265077,0.645
TGFB1,TIMP3,9606.ENSP00000221930,9606.ENSP00000266085,0.743
TGFB1,THBS1,9606.ENSP00000221930,9606.ENSP00000260356,0.985
THBS1,TPM4,9606.ENSP00000260356,9606.ENSP00000494125,0.572
TIAM1,YWHAH,9606.ENSP00000286827,9606.ENSP00000248975,0.457
TIAM1,YWHAZ,9606.ENSP00000286827,9606.ENSP00000379287,0.766
TIAM1,VAV3,9606.ENSP00000286827,9606.ENSP00000359073,0.86
TM9SF3,TMEM41B,9606.ENSP00000360184,9606.ENSP00000433126,0.461
TMED2,YIPF5,9606.ENSP00000262225,9606.ENSP00000274496,0.504
TMEM41B,VMP1,9606.ENSP00000433126,9606.ENSP00000262291,0.867
TNXB,VCAN,9606.ENSP00000407685,9606.ENSP00000265077,0.757
TOP2A,YWHAE,9606.ENSP00000411532,9606.ENSP00000264335,0.414
TPD52,VAMP7,9606.ENSP00000429309,9606.ENSP00000262640,0.542
TPSAB1,TPSB2,9606.ENSP00000343577,9606.ENSP00000482743,0.999
TRARG1,YWHAE,9606.ENSP00000329548,9606.ENSP00000264335,0.808
UBE2B,WAC,9606.ENSP00000265339,9606.ENSP00000346986,0.658
UBE2B,UBE2N,9606.ENSP00000265339,9606.ENSP00000316176,0.929
UBE2G1,UBE2H,9606.ENSP00000380178,9606.ENSP00000347836,0.571
VAMP3,VAMP7,9606.ENSP00000054666,9606.ENSP00000262640,0.998
VDAC1,YWHAE,9606.ENSP00000378487,9606.ENSP00000264335,0.765
VDAC1,YWHAZ,9606.ENSP00000378487,9606.ENSP00000379287,0.469
YWHAE,YWHAH,9606.ENSP00000264335,9606.ENSP00000248975,0.948
YWHAE,ZNF148,9606.ENSP00000264335,9606.ENSP00000353863,0.4
YWHAE,ZFP36L2,9606.ENSP00000264335,9606.ENSP00000282388,0.52
YWHAE,YWHAZ,9606.ENSP00000264335,9606.ENSP00000379287,0.998
YWHAH,ZFP36L2,9606.ENSP00000248975,9606.ENSP00000282388,0.567
YWHAH,YWHAZ,9606.ENSP00000248975,9606.ENSP00000379287,0.972
YWHAZ,ZFP36L2,9606.ENSP00000379287,9606.ENSP00000282388,0.664
