Gene.ID
256691
59350
6335
3075
6307
8942
10100
1718
2034
6272
6319
3339
540
10219
9760
8645
201799
836
54482
10276
54741
4689
285
127733
2212
1595
63895
100289574
783
26228
134728
30061
8835
93081
538
391059
22807
2651
7068
11001
80013
154215
286
440248
57118
338596
100533496
100631383
56986
56521
56000
54682
55676
5874
7010
6310
9581
3156
63897
3067
598
57728
122553
79070
7111
4635
843
81856
57561
65244
4628
153642
55610
5168
84187
84636
23639
222236
81627
9991
8671
54680
54622
55211
79963
285349
6713
5899
695
84456
55680
57181
10257
9047
85439
6352
8853
81932
1193
54465
7764
9645
26275
7514
2620
148254
129642
57121
3983
6404
143098
147166
6907
57002
57546
285331
80067
440138
9481
80008
9103
959
7490
374354
130162
5337
100033433
340527
2182
1514
84437
66008
115727
128178
7746
7696
79158
4238
221806
5780
5321
54629
57209
57554
147947
10626
10793
284697
10196
55791
79788
1875
163131
170959
3078
124989
57105
9829
8519
221078
255394
55604
2996
143872
284391
283417
55478
100533970
25839
64393
55552
84924
151393
201973
121274
2630
6503
7504
961
79634
89790
140876
65260
80739
342909
80258
57464
26046
26795
84267
128710
2222
6281
9034
8906
92285
5095
26091
664
79072
6812
2960
692197
100526825
56985
692157
30845
64431
2122
729288
1356
151613
55762
51095
3684
1717
7697
2581
64421
63939
55180
1124
64499
9420
81610
4300
321
3949
7562
360023
91664
137392
10203
57669
7059
388561
26301
162967
5193
58488
134429
4077
84941
83856
3204
55662
871
84436
163059
222484
100529855
80063
126295
3157
146850
148203
114880
199692
163050
259230
375444
5884
7728
56242
126017
57763
80321
64005
7052
730051
84803
11046
55279
8631
6005
5376
342618
23483
10410
4778
10456
10040
147687
2188
6563
81617
920
26800
125893
120227
148823
84250
90317
5332
285267
100033432
55347
400720
1974
440894
2994
6737
93624
269
56154
100293516
93134
57628
4071
1178
999
3556
162963
6775
50626
654433
93183
116173
256076
5281
54900
114836
79861
6035
85461
10475
8867
27306
64092
5553
161145
6082
2205
9173
26771
26779
2331
158326
22824
26812
100033425
