Entrez ID,Gene Symbol,Oncogene Score,LogFC,p-value,Adj p-value,Pathway Matrix Organization,Pathway Degradation Matrix,Pathway Collagen Formation
55284,UBE2W,0.0511868,0.536233,0.0814983,0.122713,0,0,0
55201,MAP1S,0.0460872,-0.458795,0.00324834,0.00691628,0,0,0
64077,LHPP,0.0822623,-0.63513,4.13801e-06,1.71653e-05,0,0,0
1877,E4F1,0.0207915,-0.304588,0.0577158,0.090547,0,0,0
55662,HIF1AN,0.0880586,-0.103893,0.269988,0.346877,0,0,0
29098,RANGRF,0,-0.0846071,0.752879,0.802725,0,0,0
54840,APTX,0.00258706,0.294198,0.0447365,0.0721344,0,0,0
152006,RNF38,0.0271436,0.636193,0.00818426,0.0158039,0,0,0
51293,CD320,0.00979387,-1.13224,4.87095e-06,1.9841e-05,0,0,0
29109,FHOD1,0.0727008,-0.430897,0.00949818,0.0180615,0,0,0
80194,TMEM134,0,0.218178,0.258372,0.334278,0,0,0
54963,UCKL1,0.016064,0.190424,0.254946,0.330627,0,0,0
55781,RIOK2,0.00831555,1.71058,4.78474e-12,1.44764e-10,0,0,0
57380,MRS2,0.00570796,0.96049,0.00404378,0.00840804,0,0,0
54985,HCFC1R1,0.0254046,0.550087,0.00115865,0.00271523,0,0,0
55030,FBXO34,0,0.666645,9.71291e-06,3.68313e-05,0,0,0
79178,THTPA,0,0.340498,0.0251115,0.0430816,0,0,0
56892,C8orf4,0,1.40086,0.00840714,0.0161772,0,0,0
55165,CEP55,0.11419,0.817634,0.00582278,0.0116538,0,0,0
64761,PARP12,0.05321,0.195726,0.463071,0.541741,0,0,0
10171,RCL1,0.00480454,0.231273,0.113412,0.163711,0,0,0
79762,C1orf115,0.00936467,-2.37481,1.36478e-05,4.99414e-05,0,0,0
79947,DHDDS,0.0421714,-1.59609,4.41487e-07,2.37562e-06,0,0,0
51368,TEX264,0.00443496,-0.123182,0.446883,0.52605,0,0,0
51115,RMDN1,0.0132196,1.65664,7.61505e-08,5.10783e-07,0,0,0
55222,LRRC20,0.00147832,-0.432793,0.0562532,0.0885319,0,0,0
60672,MIIP,0.0971382,-0.82542,2.24065e-08,1.766e-07,0,0,0
55268,ECHDC2,0.00619911,-0.715248,0.000272917,0.000739355,0,0,0
79047,KCTD15,0.0775118,0.278446,0.0621399,0.0967513,0,0,0
55870,ASH1L,0.0269502,0.00594194,0.897391,0.920434,0,0,0
29882,ANAPC2,0,0.0273575,0.874994,0.90267,0,0,0
29095,ORMDL2,0,2.43231,3.35957e-08,2.4999e-07,0,0,0
56954,NIT2,0,0.691411,5.40563e-05,0.00017297,0,0,0
54148,MRPL39,0.00147832,0.590301,0.00140386,0.00322346,0,0,0
9935,MAFB,0.425437,1.09382,3.64843e-05,0.00012133,0,0,0
65094,JMJD4,0,-0.233096,0.0322678,0.0539441,0,0,0
57128,LYRM4,0,0.0533864,0.744143,0.795438,0,0,0
55219,TMEM57,0,1.32686,3.17463e-08,2.37471e-07,0,0,0
4696,NDUFA3,0.351866,-0.147999,0.181605,0.246579,0,0,0
55159,RFWD3,0.277398,-0.210997,0.241661,0.31576,0,0,0
51490,C9orf114,0,0.711392,0.00682309,0.0134271,0,0,0
26973,CHORDC1,0.0244188,1.31803,1.3255e-08,1.12127e-07,0,0,0
10072,DPP3,0.0906007,1.96907,3.63032e-09,3.73952e-08,0,0,0
55750,AGK,0.085337,0.449494,0.0033292,0.00707641,0,0,0
55709,KBTBD4,0,1.08606,4.99516e-09,4.86182e-08,0,0,0
28986,MAGEH1,0.0511969,0.118213,0.513547,0.590458,0,0,0
29995,LMCD1,0.00147832,0.574276,0.111168,0.16088,0,0,0
64682,ANAPC1,0.00881612,0.445523,0.00482143,0.00982526,0,0,0
11266,DUSP12,0.00201216,1.06778,4.73519e-08,3.3684e-07,0,0,0
79577,CDC73,0.653019,1.43056,5.20405e-09,5.02146e-08,0,0,0
60625,DHX35,0.0018479,0.748534,1.51115e-05,5.479e-05,0,0,0
54998,AURKAIP1,0.0879114,-0.273043,0.0449195,0.0724212,0,0,0
63874,ABHD4,0,0.229201,0.082376,0.123891,0,0,0
54708,MARCH5,0,2.21244,3.52557e-12,1.12156e-10,0,0,0
54165,DCUN1D1,0.00147832,0.136387,0.234314,0.307602,0,0,0
51514,DTL,0.0941769,2.08242,2.7207e-05,9.28893e-05,0,0,0
55257,MRGBP,0.00452783,0.0398966,0.772302,0.819623,0,0,0
56983,POGLUT1,0.0190128,0.381443,0.00767295,0.0149097,0,0,0
10827,FAM114A2,0,0.215791,0.00638823,0.0126695,0,0,0
10161,LPAR6,0.0887642,-0.0329808,0.847614,0.880557,0,0,0
56652,C10orf2,0,-0.825682,0.00599074,0.0119613,0,0,0
27440,CECR5,0,-0.650959,0.00646535,0.01281,0,0,0
55131,RBM28,0.0073916,0.556679,0.00551469,0.0110902,0,0,0
54662,TBC1D13,0.0036958,-1.01482,1.83682e-09,2.09628e-08,0,0,0
55847,CISD1,0.0870641,0.157954,0.270427,0.347284,0,0,0
60561,RINT1,0.345146,1.20003,6.76074e-09,6.30825e-08,0,0,0
9985,REC8,0.0754354,0.0297221,0.870158,0.899159,0,0,0
80774,LIMD2,0.0049742,0.108397,0.423737,0.503405,0,0,0
55665,URGCP,0.00963987,-0.536776,3.38159e-05,0.000113384,0,0,0
54801,HAUS6,0,0.537017,0.0130494,0.0239992,0,0,0
51696,HECA,0.00583753,0.210862,0.146114,0.204442,0,0,0
23592,LEMD3,0,0.690402,2.53452e-07,1.44774e-06,0,0,0
64216,TFB2M,0,1.37593,3.31797e-10,4.95605e-09,0,0,0
55625,ZDHHC7,0.00677707,-0.210132,0.143759,0.201564,0,0,0
55153,SDAD1,0.00321584,0.247756,0.297011,0.375522,0,0,0
23400,ATP13A2,0.00478401,0.884022,0.000142993,0.000416075,0,0,0
318,NUDT2,0.0578162,-0.219265,0.227415,0.299986,0,0,0
55313,CPPED1,0.00147832,0.896741,0.000397135,0.00103165,0,0,0
51278,IER5,0.00838947,0.35167,0.0642494,0.0996431,0,0,0
10078,TSSC4,0,-0.616964,0.000752807,0.0018425,0,0,0
55196,KIAA1551,0,2.09584,6.69571e-10,8.89942e-09,0,0,0
55254,TMEM39A,0,0.899169,2.82947e-07,1.59473e-06,0,0,0
57117,INTS12,0,1.94474,1.40454e-09,1.66856e-08,0,0,0
54802,TRIT1,0.247374,-0.0482928,0.770545,0.818309,0,0,0
6839,SUV39H1,0.093255,-0.741774,5.01192e-06,2.03279e-05,0,0,0
51409,HEMK1,0.0286493,0.0755122,0.646802,0.710453,0,0,0
79023,NUP37,0.0646429,0.933034,4.48876e-08,3.23027e-07,0,0,0
65996,CENPBD1P1,0,0.661501,0.000682033,0.0016826,0,0,0
51299,NRN1,0.0273004,-1.91059,0.000132831,0.000389938,0,0,0
56478,EIF4ENIF1,0,0.34753,0.070984,0.108912,0,0,0
55332,DRAM1,0.0161746,0.534625,0.206156,0.275599,0,0,0
51019,CCDC53,0,0.774362,0.000141121,0.00041088,0,0,0
6608,SMO,0.45815,-0.0591271,0.363614,0.44482,0,0,0
54903,MKS1,0.0161178,0.0943924,0.492679,0.570559,0,0,0
60370,AVPI1,0.00265652,-1.23573,4.2899e-06,1.77331e-05,0,0,0
79654,HECTD3,0.0765692,-0.0608991,0.771026,0.818578,0,0,0
55347,ABHD10,0,-0.225672,0.12343,0.176294,0,0,0
23612,PHLDA3,0.433857,-0.654018,0.00131822,0.00304849,0,0,0
11253,MAN1B1,0.0431673,-0.516539,0.000529431,0.00134079,0,0,0
55364,IMPACT,0,0.0534451,0.675232,0.735512,0,0,0
10417,LOC100130872,0,-0.0381969,0.904832,0.926596,0,0,0
79364,ZXDC,0,0.0472512,0.77185,0.819388,0,0,0
79666,PLEKHF2,0.00626298,3.12469,2.01738e-17,5.62494e-15,0,0,0
65998,C11orf95,0,-0.958121,4.89121e-05,0.00015786,0,0,0
79145,CHCHD7,0.241254,-0.438288,0.0284554,0.0481996,0,0,0
9419,CRIPT,0,0.177932,0.311159,0.390355,0,0,0
26499,PLEK2,0.0818257,-0.0436195,0.781372,0.827212,0,0,0
54969,C4orf27,0,-0.256896,0.069433,0.106785,0,0,0
79693,YRDC,0.0092395,0.93682,1.0185e-06,4.95146e-06,0,0,0
64784,CRTC3,0.275467,-0.0036042,0.979246,0.98409,0,0,0
54487,DGCR8,0.274569,-0.864983,0.00180701,0.00404338,0,0,0
55323,LARP6,0.0827891,-2.18446,4.65534e-08,3.32491e-07,0,0,0
54872,PIGG,0.00147832,1.08267,1.00743e-06,4.90607e-06,0,0,0
10166,SLC25A15,0.34103,1.38989,2.32776e-09,2.56198e-08,0,0,0
51650,MRPS33,0,0.0896716,0.609787,0.678005,0,0,0
54883,CWC25,0.00422964,0.111209,0.459149,0.537817,0,0,0
10186,LHFP,0,-0.582886,0.0421356,0.0683826,0,0,0
51195,RAPGEFL1,0,-0.0796723,0.729528,0.782698,0,0,0
55252,ASXL2,0.283104,0.277523,0.0150497,0.0272412,0,0,0
8291,DYSF,0.00208805,-0.675776,8.48838e-06,3.25701e-05,0,0,0
79903,NAA60,0.00517412,0.467137,0.000550404,0.00138823,0,0,0
64151,NCAPG,0.111069,0.228474,0.483859,0.56236,0,0,0
51102,MECR,0.00147832,-0.0671758,0.737676,0.789891,0,0,0
8322,FZD4,0.0969791,-2.37825,8.99386e-11,1.65728e-09,0,0,0
55014,STX17,0.0304903,0.0676508,0.420892,0.500635,0,0,0
64219,PJA1,0.00386786,-0.344726,0.103435,0.150964,0,0,0
57826,RAP2C,0.00524032,1.59072,1.03232e-06,5.00856e-06,0,0,0
80324,PUS1,0.0788042,0.345516,0.0387055,0.0634898,0,0,0
93974,ATPIF1,0,0.440367,0.00186959,0.00416832,0,0,0
79005,SCNM1,0,0.0237356,0.855756,0.887395,0,0,0
10533,ATG7,0.108819,0.990151,1.1365e-06,5.44875e-06,0,0,0
80006,TRAPPC13,0,1.49166,9.16189e-10,1.16261e-08,0,0,0
51310,SLC22A17,0.0242075,-0.813459,0.00568375,0.0113996,0,0,0
58488,PCTP,0.00147832,0.745842,0.0044388,0.00912398,0,0,0
57402,S100A14,0.103822,1.98891,0.000449772,0.00115572,0,0,0
10763,NES,0.102037,-3.13139,3.32445e-10,4.9605e-09,0,0,0
51160,VPS28,0.0765238,0.152219,0.230578,0.303453,0,0,0
23753,SDF2L1,0.00293611,0.68111,0.012218,0.0226548,0,0,0
55144,LRRC8D,0.0036958,0.0106717,0.942457,0.956616,0,0,0
23583,SMUG1,0.0795335,0.673917,0.000280122,0.000757432,0,0,0
64285,RHBDF1,0.0981766,1.19652,4.34387e-06,1.79355e-05,0,0,0
26007,DAK,0,1.17927,1.17364e-06,5.6004e-06,0,0,0
2188,FANCF,0.422504,0.914235,1.72385e-06,7.87698e-06,0,0,0
55638,SYBU,0.0355192,2.51973,1.14416e-06,5.47994e-06,0,0,0
23555,TSPAN15,0.00480219,1.5565,3.35929e-07,1.85655e-06,0,0,0
51309,ARMCX1,0.0220233,0.818778,0.00328966,0.00699865,0,0,0
54512,EXOSC4,0.0372046,0.00969721,0.964137,0.972894,0,0,0
9451,EIF2AK3,0.0787992,1.62379,2.04607e-10,3.30626e-09,0,0,0
51517,NCKIPSD,0.271791,-1.07667,6.81754e-09,6.35033e-08,0,0,0
51074,APIP,0.00425017,0.874191,0.000779066,0.00189925,0,0,0
8934,RAB29,0.00135111,0.0308121,0.911928,0.932453,0,0,0
51110,LACTB2,0.270137,0.452316,0.0824545,0.123983,0,0,0
54938,SARS2,0.0838748,-0.479127,0.011903,0.022143,0,0,0
26984,SEC22A,0,0.0710124,0.460239,0.538783,0,0,0
54894,RNF43,0.423159,-0.0413222,0.864268,0.894071,0,0,0
28966,SNX24,0.0235014,2.00946,1.67164e-08,1.37245e-07,0,0,0
65983,GRAMD3,0,-0.595623,0.0822561,0.123737,0,0,0
55311,ZNF444,0.00223299,-0.9906,3.02973e-08,2.2771e-07,0,0,0
29107,NXT1,0.0142792,0.398201,0.00568075,0.0113951,0,0,0
51098,IFT52,0.0036958,0.810673,1.8196e-05,6.47193e-05,0,0,0
55622,TTC27,0,-0.148626,0.3725,0.45409,0,0,0
54955,C1orf109,0,0.286739,0.0142536,0.0259521,0,0,0
79664,ICE2,0.00443496,0.6349,4.26328e-06,1.76335e-05,0,0,0
55813,UTP6,0.0073916,0.371789,0.0115973,0.0216394,0,0,0
25821,MTO1,0.0261842,1.16436,1.30131e-07,8.14475e-07,0,0,0
55214,LEPREL1,0,-2.72114,9.49568e-10,1.19389e-08,0,0,0
56034,PDGFC,0.0994786,0.302713,0.168999,0.231564,0,0,0
64785,GINS3,0.0269793,-0.106863,0.536309,0.610838,0,0,0
26470,SEZ6L2,0.0507871,1.51317,0.00535729,0.0108012,0,0,0
54953,C1orf27,0,1.91654,1.88659e-11,4.60159e-10,0,0,0
79714,CCDC51,0,0.4374,0.00469265,0.00958344,0,0,0
28984,RGCC,0.0987397,-0.672592,0.0295328,0.0498287,0,0,0
79751,SLC25A22,0.0859656,0.469053,0.0022963,0.00503988,0,0,0
55355,HJURP,0.107561,0.303082,0.212395,0.283008,0,0,0
55238,SLC38A7,0.0277867,0.198059,0.275482,0.352444,0,0,0
29097,CNIH4,0.012958,1.38624,1.12396e-08,9.7694e-08,0,0,0
56925,LXN,0.0215451,0.789285,0.000511507,0.00130049,0,0,0
4969,OGN,0.0847104,0.443303,0.543327,0.617052,0,0,0
64856,VWA1,0.0036958,0.0229443,0.925574,0.94288,0,0,0
51651,PTRH2,0.0592408,0.576904,0.0015426,0.0035086,0,0,0
55167,MSL2,0.00365861,1.39231,7.36556e-13,3.21283e-11,0,0,0
79829,NAA40,0.0752095,1.36683,3.72764e-05,0.000123733,0,0,0
27300,ZNF544,0,0.402901,0.021934,0.0381297,0,0,0
54873,PALMD,0.0299441,-2.26344,7.12785e-07,3.62381e-06,0,0,0
51444,RNF138,0,1.41663,4.49768e-09,4.46627e-08,0,0,0
80279,CDK5RAP3,0.0615822,-0.298216,0.11841,0.169994,0,0,0
79019,CENPM,0.100469,0.411265,0.164658,0.226576,0,0,0
64428,NARFL,0,-0.437595,0.00320366,0.00682897,0,0,0
79643,CHMP6,0.00936103,-0.254606,0.0759076,0.115432,0,0,0
29763,PACSIN3,0.00406538,-0.963806,0.00012991,0.000382242,0,0,0
54929,TMEM161A,0.0110874,-0.173898,0.0924943,0.13695,0,0,0
55080,TAPBPL,0.00835661,0.0202766,0.911368,0.932081,0,0,0
10640,EXOC5,0.00776118,1.30464,0.000299704,0.000804264,0,0,0
80024,SLC8B1,0,0.207429,0.0976855,0.143694,0,0,0
79101,TAF1D,0.0036958,0.315515,0.11633,0.167363,0,0,0
55294,FBXW7,0.512667,-1.09379,2.38213e-11,5.51692e-10,0,0,0
55954,ZMAT5,0.0216757,0.336054,0.00738005,0.0144036,0,0,0
55113,XKR8,0.00893151,-0.117975,0.231835,0.304713,0,0,0
10112,KIF20A,0.104869,0.83592,0.00475948,0.00970737,0,0,0
79154,DHRS11,0.0152558,-0.386758,0.234044,0.307276,0,0,0
65109,UPF3B,0.0143135,0.731948,5.17775e-05,0.00016609,0,0,0
8568,RRP1,0.110874,-0.693467,7.04705e-05,0.000220968,0,0,0
1856,DVL2,0.0823544,-0.119647,0.0983951,0.144603,0,0,0
51004,COQ6,0,1.03631,3.77851e-05,0.000125246,0,0,0
54778,RNF111,0.075405,1.47742,1.21859e-09,1.47853e-08,0,0,0
64763,ZNF574,0.0036958,-0.336113,0.0115046,0.0214862,0,0,0
53407,STX18,0.0120832,0.943925,1.15284e-07,7.3381e-07,0,0,0
51092,SIDT2,0.17063,-1.20586,5.20125e-14,3.75441e-12,0,0,0
10352,WARS2,0.0165624,0.604775,0.0214883,0.0374374,0,0,0
57109,REXO4,0.0452903,-0.36613,0.00034785,0.000917023,0,0,0
57122,NUP107,0.00147832,0.817439,0.000142719,0.000415364,0,0,0
57763,ANKRA2,0.00624946,1.17976,4.66839e-08,3.33256e-07,0,0,0
55116,TMEM39B,0,0.761535,0.000637794,0.00158363,0,0,0
55229,PANK4,0,0.930642,2.51603e-05,8.64827e-05,0,0,0
55151,TMEM38B,0.180043,0.594903,0.0892951,0.132864,0,0,0
22921,MSRB2,0,0.0124256,0.944947,0.958085,0,0,0
28960,DCPS,0.0512284,0.997802,0.000113931,0.000340212,0,0,0
80021,TMEM62,0,0.718766,0.00391477,0.00817731,0,0,0
80346,REEP4,0,-0.265989,0.0398272,0.0651343,0,0,0
54869,EPS8L1,0.00587887,-0.121322,0.210793,0.281057,0,0,0
29911,HOOK2,0.00291244,-0.822368,5.43992e-05,0.00017395,0,0,0
79677,SMC6,0.00535891,2.16308,1.91073e-15,2.61255e-13,0,0,0
29028,ATAD2,0.0922095,4.10523,3.01185e-15,3.69211e-13,0,0,0
55776,SAYSD1,0,0.826128,3.82248e-05,0.000126438,0,0,0
64792,IFT22,0,0.0867525,0.646925,0.710479,0,0,0
55280,CWF19L1,0,0.0560193,0.403953,0.484131,0,0,0
64754,SMYD3,0.11264,2.57245,4.59649e-10,6.58228e-09,0,0,0
54494,C11orf71,0,0.496061,0.0491238,0.0784348,0,0,0
79768,KATNBL1,0,0.0408072,0.795362,0.837968,0,0,0
54836,BSPRY,0.00885893,0.61709,0.00529408,0.0106818,0,0,0
6322,SCML1,0.00387542,1.15264,0.0210096,0.0366842,0,0,0
54957,TXNL4B,0,-1.09585,4.39897e-07,2.36945e-06,0,0,0
51205,ACP6,0,0.75444,0.0346434,0.0574227,0,0,0
55612,FERMT1,0.0647526,-0.358301,0.0193207,0.0340615,0,0,0
51547,SIRT7,0.109282,0.553984,0.00133218,0.00307696,0,0,0
65095,KRI1,0.0036958,-0.153647,0.247279,0.322124,0,0,0
54707,GPN2,0,0.647115,0.000201808,0.00056535,0,0,0
79644,SRD5A3,0.112505,0.26633,0.187576,0.253862,0,0,0
55013,CCDC109B,0,1.4129,2.94403e-09,3.13354e-08,0,0,0
55743,CHFR,0.0840904,1.76749,8.42621e-09,7.5932e-08,0,0,0
55340,GIMAP1-GIMAP5,0,-1.30276,0.000893436,0.00215151,0,0,0
10451,VAV3,0.0882837,4.97179,2.39951e-15,3.10191e-13,0,0,0
55152,DALRD3,0.0092395,-0.37039,0.125229,0.178542,0,0,0
80025,PANK2,0,-0.428563,0.00524201,0.0105925,0,0,0
80149,MIR6732,0,0.899778,0.00212972,0.00469819,0,0,0
56904,SH3GLB2,0.0769048,2.44533,1.58221e-10,2.66577e-09,0,0,0
55092,TMEM51,0.0251314,0.24191,0.324728,0.404949,0,0,0
60559,SPCS3,0.120999,0.47179,0.0439752,0.0710841,0,0,0
2275,FHL3,0.0181942,-0.171841,0.125969,0.179379,0,0,0
26512,INTS6,0.0398578,2.32902,1.45154e-08,1.21489e-07,0,0,0
56967,C14orf132,0,0.43696,0.379994,0.461012,0,0,0
79716,LOC100652930,0,-0.491192,0.0125314,0.0231544,0,0,0
54793,KCTD9,0.0120631,-0.513392,0.0194708,0.0342793,0,0,0
55228,PNMAL1,0,-0.239195,0.630221,0.696058,0,0,0
51162,EGFL7,0.0380021,-2.52404,8.23322e-10,1.05856e-08,0,0,0
54733,SLC35F2,0.0870502,0.674745,0.00183208,0.00409303,0,0,0
55125,CEP192,0.0018479,1.44257,1.47177e-07,9.00927e-07,0,0,0
57048,PLSCR3,0,-0.704348,1.14745e-06,5.49384e-06,0,0,0
55636,CHD7,0.0810037,0.302499,0.264932,0.341491,0,0,0
51121,RPL26L1,0.00406538,0.606692,1.23811e-05,4.58128e-05,0,0,0
2217,FCGRT,0.00955989,-0.936553,3.84766e-05,0.000127064,0,0,0
408,ARRB1,0.0422186,0.64529,0.0128533,0.0236846,0,0,0
54972,TMEM132A,0.0374364,0.724865,0.0189175,0.0334545,0,0,0
56658,RPP21,0.0036958,0.252249,0.0313284,0.0525094,0,0,0
51619,UBE2D4,0,-0.274057,0.11977,0.171652,0,0,0
64427,TTC31,0,0.42956,0.00105627,0.00250273,0,0,0
23462,HEY1,0.380913,-0.992926,1.34525e-05,4.93535e-05,0,0,0
55191,NADSYN1,0.010492,-0.382443,0.0302032,0.050841,0,0,0
140461,ASB8,0,-0.161264,0.225688,0.298066,0,0,0
80221,ACSF2,0.00586941,0.182356,0.610827,0.678855,0,0,0
56940,DUSP22,0.0113636,-1.28949,3.13295e-12,1.01946e-10,0,0,0
9439,MED23,0.333161,0.831165,6.13499e-05,0.000194427,0,0,0
10644,IGF2BP2,0.30515,-1.67223,5.41569e-05,0.000173253,0,0,0
79228,THOC6,0.00461975,0.956445,8.61571e-06,3.29875e-05,0,0,0
10848,PPP1R13L,0.0631042,-0.400443,0.013366,0.0245024,0,0,0
29940,DSE,0.00949615,0.540084,0.0440055,0.071117,0,0,0
131601,TPRA1,0,0.141343,0.501157,0.578775,0,0,0
80150,ASRGL1,0.0927845,-0.427192,0.400471,0.480768,0,0,0
64798,DEPTOR,0.0825037,0.92353,0.000621295,0.00154698,0,0,0
51575,ESF1,0.0280881,-0.115473,0.490774,0.568723,0,0,0
79050,NOC4L,0,-0.731218,0.000416723,0.00107742,0,0,0
64320,RNF25,0,0.019336,0.857281,0.888329,0,0,0
79754,ASB13,0.0435899,0.891417,0.000745541,0.0018266,0,0,0
7145,TNS1,0.489288,-0.688265,4.50634e-07,2.41721e-06,0,0,0
64757,MARC1,0,-2.5071,1.93617e-08,1.55375e-07,0,0,0
51728,POLR3K,0.0104517,4.00956,1.00007e-16,2.18785e-14,0,0,0
79794,C12orf49,0,0.127338,0.334159,0.414348,0,0,0
23417,MLYCD,0.0073916,-0.338753,0.00351788,0.00743855,0,0,0
55843,ARHGAP15,0.057639,1.04716,0.0151745,0.027453,0,0,0
55454,CSGALNACT2,0,0.529739,0.00105777,0.00250567,0,0,0
54997,TESC,0.0530878,-3.77896,1.04291e-14,9.62999e-13,0,0,0
79969,ATAT1,0.0341228,0.223038,0.14346,0.201203,0,0,0
26271,FBXO5,0.0902376,1.17666,0.000336795,0.000892347,0,0,0
51673,TPPP3,0.0335755,-1.48763,0.00316844,0.00676301,0,0,0
60487,TRMT11,0.0188486,1.3336,6.54171e-06,2.58397e-05,0,0,0
23411,SIRT1,0.117884,1.21877,0.000230942,0.000636557,0,0,0
10885,WDR3,0.0018479,-0.082611,0.552406,0.625963,0,0,0
79682,CENPU,0.107074,3.28481,1.54468e-13,9.13544e-12,0,0,0
60558,GUF1,0,1.09557,1.7424e-06,7.94899e-06,0,0,0
79695,GALNT12,0.00884938,-0.491195,0.0654187,0.101225,0,0,0
55003,PAK1IP1,0,-0.421378,0.00396775,0.00826808,0,0,0
51069,MRPL2,0,-0.992116,4.16146e-09,4.19093e-08,0,0,0
81831,NETO2,0.0119426,-1.32627,0.0183266,0.0325145,0,0,0
64318,NOC3L,0,0.343285,0.035171,0.0582361,0,0,0
51318,MRPL35,0,1.45279,1.94232e-09,2.19204e-08,0,0,0
79591,C10orf76,0,-0.323387,0.00575165,0.0115227,0,0,0
8642,DCHS1,0.0365108,0.371543,0.232255,0.30518,0,0,0
79763,ISOC2,0,-0.0106889,0.94888,0.961045,0,0,0
55110,MAGOHB,0.00406538,0.719219,1.22277e-05,4.53396e-05,0,0,0
55421,C17orf85,0,0.202592,0.348588,0.429134,0,0,0
80775,TMEM177,0,0.327923,0.0440893,0.0712362,0,0,0
79850,FAM57A,0,0.321451,0.126017,0.179416,0,0,0
26504,CNNM4,0.00861326,1.41655,4.07365e-05,0.000133683,0,0,0
57088,PLSCR4,0.0263533,-0.603702,0.0255656,0.0437845,0,0,0
4851,NOTCH1,0.593709,-0.617273,0.000135821,0.000397729,0,0,0
79035,NABP2,0.0116418,0.824289,1.54829e-06,7.17859e-06,0,0,0
55071,C9orf40,0.00626038,-0.785066,8.99637e-06,3.4288e-05,0,0,0
55656,INTS8,0,0.94051,6.06023e-08,4.1935e-07,0,0,0
64837,KLC2,0.0073916,-0.105556,0.580873,0.652192,0,0,0
65999,LRRC61,0,-0.425616,0.00377355,0.00791094,0,0,0
79058,ASPSCR1,0.262282,1.58369,1.1063e-07,7.07354e-07,0,0,0
26750,RPS6KC1,0,2.04727,1.83563e-08,1.48733e-07,0,0,0
55129,ANO10,0.0258706,-0.517305,0.00559732,0.0112437,0,0,0
8089,YEATS4,0.0831722,1.15266,9.45274e-10,1.18954e-08,0,0,0
79571,GCC1,0.00147832,0.0506221,0.674958,0.735359,0,0,0
51291,GMIP,0.0120701,0.181811,0.349832,0.430293,0,0,0
51093,RRNAD1,0,0.170733,0.400019,0.480306,0,0,0
79752,ZFAND1,0.00942429,0.550557,0.00491309,0.00999488,0,0,0
54540,FAM193B,0,-0.461614,0.000743878,0.00182284,0,0,0
59307,SIGIRR,0.0286219,0.455741,0.0191227,0.0337668,0,0,0
79603,CERS4,0.0924464,0.261305,0.452536,0.531208,0,0,0
1486,CTBS,0.0106151,0.771602,7.49941e-05,0.000233402,0,0,0
55892,MYNN,0.00461975,0.630457,0.00013652,0.000399366,0,0,0
55501,CHST12,0.00221748,0.134683,0.273134,0.350128,0,0,0
54020,SLC37A1,0.0174294,0.638865,0.0129441,0.0238241,0,0,0
55602,CDKN2AIP,0,1.3781,2.12144e-10,3.41255e-09,0,0,0
54664,TMEM106B,0.00203435,2.14648,1.29281e-15,1.91498e-13,0,0,0
64284,RAB17,0.0480627,0.942312,0.000172264,0.000490311,0,0,0
54680,ZNHIT6,0.00461975,0.790591,2.51719e-05,8.65017e-05,0,0,0
30845,EHD3,0.00886992,0.255876,0.153289,0.212889,0,0,0
29080,CCDC59,0,-0.281822,0.0449918,0.0725214,0,0,0
54925,ZSCAN32,0,1.51837,1.81537e-10,2.9878e-09,0,0,0
79176,FBXL15,0,-0.237412,0.147076,0.205626,0,0,0
3954,LETM1,0.0380715,-0.141193,0.287198,0.364737,0,0,0
79609,VCPKMT,0,0.828349,2.49591e-05,8.59367e-05,0,0,0
79837,PIP4K2C,0.0226589,0.53868,7.3743e-05,0.000230012,0,0,0
23586,DDX58,0,1.28362,0.0021513,0.00474139,0,0,0
65263,PYCRL,0,0.778662,0.00299492,0.00641839,0,0,0
79091,METTL22,0,-0.4309,0.014492,0.0263322,0,0,0
27247,NFU1,0,-0.313628,0.0826413,0.124198,0,0,0
55149,MTPAP,0.079995,2.48408,1.17931e-11,3.11707e-10,0,0,0
55278,QRSL1,0.0475249,0.192867,0.410181,0.490066,0,0,0
64411,ARAP3,0.0250617,-1.99077,4.97306e-09,4.84694e-08,0,0,0
55344,PLCXD1,0.00183291,-0.245309,0.117749,0.169165,0,0,0
27344,PCSK1N,0.00935631,0.232839,0.48394,0.562403,0,0,0
78991,PCYOX1L,0,1.00474,4.82484e-05,0.000156001,0,0,0
55290,BRF2,0.0983207,0.545619,0.0333775,0.0555705,0,0,0
26024,ATP5J2-PTCD1,0,-0.312838,0.00812031,0.0156954,0,0,0
55049,C19orf60,0,-0.94861,9.04061e-07,4.46225e-06,0,0,0
3226,HOXC10,0.0988231,0.771954,0.316693,0.396424,0,0,0
56649,TMPRSS4,0.110313,0.03092,0.947192,0.959814,0,0,0
11284,PNKP,0.0783536,0.138041,0.541677,0.615424,0,0,0
64418,TMEM168,0.00147832,-0.0354394,0.798569,0.84091,0,0,0
25984,KRT23,0.0448864,-0.331203,0.66702,0.728721,0,0,0
10620,ARID3B,0.0329765,-0.506407,0.0011387,0.00267464,0,0,0
64852,TUT1,0.0471625,-0.825934,1.55832e-09,1.82193e-08,0,0,0
55930,MYO5C,0.34238,2.53759,1.73712e-08,1.42046e-07,0,0,0
9317,PTER,0.00515359,3.92075,3.74881e-13,1.90386e-11,0,0,0
55734,ZFP64,0.0946549,0.312928,0.000342227,0.000904213,0,0,0
51025,PAM16,0,-0.430624,0.00612849,0.0122045,0,0,0
