Entrez ID,Gene Symbol,Oncogene Score,LogFC,p-value,Adj p-value,Pathway Matrix Organization,Pathway Degradation Matrix,Pathway Collagen Formation
780,DDR1,0.115776,0.631563,0.00180138,0.00403206,1,0,0
5982,RFC2,0.0108836,1.15621,1.32403e-08,1.12127e-07,0,0,0
3310,HSPA6,0.0872812,1.27405,1.26081e-05,4.65922e-05,0,0,0
7318,MIR5193,0,-0.908142,0.000110145,0.000329738,0,0,0
7067,THRA,0.120175,-1.08649,2.78807e-10,4.29072e-09,0,0,0
6352,CCL5,0.118438,-0.443895,0.37776,0.459007,0,0,0
2049,EPHB3,0.116587,0.841875,0.0992624,0.145682,0,0,0
2101,ESRRA,0.117397,-0.215732,0.0812675,0.122444,0,0,0
949,SCARB1,0.0717511,-1.23974,0.000206295,0.0005752,0,0,0
23170,TTLL12,0,0.639722,0.0430969,0.0697675,0,0,0
112597,LINC00152,0,-0.137893,0.201251,0.270108,0,0,0
5594,MAPK1,0.541966,0.0692138,0.482793,0.561459,0,0,0
203102,ADAM32,0.00960908,-0.660974,5.87497e-08,4.0862e-07,0,0,0
54899,PXK,0,0.731708,0.000218077,0.00060473,0,0,0
91283,MSANTD3,0,1.3353,1.46443e-06,6.83655e-06,0,0,0
113235,SLC46A1,0.013849,0.131173,0.259321,0.335292,0,0,0
79844,ZDHHC11,0.0036958,0.23311,0.561036,0.633672,0,0,0
90423,ATP6V1E2,0.00517412,-0.471384,0.00206981,0.00457526,0,0,0
172,AFG3L1P,0,-0.0435064,0.794679,0.837434,0,0,0
148113,CILP2,0.0312927,1.82144,5.11233e-05,0.000164177,0,0,0
54965,PIGX,0.0660362,0.936741,0.000226079,0.000624495,0,0,0
91252,SLC39A13,0.0133049,0.391836,0.010061,0.0189972,0,0,0
84940,CORO6,0.111798,2.00307,0.0215517,0.0375386,0,0,0
113277,TMEM106A,0.00147832,0.19386,0.433428,0.512971,0,0,0
84920,ALG10,0,-0.0975779,0.346452,0.426948,0,0,0
125488,TTC39C,0,0.654969,0.0684993,0.105441,0,0,0
91624,NEXN,0.0102879,0.347452,0.407684,0.487616,0,0,0
123207,C15orf40,0,0.797662,0.0038162,0.00799536,0,0,0
84839,RAX2,0.0036958,-0.865045,1.53164e-08,1.27219e-07,0,0,0
4238,MFAP3,0.00221748,0.184275,0.178345,0.242523,1,0,0
170575,GIMAP1,0.0106656,-0.389654,0.0633408,0.0983548,0,0,0
11202,KLK8,0.0193198,-0.211647,0.0258164,0.044145,0,0,0
220136,CCDC11,0,-0.993574,2.30098e-10,3.65177e-09,0,0,0
100131755,ARMCX4,0.01143,0.446972,0.418893,0.498674,0,0,0
5930,RBBP6,0.0487672,1.5997,3.9558e-05,0.000130242,0,0,0
92806,CENPBD1,0,0.022155,0.933317,0.949272,0,0,0
11078,TRIOBP,0.00694102,-0.173151,0.12232,0.174884,0,0,0
5150,PDE7A,0.120757,0.291352,0.243388,0.317754,0,0,0
29883,CNOT7,0.0210882,1.023,2.86061e-06,1.2321e-05,0,0,0
9946,CRYZL1,0,-0.0976408,0.567638,0.639858,0,0,0
260429,PRSS33,0.0177809,-0.454326,0.000137341,0.000401435,0,0,0
114609,TIRAP,0.0206425,0.0935314,0.339374,0.419643,0,0,0
116842,LEAP2,0,0.174414,0.408828,0.488656,0,0,0
124540,MSI2,0.558179,0.284928,0.202705,0.271752,0,0,0
85477,SCIN,0.0134606,0.712728,0.184366,0.249946,0,0,0
132321,C4orf33,0,2.55679,3.2296e-11,7.07627e-10,0,0,0
157506,RDH10,0.0105753,0.14685,0.336473,0.416782,0,0,0
149647,FAM71A,0,-0.910063,1.42384e-06,6.66898e-06,0,0,0
203111,ERICH5,0,-0.416612,0.0336807,0.0559901,0,0,0
160364,CLEC12A,0.0218719,-0.446761,0.0003281,0.000872039,0,0,0
2972,BRF1,0.0537459,0.204442,0.0794924,0.120074,0,0,0
121441,NEDD1,0,0.446199,0.0181165,0.03219,0,0,0
2117,ETV3,0.0081482,0.0596274,0.661556,0.724,0,0,0
80213,TM2D3,0.00147832,0.105286,0.332691,0.412783,0,0,0
220992,ZNF485,0.0036958,-0.508667,0.000204982,0.000572661,0,0,0
259234,DSCR10,0,-0.261555,0.00104989,0.00248926,0,0,0
23527,ACAP2,0.00275132,0.0581379,0.661839,0.724228,0,0,0
2593,GAMT,0.00523571,-0.492169,0.00778748,0.0151096,0,0,0
3664,IRF6,0.0911811,3.03864,1.27118e-06,6.00738e-06,0,0,0
65059,RAPH1,0.0992355,-0.147045,0.592381,0.662446,0,0,0
114294,LACTB,0.0566922,1.41244,3.75807e-05,0.000124626,0,0,0
23242,COBL,0.00340711,0.35699,0.253241,0.328897,0,0,0
54933,RHBDL2,0.057101,-0.030688,0.594328,0.663944,0,0,0
84446,BRSK1,0.0186973,-0.560758,5.00349e-07,2.64497e-06,0,0,0
23704,KCNE4,0.0098844,2.1378,0.00452401,0.0092817,0,0,0
146894,CD300LG,0.0561863,-5.74976,2.59624e-14,2.09764e-12,0,0,0
204851,HIPK1,0.0491513,0.536021,0.00862181,0.01655,0,0,0
27085,MTBP,0.0324701,-0.329208,0.000851725,0.00205699,0,0,0
130399,ACVR1C,0.0430467,-4.43895,1.5483e-10,2.62105e-09,0,0,0
245973,ATP6V1C2,0.015009,-0.186285,0.0262885,0.0448918,0,0,0
143187,VTI1A,0.307516,0.0773465,0.745805,0.796719,0,0,0
117289,TAGAP,0.00344117,0.0636826,0.47509,0.553344,0,0,0
145282,MIPOL1,0.00794597,-0.22914,0.200962,0.269788,0,0,0
135398,C6orf141,0.00799929,1.14402,0.0532131,0.0842452,0,0,0
140469,MYO3B,0.00776118,0.162546,0.634898,0.700203,0,0,0
3594,IL12RB1,0.025176,-0.160329,0.143731,0.201544,0,0,0
27091,CACNG5,0,-0.0777981,0.103867,0.151486,0,0,0
3716,JAK1,0.56724,4.8515,6.39821e-15,6.64106e-13,0,0,0
56990,CDC42SE2,0,0.178635,0.428211,0.507893,0,0,0
64326,RFWD2,0,2.71039,1.94419e-11,4.69378e-10,0,0,0
10228,STX6,0.0336867,0.997086,4.29436e-05,0.000140083,0,0,0
54443,ANLN,0.123269,0.569018,0.0377964,0.0621203,0,0,0
5439,POLR2J,0.0036958,1.77496,2.49385e-07,1.42879e-06,0,0,0
84941,HSH2D,0.00275132,0.324646,0.325977,0.406114,0,0,0
51095,TRNT1,0.0763601,2.04078,7.40625e-13,3.2207e-11,0,0,0
81615,TMEM163,0.0110874,-0.519587,4.01087e-05,0.000131902,0,0,0
394,ARHGAP5,0.309001,0.942852,0.000193383,0.000544104,0,0,0
64224,HERPUD2,0.00221748,1.02547,7.84257e-06,3.03625e-05,0,0,0
22901,ARSG,0.00576955,2.59332,1.20807e-06,5.74541e-06,0,0,0
94039,ZNF101,0,-0.057738,0.702131,0.759333,0,0,0
113730,KLHDC7B,0.0534873,0.130582,0.521858,0.59802,0,0,0
55210,ATAD3A,0.0855859,0.486972,0.014457,0.0262788,0,0,0
199777,ZNF626,0.0073916,-0.397365,0.161124,0.222466,0,0,0
80012,PHC3,0.00277185,0.116326,0.333046,0.413148,0,0,0
8797,TNFRSF10A,0.0502826,0.134256,0.165383,0.227397,0,0,0
127933,UHMK1,0.00676881,0.710432,0.0404205,0.0659681,0,0,0
89795,NAV3,0.0367249,-0.00260618,0.995976,0.997098,0,0,0
55322,C5orf22,0,0.247186,0.195337,0.263113,0,0,0
23085,ERC1,0.471633,0.0814145,0.443963,0.523132,0,0,0
201163,FLCN,0.448854,-0.303657,0.045225,0.0728477,0,0,0
79660,PPP1R3B,0.311864,1.8964,0.000168564,0.000480741,0,0,0
84679,SLC9A7,0.0121085,0.0768012,0.483192,0.561814,0,0,0
23181,DIP2A,0.00295664,0.00254423,0.972664,0.979313,0,0,0
57646,USP28,0.0906689,-0.0102244,0.822083,0.859347,0,0,0
57082,CASC5,0,-0.0665276,0.290134,0.367939,0,0,0
29841,GRHL1,0.315653,1.61596,2.49271e-05,8.58471e-05,0,0,0
115761,ARL11,0.0786043,0.0286896,0.898632,0.921574,0,0,0
123606,NIPA1,0,-0.018211,0.763781,0.812277,0,0,0
114769,CARD16,0.0103293,-0.813437,0.078685,0.119032,0,0,0
834,CARD16,0.0103293,0.228349,0.583289,0.654389,0,0,0
124637,CYB5D1,0.0199573,-0.0872347,0.762568,0.81123,0,0,0
79925,SPEF2,0,0.810876,0.00198524,0.004402,0,0,0
9859,CEP170,0,-0.384054,0.00448732,0.00921572,0,0,0
113201,CASC4,0,-1.14691,0.000205233,0.000573138,0,0,0
170691,ADAMTS17,0.0018479,0.448588,0.0401215,0.0655553,0,0,0
84973,SNHG7,0.0862358,-0.127626,0.381982,0.462903,0,0,0
122773,KLHDC1,0.00588181,0.667398,0.0122472,0.0226942,0,0,0
56111,PCDHGA4,0,-0.111786,0.83173,0.867288,0,0,0
54879,ST7L,0.0262094,-0.32577,0.0100216,0.0189353,0,0,0
150590,C2orf15,0.00683723,0.209911,0.332297,0.412452,0,0,0
147700,KLC3,0.00201216,-0.66622,2.49803e-05,8.5968e-05,0,0,0
90161,HS6ST2,0.0351085,-0.0240914,0.886582,0.912243,0,0,0
90589,ZNF625,0,-0.220702,0.00034326,0.000906772,0,0,0
147837,ZNF563,0,-0.487357,0.154952,0.214905,0,0,0
204962,SLC44A5,0,-0.196961,0.009773,0.0185173,0,0,0
147687,ZNF417,0,-0.819326,9.36393e-09,8.33782e-08,0,0,0
92797,HELB,0,0.408413,0.0909965,0.135112,0,0,0
7095,SEC62,0.0624698,-0.0650024,0.684026,0.743473,0,0,0
150696,PROM2,0.0517627,0.538329,0.0337247,0.0560502,0,0,0
92291,CAPN13,0.011619,0.106431,0.474824,0.553125,1,1,0
89790,SIGLEC10,0.0141012,-0.160409,0.290127,0.367939,0,0,0
?,?,0,0.0863951,0.657663,0.72048,0,0,0
115273,RAB42,0.00478401,-0.278929,0.0404495,0.0660002,0,0,0
139411,PTCHD1,0.0323602,-2.71557,6.80751e-11,1.31884e-09,0,0,0
284618,RUSC1-AS1,0,0.171809,0.162231,0.223626,0,0,0
90332,EXOC3L2,0.0073916,-0.640412,8.22726e-07,4.11147e-06,0,0,0
154089,LINC01312,0,-0.484917,1.72703e-06,7.88896e-06,0,0,0
80381,CD276,0.118724,0.0598044,0.376724,0.457864,0,0,0
63979,FIGNL1,0.00425017,0.272762,0.0710209,0.108945,0,0,0
79258,MMEL1,0.00425017,0.918746,0.000210191,0.000585145,0,0,0
5151,PDE8A,0.10241,1.29361,2.43356e-08,1.89618e-07,0,0,0
11277,ATRIP,0.290924,0.289175,0.274653,0.351674,0,0,0
10695,CNPY3,0.0162615,2.51768,2.32959e-11,5.43953e-10,0,0,0
9522,SCAMP1,0.0711859,2.11791,7.00524e-09,6.48954e-08,0,0,0
3038,HAS3,0.0616877,-0.318024,0.00495291,0.0100672,0,0,0
138474,TAF1L,0.0517412,-0.409701,0.00183385,0.00409636,0,0,0
9401,RECQL4,0.558132,-0.156435,0.498312,0.576098,0,0,0
6821,SUOX,0.00157063,1.45144,2.08252e-06,9.32121e-06,0,0,0
10806,SDCCAG8,0,-0.379759,0.0306443,0.0514781,0,0,0
146722,CD300LF,0.0036958,0.0442428,0.891064,0.915397,0,0,0
8396,PIP4K2B,0.200139,-0.123904,0.0149013,0.0269898,0,0,0
162394,SLFN5,0.0281221,0.0280714,0.859426,0.890033,0,0,0
149428,BNIPL,0.0136969,0.557794,0.151262,0.210464,0,0,0
10018,BCL2L11,0.465147,-0.956313,9.71491e-10,1.21822e-08,0,0,0
200765,TIGD1,0.00833763,-0.336197,0.171428,0.234395,0,0,0
54890,ALKBH5,0.369089,1.41173,1.15345e-07,7.3387e-07,0,0,0
26112,CCDC69,0.10651,-2.23723,8.213e-07,4.1065e-06,0,0,0
4799,NFX1,0.00147832,-0.353546,0.00198343,0.00439869,0,0,0
1829,DSG2,0.0871488,4.48346,9.22793e-14,6.04706e-12,0,0,0
134553,C5orf24,0,1.06521,4.84747e-06,1.9768e-05,0,0,0
89890,KBTBD6,0,0.354207,0.0792251,0.119771,0,0,0
1024,CDK8,0.10924,1.01529,0.00029674,0.000797665,0,0,0
5753,PTK6,0.437226,0.060977,0.420207,0.500071,0,0,0
11329,STK38,0.066037,2.96016,4.32905e-14,3.25689e-12,0,0,0
117145,THEM4,0.0867592,1.57606,2.72527e-06,1.17971e-05,0,0,0
57786,RBAK,0.00591328,-0.0371006,0.484992,0.563262,0,0,0
652276,LOC652276,0,-0.250334,0.019406,0.0341822,0,0,0
123036,TC2N,0.0946857,1.45409,0.000196625,0.000552026,0,0,0
55558,PLXNA3,0.0790021,0.347811,0.157045,0.217511,0,0,0
144811,LACC1,0.0036958,-0.45062,0.002368,0.00518445,0,0,0
202020,TAPT1-AS1,0,0.214019,0.371348,0.452801,0,0,0
23161,SNX13,0.0207375,0.232756,0.00220287,0.00484828,0,0,0
221656,KDM1B,0.0874221,-0.0365206,0.621767,0.688861,0,0,0
11276,SYNRG,0.00364803,0.772163,9.73392e-06,3.68913e-05,0,0,0
27153,ZNF777,0,-0.528653,0.00108311,0.0025593,0,0,0
158158,RASEF,0.100867,-1.25395,3.34806e-06,1.41906e-05,0,0,0
126068,ZNF441,0,-0.596709,0.00029721,0.000798474,0,0,0
138009,DCAF4L2,0.0405004,-1.03643,3.60072e-11,7.71123e-10,0,0,0
219736,STOX1,0,0.0245983,0.895049,0.918562,0,0,0
79741,CCDC7,0.00147832,-0.78264,1.56804e-06,7.24417e-06,0,0,0
7592,ZNF41,0,0.131342,0.0737046,0.112455,0,0,0
84450,ZNF512,0.00221748,1.86691,2.85454e-06,1.23005e-05,0,0,0
7626,ZNF75D,0.00147832,0.215321,0.105139,0.153106,0,0,0
54014,BRWD1,0.0300097,2.29348,1.97769e-12,7.04384e-11,0,0,0
137209,ZNF572,0,-0.0595508,0.240592,0.314768,0,0,0
80760,ITIH5,0.100955,-3.55029,1.95365e-14,1.67355e-12,0,0,0
284001,CCDC57,0,-0.228365,0.278826,0.35598,0,0,0
254065,BRWD3,0.00718627,0.0227333,0.74574,0.796719,0,0,0
147664,ERVV-1,0.00591328,-0.544404,4.51362e-08,3.24488e-07,0,0,0
151254,ALS2CR11,0,-0.795458,5.81596e-10,7.98291e-09,0,0,0
255403,ZNF718,0,0.121666,0.685242,0.744452,0,0,0
57609,DIP2B,0.0757639,0.239944,0.251527,0.326928,0,0,0
154007,SNRNP48,0,-0.549895,0.0159935,0.0287853,0,0,0
150962,PUS10,0,-0.0497048,0.30276,0.381705,0,0,0
148254,ZNF555,0,-0.0442891,0.642474,0.706627,0,0,0
124923,SGK494,0,0.817077,0.000122555,0.000362918,0,0,0
1441,CSF3R,0.528713,0.284689,0.231819,0.304713,0,0,0
163859,SDE2,0.0036958,0.00732348,0.9239,0.941647,0,0,0
196528,ARID2,0.434248,1.54707,3.4471e-08,2.55301e-07,0,0,0
80028,FBXL18,0.0362188,-0.427821,0.00580272,0.0116189,0,0,0
7021,TFAP2B,0.0408318,1.02947,0.333227,0.413264,0,0,0
152206,CCDC13,0,-0.107806,0.477659,0.556108,0,0,0
147081,CRHR1-IT1,0,-0.43099,0.0334068,0.0555998,0,0,0
3077,HFE,0.0954251,-0.413639,0.000224689,0.000621369,0,0,0
23499,MACF1,0.0213646,0.314347,0.112369,0.162387,0,0,0
94160,ABCC12,0.115107,-0.233701,0.416193,0.496042,0,0,0
80078,FLJ13744,0,-0.43618,0.0892428,0.132863,0,0,0
146857,SLFN13,0.00543077,-0.227596,0.0465205,0.0746553,0,0,0
128178,EDARADD,0.0781466,0.349734,0.167858,0.230244,0,0,0
163720,CYP4Z2P,0.0146326,3.79177,2.91158e-05,9.89785e-05,0,0,0
283463,MUC19,0.0996902,1.7499,0.114011,0.164442,0,0,0
100505621,C11orf72,0,-0.20799,0.0750503,0.114287,0,0,0
100288966,LOC100288966,0,-0.7316,7.35222e-07,3.72855e-06,0,0,0
157739,TDH,0.00720681,-0.824108,4.98615e-08,3.52576e-07,0,0,0
9125,RQCD1,0,0.795682,0.000266545,0.000724024,0,0,0
6877,TAF5,0,-0.0193947,0.877779,0.905019,0,0,0
3688,ITGB1,0.179131,2.77641,1.52259e-09,1.78555e-08,1,0,0
5905,RANGAP1,0.00753286,2.43699,3.14219e-11,6.9382e-10,0,0,0
4512,COX1,0,0.741875,1.73727e-06,7.92813e-06,0,0,0
202243,CCDC125,0,0.851021,0.0160484,0.0288725,0,0,0
4536,ND2,0,1.29456,2.57049e-07,1.46444e-06,0,0,0
4508,ATP6,0,0.856468,4.29111e-06,1.77331e-05,0,0,0
4513,COX2,0,0.717758,1.76978e-06,8.05064e-06,0,0,0
4541,ND6,0,-1.96774,5.65385e-11,1.1276e-09,0,0,0
285672,SREK1IP1,0,-0.682258,8.08334e-06,3.11673e-05,0,0,0
7069,THRSP,0.0852543,-1.4387,0.000174793,0.000496118,0,0,0
56655,POLE4,0.0331571,-0.303166,0.143929,0.201762,0,0,0
4537,ND3,0,0.0522655,0.507597,0.584834,0,0,0
10158,PDZK1IP1,0.0427399,-0.90789,0.147296,0.205773,0,0,0
118430,MUCL1,0.0934331,-4.94536,0.000233638,0.000642867,0,0,0
64225,ATL2,0.0332622,0.208108,0.237318,0.310885,0,0,0
283212,KLHL35,0.0125657,0.421524,0.0226494,0.0392678,0,0,0
117608,ZNF354B,0,-0.775635,4.60043e-06,1.88797e-05,0,0,0
2296,FOXC1,0.11829,-4.20389,3.96702e-16,7.32742e-14,0,0,0
100128202,FLJ25694,0,-0.713991,0.00121511,0.00283418,0,0,0
161835,FSIP1,0.100876,4.69815,2.61479e-08,2.01858e-07,0,0,0
256933,NPB,0.00872619,0.0104382,0.890591,0.915242,0,0,0
84859,LRCH3,0,0.343565,0.00284692,0.0061301,0,0,0
55740,ENAH,0.0852117,-0.196672,0.167075,0.229303,0,0,0
261726,TIPRL,0.0166389,1.55917,0.000135736,0.000397562,0,0,0
154807,VKORC1L1,0.0140365,-0.0317276,0.58134,0.652648,0,0,0
5551,PRF1,0.384376,-0.162544,0.147987,0.206493,0,0,0
6667,SP1,0.106619,2.39388,2.40036e-09,2.62967e-08,0,0,0
131965,METTL6,0.010204,0.879452,3.87753e-05,0.000127931,0,0,0
148789,B3GALNT2,0.0138387,-0.0776496,0.330285,0.410331,0,0,0
84869,CBR4,0.00147832,0.13104,0.449338,0.528415,0,0,0
5286,PIK3C2A,0.0791042,3.18153,6.0736e-11,1.19621e-09,0,0,0
148266,ZNF569,0.0896739,-0.31858,0.0755859,0.115029,0,0,0
126731,CCSAP,0,-0.108235,0.189437,0.25604,0,0,0
163049,ZNF791,0,-0.486476,0.00120229,0.00280685,0,0,0
1131,CHRM3,0.293793,-0.12585,0.115666,0.166541,0,0,0
203100,HTRA4,0.0249261,-0.16039,0.0209413,0.036574,0,0,0
84950,PRPF38A,0.00221748,2.1139,5.02472e-09,4.88057e-08,0,0,0
121268,RHEBL1,0.00284371,-0.103363,0.197136,0.265286,0,0,0
84331,FAM195A,0,0.604147,0.0260958,0.0446012,0,0,0
147694,ZNF548,0,-0.401835,0.0208562,0.036441,0,0,0
219287,AMER2,0,-0.695294,1.10451e-07,7.0664e-07,0,0,0
84146,ZNF644,0.00850034,0.637795,0.00829973,0.0160073,0,0,0
221322,TBC1D32,0,0.387949,0.0945244,0.139549,0,0,0
254050,LRRC43,0,-0.234617,0.170782,0.233579,0,0,0
84902,CEP89,0.273951,0.182441,0.119496,0.171293,0,0,0
151194,METTL21A,0,-0.054828,0.73712,0.789414,0,0,0
143684,FAM76B,0,-0.0490578,0.317747,0.397495,0,0,0
254394,MCM9,0.0792124,-0.658962,1.66906e-05,5.99811e-05,0,0,0
84962,AJUBA,0.0126147,1.15294,7.41476e-05,0.000231122,0,0,0
285761,DCBLD1,0.0471009,0.380769,0.0834778,0.125309,0,0,0
196872,LINC00638,0,-0.391133,2.24164e-06,9.93027e-06,0,0,0
150622,LINC01105,0,0.136172,0.527052,0.602563,0,0,0
222235,FBXL13,0,-0.0532054,0.532545,0.607285,0,0,0
112487,DTD2,0,-0.189876,0.223015,0.29503,0,0,0
124783,SPATA32,0,-0.428521,0.000172247,0.000490311,0,0,0
4101,MAGEA2,0.0167847,-0.0612673,0.320831,0.400722,0,0,0
27334,P2RY10,0.00597479,0.0222442,0.773877,0.820744,0,0,0
283284,IGSF22,0,-0.0586201,0.772794,0.819962,0,0,0
79842,ZBTB3,0.00997866,-1.07858,2.04433e-08,1.6295e-07,0,0,0
285600,KIAA0825,0,-0.86218,1.07862e-09,1.32567e-08,0,0,0
90649,ZNF486,0.00792543,-0.298826,0.0604254,0.0943608,0,0,0
221472,FGD2,0.00237275,-0.804555,0.000909969,0.00218688,0,0,0
55719,FAM178A,0,0.0244684,0.887183,0.912663,0,0,0
148545,NBPF4,0,1.83404,0.0190139,0.0335957,0,0,0
255520,ELMOD2,0,2.05041,2.3814e-07,1.37544e-06,0,0,0
123355,LRRC28,0,-0.17724,0.0292038,0.0493379,0,0,0
117159,DCD,0.0569229,0.393615,0.601758,0.670716,0,0,0
118460,EXOSC6,0.0374329,-0.146486,0.279946,0.357084,0,0,0
199857,ALG14,0,1.42326,1.70058e-07,1.02381e-06,0,0,0
129285,PPP1R21,0.0880499,0.534687,0.00690114,0.0135695,0,0,0
65062,TMEM237,0,0.366799,0.0364685,0.0601464,0,0,0
163050,ZNF564,0,-0.0924308,0.588655,0.659005,0,0,0
126792,B3GALT6,0.00940375,0.844646,0.000232408,0.000639854,0,0,0
90203,SNX21,0.0551812,-2.11534,1.38045e-08,1.16154e-07,0,0,0
388,RHOB,0.0961442,4.22659,6.47449e-11,1.25947e-09,0,0,0
113179,ADAT3,0,0.00428799,0.914786,0.934618,0,0,0
1056,CEL,0.0186248,0.0218162,0.802096,0.843703,0,0,0
352954,GATS,0,-0.425467,0.0780704,0.118278,0,0,0
875,CBS,0.0953872,0.177786,0.66943,0.730828,0,0,0
128977,C22orf39,0,-0.658373,0.010137,0.0191255,0,0,0
25911,DPCD,0,2.74147,3.18263e-10,4.78403e-09,0,0,0
51302,CYP39A1,0.00486613,0.00101508,0.991887,0.993866,0,0,0
729991,MEF2BNB,0,-0.000442633,0.998536,0.998749,0,0,0
7675,ZNF121,0.0268434,0.342124,0.0188329,0.0333297,0,0,0
338382,RAB7B,0.0262563,-0.143366,0.158762,0.219611,0,0,0
1841,DTYMK,0.010405,0.122173,0.411143,0.49101,0,0,0
51275,MAPKAPK5-AS1,0,0.431911,0.00435315,0.00897388,0,0,0
10230,NBR2,0.0655817,0.239628,0.312324,0.391507,0,0,0
81857,MED25,0.00324553,0.69526,0.0117456,0.0218816,0,0,0
4907,NT5E,0.13761,-1.03856,5.70126e-05,0.000181857,0,0,0
4591,TRIM37,0.0742945,-0.504377,0.00381663,0.00799536,0,0,0
64283,ARHGEF28,0.0536506,-2.39738,2.27915e-18,9.6401e-16,0,0,0
3993,LLGL2,0.0775443,1.83735,4.55044e-09,4.50921e-08,0,0,0
9180,OSMR,0.0383755,0.30221,0.0748407,0.11398,0,0,0
1106,CHD2,0.289753,0.660377,0.00659136,0.0130252,0,0,0
79650,USB1,0.0119926,-0.640131,6.04875e-05,0.000191856,0,0,0
10457,GPNMB,0.135762,-0.244316,0.389254,0.469689,0,0,0
285753,CEP57L1,0,-0.309517,0.00427866,0.00884082,0,0,0
636,BICD1,0.0123809,-0.240187,0.0722035,0.110425,0,0,0
7559,ZNF12,0.00147832,0.882705,7.65649e-07,3.86494e-06,0,0,0
4651,MYO10,0.093179,-0.0313558,0.646995,0.710501,0,0,0
9652,TTC37,0,0.305844,0.0482549,0.0772035,0,0,0
9841,ZBTB24,0.0530832,-0.213192,0.0214807,0.0374287,0,0,0
80017,C14orf159,0,-0.523644,0.000776423,0.00189378,0,0,0
7572,ZNF24,0.0143914,-0.258903,0.00663953,0.0131076,0,0,0
10190,TXNDC9,0.00258706,-0.294141,0.0155668,0.0280913,0,0,0
23019,CNOT1,0.028717,0.271724,0.24047,0.314638,0,0,0
10558,SPTLC1,0.00600054,-0.186442,0.0249315,0.0428222,0,0,0
645676,ASH1L-AS1,0,0.144515,0.429625,0.50936,0,0,0
6419,SETMAR,0.0261862,-0.0288841,0.634959,0.700203,0,0,0
7499,XG,0.0166767,0.284706,0.544703,0.618417,0,0,0
100533106,ZHX1-C8orf76,0,-0.0618533,0.270349,0.347215,0,0,0
144577,C12orf66,0,-0.492094,0.0605508,0.0945048,0,0,0
9093,DNAJA3,0.0269426,0.802659,9.58791e-07,4.70462e-06,0,0,0
374378,GALNT18,0,0.761939,0.0051618,0.0104485,0,0,0
79707,NOL9,0.0132357,1.26073,4.84884e-07,2.57278e-06,0,0,0
317781,DDX51,0.0136745,-0.371023,0.0473275,0.0758648,0,0,0
51119,SBDS,0.409781,1.83637,7.90398e-06,3.05669e-05,0,0,0
10302,SNAPC5,0,0.650893,0.00202384,0.00448131,0,0,0
155435,RBM33,0.0151322,-0.229682,0.00303623,0.00649349,0,0,0
169981,SPIN3,0,0.106137,0.253041,0.328667,0,0,0
84899,TMTC4,0.00403387,0.102051,0.591394,0.661655,0,0,0
84548,TMEM185A,0,1.68092,6.32225e-07,3.2538e-06,0,0,0
65065,NBEAL1,0.01408,1.2173,1.1734e-06,5.6004e-06,0,0,0
9706,ULK2,0.0149413,0.255686,0.384424,0.465394,0,0,0
57097,PARP11,0.00517412,-0.171199,0.182753,0.247924,0,0,0
253827,MSRB3,0.0296731,1.34662,1.92235e-05,6.79657e-05,0,0,0
54462,CCSER2,0.00955672,-0.862304,6.50885e-10,8.69886e-09,0,0,0
55680,RUFY2,0,-0.828588,2.73251e-09,2.92813e-08,0,0,0
283507,SUGT1P3,0,-0.933782,7.98733e-10,1.03161e-08,0,0,0
9197,SLC33A1,0.0156394,2.27491,6.48281e-10,8.68855e-09,0,0,0
56650,CLDND1,0.0380386,0.55209,0.00119537,0.00279255,0,0,0
4967,OGDH,0.0149976,0.646362,5.73246e-05,0.000182723,0,0,0
51317,PHF21A,0,0.361919,0.0392582,0.0642554,0,0,0
54834,GDAP2,0,2.01706,8.36712e-10,1.07286e-08,0,0,0
79648,MCPH1,0.0892575,0.0171839,0.942219,0.956547,0,0,0
10771,ZMYND11,0.0316728,-0.622917,3.36203e-07,1.85663e-06,0,0,0
55663,ZNF446,0.0230987,-0.539086,0.009781,0.0185275,0,0,0
9481,SLC25A27,0.0316334,-1.25257,1.14525e-07,7.29965e-07,0,0,0
51125,GOLGA7,0,3.83646,1.40379e-12,5.35172e-11,0,0,0
30011,SH3KBP1,0.0705737,-0.228616,0.281417,0.358612,0,0,0
255374,MBLAC1,0,-0.12457,0.0227787,0.0394727,0,0,0
9203,ZMYM3,0.303044,-0.976997,3.35842e-09,3.50123e-08,0,0,0
27109,ATP5S,0,-0.458434,0.000330797,0.000877764,0,0,0
285172,FAM126B,0,0.463657,0.00336674,0.00714767,0,0,0
66004,LYNX1,0.0037574,-0.0542458,0.455853,0.534353,0,0,0
79949,PLEKHS1,0.0108533,-0.539786,0.227118,0.29964,0,0,0
389336,C5orf46,0.00340436,0.658787,0.128485,0.182431,0,0,0
57010,CABP4,0,-1.13863,9.9034e-08,6.42749e-07,0,0,0
130026,ICA1L,0,-0.795772,6.81623e-08,4.64877e-07,0,0,0
9639,ARHGEF10,0.278589,0.547406,0.0517962,0.0822401,0,0,0
153222,CREBRF,0.0106545,0.0517112,0.400328,0.480638,0,0,0
284273,ZADH2,0,0.656262,0.0013554,0.00312481,0,0,0
3683,ITGAL,0.0344459,1.03993,0.00748474,0.0145715,1,0,0
1690,COCH,0.00555186,2.10803,2.24918e-10,3.57646e-09,0,0,0
51326,ARL17A,0,-0.123242,0.585923,0.656617,0,0,0
