#node1,node2,node1_string_id,node2_string_id,source,combined_score
GRM1,PLCB1,9606.ENSP00000282753,9606.ENSP00000338185,estrogen-signaling-pathway-string,0.729
GRM1,ITPR1,9606.ENSP00000282753,9606.ENSP00000306253,estrogen-signaling-pathway-string,0.868
HBEGF,MMP2,9606.ENSP00000230990,9606.ENSP00000219070,estrogen-signaling-pathway-string,0.939
HBEGF,PIK3R1,9606.ENSP00000230990,9606.ENSP00000428056,estrogen-signaling-pathway-string,0.452
HBEGF,SOS1,9606.ENSP00000230990,9606.ENSP00000384675,estrogen-signaling-pathway-string,0.498
HBEGF,PIK3CA,9606.ENSP00000230990,9606.ENSP00000263967,estrogen-signaling-pathway-string,0.513
HBEGF,NRAS,9606.ENSP00000230990,9606.ENSP00000358548,estrogen-signaling-pathway-string,0.58
HBEGF,HSP90AA1,9606.ENSP00000230990,9606.ENSP00000335153,estrogen-signaling-pathway-string,0.582
HBEGF,HRAS,9606.ENSP00000230990,9606.ENSP00000407586,estrogen-signaling-pathway-string,0.596
HBEGF,SHC1,9606.ENSP00000230990,9606.ENSP00000401303,estrogen-signaling-pathway-string,0.606
HBEGF,KRAS,9606.ENSP00000230990,9606.ENSP00000256078,estrogen-signaling-pathway-string,0.678
HBEGF,SRC,9606.ENSP00000230990,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.809
HBEGF,TGFA,9606.ENSP00000230990,9606.ENSP00000404131,estrogen-signaling-pathway-string,0.917
HBEGF,MMP9,9606.ENSP00000230990,9606.ENSP00000361405,estrogen-signaling-pathway-string,0.95
HRAS,MAPK1,9606.ENSP00000407586,9606.ENSP00000215832,estrogen-signaling-pathway-string,0.979
HRAS,SOS2,9606.ENSP00000407586,9606.ENSP00000216373,estrogen-signaling-pathway-string,0.981
HRAS,PIK3R2,9606.ENSP00000407586,9606.ENSP00000222254,estrogen-signaling-pathway-string,0.93
HRAS,KRAS,9606.ENSP00000407586,9606.ENSP00000256078,estrogen-signaling-pathway-string,0.992
HRAS,PIK3R3,9606.ENSP00000407586,9606.ENSP00000262741,estrogen-signaling-pathway-string,0.922
HRAS,MAP2K2,9606.ENSP00000407586,9606.ENSP00000262948,estrogen-signaling-pathway-string,0.968
HRAS,MAPK3,9606.ENSP00000407586,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.983
HRAS,PIK3CA,9606.ENSP00000407586,9606.ENSP00000263967,estrogen-signaling-pathway-string,0.995
HRAS,SHC2,9606.ENSP00000407586,9606.ENSP00000264554,estrogen-signaling-pathway-string,0.574
HRAS,MAP2K1,9606.ENSP00000407586,9606.ENSP00000302486,estrogen-signaling-pathway-string,0.989
HRAS,PRKACA,9606.ENSP00000407586,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.433
HRAS,PRKCD,9606.ENSP00000407586,9606.ENSP00000331602,estrogen-signaling-pathway-string,0.628
HRAS,HSP90AA1,9606.ENSP00000407586,9606.ENSP00000335153,estrogen-signaling-pathway-string,0.819
HRAS,NRAS,9606.ENSP00000407586,9606.ENSP00000358548,estrogen-signaling-pathway-string,0.932
HRAS,PRKACB,9606.ENSP00000407586,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.424
HRAS,JUN,9606.ENSP00000407586,9606.ENSP00000360266,estrogen-signaling-pathway-string,0.778
HRAS,HSP90AB1,9606.ENSP00000407586,9606.ENSP00000360609,estrogen-signaling-pathway-string,0.443
HRAS,SRC,9606.ENSP00000407586,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.994
HRAS,HSPA1B,9606.ENSP00000407586,9606.ENSP00000364801,estrogen-signaling-pathway-string,0.462
HRAS,SHC3,9606.ENSP00000407586,9606.ENSP00000364995,estrogen-signaling-pathway-string,0.545
HRAS,PRKACG,9606.ENSP00000407586,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.421
HRAS,PIK3CD,9606.ENSP00000407586,9606.ENSP00000366563,estrogen-signaling-pathway-string,0.971
HRAS,SOS1,9606.ENSP00000407586,9606.ENSP00000384675,estrogen-signaling-pathway-string,0.999
HRAS,SHC1,9606.ENSP00000407586,9606.ENSP00000401303,estrogen-signaling-pathway-string,0.86
HRAS,RAF1,9606.ENSP00000407586,9606.ENSP00000401888,estrogen-signaling-pathway-string,0.999
HRAS,TGFA,9606.ENSP00000407586,9606.ENSP00000404131,estrogen-signaling-pathway-string,0.704
HRAS,PIK3CB,9606.ENSP00000407586,9606.ENSP00000501150,estrogen-signaling-pathway-string,0.963
HRAS,PIK3R1,9606.ENSP00000407586,9606.ENSP00000428056,estrogen-signaling-pathway-string,0.99
HSP90AA1,MAPK1,9606.ENSP00000335153,9606.ENSP00000215832,estrogen-signaling-pathway-string,0.941
HSP90AA1,MMP2,9606.ENSP00000335153,9606.ENSP00000219070,estrogen-signaling-pathway-string,0.831
HSP90AA1,PIK3R2,9606.ENSP00000335153,9606.ENSP00000222254,estrogen-signaling-pathway-string,0.578
HSP90AA1,RARA,9606.ENSP00000335153,9606.ENSP00000254066,estrogen-signaling-pathway-string,0.401
HSP90AA1,KRAS,9606.ENSP00000335153,9606.ENSP00000256078,estrogen-signaling-pathway-string,0.818
HSP90AA1,MAP2K2,9606.ENSP00000335153,9606.ENSP00000262948,estrogen-signaling-pathway-string,0.492
HSP90AA1,MAPK3,9606.ENSP00000335153,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.823
HSP90AA1,PIK3CA,9606.ENSP00000335153,9606.ENSP00000263967,estrogen-signaling-pathway-string,0.837
HSP90AA1,NOS3,9606.ENSP00000335153,9606.ENSP00000297494,estrogen-signaling-pathway-string,0.999
HSP90AA1,HSP90B1,9606.ENSP00000335153,9606.ENSP00000299767,estrogen-signaling-pathway-string,0.95
HSP90AA1,MAP2K1,9606.ENSP00000335153,9606.ENSP00000302486,estrogen-signaling-pathway-string,0.798
HSP90AA1,PRKACA,9606.ENSP00000335153,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.794
HSP90AA1,HSPA6,9606.ENSP00000335153,9606.ENSP00000310219,estrogen-signaling-pathway-string,0.879
HSP90AA1,PGR,9606.ENSP00000335153,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.99
HSP90AA1,SP1,9606.ENSP00000335153,9606.ENSP00000329357,estrogen-signaling-pathway-string,0.667
HSP90AA1,PRKCD,9606.ENSP00000335153,9606.ENSP00000331602,estrogen-signaling-pathway-string,0.78
HSP90AA1,NCOA3,9606.ENSP00000335153,9606.ENSP00000361066,estrogen-signaling-pathway-string,0.517
HSP90AA1,KRT19,9606.ENSP00000335153,9606.ENSP00000355124,estrogen-signaling-pathway-string,0.522
HSP90AA1,PRKACG,9606.ENSP00000335153,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.551
HSP90AA1,NCOA2,9606.ENSP00000335153,9606.ENSP00000399968,estrogen-signaling-pathway-string,0.607
HSP90AA1,SOS1,9606.ENSP00000335153,9606.ENSP00000384675,estrogen-signaling-pathway-string,0.627
HSP90AA1,SHC1,9606.ENSP00000335153,9606.ENSP00000401303,estrogen-signaling-pathway-string,0.68
HSP90AA1,PRKACB,9606.ENSP00000335153,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.724
HSP90AA1,PIK3R1,9606.ENSP00000335153,9606.ENSP00000428056,estrogen-signaling-pathway-string,0.788
HSP90AA1,JUN,9606.ENSP00000335153,9606.ENSP00000360266,estrogen-signaling-pathway-string,0.798
HSP90AA1,NRAS,9606.ENSP00000335153,9606.ENSP00000358548,estrogen-signaling-pathway-string,0.817
HSP90AA1,HSPA2,9606.ENSP00000335153,9606.ENSP00000378199,estrogen-signaling-pathway-string,0.896
HSP90AA1,RAF1,9606.ENSP00000335153,9606.ENSP00000401888,estrogen-signaling-pathway-string,0.985
HSP90AA1,HSPA1L,9606.ENSP00000335153,9606.ENSP00000364805,estrogen-signaling-pathway-string,0.996
HSP90AA1,HSP90AB1,9606.ENSP00000335153,9606.ENSP00000360609,estrogen-signaling-pathway-string,0.997
HSP90AA1,HSPA1B,9606.ENSP00000335153,9606.ENSP00000364801,estrogen-signaling-pathway-string,0.998
HSP90AA1,SRC,9606.ENSP00000335153,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.999
HSP90AA1,HSPA8,9606.ENSP00000335153,9606.ENSP00000437125,estrogen-signaling-pathway-string,0.999
HSP90AB1,MAPK1,9606.ENSP00000360609,9606.ENSP00000215832,estrogen-signaling-pathway-string,0.813
HSP90AB1,KRAS,9606.ENSP00000360609,9606.ENSP00000256078,estrogen-signaling-pathway-string,0.635
HSP90AB1,MAP2K2,9606.ENSP00000360609,9606.ENSP00000262948,estrogen-signaling-pathway-string,0.504
HSP90AB1,MAPK3,9606.ENSP00000360609,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.818
HSP90AB1,NOS3,9606.ENSP00000360609,9606.ENSP00000297494,estrogen-signaling-pathway-string,0.998
HSP90AB1,HSP90B1,9606.ENSP00000360609,9606.ENSP00000299767,estrogen-signaling-pathway-string,0.953
HSP90AB1,MAP2K1,9606.ENSP00000360609,9606.ENSP00000302486,estrogen-signaling-pathway-string,0.761
HSP90AB1,PRKACA,9606.ENSP00000360609,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.669
HSP90AB1,HSPA6,9606.ENSP00000360609,9606.ENSP00000310219,estrogen-signaling-pathway-string,0.889
HSP90AB1,PGR,9606.ENSP00000360609,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.978
HSP90AB1,PRKCD,9606.ENSP00000360609,9606.ENSP00000331602,estrogen-signaling-pathway-string,0.588
HSP90AB1,KRT19,9606.ENSP00000360609,9606.ENSP00000355124,estrogen-signaling-pathway-string,0.522
HSP90AB1,NRAS,9606.ENSP00000360609,9606.ENSP00000358548,estrogen-signaling-pathway-string,0.608
HSP90AB1,PRKACB,9606.ENSP00000360609,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.698
HSP90AB1,JUN,9606.ENSP00000360609,9606.ENSP00000360266,estrogen-signaling-pathway-string,0.752
HSP90AB1,PRKACG,9606.ENSP00000360609,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.545
HSP90AB1,KRT18,9606.ENSP00000360609,9606.ENSP00000373489,estrogen-signaling-pathway-string,0.574
HSP90AB1,NCOA2,9606.ENSP00000360609,9606.ENSP00000399968,estrogen-signaling-pathway-string,0.591
HSP90AB1,HSPA2,9606.ENSP00000360609,9606.ENSP00000378199,estrogen-signaling-pathway-string,0.899
HSP90AB1,HSPA1L,9606.ENSP00000360609,9606.ENSP00000364805,estrogen-signaling-pathway-string,0.924
HSP90AB1,HSPA1B,9606.ENSP00000360609,9606.ENSP00000364801,estrogen-signaling-pathway-string,0.991
HSP90AB1,RAF1,9606.ENSP00000360609,9606.ENSP00000401888,estrogen-signaling-pathway-string,0.993
HSP90AB1,SRC,9606.ENSP00000360609,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.995
HSP90AB1,HSPA8,9606.ENSP00000360609,9606.ENSP00000437125,estrogen-signaling-pathway-string,0.999
HSP90B1,MAPK3,9606.ENSP00000299767,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.417
HSP90B1,NOS3,9606.ENSP00000299767,9606.ENSP00000297494,estrogen-signaling-pathway-string,0.832
HSP90B1,SRC,9606.ENSP00000299767,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.41
HSP90B1,JUN,9606.ENSP00000299767,9606.ENSP00000360266,estrogen-signaling-pathway-string,0.482
HSP90B1,HSPA2,9606.ENSP00000299767,9606.ENSP00000378199,estrogen-signaling-pathway-string,0.649
HSP90B1,HSPA6,9606.ENSP00000299767,9606.ENSP00000310219,estrogen-signaling-pathway-string,0.695
HSP90B1,HSPA1L,9606.ENSP00000299767,9606.ENSP00000364805,estrogen-signaling-pathway-string,0.79
HSP90B1,HSPA1B,9606.ENSP00000299767,9606.ENSP00000364801,estrogen-signaling-pathway-string,0.798
HSP90B1,HSPA8,9606.ENSP00000299767,9606.ENSP00000437125,estrogen-signaling-pathway-string,0.884
HSPA1B,MAP2K2,9606.ENSP00000364801,9606.ENSP00000262948,estrogen-signaling-pathway-string,0.521
HSPA1B,MAPK3,9606.ENSP00000364801,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.467
HSPA1B,MAP2K1,9606.ENSP00000364801,9606.ENSP00000302486,estrogen-signaling-pathway-string,0.618
HSPA1B,HSPA6,9606.ENSP00000364801,9606.ENSP00000310219,estrogen-signaling-pathway-string,0.959
HSPA1B,PGR,9606.ENSP00000364801,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.698
HSPA1B,JUN,9606.ENSP00000364801,9606.ENSP00000360266,estrogen-signaling-pathway-string,0.588
HSPA1B,RAF1,9606.ENSP00000364801,9606.ENSP00000401888,estrogen-signaling-pathway-string,0.407
HSPA1B,SHC1,9606.ENSP00000364801,9606.ENSP00000401303,estrogen-signaling-pathway-string,0.407
HSPA1B,KRT18,9606.ENSP00000364801,9606.ENSP00000373489,estrogen-signaling-pathway-string,0.508
HSPA1B,HSPA2,9606.ENSP00000364801,9606.ENSP00000378199,estrogen-signaling-pathway-string,0.873
HSPA1B,HSPA1L,9606.ENSP00000364801,9606.ENSP00000364805,estrogen-signaling-pathway-string,0.879
HSPA1B,HSPA8,9606.ENSP00000364801,9606.ENSP00000437125,estrogen-signaling-pathway-string,0.947
HSPA1L,HSPA6,9606.ENSP00000364805,9606.ENSP00000310219,estrogen-signaling-pathway-string,0.817
HSPA1L,PGR,9606.ENSP00000364805,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.556
HSPA1L,HSPA2,9606.ENSP00000364805,9606.ENSP00000378199,estrogen-signaling-pathway-string,0.533
HSPA1L,HSPA8,9606.ENSP00000364805,9606.ENSP00000437125,estrogen-signaling-pathway-string,0.753
HSPA2,HSPA6,9606.ENSP00000378199,9606.ENSP00000310219,estrogen-signaling-pathway-string,0.599
HSPA2,PGR,9606.ENSP00000378199,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.552
HSPA2,HSPA8,9606.ENSP00000378199,9606.ENSP00000437125,estrogen-signaling-pathway-string,0.884
HSPA6,MAPK3,9606.ENSP00000310219,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.404
HSPA6,HSPA8,9606.ENSP00000310219,9606.ENSP00000437125,estrogen-signaling-pathway-string,0.831
HSPA8,MAPK1,9606.ENSP00000437125,9606.ENSP00000215832,estrogen-signaling-pathway-string,0.506
HSPA8,KRT9,9606.ENSP00000437125,9606.ENSP00000246662,estrogen-signaling-pathway-string,0.472
HSPA8,RARA,9606.ENSP00000437125,9606.ENSP00000254066,estrogen-signaling-pathway-string,0.446
HSPA8,MAPK3,9606.ENSP00000437125,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.525
HSPA8,MAP2K1,9606.ENSP00000437125,9606.ENSP00000302486,estrogen-signaling-pathway-string,0.685
HSPA8,PGR,9606.ENSP00000437125,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.631
HSPA8,SP1,9606.ENSP00000437125,9606.ENSP00000329357,estrogen-signaling-pathway-string,0.428
HSPA8,JUN,9606.ENSP00000437125,9606.ENSP00000360266,estrogen-signaling-pathway-string,0.503
HSPA8,SRC,9606.ENSP00000437125,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.451
HSPA8,KRT18,9606.ENSP00000437125,9606.ENSP00000373489,estrogen-signaling-pathway-string,0.528
HSPA8,SHC1,9606.ENSP00000437125,9606.ENSP00000401303,estrogen-signaling-pathway-string,0.559
HSPA8,RAF1,9606.ENSP00000437125,9606.ENSP00000401888,estrogen-signaling-pathway-string,0.776
ITPR1,PLCB2,9606.ENSP00000306253,9606.ENSP00000260402,estrogen-signaling-pathway-string,0.946
ITPR1,SRC,9606.ENSP00000306253,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.413
ITPR1,PRKCD,9606.ENSP00000306253,9606.ENSP00000331602,estrogen-signaling-pathway-string,0.42
ITPR1,SOS1,9606.ENSP00000306253,9606.ENSP00000384675,estrogen-signaling-pathway-string,0.593
ITPR1,ITPR2,9606.ENSP00000306253,9606.ENSP00000370744,estrogen-signaling-pathway-string,0.943
ITPR1,PLCB4,9606.ENSP00000306253,9606.ENSP00000367762,estrogen-signaling-pathway-string,0.947
ITPR1,PLCB1,9606.ENSP00000306253,9606.ENSP00000338185,estrogen-signaling-pathway-string,0.95
ITPR1,ITPR3,9606.ENSP00000306253,9606.ENSP00000363435,estrogen-signaling-pathway-string,0.965
ITPR1,PLCB3,9606.ENSP00000306253,9606.ENSP00000443631,estrogen-signaling-pathway-string,0.968
ITPR1,PRKACG,9606.ENSP00000306253,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.971
ITPR1,PRKACB,9606.ENSP00000306253,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.972
ITPR1,PRKACA,9606.ENSP00000306253,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.974
ITPR2,PLCB2,9606.ENSP00000370744,9606.ENSP00000260402,estrogen-signaling-pathway-string,0.935
ITPR2,PRKACA,9606.ENSP00000370744,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.937
ITPR2,PLCB1,9606.ENSP00000370744,9606.ENSP00000338185,estrogen-signaling-pathway-string,0.938
ITPR2,PRKACB,9606.ENSP00000370744,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.93
ITPR2,ITPR3,9606.ENSP00000370744,9606.ENSP00000363435,estrogen-signaling-pathway-string,0.953
ITPR2,PRKACG,9606.ENSP00000370744,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.927
ITPR2,PLCB4,9606.ENSP00000370744,9606.ENSP00000367762,estrogen-signaling-pathway-string,0.937
ITPR2,SOS1,9606.ENSP00000370744,9606.ENSP00000384675,estrogen-signaling-pathway-string,0.559
ITPR2,PLCB3,9606.ENSP00000370744,9606.ENSP00000443631,estrogen-signaling-pathway-string,0.929
ITPR3,PLCB2,9606.ENSP00000363435,9606.ENSP00000260402,estrogen-signaling-pathway-string,0.966
ITPR3,PRKACA,9606.ENSP00000363435,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.972
ITPR3,PLCB1,9606.ENSP00000363435,9606.ENSP00000338185,estrogen-signaling-pathway-string,0.946
ITPR3,PRKACB,9606.ENSP00000363435,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.968
ITPR3,SRC,9606.ENSP00000363435,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.425
ITPR3,SOS1,9606.ENSP00000363435,9606.ENSP00000384675,estrogen-signaling-pathway-string,0.586
ITPR3,PLCB4,9606.ENSP00000363435,9606.ENSP00000367762,estrogen-signaling-pathway-string,0.939
ITPR3,PLCB3,9606.ENSP00000363435,9606.ENSP00000443631,estrogen-signaling-pathway-string,0.967
ITPR3,PRKACG,9606.ENSP00000363435,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.968
JUN,MAPK1,9606.ENSP00000360266,9606.ENSP00000215832,estrogen-signaling-pathway-string,0.998
JUN,RARA,9606.ENSP00000360266,9606.ENSP00000254066,estrogen-signaling-pathway-string,0.759
JUN,KRAS,9606.ENSP00000360266,9606.ENSP00000256078,estrogen-signaling-pathway-string,0.624
JUN,MAPK3,9606.ENSP00000360266,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.987
JUN,TFF1,9606.ENSP00000360266,9606.ENSP00000291527,estrogen-signaling-pathway-string,0.558
JUN,PRKACA,9606.ENSP00000360266,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.963
JUN,PGR,9606.ENSP00000360266,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.664
JUN,SP1,9606.ENSP00000360266,9606.ENSP00000329357,estrogen-signaling-pathway-string,0.996
JUN,NRAS,9606.ENSP00000360266,9606.ENSP00000358548,estrogen-signaling-pathway-string,0.51
JUN,PRKACB,9606.ENSP00000360266,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.963
JUN,RAF1,9606.ENSP00000360266,9606.ENSP00000401888,estrogen-signaling-pathway-string,0.602
JUN,PIK3R1,9606.ENSP00000360266,9606.ENSP00000428056,estrogen-signaling-pathway-string,0.615
JUN,MMP9,9606.ENSP00000360266,9606.ENSP00000361405,estrogen-signaling-pathway-string,0.866
JUN,NCOA3,9606.ENSP00000360266,9606.ENSP00000361066,estrogen-signaling-pathway-string,0.938
JUN,PRKACG,9606.ENSP00000360266,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.963
JUN,NCOA1,9606.ENSP00000360266,9606.ENSP00000385216,estrogen-signaling-pathway-string,0.965
JUN,SRC,9606.ENSP00000360266,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.974
KCNJ3,PRKACG,9606.ENSP00000295101,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.923
KCNJ3,PRKACA,9606.ENSP00000295101,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.924
KCNJ3,PRKACB,9606.ENSP00000295101,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.924
KCNJ3,KCNJ9,9606.ENSP00000295101,9606.ENSP00000357067,estrogen-signaling-pathway-string,0.99
KCNJ3,KCNJ5,9606.ENSP00000295101,9606.ENSP00000433295,estrogen-signaling-pathway-string,0.997
KCNJ3,KCNJ6,9606.ENSP00000295101,9606.ENSP00000477437,estrogen-signaling-pathway-string,0.998
KCNJ5,PRKACA,9606.ENSP00000433295,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.932
KCNJ5,KCNJ9,9606.ENSP00000433295,9606.ENSP00000357067,estrogen-signaling-pathway-string,0.917
KCNJ5,PRKACB,9606.ENSP00000433295,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.929
KCNJ5,PRKACG,9606.ENSP00000433295,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.925
KCNJ5,KCNJ6,9606.ENSP00000433295,9606.ENSP00000477437,estrogen-signaling-pathway-string,0.924
KCNJ6,PRKACA,9606.ENSP00000477437,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.916
KCNJ6,KCNJ9,9606.ENSP00000477437,9606.ENSP00000357067,estrogen-signaling-pathway-string,0.994
KCNJ6,PRKACB,9606.ENSP00000477437,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.917
KCNJ6,PRKACG,9606.ENSP00000477437,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.916
KCNJ9,PRKACA,9606.ENSP00000357067,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.909
KCNJ9,PRKACG,9606.ENSP00000357067,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.909
KCNJ9,PRKACB,9606.ENSP00000357067,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.913
KRAS,KRT20,9606.ENSP00000256078,9606.ENSP00000167588,estrogen-signaling-pathway-string,0.607
KRAS,MAPK1,9606.ENSP00000256078,9606.ENSP00000215832,estrogen-signaling-pathway-string,0.988
KRAS,SOS2,9606.ENSP00000256078,9606.ENSP00000216373,estrogen-signaling-pathway-string,0.985
KRAS,PIK3R2,9606.ENSP00000256078,9606.ENSP00000222254,estrogen-signaling-pathway-string,0.946
KRAS,RARA,9606.ENSP00000256078,9606.ENSP00000254066,estrogen-signaling-pathway-string,0.419
KRAS,PRKACG,9606.ENSP00000256078,9606.ENSP00000366488,estrogen-signaling-pathway-string,0.42
KRAS,PRKACA,9606.ENSP00000256078,9606.ENSP00000309591,estrogen-signaling-pathway-string,0.435
KRAS,KRT17,9606.ENSP00000256078,9606.ENSP00000308452,estrogen-signaling-pathway-string,0.445
KRAS,PRKACB,9606.ENSP00000256078,9606.ENSP00000359719,estrogen-signaling-pathway-string,0.471
KRAS,SHC3,9606.ENSP00000256078,9606.ENSP00000364995,estrogen-signaling-pathway-string,0.56
KRAS,SHC2,9606.ENSP00000256078,9606.ENSP00000264554,estrogen-signaling-pathway-string,0.587
KRAS,KRT19,9606.ENSP00000256078,9606.ENSP00000355124,estrogen-signaling-pathway-string,0.607
KRAS,PRKCD,9606.ENSP00000256078,9606.ENSP00000331602,estrogen-signaling-pathway-string,0.663
KRAS,PGR,9606.ENSP00000256078,9606.ENSP00000325120,estrogen-signaling-pathway-string,0.697
KRAS,SHC1,9606.ENSP00000256078,9606.ENSP00000401303,estrogen-signaling-pathway-string,0.758
KRAS,TGFA,9606.ENSP00000256078,9606.ENSP00000404131,estrogen-signaling-pathway-string,0.762
KRAS,NRAS,9606.ENSP00000256078,9606.ENSP00000358548,estrogen-signaling-pathway-string,0.944
KRAS,PIK3R3,9606.ENSP00000256078,9606.ENSP00000262741,estrogen-signaling-pathway-string,0.952
KRAS,PIK3R1,9606.ENSP00000256078,9606.ENSP00000428056,estrogen-signaling-pathway-string,0.963
KRAS,MAP2K2,9606.ENSP00000256078,9606.ENSP00000262948,estrogen-signaling-pathway-string,0.966
KRAS,PIK3CB,9606.ENSP00000256078,9606.ENSP00000501150,estrogen-signaling-pathway-string,0.973
KRAS,PIK3CD,9606.ENSP00000256078,9606.ENSP00000366563,estrogen-signaling-pathway-string,0.974
KRAS,MAPK3,9606.ENSP00000256078,9606.ENSP00000263025,estrogen-signaling-pathway-string,0.982
KRAS,SRC,9606.ENSP00000256078,9606.ENSP00000362680,estrogen-signaling-pathway-string,0.99
KRAS,MAP2K1,9606.ENSP00000256078,9606.ENSP00000302486,estrogen-signaling-pathway-string,0.995
KRAS,PIK3CA,9606.ENSP00000256078,9606.ENSP00000263967,estrogen-signaling-pathway-string,0.998
KRAS,SOS1,9606.ENSP00000256078,9606.ENSP00000384675,estrogen-signaling-pathway-string,0.999
KRAS,RAF1,9606.ENSP00000256078,9606.ENSP00000401888,estrogen-signaling-pathway-string,0.999
KRT10,KRT33A,9606.ENSP00000269576,9606.ENSP00000007735,estrogen-signaling-pathway-string,0.439
KRT10,KRT14,9606.ENSP00000269576,9606.ENSP00000167586,estrogen-signaling-pathway-string,0.493
KRT10,KRT20,9606.ENSP00000269576,9606.ENSP00000167588,estrogen-signaling-pathway-string,0.425
KRT10,KRT23,9606.ENSP00000269576,9606.ENSP00000209718,estrogen-signaling-pathway-string,0.444
KRT10,KRT37,9606.ENSP00000269576,9606.ENSP00000225550,estrogen-signaling-pathway-string,0.415
KRT10,KRT32,9606.ENSP00000269576,9606.ENSP00000225899,estrogen-signaling-pathway-string,0.444
KRT10,KRT13,9606.ENSP00000269576,9606.ENSP00000246635,estrogen-signaling-pathway-string,0.43
KRT10,KRT38,9606.ENSP00000269576,9606.ENSP00000246646,estrogen-signaling-pathway-string,0.406
KRT10,KRT9,9606.ENSP00000269576,9606.ENSP00000246662,estrogen-signaling-pathway-string,0.575
KRT10,KRT12,9606.ENSP00000269576,9606.ENSP00000251643,estrogen-signaling-pathway-string,0.433
KRT10,KRT31,9606.ENSP00000269576,9606.ENSP00000251645,estrogen-signaling-pathway-string,0.424
KRT10,KRT33B,9606.ENSP00000269576,9606.ENSP00000251646,estrogen-signaling-pathway-string,0.414
KRT10,KRT24,9606.ENSP00000269576,9606.ENSP00000264651,estrogen-signaling-pathway-string,0.426
KRT10,KRT39,9606.ENSP00000269576,9606.ENSP00000347823,estrogen-signaling-pathway-string,0.402
KRT10,KRT35,9606.ENSP00000269576,9606.ENSP00000377558,estrogen-signaling-pathway-string,0.408
KRT10,KRT40,9606.ENSP00000269576,9606.ENSP00000366984,estrogen-signaling-pathway-string,0.411
KRT10,KRT34,9606.ENSP00000269576,9606.ENSP00000377570,estrogen-signaling-pathway-string,0.418
KRT10,KRT19,9606.ENSP00000269576,9606.ENSP00000355124,estrogen-signaling-pathway-string,0.423
KRT10,KRT15,9606.ENSP00000269576,9606.ENSP00000377546,estrogen-signaling-pathway-string,0.434
KRT10,KRT25,9606.ENSP00000269576,9606.ENSP00000310573,estrogen-signaling-pathway-string,0.436
