Source,Target,Relation Type,Weight
MESH:D001943,Aging__Premature,disease-symptom,3.46455
MESH:D016864,Aging__Premature,disease-symptom,6.9291
MESH:D001260,Aging__Premature,disease-symptom,6.9291
MESH:D001816,Aging__Premature,disease-symptom,6.9291
MESH:D019871,Aging__Premature,disease-symptom,10.3937
MESH:D011038,Aging__Premature,disease-symptom,3.46455
MESH:D015470,Asthenia,disease-symptom,6.18966
MESH:D015473,Asthenia,disease-symptom,2.06322
MESH:D005910,Asthenia,disease-symptom,2.06322
MESH:D006528,Asthenia,disease-symptom,2.06322
MESH:D009101,Asthenia,disease-symptom,20.6322
MESH:D008258,Asthenia,disease-symptom,4.12644
MESH:D001943,Asthenia,disease-symptom,20.6322
MESH:D015179,Asthenia,disease-symptom,6.18966
MESH:D013274,Asthenia,disease-symptom,18.569
MESH:D010190,Asthenia,disease-symptom,4.12644
MESH:D010051,Asthenia,disease-symptom,6.18966
MESH:D008175,Asthenia,disease-symptom,33.0115
MESH:D011471,Asthenia,disease-symptom,2.06322
MESH:D001260,Asthenia,disease-symptom,4.12644
MESH:D000741,Asthenia,disease-symptom,2.06322
MESH:D014923,Asthenia,disease-symptom,2.06322
MESH:D008180,Asthenia,disease-symptom,4.12644
MESH:D054198,Fever,disease-symptom,50.1339
MESH:D015464,Fever,disease-symptom,8.66513
MESH:D015470,Fever,disease-symptom,71.7968
MESH:D015473,Fever,disease-symptom,17.9492
MESH:D009396,Fever,disease-symptom,4.9515
MESH:D008415,Fever,disease-symptom,0.618938
MESH:D012516,Fever,disease-symptom,3.09469
MESH:D005910,Fever,disease-symptom,1.85681
MESH:D008527,Fever,disease-symptom,2.47575
MESH:D012175,Fever,disease-symptom,1.85681
MESH:D011125,Fever,disease-symptom,0.618938
MESH:D006528,Fever,disease-symptom,27.2333
MESH:D018288,Fever,disease-symptom,13.6166
MESH:D009101,Fever,disease-symptom,24.7575
MESH:D008258,Fever,disease-symptom,1.85681
MESH:D001943,Fever,disease-symptom,66.2263
MESH:D015179,Fever,disease-symptom,7.42725
MESH:D013274,Fever,disease-symptom,16.0924
MESH:D010190,Fever,disease-symptom,8.04619
MESH:D010051,Fever,disease-symptom,29.0901
MESH:D008175,Fever,disease-symptom,73.6536
MESH:D011471,Fever,disease-symptom,11.1409
MESH:D001749,Fever,disease-symptom,17.3303
MESH:D016864,Fever,disease-symptom,0.618938
MESH:D006502,Fever,disease-symptom,1.85681
MESH:D054990,Fever,disease-symptom,10.5219
MESH:D002538,Fever,disease-symptom,1.23788
MESH:D004916,Fever,disease-symptom,0.618938
MESH:D000741,Fever,disease-symptom,16.7113
MESH:D005199,Fever,disease-symptom,0.618938
MESH:D014923,Fever,disease-symptom,0.618938
MESH:D013922,Fever,disease-symptom,6.18938
MESH:D000361,Fever,disease-symptom,3.71363
MESH:D009190,Fever,disease-symptom,18.5681
MESH:D011087,Fever,disease-symptom,3.71363
MESH:D055728,Fever,disease-symptom,4.9515
MESH:D017681,Fever,disease-symptom,5.57044
MESH:D011038,Fever,disease-symptom,0.618938
MESH:D016116,Fever,disease-symptom,0.618938
MESH:D010505,Fever,disease-symptom,53.8476
MESH:D008180,Fever,disease-symptom,65.6074
MESH:D017074,Fever,disease-symptom,2.47575
MESH:D054198,Fever_of_Unknown_Origin,disease-symptom,11.7852
MESH:D015464,Fever_of_Unknown_Origin,disease-symptom,2.94631
MESH:D015470,Fever_of_Unknown_Origin,disease-symptom,14.7315
MESH:D008415,Fever_of_Unknown_Origin,disease-symptom,2.94631
MESH:D008527,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D012175,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D006528,Fever_of_Unknown_Origin,disease-symptom,4.41946
MESH:D009101,Fever_of_Unknown_Origin,disease-symptom,14.7315
MESH:D008258,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D001943,Fever_of_Unknown_Origin,disease-symptom,4.41946
MESH:D013274,Fever_of_Unknown_Origin,disease-symptom,5.89262
MESH:D010051,Fever_of_Unknown_Origin,disease-symptom,5.89262
MESH:D008175,Fever_of_Unknown_Origin,disease-symptom,14.7315
MESH:D011471,Fever_of_Unknown_Origin,disease-symptom,4.41946
MESH:D001749,Fever_of_Unknown_Origin,disease-symptom,4.41946
MESH:D054990,Fever_of_Unknown_Origin,disease-symptom,4.41946
MESH:D000741,Fever_of_Unknown_Origin,disease-symptom,5.89262
MESH:D014923,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D013922,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D000361,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D009190,Fever_of_Unknown_Origin,disease-symptom,2.94631
MESH:D011087,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D055728,Fever_of_Unknown_Origin,disease-symptom,4.41946
MESH:D017681,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D010505,Fever_of_Unknown_Origin,disease-symptom,26.5168
MESH:D008180,Fever_of_Unknown_Origin,disease-symptom,23.5705
MESH:D017074,Fever_of_Unknown_Origin,disease-symptom,1.47315
MESH:D015470,Hypothermia,disease-symptom,1.94544
MESH:D005910,Hypothermia,disease-symptom,1.94544
MESH:D006528,Hypothermia,disease-symptom,1.94544
MESH:D013274,Hypothermia,disease-symptom,1.94544
MESH:D008175,Hypothermia,disease-symptom,1.94544
MESH:D011471,Hypothermia,disease-symptom,1.94544
MESH:D054990,Hypothermia,disease-symptom,1.94544
MESH:D004916,Hypothermia,disease-symptom,3.89087
MESH:D000741,Hypothermia,disease-symptom,1.94544
MESH:D008180,Hypothermia,disease-symptom,5.83631
MESH:D054198,Body_Weight,disease-symptom,12.0046
MESH:D015464,Body_Weight,disease-symptom,1.37195
MESH:D015470,Body_Weight,disease-symptom,7.20274
MESH:D015473,Body_Weight,disease-symptom,0.342988
MESH:D009396,Body_Weight,disease-symptom,2.40091
MESH:D008415,Body_Weight,disease-symptom,0.685976
MESH:D012516,Body_Weight,disease-symptom,8.23171
MESH:D005910,Body_Weight,disease-symptom,10.6326
MESH:D008527,Body_Weight,disease-symptom,1.02896
MESH:D012175,Body_Weight,disease-symptom,0.685976
MESH:D011125,Body_Weight,disease-symptom,1.37195
MESH:D006528,Body_Weight,disease-symptom,35.3277
MESH:D018288,Body_Weight,disease-symptom,7.88872
MESH:D009456,Body_Weight,disease-symptom,2.05793
MESH:D009101,Body_Weight,disease-symptom,4.11585
MESH:D001943,Body_Weight,disease-symptom,127.934
MESH:D046152,Body_Weight,disease-symptom,1.71494
MESH:D015179,Body_Weight,disease-symptom,18.1784
MESH:D013274,Body_Weight,disease-symptom,44.5884
MESH:D010190,Body_Weight,disease-symptom,52.4771
MESH:D010051,Body_Weight,disease-symptom,22.6372
MESH:D008175,Body_Weight,disease-symptom,91.2348
MESH:D011471,Body_Weight,disease-symptom,56.593
MESH:D001749,Body_Weight,disease-symptom,37.7287
MESH:D016864,Body_Weight,disease-symptom,2.05793
MESH:D012415,Body_Weight,disease-symptom,0.342988
MESH:D004613,Body_Weight,disease-symptom,0.342988
MESH:D009634,Body_Weight,disease-symptom,0.685976
MESH:D006502,Body_Weight,disease-symptom,0.342988
MESH:D054990,Body_Weight,disease-symptom,25.0381
MESH:D001260,Body_Weight,disease-symptom,2.40091
MESH:D000741,Body_Weight,disease-symptom,3.77287
MESH:D005199,Body_Weight,disease-symptom,1.37195
MESH:D014923,Body_Weight,disease-symptom,0.342988
MESH:D013922,Body_Weight,disease-symptom,1.37195
MESH:D000361,Body_Weight,disease-symptom,2.7439
MESH:D009190,Body_Weight,disease-symptom,0.342988
MESH:D011087,Body_Weight,disease-symptom,0.685976
MESH:D055728,Body_Weight,disease-symptom,0.342988
MESH:D019851,Body_Weight,disease-symptom,0.342988
MESH:D001816,Body_Weight,disease-symptom,0.342988
MESH:D010505,Body_Weight,disease-symptom,0.685976
MESH:D008180,Body_Weight,disease-symptom,16.1204
MESH:D054198,Birth_Weight,disease-symptom,11.257
MESH:D015470,Birth_Weight,disease-symptom,9.84992
MESH:D009396,Birth_Weight,disease-symptom,19.6998
MESH:D012516,Birth_Weight,disease-symptom,4.22139
MESH:D005910,Birth_Weight,disease-symptom,1.40713
MESH:D009456,Birth_Weight,disease-symptom,4.22139
MESH:D001943,Birth_Weight,disease-symptom,77.3922
MESH:D015179,Birth_Weight,disease-symptom,5.62852
MESH:D010051,Birth_Weight,disease-symptom,4.22139
MESH:D008175,Birth_Weight,disease-symptom,1.40713
MESH:D011471,Birth_Weight,disease-symptom,7.03565
MESH:D016864,Birth_Weight,disease-symptom,1.40713
MESH:D009634,Birth_Weight,disease-symptom,5.62852
MESH:D000741,Birth_Weight,disease-symptom,5.62852
MESH:D005199,Birth_Weight,disease-symptom,2.81426
MESH:D000361,Birth_Weight,disease-symptom,2.81426
MESH:D019851,Birth_Weight,disease-symptom,14.0713
MESH:D010505,Birth_Weight,disease-symptom,1.40713
MESH:D008180,Birth_Weight,disease-symptom,19.6998
MESH:D054198,Fetal_Macrosomia,disease-symptom,3.33672
MESH:D009396,Fetal_Macrosomia,disease-symptom,3.33672
MESH:D006528,Fetal_Macrosomia,disease-symptom,3.33672
MESH:D001943,Fetal_Macrosomia,disease-symptom,6.67344
MESH:D015179,Fetal_Macrosomia,disease-symptom,3.33672
MESH:D001943,Body_Weight_Changes,disease-symptom,0.844615
MESH:D054198,Weight_Gain,disease-symptom,14.8669
MESH:D015464,Weight_Gain,disease-symptom,5.94676
MESH:D015473,Weight_Gain,disease-symptom,5.94676
MESH:D005910,Weight_Gain,disease-symptom,2.97338
MESH:D008527,Weight_Gain,disease-symptom,1.48669
MESH:D006528,Weight_Gain,disease-symptom,4.46007
MESH:D009456,Weight_Gain,disease-symptom,1.48669
MESH:D009101,Weight_Gain,disease-symptom,1.48669
MESH:D001943,Weight_Gain,disease-symptom,202.19
MESH:D015179,Weight_Gain,disease-symptom,10.4068
MESH:D013274,Weight_Gain,disease-symptom,5.94676
MESH:D010190,Weight_Gain,disease-symptom,7.43345
MESH:D010051,Weight_Gain,disease-symptom,7.43345
MESH:D008175,Weight_Gain,disease-symptom,19.327
MESH:D011471,Weight_Gain,disease-symptom,19.327
MESH:D001749,Weight_Gain,disease-symptom,1.48669
MESH:D054990,Weight_Gain,disease-symptom,7.43345
MESH:D001260,Weight_Gain,disease-symptom,1.48669
MESH:D008180,Weight_Gain,disease-symptom,5.94676
MESH:D054198,Weight_Loss,disease-symptom,3.00016
MESH:D015464,Weight_Loss,disease-symptom,3.00016
MESH:D015470,Weight_Loss,disease-symptom,4.00021
MESH:D009396,Weight_Loss,disease-symptom,1.00005
MESH:D005910,Weight_Loss,disease-symptom,1.00005
MESH:D008527,Weight_Loss,disease-symptom,2.00011
MESH:D012175,Weight_Loss,disease-symptom,1.00005
MESH:D011125,Weight_Loss,disease-symptom,2.00011
MESH:D006528,Weight_Loss,disease-symptom,11.0006
MESH:D018288,Weight_Loss,disease-symptom,19.001
MESH:D009456,Weight_Loss,disease-symptom,3.00016
MESH:D009101,Weight_Loss,disease-symptom,12.0006
MESH:D008258,Weight_Loss,disease-symptom,2.00011
MESH:D001943,Weight_Loss,disease-symptom,46.0025
MESH:D046152,Weight_Loss,disease-symptom,5.00027
MESH:D015179,Weight_Loss,disease-symptom,29.0016
MESH:D013274,Weight_Loss,disease-symptom,54.0029
MESH:D010190,Weight_Loss,disease-symptom,77.0041
MESH:D010051,Weight_Loss,disease-symptom,11.0006
MESH:D008175,Weight_Loss,disease-symptom,106.006
MESH:D011471,Weight_Loss,disease-symptom,20.0011
MESH:D001749,Weight_Loss,disease-symptom,2.00011
MESH:D006502,Weight_Loss,disease-symptom,3.00016
MESH:D054990,Weight_Loss,disease-symptom,8.00043
MESH:D009190,Weight_Loss,disease-symptom,1.00005
MESH:D011087,Weight_Loss,disease-symptom,1.00005
MESH:D055728,Weight_Loss,disease-symptom,1.00005
MESH:D017681,Weight_Loss,disease-symptom,1.00005
MESH:D019851,Weight_Loss,disease-symptom,1.00005
MESH:D008180,Weight_Loss,disease-symptom,9.00048
MESH:D017492,Weight_Loss,disease-symptom,1.00005
MESH:D017074,Weight_Loss,disease-symptom,2.00011
MESH:D005910,Emaciation,disease-symptom,18.3264
MESH:D006528,Emaciation,disease-symptom,1.83264
MESH:D009456,Emaciation,disease-symptom,1.83264
MESH:D013274,Emaciation,disease-symptom,5.49792
MESH:D010190,Emaciation,disease-symptom,5.49792
MESH:D000741,Emaciation,disease-symptom,1.83264
MESH:D054198,Cachexia,disease-symptom,3.98945
MESH:D012516,Cachexia,disease-symptom,1.99472
MESH:D005910,Cachexia,disease-symptom,15.9578
MESH:D011125,Cachexia,disease-symptom,7.9789
MESH:D006528,Cachexia,disease-symptom,19.9472
MESH:D018288,Cachexia,disease-symptom,7.9789
MESH:D009101,Cachexia,disease-symptom,7.9789
MESH:D001943,Cachexia,disease-symptom,51.8628
MESH:D015179,Cachexia,disease-symptom,29.9209
MESH:D013274,Cachexia,disease-symptom,61.8364
MESH:D010190,Cachexia,disease-symptom,121.678
MESH:D010051,Cachexia,disease-symptom,39.8945
MESH:D008175,Cachexia,disease-symptom,135.641
MESH:D011471,Cachexia,disease-symptom,29.9209
MESH:D001749,Cachexia,disease-symptom,1.99472
MESH:D014923,Cachexia,disease-symptom,1.99472
MESH:D013922,Cachexia,disease-symptom,1.99472
MESH:D000361,Cachexia,disease-symptom,1.99472
MESH:D008180,Cachexia,disease-symptom,3.98945
MESH:D017074,Cachexia,disease-symptom,1.99472
MESH:D016864,Fetal_Weight,disease-symptom,3.57667
MESH:D008180,Fetal_Weight,disease-symptom,3.57667
MESH:D054198,Overweight,disease-symptom,4.11936
MESH:D006528,Overweight,disease-symptom,0.823872
MESH:D001943,Overweight,disease-symptom,23.8923
MESH:D015179,Overweight,disease-symptom,7.41485
MESH:D013274,Overweight,disease-symptom,0.823872
MESH:D010190,Overweight,disease-symptom,3.29549
MESH:D010051,Overweight,disease-symptom,1.64774
MESH:D008175,Overweight,disease-symptom,0.823872
MESH:D011471,Overweight,disease-symptom,6.59098
MESH:D016864,Overweight,disease-symptom,0.823872
MESH:D012415,Overweight,disease-symptom,0.823872
MESH:D011087,Overweight,disease-symptom,0.823872
MESH:D019851,Overweight,disease-symptom,1.64774
MESH:D054198,Obesity,disease-symptom,43.2928
MESH:D015464,Obesity,disease-symptom,1.66511
MESH:D015470,Obesity,disease-symptom,6.66043
MESH:D015473,Obesity,disease-symptom,3.33021
MESH:D009396,Obesity,disease-symptom,0.832554
MESH:D008415,Obesity,disease-symptom,0.832554
MESH:D012516,Obesity,disease-symptom,1.66511
MESH:D005910,Obesity,disease-symptom,1.66511
MESH:D011125,Obesity,disease-symptom,0.832554
MESH:D006528,Obesity,disease-symptom,31.637
MESH:D018288,Obesity,disease-symptom,0.832554
MESH:D009101,Obesity,disease-symptom,5.82788
MESH:D001943,Obesity,disease-symptom,374.649
MESH:D046152,Obesity,disease-symptom,1.66511
MESH:D015179,Obesity,disease-symptom,81.5903
MESH:D013274,Obesity,disease-symptom,18.3162
MESH:D010190,Obesity,disease-symptom,46.623
MESH:D010051,Obesity,disease-symptom,43.2928
MESH:D008175,Obesity,disease-symptom,10.8232
MESH:D011471,Obesity,disease-symptom,165.678
MESH:D001749,Obesity,disease-symptom,4.16277
MESH:D054990,Obesity,disease-symptom,1.66511
MESH:D004916,Obesity,disease-symptom,0.832554
MESH:D000741,Obesity,disease-symptom,1.66511
MESH:D000361,Obesity,disease-symptom,0.832554
MESH:D009190,Obesity,disease-symptom,2.49766
MESH:D011087,Obesity,disease-symptom,2.49766
MESH:D017681,Obesity,disease-symptom,0.832554
MESH:D019851,Obesity,disease-symptom,11.6558
MESH:D008180,Obesity,disease-symptom,19.1487
MESH:D054198,Obesity__Morbid,disease-symptom,1.75294
MESH:D015464,Obesity__Morbid,disease-symptom,1.75294
MESH:D015470,Obesity__Morbid,disease-symptom,1.75294
MESH:D006528,Obesity__Morbid,disease-symptom,1.75294
MESH:D018288,Obesity__Morbid,disease-symptom,1.75294
MESH:D001943,Obesity__Morbid,disease-symptom,8.7647
MESH:D046152,Obesity__Morbid,disease-symptom,3.50588
MESH:D015179,Obesity__Morbid,disease-symptom,3.50588
MESH:D013274,Obesity__Morbid,disease-symptom,26.2941
MESH:D010190,Obesity__Morbid,disease-symptom,10.5176
MESH:D010051,Obesity__Morbid,disease-symptom,12.2706
MESH:D008175,Obesity__Morbid,disease-symptom,3.50588
MESH:D011471,Obesity__Morbid,disease-symptom,5.25882
MESH:D055728,Obesity__Morbid,disease-symptom,1.75294
MESH:D019851,Obesity__Morbid,disease-symptom,1.75294
MESH:D008180,Obesity__Morbid,disease-symptom,1.75294
MESH:D054198,Thinness,disease-symptom,2.6706
MESH:D001943,Thinness,disease-symptom,13.353
MESH:D013274,Thinness,disease-symptom,2.6706
MESH:D008175,Thinness,disease-symptom,10.6824
MESH:D011471,Thinness,disease-symptom,5.3412
MESH:D001260,Thinness,disease-symptom,2.6706
MESH:D000741,Thinness,disease-symptom,2.6706
MESH:D008180,Thinness,disease-symptom,5.3412
MESH:D009101,Cardiac_Output__High,disease-symptom,7.67299
MESH:D015470,Cardiac_Output__Low,disease-symptom,2.1428
MESH:D009456,Cardiac_Output__Low,disease-symptom,2.1428
MESH:D008258,Cardiac_Output__Low,disease-symptom,2.1428
MESH:D001943,Cardiac_Output__Low,disease-symptom,6.42839
MESH:D010051,Cardiac_Output__Low,disease-symptom,2.1428
MESH:D008175,Cardiac_Output__Low,disease-symptom,14.9996
MESH:D011471,Cardiac_Output__Low,disease-symptom,2.1428
MESH:D002538,Cardiac_Output__Low,disease-symptom,8.57118
MESH:D017681,Cardiac_Output__Low,disease-symptom,2.1428
MESH:D008180,Cardiac_Output__Low,disease-symptom,4.28559
MESH:D015470,Chills,disease-symptom,3.58518
MESH:D009101,Chills,disease-symptom,3.58518
MESH:D001943,Chills,disease-symptom,3.58518
MESH:D010190,Chills,disease-symptom,3.58518
MESH:D001749,Chills,disease-symptom,3.58518
MESH:D009190,Chills,disease-symptom,3.58518
MESH:D054198,Cyanosis,disease-symptom,3.48682
MESH:D015464,Cyanosis,disease-symptom,3.48682
MESH:D005910,Cyanosis,disease-symptom,1.74341
MESH:D009101,Cyanosis,disease-symptom,3.48682
MESH:D008258,Cyanosis,disease-symptom,1.74341
MESH:D013274,Cyanosis,disease-symptom,1.74341
MESH:D010190,Cyanosis,disease-symptom,3.48682
MESH:D010051,Cyanosis,disease-symptom,5.23023
MESH:D008175,Cyanosis,disease-symptom,8.71705
MESH:D009634,Cyanosis,disease-symptom,1.74341
MESH:D006502,Cyanosis,disease-symptom,3.48682
MESH:D054990,Cyanosis,disease-symptom,27.8946
MESH:D002538,Cyanosis,disease-symptom,1.74341
MESH:D004916,Cyanosis,disease-symptom,15.6907
MESH:D000741,Cyanosis,disease-symptom,1.74341
MESH:D013922,Cyanosis,disease-symptom,3.48682
MESH:D011087,Cyanosis,disease-symptom,13.9473
MESH:D017681,Cyanosis,disease-symptom,1.74341
MESH:D019851,Cyanosis,disease-symptom,1.74341
MESH:D019871,Cyanosis,disease-symptom,3.48682
MESH:D008180,Cyanosis,disease-symptom,6.97364
MESH:D054198,Edema,disease-symptom,6.55466
MESH:D015464,Edema,disease-symptom,11.3217
MESH:D015470,Edema,disease-symptom,3.57527
MESH:D015473,Edema,disease-symptom,1.78763
MESH:D009396,Edema,disease-symptom,1.78763
MESH:D012516,Edema,disease-symptom,5.3629
MESH:D005910,Edema,disease-symptom,7.15054
MESH:D008527,Edema,disease-symptom,0.595878
MESH:D012175,Edema,disease-symptom,1.19176
MESH:D011125,Edema,disease-symptom,0.595878
MESH:D006528,Edema,disease-symptom,6.55466
MESH:D018288,Edema,disease-symptom,5.3629
MESH:D009456,Edema,disease-symptom,1.19176
MESH:D009101,Edema,disease-symptom,10.1299
MESH:D008258,Edema,disease-symptom,2.38351
MESH:D001943,Edema,disease-symptom,81.0394
MESH:D046152,Edema,disease-symptom,0.595878
MESH:D015179,Edema,disease-symptom,1.19176
MESH:D013274,Edema,disease-symptom,10.7258
MESH:D010190,Edema,disease-symptom,7.15054
MESH:D010051,Edema,disease-symptom,23.8351
MESH:D008175,Edema,disease-symptom,23.2392
MESH:D011471,Edema,disease-symptom,39.328
MESH:D001749,Edema,disease-symptom,9.53405
MESH:D008557,Edema,disease-symptom,0.595878
MESH:D009634,Edema,disease-symptom,5.3629
MESH:D006502,Edema,disease-symptom,5.95878
MESH:D054990,Edema,disease-symptom,2.38351
MESH:D002538,Edema,disease-symptom,2.38351
MESH:D004916,Edema,disease-symptom,1.78763
MESH:D000741,Edema,disease-symptom,4.17115
MESH:D029503,Edema,disease-symptom,0.595878
MESH:D005199,Edema,disease-symptom,0.595878
MESH:D014923,Edema,disease-symptom,1.78763
MESH:D013922,Edema,disease-symptom,1.19176
MESH:D000361,Edema,disease-symptom,3.57527
MESH:D009190,Edema,disease-symptom,1.78763
MESH:D011087,Edema,disease-symptom,1.78763
MESH:D055728,Edema,disease-symptom,1.78763
MESH:D017681,Edema,disease-symptom,1.78763
MESH:D019851,Edema,disease-symptom,1.19176
MESH:D010505,Edema,disease-symptom,2.38351
MESH:D008180,Edema,disease-symptom,36.9444
MESH:D001943,Edema__Cardiac,disease-symptom,7.03808
MESH:D018860,Edema__Cardiac,disease-symptom,3.51904
MESH:D008180,Edema__Cardiac,disease-symptom,3.51904
MESH:D054198,Hydrops_Fetalis,disease-symptom,2.341
MESH:D009396,Hydrops_Fetalis,disease-symptom,7.023
MESH:D006528,Hydrops_Fetalis,disease-symptom,2.341
MESH:D008175,Hydrops_Fetalis,disease-symptom,7.023
MESH:D012779,Hydrops_Fetalis,disease-symptom,2.341
MESH:D009634,Hydrops_Fetalis,disease-symptom,21.069
MESH:D002538,Hydrops_Fetalis,disease-symptom,4.682
MESH:D000741,Hydrops_Fetalis,disease-symptom,2.341
MESH:D029503,Hydrops_Fetalis,disease-symptom,7.023
MESH:D005199,Hydrops_Fetalis,disease-symptom,7.023
MESH:D013922,Hydrops_Fetalis,disease-symptom,2.341
MESH:D008180,Hydrops_Fetalis,disease-symptom,4.682
MESH:D015470,Eye_Manifestations,disease-symptom,4.52363
MESH:D005910,Eye_Manifestations,disease-symptom,12.063
MESH:D008527,Eye_Manifestations,disease-symptom,1.50788
MESH:D009456,Eye_Manifestations,disease-symptom,22.6182
MESH:D009101,Eye_Manifestations,disease-symptom,18.0945
MESH:D008258,Eye_Manifestations,disease-symptom,12.063
MESH:D012415,Eye_Manifestations,disease-symptom,3.01575
MESH:D054990,Eye_Manifestations,disease-symptom,1.50788
MESH:D001260,Eye_Manifestations,disease-symptom,10.5551
MESH:D000741,Eye_Manifestations,disease-symptom,6.03151
MESH:D014923,Eye_Manifestations,disease-symptom,3.01575
MESH:D013922,Eye_Manifestations,disease-symptom,1.50788
MESH:D000361,Eye_Manifestations,disease-symptom,1.50788
MESH:D011087,Eye_Manifestations,disease-symptom,6.03151
MESH:D011038,Eye_Manifestations,disease-symptom,1.50788
MESH:D010505,Eye_Manifestations,disease-symptom,4.52363
MESH:D008180,Eye_Manifestations,disease-symptom,24.126
MESH:D015464,Eye_Hemorrhage,disease-symptom,2.75264
MESH:D015470,Eye_Hemorrhage,disease-symptom,2.75264
MESH:D015473,Eye_Hemorrhage,disease-symptom,2.75264
MESH:D012175,Eye_Hemorrhage,disease-symptom,2.75264
MESH:D009101,Eye_Hemorrhage,disease-symptom,11.0106
MESH:D009190,Eye_Hemorrhage,disease-symptom,2.75264
MESH:D054198,Fatigue,disease-symptom,12.5181
MESH:D015464,Fatigue,disease-symptom,10.2421
MESH:D015470,Fatigue,disease-symptom,18.2082
MESH:D015473,Fatigue,disease-symptom,1.13801
MESH:D009396,Fatigue,disease-symptom,1.13801
MESH:D005910,Fatigue,disease-symptom,12.5181
MESH:D012175,Fatigue,disease-symptom,1.13801
MESH:D011125,Fatigue,disease-symptom,1.13801
MESH:D006528,Fatigue,disease-symptom,17.0702
MESH:D018288,Fatigue,disease-symptom,17.0702
MESH:D009456,Fatigue,disease-symptom,2.27603
MESH:D009101,Fatigue,disease-symptom,51.2106
MESH:D008258,Fatigue,disease-symptom,5.69007
MESH:D001943,Fatigue,disease-symptom,384.648
MESH:D046152,Fatigue,disease-symptom,3.41404
MESH:D015179,Fatigue,disease-symptom,31.8644
MESH:D013274,Fatigue,disease-symptom,26.1743
MESH:D010190,Fatigue,disease-symptom,29.5883
MESH:D010051,Fatigue,disease-symptom,45.5205
MESH:D008175,Fatigue,disease-symptom,146.804
MESH:D011471,Fatigue,disease-symptom,91.0411
MESH:D001749,Fatigue,disease-symptom,4.55205
MESH:D012415,Fatigue,disease-symptom,1.13801
MESH:D054990,Fatigue,disease-symptom,5.69007
MESH:D018860,Fatigue,disease-symptom,1.13801
MESH:D000741,Fatigue,disease-symptom,12.5181
MESH:D013922,Fatigue,disease-symptom,1.13801
MESH:D000361,Fatigue,disease-symptom,1.13801
MESH:D009190,Fatigue,disease-symptom,27.3123
MESH:D011087,Fatigue,disease-symptom,1.13801
MESH:D055728,Fatigue,disease-symptom,3.41404
MESH:D017681,Fatigue,disease-symptom,2.27603
MESH:D008180,Fatigue,disease-symptom,81.9369
MESH:D017492,Fatigue,disease-symptom,1.13801
MESH:D017074,Fatigue,disease-symptom,2.27603
MESH:D001943,Mental_Fatigue,disease-symptom,14.3407
MESH:D008175,Mental_Fatigue,disease-symptom,3.58518
MESH:D006528,Feminization,disease-symptom,7.52477
MESH:D001943,Feminization,disease-symptom,3.76239
MESH:D013274,Feminization,disease-symptom,11.2872
MESH:D010190,Feminization,disease-symptom,7.52477
MESH:D010051,Feminization,disease-symptom,18.8119
MESH:D011471,Feminization,disease-symptom,30.0991
MESH:D008180,Feminization,disease-symptom,3.76239
MESH:D009456,Fetal_Distress,disease-symptom,2.58845
MESH:D013922,Fetal_Distress,disease-symptom,2.58845
MESH:D017681,Fetal_Distress,disease-symptom,2.58845
MESH:D008180,Fetal_Distress,disease-symptom,7.76535
MESH:D008415,Flushing,disease-symptom,26.1401
MESH:D009456,Flushing,disease-symptom,2.61401
MESH:D001943,Flushing,disease-symptom,28.7541
MESH:D046152,Flushing,disease-symptom,2.61401
MESH:D013274,Flushing,disease-symptom,7.84204
MESH:D010190,Flushing,disease-symptom,5.22802
MESH:D010051,Flushing,disease-symptom,2.61401
MESH:D008175,Flushing,disease-symptom,15.6841
MESH:D011471,Flushing,disease-symptom,41.8242
MESH:D002538,Flushing,disease-symptom,2.61401
MESH:D009190,Flushing,disease-symptom,2.61401
MESH:D009396,Heart_Murmurs,disease-symptom,2.36342
MESH:D006528,Heart_Murmurs,disease-symptom,2.36342
MESH:D009456,Heart_Murmurs,disease-symptom,4.72683
MESH:D008175,Heart_Murmurs,disease-symptom,4.72683
MESH:D012415,Heart_Murmurs,disease-symptom,2.36342
MESH:D009634,Heart_Murmurs,disease-symptom,4.72683
MESH:D006502,Heart_Murmurs,disease-symptom,2.36342
MESH:D002538,Heart_Murmurs,disease-symptom,4.72683
MESH:D008180,Heart_Murmurs,disease-symptom,11.8171
MESH:D001943,Hot_Flashes,disease-symptom,650.491
MESH:D011471,Hot_Flashes,disease-symptom,252.023
MESH:D008180,Hot_Flashes,disease-symptom,6.81142
MESH:D054198,Hypergammaglobulinemia,disease-symptom,3.35825
MESH:D015470,Hypergammaglobulinemia,disease-symptom,10.0748
MESH:D008415,Hypergammaglobulinemia,disease-symptom,6.7165
MESH:D006528,Hypergammaglobulinemia,disease-symptom,16.7913
MESH:D018288,Hypergammaglobulinemia,disease-symptom,1.67913
MESH:D009456,Hypergammaglobulinemia,disease-symptom,3.35825
