Source,Target,Relation Type,Weight
MESH:D010190,Hyperphagia,disease-symptom,2.39932
MESH:D008180,Hyperphagia,disease-symptom,2.39932
MESH:D008180,Bulimia,disease-symptom,2.76386
MESH:D054198,Nausea,disease-symptom,28.4688
MESH:D015464,Nausea,disease-symptom,10.2488
MESH:D015470,Nausea,disease-symptom,39.8564
MESH:D015473,Nausea,disease-symptom,4.55501
MESH:D009396,Nausea,disease-symptom,2.27751
MESH:D008415,Nausea,disease-symptom,1.13875
MESH:D012516,Nausea,disease-symptom,9.11002
MESH:D005910,Nausea,disease-symptom,22.7751
MESH:D008527,Nausea,disease-symptom,7.97127
MESH:D011125,Nausea,disease-symptom,1.13875
MESH:D006528,Nausea,disease-symptom,23.9138
MESH:D018288,Nausea,disease-symptom,63.7702
MESH:D009456,Nausea,disease-symptom,1.13875
MESH:D009101,Nausea,disease-symptom,20.4976
MESH:D008258,Nausea,disease-symptom,1.13875
MESH:D001943,Nausea,disease-symptom,368.956
MESH:D046152,Nausea,disease-symptom,2.27751
MESH:D015179,Nausea,disease-symptom,74.0189
MESH:D013274,Nausea,disease-symptom,95.6553
MESH:D010190,Nausea,disease-symptom,67.1864
MESH:D010051,Nausea,disease-symptom,153.732
MESH:D008175,Nausea,disease-symptom,278.995
MESH:D011471,Nausea,disease-symptom,45.5501
MESH:D001749,Nausea,disease-symptom,38.7176
MESH:D016864,Nausea,disease-symptom,2.27751
MESH:D006502,Nausea,disease-symptom,1.13875
MESH:D002538,Nausea,disease-symptom,4.55501
MESH:D000741,Nausea,disease-symptom,3.41626
MESH:D013922,Nausea,disease-symptom,1.13875
MESH:D009190,Nausea,disease-symptom,11.3875
MESH:D011087,Nausea,disease-symptom,2.27751
MESH:D055728,Nausea,disease-symptom,1.13875
MESH:D017681,Nausea,disease-symptom,1.13875
MESH:D010505,Nausea,disease-symptom,2.27751
MESH:D008180,Nausea,disease-symptom,10.2488
MESH:D017492,Nausea,disease-symptom,1.13875
MESH:D054198,Postoperative_Nausea_and_Vomiting,disease-symptom,3.4201
MESH:D006528,Postoperative_Nausea_and_Vomiting,disease-symptom,3.4201
MESH:D001943,Postoperative_Nausea_and_Vomiting,disease-symptom,3.4201
MESH:D015179,Postoperative_Nausea_and_Vomiting,disease-symptom,3.4201
MESH:D013274,Postoperative_Nausea_and_Vomiting,disease-symptom,3.4201
MESH:D008175,Postoperative_Nausea_and_Vomiting,disease-symptom,3.4201
MESH:D011471,Postoperative_Nausea_and_Vomiting,disease-symptom,3.4201
MESH:D054198,Vomiting,disease-symptom,23.6184
MESH:D015464,Vomiting,disease-symptom,5.06108
MESH:D015470,Vomiting,disease-symptom,29.5229
MESH:D015473,Vomiting,disease-symptom,1.68703
MESH:D009396,Vomiting,disease-symptom,2.53054
MESH:D008415,Vomiting,disease-symptom,1.68703
MESH:D012516,Vomiting,disease-symptom,12.6527
MESH:D005910,Vomiting,disease-symptom,15.1832
MESH:D008527,Vomiting,disease-symptom,10.9657
MESH:D012175,Vomiting,disease-symptom,1.68703
MESH:D011125,Vomiting,disease-symptom,1.68703
MESH:D006528,Vomiting,disease-symptom,10.1222
MESH:D018288,Vomiting,disease-symptom,37.1146
MESH:D009456,Vomiting,disease-symptom,2.53054
MESH:D009101,Vomiting,disease-symptom,8.43513
MESH:D008258,Vomiting,disease-symptom,0.843513
MESH:D001943,Vomiting,disease-symptom,189.79
MESH:D046152,Vomiting,disease-symptom,3.37405
MESH:D015179,Vomiting,disease-symptom,33.7405
MESH:D013274,Vomiting,disease-symptom,73.3856
MESH:D010190,Vomiting,disease-symptom,33.7405
MESH:D010051,Vomiting,disease-symptom,102.909
MESH:D020288,Vomiting,disease-symptom,2.53054
MESH:D008175,Vomiting,disease-symptom,172.92
MESH:D011471,Vomiting,disease-symptom,23.6184
MESH:D001749,Vomiting,disease-symptom,18.5573
MESH:D016864,Vomiting,disease-symptom,0.843513
MESH:D006502,Vomiting,disease-symptom,0.843513
MESH:D002538,Vomiting,disease-symptom,7.59161
MESH:D000741,Vomiting,disease-symptom,3.37405
MESH:D000361,Vomiting,disease-symptom,0.843513
MESH:D009190,Vomiting,disease-symptom,4.21756
MESH:D011087,Vomiting,disease-symptom,1.68703
MESH:D019851,Vomiting,disease-symptom,0.843513
MESH:D010505,Vomiting,disease-symptom,5.06108
MESH:D008180,Vomiting,disease-symptom,6.7481
MESH:D054198,Hematemesis,disease-symptom,6.25759
MESH:D015473,Hematemesis,disease-symptom,2.08586
MESH:D006528,Hematemesis,disease-symptom,10.4293
MESH:D009456,Hematemesis,disease-symptom,4.17172
MESH:D009101,Hematemesis,disease-symptom,4.17172
MESH:D001943,Hematemesis,disease-symptom,6.25759
MESH:D046152,Hematemesis,disease-symptom,14.601
MESH:D013274,Hematemesis,disease-symptom,152.268
MESH:D010190,Hematemesis,disease-symptom,22.9445
MESH:D008175,Hematemesis,disease-symptom,8.34345
MESH:D001749,Hematemesis,disease-symptom,2.08586
MESH:D006502,Hematemesis,disease-symptom,12.5152
MESH:D054990,Hematemesis,disease-symptom,2.08586
MESH:D014923,Hematemesis,disease-symptom,2.08586
MESH:D013922,Hematemesis,disease-symptom,2.08586
MESH:D055728,Hematemesis,disease-symptom,4.17172
MESH:D008180,Hematemesis,disease-symptom,4.17172
MESH:D009101,Hyperemesis_Gravidarum,disease-symptom,2.87508
MESH:D001943,Hyperemesis_Gravidarum,disease-symptom,5.75017
MESH:D013274,Hyperemesis_Gravidarum,disease-symptom,17.2505
MESH:D010190,Hyperemesis_Gravidarum,disease-symptom,2.87508
MESH:D019851,Hyperemesis_Gravidarum,disease-symptom,2.87508
MESH:D054198,Vomiting__Anticipatory,disease-symptom,13.6221
MESH:D015470,Vomiting__Anticipatory,disease-symptom,4.54069
MESH:D001943,Vomiting__Anticipatory,disease-symptom,127.139
MESH:D015179,Vomiting__Anticipatory,disease-symptom,36.3255
MESH:D013274,Vomiting__Anticipatory,disease-symptom,27.2441
MESH:D010190,Vomiting__Anticipatory,disease-symptom,18.1628
MESH:D010051,Vomiting__Anticipatory,disease-symptom,31.7848
MESH:D008175,Vomiting__Anticipatory,disease-symptom,99.8952
MESH:D054198,Anoxia,disease-symptom,3.00597
MESH:D015464,Anoxia,disease-symptom,10.0199
MESH:D015470,Anoxia,disease-symptom,7.01392
MESH:D015473,Anoxia,disease-symptom,2.00398
MESH:D008415,Anoxia,disease-symptom,3.00597
MESH:D012516,Anoxia,disease-symptom,15.0298
MESH:D005910,Anoxia,disease-symptom,49.0974
MESH:D008527,Anoxia,disease-symptom,1.00199
MESH:D012175,Anoxia,disease-symptom,7.01392
MESH:D011125,Anoxia,disease-symptom,1.00199
MESH:D006528,Anoxia,disease-symptom,35.0696
MESH:D018288,Anoxia,disease-symptom,5.00994
MESH:D009456,Anoxia,disease-symptom,1.00199
MESH:D009101,Anoxia,disease-symptom,6.01193
MESH:D008258,Anoxia,disease-symptom,1.00199
MESH:D001943,Anoxia,disease-symptom,77.1531
MESH:D015179,Anoxia,disease-symptom,20.0398
MESH:D013274,Anoxia,disease-symptom,18.0358
MESH:D010190,Anoxia,disease-symptom,25.0497
MESH:D010051,Anoxia,disease-symptom,12.0239
MESH:D008175,Anoxia,disease-symptom,82.1631
MESH:D011471,Anoxia,disease-symptom,40.0795
MESH:D001749,Anoxia,disease-symptom,8.01591
MESH:D006502,Anoxia,disease-symptom,1.00199
MESH:D054990,Anoxia,disease-symptom,74.1472
MESH:D002538,Anoxia,disease-symptom,1.00199
MESH:D004916,Anoxia,disease-symptom,1.00199
MESH:D000741,Anoxia,disease-symptom,8.01591
MESH:D005199,Anoxia,disease-symptom,1.00199
MESH:D013922,Anoxia,disease-symptom,7.01392
MESH:D009190,Anoxia,disease-symptom,2.00398
MESH:D011087,Anoxia,disease-symptom,27.0537
MESH:D055728,Anoxia,disease-symptom,3.00597
MESH:D019851,Anoxia,disease-symptom,3.00597
MESH:D019871,Anoxia,disease-symptom,1.00199
MESH:D008180,Anoxia,disease-symptom,9.0179
MESH:D054198,Apnea,disease-symptom,1.87655
MESH:D008415,Apnea,disease-symptom,3.75311
MESH:D005910,Apnea,disease-symptom,1.87655
MESH:D009456,Apnea,disease-symptom,3.75311
MESH:D008258,Apnea,disease-symptom,1.87655
MESH:D001943,Apnea,disease-symptom,1.87655
MESH:D054990,Apnea,disease-symptom,3.75311
MESH:D008180,Apnea,disease-symptom,1.87655
MESH:D054198,Cough,disease-symptom,1.31473
MESH:D015464,Cough,disease-symptom,2.62946
MESH:D015470,Cough,disease-symptom,5.25892
MESH:D012516,Cough,disease-symptom,1.31473
MESH:D008527,Cough,disease-symptom,1.31473
MESH:D006528,Cough,disease-symptom,1.31473
MESH:D018288,Cough,disease-symptom,17.0915
MESH:D009456,Cough,disease-symptom,2.62946
MESH:D009101,Cough,disease-symptom,2.62946
MESH:D008258,Cough,disease-symptom,3.94419
MESH:D001943,Cough,disease-symptom,14.462
MESH:D015179,Cough,disease-symptom,2.62946
MESH:D013274,Cough,disease-symptom,1.31473
MESH:D010190,Cough,disease-symptom,2.62946
MESH:D010051,Cough,disease-symptom,1.31473
MESH:D008175,Cough,disease-symptom,227.448
MESH:D054990,Cough,disease-symptom,38.1271
MESH:D052537,Cough,disease-symptom,1.31473
MESH:D001260,Cough,disease-symptom,1.31473
MESH:D002538,Cough,disease-symptom,1.31473
MESH:D000741,Cough,disease-symptom,1.31473
MESH:D014923,Cough,disease-symptom,1.31473
MESH:D000361,Cough,disease-symptom,2.62946
MESH:D009190,Cough,disease-symptom,1.31473
MESH:D011087,Cough,disease-symptom,3.94419
MESH:D017681,Cough,disease-symptom,7.88837
MESH:D008180,Cough,disease-symptom,11.8326
MESH:D017074,Cough,disease-symptom,6.57365
MESH:D054198,Dyspnea,disease-symptom,7.03655
MESH:D015464,Dyspnea,disease-symptom,6.03133
MESH:D015470,Dyspnea,disease-symptom,9.047
MESH:D015473,Dyspnea,disease-symptom,14.0731
MESH:D008415,Dyspnea,disease-symptom,2.01044
MESH:D012516,Dyspnea,disease-symptom,3.01567
MESH:D005910,Dyspnea,disease-symptom,2.01044
MESH:D006528,Dyspnea,disease-symptom,10.0522
MESH:D018288,Dyspnea,disease-symptom,18.094
MESH:D009456,Dyspnea,disease-symptom,9.047
MESH:D009101,Dyspnea,disease-symptom,20.1044
MESH:D008258,Dyspnea,disease-symptom,7.03655
MESH:D001943,Dyspnea,disease-symptom,40.2089
MESH:D046152,Dyspnea,disease-symptom,2.01044
MESH:D015179,Dyspnea,disease-symptom,1.00522
MESH:D013274,Dyspnea,disease-symptom,16.0835
MESH:D010190,Dyspnea,disease-symptom,5.02611
MESH:D010051,Dyspnea,disease-symptom,17.0888
MESH:D008175,Dyspnea,disease-symptom,323.681
MESH:D011471,Dyspnea,disease-symptom,4.02089
MESH:D001749,Dyspnea,disease-symptom,3.01567
MESH:D004613,Dyspnea,disease-symptom,3.01567
MESH:D044542,Dyspnea,disease-symptom,1.00522
MESH:D009634,Dyspnea,disease-symptom,2.01044
MESH:D054990,Dyspnea,disease-symptom,174.909
MESH:D052537,Dyspnea,disease-symptom,1.00522
MESH:D000741,Dyspnea,disease-symptom,6.03133
MESH:D000361,Dyspnea,disease-symptom,2.01044
MESH:D009190,Dyspnea,disease-symptom,3.01567
MESH:D011087,Dyspnea,disease-symptom,2.01044
MESH:D055728,Dyspnea,disease-symptom,9.047
MESH:D017681,Dyspnea,disease-symptom,8.04177
MESH:D019851,Dyspnea,disease-symptom,4.02089
MESH:D019871,Dyspnea,disease-symptom,1.00522
MESH:D008180,Dyspnea,disease-symptom,38.1984
MESH:D017074,Dyspnea,disease-symptom,1.00522
MESH:D001943,Dyspnea__Paroxysmal,disease-symptom,3.75223
MESH:D008175,Dyspnea__Paroxysmal,disease-symptom,3.75223
MESH:D054198,Hemoptysis,disease-symptom,10.1824
MESH:D015470,Hemoptysis,disease-symptom,6.7883
MESH:D015473,Hemoptysis,disease-symptom,1.69707
MESH:D012516,Hemoptysis,disease-symptom,1.69707
MESH:D012175,Hemoptysis,disease-symptom,1.69707
MESH:D006528,Hemoptysis,disease-symptom,1.69707
MESH:D018288,Hemoptysis,disease-symptom,23.759
MESH:D009101,Hemoptysis,disease-symptom,3.39415
MESH:D001943,Hemoptysis,disease-symptom,8.48537
MESH:D015179,Hemoptysis,disease-symptom,3.39415
MESH:D010190,Hemoptysis,disease-symptom,1.69707
MESH:D010051,Hemoptysis,disease-symptom,3.39415
MESH:D008175,Hemoptysis,disease-symptom,514.214
MESH:D011471,Hemoptysis,disease-symptom,1.69707
MESH:D054990,Hemoptysis,disease-symptom,25.4561
MESH:D001260,Hemoptysis,disease-symptom,1.69707
MESH:D013922,Hemoptysis,disease-symptom,3.39415
MESH:D009190,Hemoptysis,disease-symptom,1.69707
MESH:D010505,Hemoptysis,disease-symptom,1.69707
MESH:D008180,Hemoptysis,disease-symptom,33.9415
MESH:D005910,Hypercapnia,disease-symptom,2.11098
MESH:D008175,Hypercapnia,disease-symptom,4.22197
MESH:D054990,Hypercapnia,disease-symptom,10.5549
MESH:D002538,Hypercapnia,disease-symptom,2.11098
MESH:D008180,Hypercapnia,disease-symptom,2.11098
MESH:D005910,Hyperoxia,disease-symptom,2.94919
MESH:D018288,Hyperoxia,disease-symptom,2.94919
MESH:D001943,Hyperoxia,disease-symptom,2.94919
MESH:D008175,Hyperoxia,disease-symptom,2.94919
MESH:D011471,Hyperoxia,disease-symptom,2.94919
MESH:D001749,Hyperoxia,disease-symptom,2.94919
MESH:D054990,Hyperoxia,disease-symptom,29.4919
MESH:D005199,Hyperoxia,disease-symptom,2.94919
MESH:D015470,Hyperventilation,disease-symptom,2.10513
MESH:D005910,Hyperventilation,disease-symptom,8.42052
MESH:D008527,Hyperventilation,disease-symptom,2.10513
MESH:D009456,Hyperventilation,disease-symptom,2.10513
MESH:D054990,Hyperventilation,disease-symptom,10.5257
MESH:D002538,Hyperventilation,disease-symptom,4.21026
MESH:D011087,Hyperventilation,disease-symptom,2.10513
MESH:D008180,Hyperventilation,disease-symptom,4.21026
MESH:D005910,Hypocapnia,disease-symptom,3.37062
MESH:D002538,Hypocapnia,disease-symptom,3.37062
MESH:D018288,Hypoventilation,disease-symptom,7.56406
MESH:D009456,Hypoventilation,disease-symptom,2.52135
MESH:D001943,Hypoventilation,disease-symptom,2.52135
MESH:D010051,Hypoventilation,disease-symptom,7.56406
MESH:D008175,Hypoventilation,disease-symptom,17.6495
MESH:D001260,Hypoventilation,disease-symptom,2.52135
MESH:D011087,Hypoventilation,disease-symptom,2.52135
MESH:D054990,Mouth_Breathing,disease-symptom,3.22936
MESH:D011471,Respiratory_Aspiration,disease-symptom,3.33007
MESH:D054990,Respiratory_Aspiration,disease-symptom,6.66015
MESH:D054198,Respiratory_Sounds,disease-symptom,1.63927
MESH:D008415,Respiratory_Sounds,disease-symptom,1.63927
MESH:D012516,Respiratory_Sounds,disease-symptom,1.63927
MESH:D005910,Respiratory_Sounds,disease-symptom,1.63927
MESH:D018288,Respiratory_Sounds,disease-symptom,1.63927
MESH:D009456,Respiratory_Sounds,disease-symptom,1.63927
MESH:D009101,Respiratory_Sounds,disease-symptom,3.27854
MESH:D001943,Respiratory_Sounds,disease-symptom,3.27854
MESH:D013274,Respiratory_Sounds,disease-symptom,1.63927
MESH:D008175,Respiratory_Sounds,disease-symptom,39.3425
MESH:D004613,Respiratory_Sounds,disease-symptom,1.63927
MESH:D054990,Respiratory_Sounds,disease-symptom,39.3425
MESH:D000741,Respiratory_Sounds,disease-symptom,1.63927
MESH:D000361,Respiratory_Sounds,disease-symptom,1.63927
MESH:D008180,Respiratory_Sounds,disease-symptom,4.91781
MESH:D017074,Respiratory_Sounds,disease-symptom,1.63927
MESH:D005910,Snoring,disease-symptom,2.7601
MESH:D054990,Snoring,disease-symptom,2.7601
MESH:D015470,Skin_Manifestations,disease-symptom,3.67414
MESH:D008415,Skin_Manifestations,disease-symptom,1.83707
MESH:D012516,Skin_Manifestations,disease-symptom,0.612357
MESH:D005910,Skin_Manifestations,disease-symptom,0.612357
MESH:D008527,Skin_Manifestations,disease-symptom,0.612357
MESH:D009456,Skin_Manifestations,disease-symptom,19.5954
MESH:D009101,Skin_Manifestations,disease-symptom,7.34829
MESH:D008258,Skin_Manifestations,disease-symptom,6.12357
MESH:D001943,Skin_Manifestations,disease-symptom,4.2865
MESH:D013274,Skin_Manifestations,disease-symptom,3.06179
MESH:D010190,Skin_Manifestations,disease-symptom,6.73593
MESH:D010051,Skin_Manifestations,disease-symptom,2.44943
MESH:D008175,Skin_Manifestations,disease-symptom,9.18536
MESH:D011471,Skin_Manifestations,disease-symptom,0.612357
MESH:D001749,Skin_Manifestations,disease-symptom,0.612357
MESH:D008557,Skin_Manifestations,disease-symptom,0.612357
MESH:D006502,Skin_Manifestations,disease-symptom,0.612357
MESH:D054990,Skin_Manifestations,disease-symptom,0.612357
MESH:D001260,Skin_Manifestations,disease-symptom,4.2865
MESH:D000741,Skin_Manifestations,disease-symptom,0.612357
MESH:D014923,Skin_Manifestations,disease-symptom,0.612357
MESH:D013922,Skin_Manifestations,disease-symptom,1.83707
MESH:D000361,Skin_Manifestations,disease-symptom,4.2865
MESH:D011087,Skin_Manifestations,disease-symptom,1.83707
MESH:D055728,Skin_Manifestations,disease-symptom,1.83707
MESH:D011038,Skin_Manifestations,disease-symptom,0.612357
MESH:D010505,Skin_Manifestations,disease-symptom,2.44943
MESH:D008180,Skin_Manifestations,disease-symptom,36.1291
MESH:D054198,Cafe-au-Lait_Spots,disease-symptom,3.30393
MESH:D015470,Cafe-au-Lait_Spots,disease-symptom,3.30393
MESH:D008415,Cafe-au-Lait_Spots,disease-symptom,3.30393
MESH:D008527,Cafe-au-Lait_Spots,disease-symptom,3.30393
MESH:D009456,Cafe-au-Lait_Spots,disease-symptom,287.442
MESH:D015179,Cafe-au-Lait_Spots,disease-symptom,6.60786
MESH:D013274,Cafe-au-Lait_Spots,disease-symptom,3.30393
MESH:D008175,Cafe-au-Lait_Spots,disease-symptom,3.30393
MESH:D009634,Cafe-au-Lait_Spots,disease-symptom,16.5196
MESH:D005199,Cafe-au-Lait_Spots,disease-symptom,9.91178
MESH:D017074,Cafe-au-Lait_Spots,disease-symptom,3.30393
MESH:D054198,Ecchymosis,disease-symptom,4.59996
MESH:D015464,Ecchymosis,disease-symptom,2.29998
MESH:D015473,Ecchymosis,disease-symptom,4.59996
MESH:D006528,Ecchymosis,disease-symptom,2.29998
MESH:D018288,Ecchymosis,disease-symptom,4.59996
MESH:D009101,Ecchymosis,disease-symptom,22.9998
MESH:D001943,Ecchymosis,disease-symptom,4.59996
MESH:D008175,Ecchymosis,disease-symptom,6.89994
MESH:D011471,Ecchymosis,disease-symptom,4.59996
MESH:D000741,Ecchymosis,disease-symptom,4.59996
MESH:D013922,Ecchymosis,disease-symptom,2.29998
MESH:D019851,Ecchymosis,disease-symptom,4.59996
MESH:D010505,Ecchymosis,disease-symptom,2.29998
MESH:D008180,Ecchymosis,disease-symptom,11.4999
MESH:D054198,Jaundice,disease-symptom,4.36414
MESH:D015464,Jaundice,disease-symptom,1.45471
MESH:D015470,Jaundice,disease-symptom,10.183
MESH:D012516,Jaundice,disease-symptom,1.45471
MESH:D012175,Jaundice,disease-symptom,1.45471
MESH:D006528,Jaundice,disease-symptom,37.8225
MESH:D018288,Jaundice,disease-symptom,2.90942
MESH:D009456,Jaundice,disease-symptom,2.90942
MESH:D009101,Jaundice,disease-symptom,13.0924
MESH:D008258,Jaundice,disease-symptom,2.90942
MESH:D001943,Jaundice,disease-symptom,17.4565
MESH:D046152,Jaundice,disease-symptom,1.45471
MESH:D015179,Jaundice,disease-symptom,1.45471
MESH:D013274,Jaundice,disease-symptom,5.81885
MESH:D010190,Jaundice,disease-symptom,216.752
MESH:D010051,Jaundice,disease-symptom,1.45471
MESH:D008175,Jaundice,disease-symptom,5.81885
MESH:D011471,Jaundice,disease-symptom,2.90942
MESH:D006502,Jaundice,disease-symptom,1.45471
MESH:D054990,Jaundice,disease-symptom,2.90942
MESH:D000741,Jaundice,disease-symptom,17.4565
MESH:D013922,Jaundice,disease-symptom,1.45471
MESH:D000361,Jaundice,disease-symptom,5.81885
MESH:D011087,Jaundice,disease-symptom,1.45471
MESH:D055728,Jaundice,disease-symptom,2.90942
MESH:D008180,Jaundice,disease-symptom,11.6377
MESH:D054198,Jaundice__Obstructive,disease-symptom,4.99606
MESH:D015464,Jaundice__Obstructive,disease-symptom,2.49803
MESH:D015470,Jaundice__Obstructive,disease-symptom,7.49409
MESH:D006528,Jaundice__Obstructive,disease-symptom,82.4349
MESH:D018288,Jaundice__Obstructive,disease-symptom,4.99606
MESH:D009456,Jaundice__Obstructive,disease-symptom,4.99606
MESH:D009101,Jaundice__Obstructive,disease-symptom,7.49409
MESH:D001943,Jaundice__Obstructive,disease-symptom,4.99606
MESH:D046152,Jaundice__Obstructive,disease-symptom,7.49409
MESH:D013274,Jaundice__Obstructive,disease-symptom,49.9606
MESH:D010190,Jaundice__Obstructive,disease-symptom,202.34
MESH:D010051,Jaundice__Obstructive,disease-symptom,7.49409
MESH:D008175,Jaundice__Obstructive,disease-symptom,17.4862
MESH:D011471,Jaundice__Obstructive,disease-symptom,4.99606
MESH:D000361,Jaundice__Obstructive,disease-symptom,2.49803
MESH:D017681,Jaundice__Obstructive,disease-symptom,2.49803
MESH:D019851,Jaundice__Obstructive,disease-symptom,2.49803
MESH:D009101,Livedo_Reticularis,disease-symptom,4.09886
MESH:D001943,Livedo_Reticularis,disease-symptom,4.09886
MESH:D018860,Livedo_Reticularis,disease-symptom,16.3954
MESH:D019851,Livedo_Reticularis,disease-symptom,4.09886
MESH:D008180,Livedo_Reticularis,disease-symptom,12.2966
MESH:D010190,Necrolytic_Migratory_Erythema,disease-symptom,18.4504
MESH:D054198,Pallor,disease-symptom,3.53517
MESH:D013274,Pallor,disease-symptom,3.53517
MESH:D010051,Pallor,disease-symptom,7.07034
MESH:D000741,Pallor,disease-symptom,10.6055
MESH:D054198,Pruritus,disease-symptom,1.46594
MESH:D015464,Pruritus,disease-symptom,2.93188
MESH:D015470,Pruritus,disease-symptom,2.93188
MESH:D008415,Pruritus,disease-symptom,24.921
MESH:D012516,Pruritus,disease-symptom,1.46594
MESH:D005910,Pruritus,disease-symptom,2.93188
MESH:D012175,Pruritus,disease-symptom,1.46594
MESH:D006528,Pruritus,disease-symptom,4.39783
MESH:D018288,Pruritus,disease-symptom,4.39783
MESH:D009456,Pruritus,disease-symptom,10.2616
MESH:D009101,Pruritus,disease-symptom,7.32971
MESH:D008258,Pruritus,disease-symptom,2.93188
MESH:D001943,Pruritus,disease-symptom,35.1826
MESH:D046152,Pruritus,disease-symptom,1.46594
MESH:D015179,Pruritus,disease-symptom,4.39783
MESH:D013274,Pruritus,disease-symptom,5.86377
MESH:D010190,Pruritus,disease-symptom,8.79565
MESH:D008175,Pruritus,disease-symptom,24.921
MESH:D011471,Pruritus,disease-symptom,2.93188
MESH:D012415,Pruritus,disease-symptom,1.46594
MESH:D013922,Pruritus,disease-symptom,1.46594
MESH:D009190,Pruritus,disease-symptom,10.2616
MESH:D011087,Pruritus,disease-symptom,73.2971
MESH:D055728,Pruritus,disease-symptom,2.93188
MESH:D017681,Pruritus,disease-symptom,7.32971
MESH:D008180,Pruritus,disease-symptom,8.79565
MESH:D054198,Purpura,disease-symptom,3.18966
MESH:D015464,Purpura,disease-symptom,1.06322
MESH:D015470,Purpura,disease-symptom,6.37931
MESH:D006528,Purpura,disease-symptom,4.25287
MESH:D009101,Purpura,disease-symptom,23.3908
MESH:D008258,Purpura,disease-symptom,19.1379
MESH:D001943,Purpura,disease-symptom,1.06322
MESH:D013274,Purpura,disease-symptom,3.18966
MESH:D010190,Purpura,disease-symptom,2.12644
MESH:D008175,Purpura,disease-symptom,6.37931
MESH:D011471,Purpura,disease-symptom,2.12644
MESH:D054990,Purpura,disease-symptom,1.06322
MESH:D000741,Purpura,disease-symptom,9.56897
MESH:D005199,Purpura,disease-symptom,1.06322
MESH:D014923,Purpura,disease-symptom,4.25287
MESH:D013922,Purpura,disease-symptom,2.12644
MESH:D000361,Purpura,disease-symptom,7.44253
MESH:D009190,Purpura,disease-symptom,3.18966
MESH:D011087,Purpura,disease-symptom,1.06322
MESH:D055728,Purpura,disease-symptom,1.06322
MESH:D017681,Purpura,disease-symptom,2.12644
MESH:D019851,Purpura,disease-symptom,2.12644
MESH:D010505,Purpura,disease-symptom,5.31609
MESH:D008180,Purpura,disease-symptom,23.3908
MESH:D008180,Purpura_Fulminans,disease-symptom,4.68379
MESH:D015470,Purpura__Hyperglobulinemic,disease-symptom,3.67452
MESH:D009101,Purpura__Hyperglobulinemic,disease-symptom,33.0707
MESH:D008258,Purpura__Hyperglobulinemic,disease-symptom,33.0707
MESH:D054990,Purpura__Hyperglobulinemic,disease-symptom,7.34905
MESH:D000741,Purpura__Hyperglobulinemic,disease-symptom,3.67452
MESH:D055728,Purpura__Hyperglobulinemic,disease-symptom,3.67452
MESH:D008180,Purpura__Hyperglobulinemic,disease-symptom,11.0236
MESH:D009396,Purpura__Schoenlein-Henoch,disease-symptom,1.99821
MESH:D018288,Purpura__Schoenlein-Henoch,disease-symptom,1.99821
MESH:D009101,Purpura__Schoenlein-Henoch,disease-symptom,15.9857
MESH:D001943,Purpura__Schoenlein-Henoch,disease-symptom,5.99464
MESH:D013274,Purpura__Schoenlein-Henoch,disease-symptom,3.99643
MESH:D008175,Purpura__Schoenlein-Henoch,disease-symptom,15.9857
MESH:D011471,Purpura__Schoenlein-Henoch,disease-symptom,7.99286
MESH:D001749,Purpura__Schoenlein-Henoch,disease-symptom,1.99821
MESH:D018860,Purpura__Schoenlein-Henoch,disease-symptom,1.99821
MESH:D000741,Purpura__Schoenlein-Henoch,disease-symptom,1.99821
MESH:D014923,Purpura__Schoenlein-Henoch,disease-symptom,3.99643
MESH:D013922,Purpura__Schoenlein-Henoch,disease-symptom,7.99286
MESH:D009190,Purpura__Schoenlein-Henoch,disease-symptom,3.99643
MESH:D011087,Purpura__Schoenlein-Henoch,disease-symptom,1.99821
MESH:D019851,Purpura__Schoenlein-Henoch,disease-symptom,3.99643
MESH:D010505,Purpura__Schoenlein-Henoch,disease-symptom,31.9714
MESH:D008180,Purpura__Schoenlein-Henoch,disease-symptom,41.9625
MESH:D054198,Purpura__Thrombocytopenic,disease-symptom,4.24472
MESH:D015470,Purpura__Thrombocytopenic,disease-symptom,11.3192
MESH:D008415,Purpura__Thrombocytopenic,disease-symptom,1.41491
MESH:D006528,Purpura__Thrombocytopenic,disease-symptom,1.41491
MESH:D018288,Purpura__Thrombocytopenic,disease-symptom,2.82981
MESH:D009101,Purpura__Thrombocytopenic,disease-symptom,11.3192
MESH:D008258,Purpura__Thrombocytopenic,disease-symptom,2.82981
MESH:D001943,Purpura__Thrombocytopenic,disease-symptom,7.07453
MESH:D013274,Purpura__Thrombocytopenic,disease-symptom,9.90434
MESH:D010190,Purpura__Thrombocytopenic,disease-symptom,4.24472
MESH:D010051,Purpura__Thrombocytopenic,disease-symptom,1.41491
MESH:D008175,Purpura__Thrombocytopenic,disease-symptom,5.65962
MESH:D011471,Purpura__Thrombocytopenic,disease-symptom,1.41491
MESH:D009634,Purpura__Thrombocytopenic,disease-symptom,1.41491
MESH:D054990,Purpura__Thrombocytopenic,disease-symptom,1.41491
MESH:D000741,Purpura__Thrombocytopenic,disease-symptom,58.0111
MESH:D005199,Purpura__Thrombocytopenic,disease-symptom,1.41491
MESH:D014923,Purpura__Thrombocytopenic,disease-symptom,4.24472
MESH:D013922,Purpura__Thrombocytopenic,disease-symptom,14.1491
MESH:D000361,Purpura__Thrombocytopenic,disease-symptom,12.7341
