MeSH Symptom Term	MeSH Disease Term	PubMed occurrence	TFIDF score
Asthenia	Brachial Plexus Neuritis	2	4,12643850210707
Asthenia	Diabetic Neuropathies	2	4,12643850210707
Asthenia	Carpal Tunnel Syndrome	2	4,12643850210707
Asthenia	Polyneuropathies	1	2,06321925105354
Asthenia	Arsenic Poisoning	1	2,06321925105354
Asthenia	Sleep Disorders	4	8,25287700421415
Asthenia	Disorders of Excessive Somnolence	1	2,06321925105354
Asthenia	Restless Legs Syndrome	1	2,06321925105354
Asthenia	Sleep Initiation and Maintenance Disorders	3	6,18965775316061
Asthenia	Craniocerebral Trauma	5	10,3160962552677
Asthenia	Head Injuries, Closed	2	4,12643850210707
Asthenia	Conjunctivitis, Allergic	1	2,06321925105354
Asthenia	Keratitis	1	2,06321925105354
Asthenia	Blepharoptosis	1	2,06321925105354
Asthenia	Dry Eye Syndromes	1	2,06321925105354
Asthenia	Cataract	1	2,06321925105354
Asthenia	Graves Disease	2	4,12643850210707
Asthenia	Oligospermia	1	2,06321925105354
Asthenia	Prostatic Hyperplasia	1	2,06321925105354
Asthenia	Prostatitis	1	2,06321925105354
Asthenia	Adrenal Hyperplasia, Congenital	1	2,06321925105354
Asthenia	Diabetes Insipidus	1	2,06321925105354
Asthenia	Diabetes Insipidus, Neurogenic	1	2,06321925105354
Asthenia	Fanconi Syndrome	1	2,06321925105354
Asthenia	Glomerulonephritis	1	2,06321925105354
Asthenia	Nephritis, Interstitial	1	2,06321925105354
Asthenia	Acute Kidney Injury	2	4,12643850210707
Asthenia	Kidney Failure, Chronic	1	2,06321925105354
Asthenia	Bartter Syndrome	1	2,06321925105354
Asthenia	Gitelman Syndrome	1	2,06321925105354
Asthenia	Hypophosphatemia, Familial	1	2,06321925105354
Asthenia	Uremia	2	4,12643850210707
Asthenia	Proteinuria	1	2,06321925105354
Asthenia	Uterine Hemorrhage	1	2,06321925105354
Asthenia	Pregnancy Complications	4	8,25287700421415
Asthenia	Fetal Diseases	1	2,06321925105354
Asthenia	Postpartum Hemorrhage	1	2,06321925105354
Asthenia	Placenta Diseases	1	2,06321925105354
Asthenia	Pregnancy Complications, Cardiovascular	1	2,06321925105354
Asthenia	Puerperal Disorders	5	10,3160962552677
Asthenia	Lactation Disorders	1	2,06321925105354
Asthenia	Heart Defects, Congenital	2	4,12643850210707
Asthenia	Heart Septal Defects, Atrial	1	2,06321925105354
Asthenia	Heart Diseases	5	10,3160962552677
Asthenia	Arrhythmias, Cardiac	1	2,06321925105354
Asthenia	Sick Sinus Syndrome	1	2,06321925105354
Asthenia	Atrial Fibrillation	1	2,06321925105354
Asthenia	Atrial Flutter	1	2,06321925105354
Asthenia	Bradycardia	2	4,12643850210707
Asthenia	Cardiac Complexes, Premature	1	2,06321925105354
Asthenia	Bundle-Branch Block	1	2,06321925105354
Asthenia	Tachycardia	1	2,06321925105354
Asthenia	Tachycardia, Supraventricular	1	2,06321925105354
Asthenia	Cardiomyopathies	1	2,06321925105354
Asthenia	Heart Aneurysm	1	2,06321925105354
Asthenia	Heart Failure	2	4,12643850210707
