Source1,Source2,backbone,Shared_Targets_Count
NPTN,SOX5,0,1
NPTN,WEE1,0,1
NPTN,ANKRD29,0,1
NPTN,POGK,0,1
NPTN,SLC25A22,0,1
NPTN,NETO2,0,1
NPTN,RASA1,0,1
NPTN,UTRN,0,1
NPTN,E2F5,0,1
NPTN,TNS4,0,1
SOX5,WEE1,0,1
SOX5,ANKRD29,0,1
SOX5,POGK,0,1
SOX5,SLC25A22,0,1
SOX5,NETO2,0,1
SOX5,RASA1,0,1
SOX5,UTRN,0,1
SOX5,E2F5,0,1
SOX5,TNS4,0,1
SOX5,EIF4EBP2,0,1
SOX5,NFIA,0,1
SOX5,RSF1,0,1
SOX5,BNIP2,0,1
SOX5,MGAT4A,0,1
SOX5,ZNF292,0,1
SOX5,PBX1,0,1
SOX5,DDAH1,0,1
SOX5,LMBR1,0,1
SOX5,NT5C2,0,1
SOX5,PHF20L1,0,1
SOX5,LONRF2,0,1
SOX5,RALGPS2,0,1
SOX5,HOXA9,0,1
SOX5,FAM126B,0,1
SOX5,ANKRD46,0,1
SOX5,CKAP5,0,1
SOX5,LPGAT1,0,1
SOX5,ERP44,0,1
SOX5,DDHD2,0,1
SOX5,SATB1,0,1
SOX5,PPP1R3B,0,1
SOX5,MDM4,0,1
SOX5,DNM1L,0,1
SOX5,NUFIP2,0,1
SOX5,FMR1,0,1
SOX5,ZNF217,0,1
SOX5,EXOC5,0,1
SOX5,ATF2,0,1
SOX5,THBS1,0,1
SOX5,B3GNT5,0,1
SOX5,SOCS4,0,1
SOX5,PLAT,0,1
SOX5,OXTR,0,1
SOX5,ATP2B4,0,1
SOX5,ZNF207,0,1
WEE1,ANKRD29,1,1
WEE1,POGK,1,1
WEE1,SLC25A22,0,2
WEE1,NETO2,1,1
WEE1,RASA1,1,1
WEE1,UTRN,1,1
WEE1,E2F5,0,2
WEE1,TNS4,1,1
WEE1,RORA,1,1
WEE1,ATXN1,1,1
WEE1,ZBTB37,1,1
WEE1,RBPJ,1,1
WEE1,ATXN7L3B,1,1
WEE1,PAG1,1,1
WEE1,CCND1,0,2
WEE1,ORAI2,1,1
WEE1,PDE4D,1,1
WEE1,ZBTB34,1,1
WEE1,SOD2,1,1
WEE1,POLR3G,1,1
WEE1,USP48,1,1
WEE1,TMEM167A,1,1
WEE1,SLC35F5,1,1
WEE1,HMGB1,1,1
WEE1,RABGAP1L,1,1
WEE1,ATP2B1,1,1
WEE1,GOSR1,1,1
WEE1,VPS53,1,1
WEE1,NME6,1,1
WEE1,CNKSR3,1,1
WEE1,RAB3IP,0,2
WEE1,A1CF,1,1
WEE1,DSTYK,1,1
WEE1,IRAK4,1,1
WEE1,GNB5,1,1
WEE1,OCIAD1,1,1
WEE1,MIXL1,1,1
WEE1,CYCS,1,1
WEE1,CBX5,1,1
WEE1,QSOX1,1,1
WEE1,DDI2,1,1
WEE1,ANKS4B,1,1
WEE1,TNRC6B,0,2
WEE1,LDLR,1,1
WEE1,YOD1,1,1
WEE1,TCF4,1,1
WEE1,CAPRIN2,1,1
WEE1,ESR1,0,2
WEE1,ZBTB20,1,1
WEE1,NCOA3,1,1
WEE1,KLHL15,1,1
WEE1,PURB,1,1
WEE1,MYO5A,1,1
WEE1,DCTN5,1,1
WEE1,CDK6,0,2
WEE1,SYNRG,1,1
WEE1,LASP1,1,1
WEE1,SF3B3,1,1
WEE1,RACGAP1,0,2
WEE1,ACVR2A,1,1
WEE1,GNB1,1,1
WEE1,PLEKHA1,1,1
WEE1,AVL9,1,1
WEE1,HNRNPA2B1,1,1
WEE1,GNAL,1,1
WEE1,UBE2V1,1,1
WEE1,SEC61A1,1,1
WEE1,TSC22D2,1,1
WEE1,CCNT1,1,1
WEE1,SHOC2,1,1
WEE1,DNAJC10,1,1
WEE1,TAOK1,1,1
WEE1,RPRD1B,1,1
WEE1,LUZP1,1,1
WEE1,ARIH1,1,1
WEE1,SOCS5,0,2
WEE1,SNCG,1,1
WEE1,ARHGDIA,1,1
WEE1,MAFK,1,1
WEE1,KATNAL1,1,1
WEE1,MAPK9,1,1
WEE1,RNF115,1,1
WEE1,RUNX2,1,1
WEE1,WNK3,1,1
WEE1,EFNB2,1,1
WEE1,MYEF2,1,1
WEE1,TOX4,1,1
WEE1,CREB3L2,1,1
WEE1,CHML,1,1
WEE1,TBX3,1,1
WEE1,SPTLC3,1,1
WEE1,FRS2,1,1
WEE1,STX6,1,1
WEE1,SMAD2,1,1
WEE1,NFAT5,0,2
WEE1,FSTL1,1,1
WEE1,NUP50,0,2
WEE1,DLK1,1,1
WEE1,GJA1,1,1
WEE1,PPIB,1,1
WEE1,WDR89,1,1
WEE1,ZNF264,1,1
WEE1,ACBD5,1,1
WEE1,GPRIN3,1,1
WEE1,FMNL3,1,1
WEE1,TRAPPC2,1,1
WEE1,DCAF8,1,1
WEE1,SH3GLB1,1,1
WEE1,GNPTAB,1,1
WEE1,F2RL3,1,1
WEE1,ITGB1,1,1
WEE1,NHLRC3,1,1
WEE1,SEC16A,1,1
WEE1,POFUT1,1,1
WEE1,F2RL1,1,1
WEE1,SERF1A,1,1
WEE1,IQSEC1,1,1
WEE1,WDR53,1,1
WEE1,USP28,1,1
WEE1,CAMTA1,1,1
WEE1,SAMD12,1,1
WEE1,KLRD1,1,1
WEE1,KIF6,1,1
WEE1,PSD3,1,1
WEE1,REST,1,1
WEE1,MFSD8,1,1
WEE1,SLC12A6,1,1
WEE1,RGMB,1,1
WEE1,SOCS7,1,1
WEE1,AGFG2,1,1
WEE1,TMEM67,1,1
WEE1,INPP5F,1,1
WEE1,WAC,1,1
WEE1,PAFAH1B1,1,1
WEE1,GRK7,1,1
WEE1,NR2C2,1,1
WEE1,GAB1,1,1
WEE1,DUSP18,1,1
WEE1,ABHD2,1,1
WEE1,N4BP1,0,2
WEE1,MTMR3,1,1
WEE1,ZDHHC20,1,1
WEE1,PGM2L1,1,1
WEE1,UBXN2A,1,1
WEE1,PRNP,1,1
WEE1,BTN3A1,1,1
WEE1,ABHD15,1,1
WEE1,STAC2,1,1
WEE1,POLQ,1,1
WEE1,FHDC1,1,1
WEE1,AAK1,1,1
WEE1,MAP3K2,1,1
WEE1,RBM12B,1,1
WEE1,HIP1,1,1
WEE1,ELAVL2,1,1
WEE1,DPYSL2,1,1
WEE1,SLC7A11,1,1
WEE1,SLK,1,1
WEE1,PLEKHM1,1,1
WEE1,MLXIP,1,1
WEE1,FBXO21,1,1
WEE1,WSB1,1,1
WEE1,TLR7,1,1
WEE1,ERGIC2,1,1
WEE1,WDR1,1,1
WEE1,HIF1AN,1,1
WEE1,FKBP14,1,1
WEE1,RAB42,1,1
WEE1,BTN3A2,1,1
WEE1,C18orf32,1,1
WEE1,DNAL1,1,1
WEE1,BCL2L11,1,1
WEE1,CFL2,1,1
WEE1,BTF3L4,1,1
WEE1,RAB5B,1,1
WEE1,SLC4A7,1,1
WEE1,TTPAL,1,1
WEE1,GTF2H3,1,1
WEE1,ISCA2,1,1
WEE1,PTGES3,1,1
WEE1,FBXO31,1,1
WEE1,MFSD2A,1,1
WEE1,ICA1L,1,1
WEE1,ENPP5,1,1
WEE1,UBFD1,1,1
WEE1,ENTPD7,1,1
WEE1,NRIP3,1,1
WEE1,ZNFX1,1,1
WEE1,GATAD1,1,1
WEE1,SLC30A1,1,1
WEE1,C17orf75,1,1
WEE1,ABCG8,1,1
WEE1,PANK3,1,1
WEE1,GPR157,1,1
WEE1,DDHD1,1,1
WEE1,TRIM8,1,1
WEE1,SLCO5A1,1,1
WEE1,ZNF805,1,1
WEE1,SLC1A5,1,1
WEE1,TRAF3IP2,1,1
WEE1,ZBED1,1,1
WEE1,ZNF347,1,1
WEE1,SAMD8,1,1
WEE1,ARL1,1,1
WEE1,KCNK6,1,1
WEE1,SPTLC2,1,1
WEE1,VPS26A,1,1
WEE1,FEZ2,1,1
WEE1,HMGB3,1,1
WEE1,CHAF1A,1,1
WEE1,MTF1,1,1
WEE1,MXI1,1,1
WEE1,PVR,1,1
WEE1,ZBTB6,1,1
WEE1,NUDT3,1,1
WEE1,GLO1,1,1
WEE1,ZBTB25,1,1
WEE1,BRCA1,1,1
WEE1,WDR37,1,1
WEE1,OSTM1,1,1
WEE1,SPCS1,1,1
WEE1,ITGA2,1,1
WEE1,JAK1,1,1
WEE1,MSH3,1,1
WEE1,PPP1R12B,1,1
WEE1,PPP6C,1,1
WEE1,RNASEH1,1,1
WEE1,CCL5,1,1
WEE1,E2F2,1,1
WEE1,EIF2S1,1,1
WEE1,KCNMB1,1,1
WEE1,BNIP2,1,1
WEE1,DUSP2,1,1
WEE1,PKNOX1,1,1
WEE1,WIPF2,1,1
WEE1,ANKRD13C,1,1
WEE1,MAPRE3,1,1
WEE1,MFN1,1,1
WEE1,KCND3,1,1
WEE1,YIPF4,1,1
WEE1,GINS4,1,1
WEE1,ZNF280B,1,1
WEE1,C15orf40,1,1
WEE1,CXorf38,1,1
WEE1,VTI1A,1,1
WEE1,RRN3,1,1
WEE1,ZYG11A,1,1
WEE1,RUNX3,1,1
WEE1,RPS6KA5,1,1
WEE1,ALDH9A1,0,2
WEE1,REEP3,1,1
WEE1,AKTIP,1,1
WEE1,FBXO48,1,1
WEE1,COX19,1,1
WEE1,GPR155,1,1
WEE1,MUC17,1,1
WEE1,CRCP,1,1
WEE1,TBPL1,1,1
WEE1,CD274,1,1
WEE1,RNPS1,1,1
WEE1,CBX2,1,1
WEE1,CDK1,1,1
WEE1,RUNX1T1,1,1
WEE1,TPM1,1,1
WEE1,BIRC5,1,1
WEE1,PIK3R1,1,1
WEE1,MBD4,1,1
WEE1,NAA25,1,1
WEE1,EFTUD2,1,1
WEE1,DLGAP3,1,1
WEE1,BSPRY,1,1
WEE1,PBX3,1,1
WEE1,PPIP5K2,1,1
WEE1,WDR13,1,1
WEE1,MAP2K1,1,1
WEE1,GLP2R,1,1
WEE1,RASSF2,1,1
WEE1,RNF149,1,1
WEE1,CHMP4B,1,1
WEE1,SESTD1,1,1
WEE1,MACC1,1,1
WEE1,CDC25A,1,1
WEE1,FBXL20,1,1
WEE1,RPRD2,1,1
WEE1,ANAPC13,1,1
WEE1,PHF19,1,1
WEE1,FCF1,1,1
WEE1,LUC7L3,1,1
WEE1,E2F3,1,1
WEE1,ANLN,1,1
WEE1,CCND3,1,1
WEE1,RBBP6,1,1
WEE1,DMTF1,1,1
WEE1,CLSPN,1,1
WEE1,CHAC1,1,1
WEE1,PANK2,1,1
WEE1,CDADC1,1,1
WEE1,PPIG,1,1
WEE1,IER2,1,1
WEE1,LANCL1,1,1
WEE1,CAPZA2,1,1
WEE1,SLC2A3,1,1
WEE1,TLL1,1,1
WEE1,NCKAP1,1,1
WEE1,LAMP2,1,1
WEE1,SSU72,1,1
WEE1,NR6A1,1,1
WEE1,CCND2,1,1
WEE1,ELK4,1,1
WEE1,SKI,1,1
WEE1,TNFSF9,1,1
WEE1,GPRC5A,1,1
WEE1,TBRG1,1,1
WEE1,ZCCHC3,1,1
WEE1,RAB15,1,1
WEE1,HSPA4L,1,1
WEE1,FOXK1,1,1
ANKRD29,POGK,0,1
ANKRD29,SLC25A22,0,1
ANKRD29,NETO2,0,1
ANKRD29,RASA1,0,1
ANKRD29,UTRN,0,1
ANKRD29,E2F5,0,1
ANKRD29,TNS4,0,1
POGK,SLC25A22,0,1
POGK,NETO2,0,1
POGK,RASA1,0,1
POGK,UTRN,0,1
POGK,E2F5,0,1
POGK,TNS4,0,1
SLC25A22,NETO2,0,1
SLC25A22,RASA1,0,1
SLC25A22,UTRN,0,1
SLC25A22,E2F5,0,1
SLC25A22,TNS4,0,1
SLC25A22,ESR1,0,1
SLC25A22,ZBTB20,0,1
SLC25A22,MYEF2,0,1
SLC25A22,TOX4,0,1
SLC25A22,CREB3L2,0,1
SLC25A22,CHML,0,1
SLC25A22,TBX3,0,1
SLC25A22,SPTLC3,0,1
SLC25A22,FRS2,0,1
SLC25A22,STX6,0,1
SLC25A22,SMAD2,0,1
SLC25A22,NFAT5,0,1
SLC25A22,FSTL1,0,1
SLC25A22,NUP50,0,1
SLC25A22,DLK1,0,1
SLC25A22,GJA1,0,1
SLC25A22,PPIB,0,1
NETO2,RASA1,0,1
NETO2,UTRN,0,1
NETO2,E2F5,0,1
NETO2,TNS4,0,1
RASA1,UTRN,0,1
RASA1,E2F5,0,1
RASA1,TNS4,0,1
RASA1,TPM3,0,1
RASA1,RAB27A,0,1
RASA1,GNA13,0,1
RASA1,SUGT1,0,1
RASA1,SMAD4,0,1
RASA1,KCTD15,0,1
RASA1,CNNM2,0,1
RASA1,PHLDA1,0,1
RASA1,TNRC6B,0,1
RASA1,ETS1,0,1
RASA1,RLIM,0,1
RASA1,ZBTB33,0,1
RASA1,KIF1B,0,1
RASA1,CDK6,0,1
RASA1,MAPK8,0,1
RASA1,PPARGC1B,0,1
RASA1,AHSA1,0,1
RASA1,ZNF275,0,1
RASA1,UBE2V1,0,1
RASA1,CCNT1,0,1
RASA1,CD180,0,1
RASA1,SOX4,0,1
RASA1,SLC39A11,0,1
RASA1,NFAT5,0,1
RASA1,HIF1AN,0,1
RASA1,RAB5B,0,1
RASA1,ZNF805,0,1
RASA1,NUDT3,0,1
RASA1,E2F2,0,1
RASA1,NUFIP2,0,1
RASA1,HIGD1A,0,1
RASA1,AP2B1,0,1
RASA1,RASSF4,0,1
RASA1,AP3M1,0,1
RASA1,ABLIM3,0,1
RASA1,GDPD5,0,1
RASA1,FGFR1,0,1
RASA1,BCL2L13,0,1
RASA1,ZNRF1,0,1
RASA1,CTNNB1,0,1
RASA1,UBE2I,0,1
RASA1,GMEB2,0,1
RASA1,SH3BP4,0,1
RASA1,PSMD10,0,1
RASA1,SCN4B,0,1
RASA1,ERC1,0,1
RASA1,MEF2C,0,1
RASA1,GSR,0,1
RASA1,CLEC2D,0,1
RASA1,CALU,0,1
RASA1,CPD,0,1
RASA1,NFIC,0,1
RASA1,TBPL1,0,1
RASA1,TRPS1,0,1
RASA1,PHLPP2,0,1
RASA1,ZBTB8B,0,1
RASA1,WASF2,0,1
RASA1,CD274,0,1
RASA1,NRAS,0,1
RASA1,PLXNB1,0,1
RASA1,FLOT2,0,1
RASA1,POU4F2,0,1
RASA1,ASH1L,0,1
RASA1,SRD5A3,0,1
RASA1,ALPK2,0,1
RASA1,BAX,0,1
RASA1,MAPK14,0,1
RASA1,PGAM4,0,1
RASA1,LRTM2,0,1
RASA1,RPL7L1,0,1
RASA1,RHOA,0,1
RASA1,SDC4,0,1
RASA1,PPP2R2A,0,1
RASA1,OTUD4,0,1
RASA1,BAHD1,0,1
RASA1,NPM1,0,1
RASA1,SLC1A2,0,1
RASA1,SRC,0,1
RASA1,MYO1D,0,1
RASA1,ZNF331,0,1
RASA1,RPS4Y1,0,1
RASA1,SATB2,0,1
RASA1,SPRED1,0,1
RASA1,IL5RA,0,1
RASA1,NF2,0,1
RASA1,CXCL12,0,1
RASA1,NDFIP2,0,1
RASA1,SRPX2,0,1
RASA1,SERTAD2,0,1
RASA1,KLHDC10,0,1
RASA1,XPO6,0,1
RASA1,INTU,0,1
RASA1,UBA6,0,1
RASA1,RDX,0,1
RASA1,JARID2,0,1
RASA1,ARPC5,0,1
RASA1,STK40,0,1
RASA1,SFXN1,0,1
RASA1,EDC3,0,1
RASA1,CDK1,0,1
RASA1,SP7,0,1
RASA1,CASR,0,1
RASA1,MMP16,0,1
RASA1,FRK,0,1
RASA1,ABCB9,0,1
RASA1,QSER1,0,1
RASA1,NFATC2IP,0,1
RASA1,PPM1L,0,1
RASA1,PPIL2,0,1
RASA1,NFE2L1,0,1
RASA1,AR,0,1
RASA1,RPL37A,0,1
RASA1,MXRA7,0,1
UTRN,E2F5,0,1
UTRN,TNS4,0,1
E2F5,TNS4,1,1
E2F5,MAP4,1,1
E2F5,RORA,1,1
E2F5,ATXN1,1,1
E2F5,ZBTB37,1,1
E2F5,YY1,1,1
E2F5,DNAJB6,1,1
E2F5,CCND1,1,1
E2F5,ORAI2,1,1
E2F5,ZSWIM7,1,1
E2F5,SUGT1,1,1
E2F5,SOD2,1,1
E2F5,POLR3G,1,1
E2F5,GANAB,1,1
E2F5,USP48,1,1
E2F5,TMEM167A,0,2
E2F5,PPP1R11,1,1
E2F5,SLC35F5,1,1
E2F5,HMGB1,0,2
E2F5,RABGAP1L,1,1
E2F5,ATP2B1,1,1
E2F5,VPS53,1,1
E2F5,NME6,1,1
E2F5,CNKSR3,1,1
E2F5,RAB3IP,1,1
E2F5,A1CF,1,1
E2F5,DSTYK,1,1
E2F5,IRAK4,1,1
E2F5,GNB5,1,1
E2F5,OCIAD1,1,1
E2F5,MIXL1,1,1
E2F5,CYCS,0,2
E2F5,CBX5,1,1
E2F5,QSOX1,1,1
E2F5,DDI2,1,1
E2F5,ANKS4B,1,1
E2F5,FAM104A,1,1
E2F5,TNRC6B,1,1
E2F5,LDLR,1,1
E2F5,YOD1,0,2
E2F5,TCF4,1,1
E2F5,CAPRIN2,1,1
E2F5,TGIF2,1,1
E2F5,XIAP,1,1
E2F5,CDKN1B,1,1
E2F5,ESR1,1,1
E2F5,NCOA3,1,1
E2F5,KLHL15,1,1
E2F5,CCL22,1,1
E2F5,PURB,1,1
E2F5,LEF1,1,1
E2F5,DCTN5,1,1
E2F5,CDK6,0,2
E2F5,LASP1,1,1
E2F5,SF3B3,0,2
E2F5,RACGAP1,1,1
E2F5,VAV3,1,1
E2F5,DNAJC10,1,1
E2F5,VEGFA,1,1
E2F5,SOCS5,1,1
E2F5,KATNAL1,1,1
E2F5,CCNL1,1,1
E2F5,TFAM,1,1
E2F5,MAPK9,1,1
E2F5,TMOD2,1,1
E2F5,RNF115,1,1
E2F5,PODXL,1,1
E2F5,CD44,1,1
E2F5,POU2F1,1,1
E2F5,G3BP2,1,1
E2F5,EFNB2,1,1
E2F5,EFNB1,1,1
E2F5,NFAT5,1,1
E2F5,WDR89,1,1
E2F5,ZNF264,1,1
E2F5,ACBD5,1,1
E2F5,GPRIN3,1,1
E2F5,FMNL3,1,1
E2F5,TRAPPC2,1,1
E2F5,DCAF8,1,1
E2F5,SH3GLB1,1,1
E2F5,GNPTAB,1,1
E2F5,F2RL3,1,1
E2F5,ITGB1,1,1
E2F5,NHLRC3,1,1
E2F5,SEC16A,1,1
E2F5,POFUT1,1,1
E2F5,F2RL1,1,1
E2F5,SERF1A,1,1
E2F5,IQSEC1,1,1
E2F5,WDR53,1,1
E2F5,USP28,1,1
E2F5,CAMTA1,0,2
E2F5,SAMD12,1,1
E2F5,KLRD1,1,1
E2F5,KIF6,1,1
E2F5,PSD3,1,1
E2F5,REST,1,1
E2F5,MFSD8,1,1
E2F5,SLC12A6,1,1
E2F5,RGMB,1,1
E2F5,SOCS7,1,1
E2F5,AGFG2,1,1
E2F5,TMEM67,1,1
E2F5,INPP5F,1,1
E2F5,WAC,1,1
E2F5,PAFAH1B1,1,1
E2F5,GRK7,1,1
E2F5,NR2C2,1,1
E2F5,GAB1,1,1
E2F5,DUSP18,1,1
E2F5,ABHD2,1,1
E2F5,N4BP1,1,1
E2F5,MTMR3,1,1
E2F5,ZDHHC20,1,1
E2F5,PGM2L1,1,1
E2F5,UBXN2A,1,1
E2F5,PRNP,1,1
E2F5,BTN3A1,1,1
E2F5,ABHD15,1,1
E2F5,STAC2,1,1
E2F5,POLQ,1,1
E2F5,FHDC1,1,1
E2F5,AAK1,1,1
E2F5,MAP3K2,1,1
E2F5,RBM12B,1,1
E2F5,HIP1,1,1
E2F5,ELAVL2,1,1
E2F5,DPYSL2,1,1
E2F5,SLC7A11,1,1
E2F5,SLK,1,1
E2F5,PLEKHM1,1,1
E2F5,MLXIP,1,1
E2F5,FBXO21,1,1
E2F5,WSB1,1,1
E2F5,TLR7,1,1
E2F5,ERGIC2,1,1
E2F5,WDR1,1,1
E2F5,HIF1AN,1,1
E2F5,FKBP14,1,1
E2F5,RAB42,1,1
E2F5,BTN3A2,1,1
E2F5,C18orf32,0,2
E2F5,DNAL1,1,1
E2F5,BCL2L11,1,1
E2F5,CFL2,1,1
E2F5,BTF3L4,1,1
E2F5,RAB5B,1,1
E2F5,SLC4A7,1,1
E2F5,TTPAL,1,1
E2F5,GTF2H3,1,1
E2F5,ISCA2,1,1
E2F5,PTGES3,1,1
E2F5,FBXO31,1,1
E2F5,MFSD2A,1,1
E2F5,ICA1L,1,1
E2F5,ENPP5,1,1
E2F5,UBFD1,1,1
E2F5,ENTPD7,1,1
E2F5,NRIP3,1,1
E2F5,ZNFX1,1,1
E2F5,GATAD1,1,1
E2F5,SLC30A1,1,1
E2F5,C17orf75,1,1
E2F5,ABCG8,1,1
E2F5,PANK3,1,1
E2F5,GPR157,1,1
E2F5,DDHD1,1,1
E2F5,TRIM8,1,1
E2F5,SLCO5A1,1,1
E2F5,ZNF805,1,1
E2F5,SLC1A5,1,1
E2F5,TRAF3IP2,1,1
E2F5,ZBED1,1,1
E2F5,ZNF347,1,1
E2F5,SAMD8,1,1
E2F5,ARL1,1,1
E2F5,KCNK6,1,1
E2F5,SPTLC2,1,1
E2F5,VPS26A,1,1
E2F5,FEZ2,1,1
E2F5,HMGB3,1,1
E2F5,CHAF1A,1,1
E2F5,MTF1,1,1
E2F5,MXI1,1,1
E2F5,PVR,1,1
E2F5,ZBTB6,1,1
E2F5,NUDT3,1,1
E2F5,GLO1,1,1
E2F5,ZBTB25,1,1
E2F5,BRCA1,0,2
E2F5,WDR37,1,1
E2F5,OSTM1,1,1
E2F5,SPCS1,1,1
E2F5,ITGA2,1,1
E2F5,JAK1,1,1
E2F5,MSH3,1,1
E2F5,PPP1R12B,1,1
E2F5,PPP6C,1,1
E2F5,RNASEH1,1,1
E2F5,CCL5,1,1
E2F5,E2F2,1,1
E2F5,EIF2S1,1,1
E2F5,KCNMB1,1,1
E2F5,BNIP2,0,2
E2F5,DUSP2,1,1
E2F5,PKNOX1,1,1
E2F5,WIPF2,1,1
E2F5,ANKRD13C,1,1
E2F5,MAPRE3,1,1
E2F5,MFN1,1,1
E2F5,KCND3,1,1
E2F5,YIPF4,1,1
E2F5,GINS4,1,1
E2F5,ZNF280B,1,1
E2F5,C15orf40,1,1
E2F5,CXorf38,1,1
E2F5,VTI1A,1,1
E2F5,RRN3,1,1
E2F5,ZYG11A,1,1
E2F5,RUNX3,1,1
E2F5,RPS6KA5,1,1
E2F5,ALDH9A1,1,1
E2F5,REEP3,0,2
E2F5,AKTIP,1,1
E2F5,FBXO48,1,1
E2F5,COX19,1,1
E2F5,GPR155,1,1
E2F5,MUC17,1,1
E2F5,CRCP,1,1
E2F5,DDAH1,1,1
E2F5,SIRT1,1,1
E2F5,PEG10,1,1
E2F5,CAPRIN1,1,1
E2F5,PPARA,1,1
E2F5,UBXN2B,1,1
E2F5,HDLBP,1,1
E2F5,GNPDA1,1,1
E2F5,PLA2G2D,1,1
E2F5,CDC23,1,1
E2F5,NLRC5,1,1
E2F5,CPT2,1,1
E2F5,ADARB1,1,1
E2F5,CFLAR,1,1
E2F5,GAPVD1,1,1
E2F5,OPA1,1,1
E2F5,CD40,1,1
E2F5,ERLIN2,1,1
E2F5,SYNGR2,1,1
E2F5,AXIN2,1,1
E2F5,CLTB,1,1
E2F5,NUP98,1,1
E2F5,ITGA6,1,1
E2F5,TPM1,1,1
E2F5,LARP1,1,1
E2F5,CDON,1,1
E2F5,ANKS1A,1,1
E2F5,CASP6,1,1
E2F5,CDC25C,1,1
E2F5,KCNH1,1,1
E2F5,MKLN1,1,1
E2F5,AKT1,1,1
E2F5,ADNP,1,1
E2F5,RBM12,1,1
E2F5,FUT8,1,1
E2F5,SPTBN1,1,1
E2F5,APAF1,1,1
E2F5,SYNE2,1,1
E2F5,BIRC3,1,1
E2F5,ZDHHC16,1,1
E2F5,DIABLO,1,1
E2F5,NDRG1,1,1
E2F5,TRAF3,1,1
E2F5,IRGQ,1,1
E2F5,EXT2,1,1
E2F5,MTAP,1,1
E2F5,BCLAF1,1,1
E2F5,RNF40,1,1
E2F5,MTMR9,1,1
E2F5,GIGYF2,1,1
E2F5,GDE1,1,1
E2F5,FIGN,1,1
E2F5,POLR3E,1,1
E2F5,CASP10,1,1
E2F5,KIF2A,1,1
E2F5,NUCKS1,1,1
E2F5,ACSL4,1,1
E2F5,WDR77,1,1
E2F5,PLIN3,1,1
E2F5,RRM2,1,1
E2F5,GYG1,1,1
E2F5,FOSL1,1,1
E2F5,UST,1,1
E2F5,CCT3,1,1
E2F5,PDGFRA,1,1
E2F5,RRAS,1,1
E2F5,ERLIN1,1,1
E2F5,SNTB2,1,1
E2F5,RAB3GAP2,1,1
E2F5,AKR1B1,1,1
E2F5,GATA4,1,1
E2F5,CXCL9,1,1
E2F5,PDXK,1,1
E2F5,PEA15,1,1
E2F5,HRK,1,1
E2F5,TNFRSF10A,1,1
E2F5,BCL10,1,1
E2F5,PKP2,1,1
E2F5,STX1A,1,1
E2F5,TSN,1,1
E2F5,TOMM40,1,1
E2F5,RBCK1,1,1
E2F5,EDEM3,1,1
E2F5,RNF169,1,1
E2F5,BCL2A1,1,1
E2F5,AIFM1,1,1
E2F5,ALS2,1,1
E2F5,LLPH,1,1
E2F5,MBD6,1,1
E2F5,FKBP1B,1,1
E2F5,TPCN2,1,1
E2F5,GDF5,1,1
E2F5,MOV10,1,1
E2F5,CD70,1,1
E2F5,TNF,1,1
E2F5,POLR2A,1,1
E2F5,RPL37,1,1
E2F5,BIRC5,1,1
E2F5,TGFBR2,1,1
FOXP1,RNF144B,0,1
FOXP1,RAP1B,0,1
FOXP1,TSC22D1,0,1
FOXP1,VPS45,0,1
FOXP1,IFIT3,0,1
FOXP1,GFOD1,0,1
FOXP1,PLK1,0,1
FOXP1,FLT1,0,1
FOXP1,ABLIM1,0,1
FOXP1,PTPN9,0,1
FOXP1,ACSL3,0,1
FOXP1,MAP4,0,1
FOXP1,ZNF704,0,1
FOXP1,KIF1B,0,1
FOXP1,MYLK,0,1
FOXP1,TAOK1,0,1
FOXP1,CDX2,0,1
FOXP1,G3BP2,0,1
FOXP1,SMAD2,0,1
FOXP1,NFAT5,0,1
FOXP1,REST,0,1
FOXP1,BCL2L11,0,1
FOXP1,JAK1,0,1
FOXP1,MDM4,0,1
FOXP1,TBPL1,0,1
FOXP1,SIRT1,0,1
FOXP1,NTRK3,0,1
FOXP1,CD40,0,1
FOXP1,PIK3R1,0,1
FOXP1,CADM1,0,1
FOXP1,UBE2S,0,1
FOXP1,RCOR3,0,1
FOXP1,HPGD,0,1
FOXP1,CENPN,0,1
FOXP1,MBD4,0,1
FOXP1,SEC23IP,0,1
FOXP1,IGSF3,0,1
FOXP1,UBASH3B,0,1
FOXP1,MACROD2,0,1
FOXP1,NR6A1,0,1
FOXP1,KIF1A,0,1
FOXP1,MTHFD2,0,1
FOXP1,APBB2,0,1
FOXP1,HOXC12,0,1
FOXP1,PPP4R2,0,1
FOXP1,TNFAIP8,0,1
FOXP1,FRMD4B,0,1
FOXP1,PRRX1,0,1
FOXP1,SOX7,0,1
FOXP1,SERINC5,0,1
FOXP1,ONECUT2,0,1
FOXP1,SLC30A4,0,1
FOXP1,TTC7B,0,1
RNF144B,RAP1B,0,1
RNF144B,TSC22D1,0,1
RNF144B,VPS45,0,1
RNF144B,IFIT3,0,1
RNF144B,GFOD1,0,1
RNF144B,PLK1,0,1
RNF144B,FLT1,0,1
RNF144B,ABLIM1,0,1
RNF144B,PTPN9,0,1
RNF144B,ACSL3,0,1
RNF144B,MAP4,0,1
RAP1B,TSC22D1,0,1
RAP1B,VPS45,0,1
RAP1B,IFIT3,0,1
RAP1B,GFOD1,0,1
RAP1B,PLK1,0,1
RAP1B,FLT1,0,1
RAP1B,ABLIM1,0,1
RAP1B,PTPN9,0,1
