Entrez ID,Gene Symbol,LogFC,p-value,Oncogene Score
54940,OCIAD1,2.42123,1.53849e-08,0.123828
51534,VTA1,2.54109,3.82028e-10,0.00568886
56172,ANKH,2.31473,3.47378e-05,0.0102328
10809,STARD10,2.40043,1.29535e-05,0.0821624
6423,SFRP2,2.84453,2.95189e-07,0.102103
83666,PARP9,2.79187,3.05338e-05,0.0979968
29089,UBE2T,3.20658,6.76757e-05,0.115737
84520,C14orf142,2.79423,2.25629e-07,
55170,PRMT6,2.64213,4.70989e-06,0.088037
2706,GJB2,6.73202,0.000194895,0.107405
83643,CCDC3,-3.41985,0.000125885,0.0149348
60592,SCOC,3.01368,4.43392e-08,0.00301906
58475,MS4A7,3.75951,0.000486384,0.0100082
26996,GPR160,4.38485,0.000107936,0.0168372
56963,RGMA,-2.71918,3.23526e-09,0.0481876
84513,PPAPDC1B,2.47011,4.53178e-06,
114904,C1QTNF6,2.33408,1.24277e-05,0.0799722
84417,C2orf40,-3.41939,5.41204e-14,
54742,LY6K,-2.33044,2.54287e-08,0.115041
79937,CNTNAP3,-3.96482,1.00183e-06,
85329,LGALS12,-5.09319,0.000724914,0.0111384
56477,CCL28,-2.63664,1.98441e-05,0.0935209
54763,ROPN1,-3.75389,7.54963e-05,0.0813575
23671,TMEFF2,-4.10824,3.14489e-10,0.0209593
84883,AIFM2,-2.99222,3.12229e-05,0.0844217
55897,MESP1,-2.47153,1.11637e-09,0.0231693
84803,AGPAT9,-2.79931,0.000144635,
199692,ZNF627,2.88621,1.58395e-09,0.00335452
55959,SULF2,2.57674,1.40083e-05,0.111249
80315,CPEB4,2.3002,0.000375925,0.0312098
57580,PREX1,3.25895,7.87516e-08,0.101001
147495,APCDD1,-2.7159,1.55132e-07,0.0298061
55536,CDCA7L,-2.66208,4.02857e-09,0.00983757
387882,C12orf75,2.47827,0.000274844,0.0112209
56204,FAM214A,3.00309,4.25748e-07,
286144,TRIQK,2.68665,0.000638323,
1303,COL12A1,3.71128,7.18128e-07,0.0367934
115908,CTHRC1,4.4779,2.39231e-09,0.120188
171024,SYNPO2,-2.58607,3.48045e-06,0.0702154
57182,ANKRD50,2.32573,5.64058e-07,0.00841659
54538,ROBO4,-2.72816,1.26963e-11,0.0577974
5284,PIGR,-4.6245,2.19251e-08,0.122418
5239,PGM5,-2.30116,3.82557e-08,0.0881837
10189,ALYREF,3.89668,0.000416824,0.0986211
5802,PTPRS,-2.82235,8.53848e-12,0.0133459
260425,MAGI3,2.6172,0.000220052,0.0541641
56999,ADAMTS9,-2.52334,5.09917e-10,0.118985
81706,PPP1R14C,-2.44287,1.39392e-06,0.0936498
84624,FNDC1,4.69667,7.00913e-06,0.0869086
222171,PRR15,3.81536,5.35434e-05,0.0909237
94274,PPP1R14A,-4.63444,6.74212e-12,0.0282798
84171,LOXL4,-3.70168,4.77408e-05,0.0993727
114134,SLC2A13,2.43075,0.000466951,0.00275132
203328,SUSD3,5.22956,0.000155763,0.0594193
406937,MIR143HG,-2.77414,4.31918e-10,
222962,SLC29A4,-2.87661,0.000987227,0.00441443
219348,PLAC9,-3.823,1.24356e-08,0.0193461
1879,EBF1,-3.11607,5.15941e-08,0.671822
57484,RNF150,-3.78559,0.000850791,0.0157461
27151,CPAMD8,-2.57834,8.23157e-12,0.112263
286827,TRIM59,3.63116,4.09446e-06,0.0940829
55504,TNFRSF19,3.57822,2.10937e-05,0.0239833
59352,LGR6,-3.53457,2.55646e-09,0.438763
148170,CDC42EP5,-2.49773,8.21103e-09,0.0206521
90293,KLHL13,-4.87089,5.89271e-09,0.0370094
5212,VIT,-2.58231,1.28335e-05,0.0104258
399668,LINC00086,-4.05742,5.26114e-11,
152687,ZNF595,-5.31194,3.85944e-10,
57221,KIAA1244,2.45269,0.000335024,
84870,RSPO3,-3.94144,0.000689384,0.509934
155465,AGR3,4.34316,0.000117571,0.11076
96459,FNIP1,3.20937,0.000489517,0.00501766
729359,PLIN4,-6.08451,3.58003e-05,0.0234375
153579,BTNL9,-4.03992,1.02888e-05,0.050247
80309,SPHKAP,-2.52906,0.000185017,0.0191424
375295,LINC01116,2.52575,0.000727568,0.0350695
100820829,MYZAP,-3.77244,0.000890025,0.0172431
375033,PEAR1,-3.10306,6.89617e-12,0.0802762
101927027,LOC101927027,2.49974,3.40231e-05,
389432,SAMD5,-3.84281,6.66865e-08,0.0926551
115330,GPR146,-3.99306,1.07329e-06,0.0134464
348093,RBPMS2,-3.17338,0.000110909,0.00446027
283927,NUDT7,-2.36936,5.94635e-07,0.00573577
221303,FAM162B,-2.50433,3.30697e-05,0.0086708
339983,NAT8L,-2.84049,1.99218e-06,0.00714139
256691,MAMDC2,-2.41062,2.19888e-08,0.0464303
342667,STAC2,-3.01562,1.07027e-05,0.0555653
84913,ATOH8,-3.70976,0.000212519,0.0549647
148898,C1orf213,-2.74862,0.000827166,
148808,MFSD4,-3.04132,2.66012e-07,
147463,ANKRD29,-2.33771,1.42617e-06,0.0363389
114818,KLHL29,-2.75417,3.03487e-07,0.0829571
348094,ANKDD1A,-2.31742,0.000119954,0.0757639
286133,SCARA5,-6.30262,3.63537e-06,0.0414511
145270,PRIMA1,-2.59241,2.03566e-06,0.0220147
2151,F2RL2,2.85014,8.42234e-05,0.0441579
92304,SCGB3A1,-5.54389,8.03118e-05,0.0703186
79192,IRX1,-4.20945,2.85214e-11,0.0625023
572558,PGM5-AS1,-3.78551,4.72047e-05,
131873,COL6A6,-4.30661,1.69069e-06,0.0806612
28999,KLF15,-2.42261,4.15419e-05,0.0996065
654466,KGFLP2,-2.82796,1.39288e-10,
148741,ANKRD35,-3.02297,1.42118e-13,0.174495
140706,CCM2L,-2.73154,5.53225e-05,0.00405048
100628315,DNM3OS,3.02035,4.42617e-05,
860,RUNX2,2.8357,3.40849e-07,0.11786
92293,TMEM132C,-4.09595,0.00034345,0.0371344
401052,LOC401052,-3.11551,1.36486e-06,
140849,LINC00266-1,-2.58118,5.62589e-06,
100271840,LOC100271840,-2.36023,0.000494554,
55902,ACSS2,-2.46131,8.83529e-09,0.0867557
100190986,LOC100190986,4.52196,0.000874753,
123169,LEO1,2.50917,2.2712e-07,0.0238379
10350,ABCA9,-3.16263,5.47235e-07,0.083525
727936,GXYLT2,4.68477,5.76275e-05,0.00295664
646962,HRCT1,-2.85477,6.79448e-05,0.0060366
196051,PPAPDC1A,4.93594,0.000316853,
6330,SCN4B,-3.8447,2.60094e-13,0.0482462
123099,DEGS2,3.08247,0.000127207,0.0113496
100288911,LOC100288911,-3.04234,4.71008e-12,
101929520,LINC00993,2.50416,0.000350544,0.0696422
100874392,ANKRD20A12P,-3.43165,2.82346e-12,
338328,GPIHBP1,-4.95228,4.78559e-07,0.0606951
116362,RBP7,-4.0387,1.28502e-07,0.103418
55137,FIGN,-3.43269,1.45127e-11,0.0161318
286753,TUSC5,-5.9023,3.86102e-06,
9058,SLC13A2,-2.96477,1.63375e-07,0.0460079
285512,FAM13A-AS1,-2.56222,1.66464e-08,
349136,WDR86,-2.79727,3.11967e-05,0.0245585
100507311,LOC100507311,-3.71131,6.49782e-13,
9620,CELSR1,3.96578,1.00855e-05,0.0097866
