genes,Entrez ID,Gene Symbol,GSM1116180,GSM1116181,GSM1116184,GSM1116187,GSM1116190,GSM1116191,GSM1116194,GSM1116195,GSM1116199,GSM1116200,GSM1116203,GSM1116204,GSM1116205,GSM1116208,GSM1116209,GSM1116213,GSM1116216,GSM1116217,GSM1116220,GSM1116221,GSM1116222,GSM1116223,GSM1116224,GSM1116225,GSM1116228,GSM1116231,GSM1116232,GSM1116234,GSM1116235
1570566_at,,,6.98416,7.29757,5.78165,6.38721,7.34274,6.80427,5.64155,8.13698,6.61775,5.91448,8.39071,5.46531,6.18114,7.55718,6.14402,5.21078,5.81172,8.39169,5.73478,8.52926,5.77939,4.10447,7.69639,7.70525,6.79213,6.31119,10.0293,6.57022,8.7724
1570571_at,55297,CCDC91,7.43751,8.59896,8.63752,8.5681,8.03799,7.81816,8.63608,8.49313,8.26837,8.95663,9.2113,8.05265,9.43249,9.00818,8.13025,10.7809,7.89045,8.44119,7.87047,7.66008,8.80586,8.73208,8.82934,8.9504,8.08784,7.78557,8.94295,9.31525,8.15082
1570578_at,,,4.03623,4.08661,3.94414,3.98703,3.83561,3.92981,3.78982,3.54982,3.77675,4.23866,4.00098,3.95025,3.99747,4.26922,3.61559,4.44413,3.8146,3.74595,4.65354,4.45075,3.88077,3.9091,4.37749,4.10216,3.7415,4.1686,3.90513,3.9126,3.88854
1570585_at,196264,MPZL3,3.76727,3.80963,4.36984,3.84786,3.41631,3.60734,3.74348,4.00399,3.64018,4.59132,3.46113,3.9995,3.81653,3.82525,3.74392,4.34622,3.53531,3.62524,3.81113,3.91452,3.81415,3.88359,3.92288,3.89681,3.38342,3.74401,4.56028,4.89008,3.97391
1570588_at,,,2.86422,2.86808,3.0659,3.8365,2.90561,3.65283,3.17842,3.11978,3.19984,2.99704,2.94798,2.9546,2.95255,3.17194,3.15521,3.02979,2.95676,3.1126,3.20624,3.18293,3.15238,3.04211,3.04326,3.045,4.30269,2.59487,3.10724,2.49558,3.62867
1598_g_at,2621,GAS6,8.5398,8.17168,8.75044,8.89759,9.68806,8.66526,9.23477,8.90483,9.20675,8.87644,9.1502,8.90515,8.19153,8.60112,9.81441,8.64885,9.45712,8.80409,8.84354,8.91878,8.33665,9.57357,8.96697,8.35256,10.3641,8.19872,8.49064,7.26231,7.3936
160020_at,4323,MMP14,4.30355,5.28417,5.87058,6.63518,2.97468,6.78781,6.80546,5.2924,4.8627,2.69529,4.12057,5.01325,3.73923,5.04276,6.51558,3.9476,5.57265,3.99757,4.09197,3.00312,3.84167,3.42334,4.96842,2.76167,5.93915,4.59128,5.75111,5.12551,5.73882
1729_at,8717,TRADD,6.87346,7.1075,7.10514,7.02284,7.43557,6.73664,7.43894,7.03386,6.91714,6.92429,7.57612,7.33297,7.89452,6.74528,6.9382,7.45006,7.49599,7.03801,6.70315,6.76584,7.69034,7.26123,7.61387,6.63182,7.2022,7.21337,6.89242,6.65194,7.331
177_at,5337,PLD1,2.90279,2.9572,3.13462,2.99139,2.95248,2.97223,3.09615,3.08312,2.98348,3.07614,3.05715,3.0816,3.0614,3.35385,3.29276,3.19022,2.92717,2.9265,3.30503,3.18164,3.1647,3.10746,3.06135,3.04391,2.92583,3.25919,3.26924,3.11669,3.08149
179_at,441263,DTX2P1-UPK3BP1-PMS2P11,5.22148,5.23482,5.05346,4.98694,5.04663,5.19206,5.01113,5.0009,4.92907,4.95742,4.96186,5.22079,5.21641,5.05691,5.09778,4.98532,4.60501,5.12443,5.09046,5.0666,5.1001,4.9955,4.9993,5.00372,5.08654,4.96904,4.95565,4.89298,4.88008
1861_at,572,BAD,6.34595,6.2516,6.20025,6.54313,6.58119,5.95816,6.38518,6.33991,7.55678,6.24798,5.44814,6.30011,6.34796,6.48012,6.27431,6.32553,6.8844,6.28933,6.06053,5.49241,6.4801,5.68034,6.39572,7.4965,6.76433,6.27418,5.05861,7.13828,6.22289
200000_s_at,10594,PRPF8,9.35279,10.235,10.1494,10.151,10.3989,9.8183,10.4089,9.70892,10.0465,9.48653,10.4223,10.6557,9.7468,10.0138,9.93627,9.52624,10.52,10.8004,9.81914,10.4253,9.89863,10.4918,10.804,10.8804,10.2265,9.77889,9.86524,9.32605,10.4653
200001_at,826,CAPNS1,11.885,11.2895,10.9767,11.3031,11.1134,11.5603,11.1364,11.2279,12.0326,11.2343,10.8632,11.435,11.7852,11.2269,11.1296,11.0906,11.5147,11.5138,11.2745,11.0412,11.7438,11.3772,10.9783,11.3331,11.6114,10.9089,10.498,11.261,11.3254
200002_at,11224,RPL35,13.3361,13.5399,13.5356,13.3658,13.7375,13.6809,13.5166,13.9017,13.3363,13.4409,13.4376,13.614,13.4263,13.4628,13.6306,13.7778,13.4119,13.9296,13.6835,13.4782,13.2949,14.0259,13.3576,13.3162,13.3258,13.1629,12.9209,13.4811,13.5816
200003_s_at,6158,MIR6805,14.8989,15.1594,14.9,14.9195,15.0481,15.0946,14.9986,15.1186,15.1925,14.8792,15.0157,15.0344,14.9598,15.0412,15.1536,15.3229,15.0202,15.0507,15.1205,15.064,14.8573,15.0627,14.9697,14.8547,15.0988,14.7439,14.5077,14.7137,15.0427
200004_at,1982,EIF4G2,13.6925,13.2217,13.26,13.6595,13.4639,13.2543,13.5019,13.3273,13.3762,13.2945,13.3517,13.4734,13.336,13.5313,13.4341,13.4545,13.3037,13.1771,13.47,13.1712,13.6925,13.5923,13.4436,13.3114,13.4387,14.0307,13.1594,13.194,13.4679
200005_at,8664,EIF3D,10.6601,11.1003,11.4902,11.2607,11.946,11.7439,11.4453,12.1632,10.5126,11.1939,10.7043,11.8169,10.7096,11.4854,11.5921,10.8933,11.5731,12.1707,11.8669,11.5193,10.7679,11.9443,11.6023,10.9671,11.1377,11.353,11.0067,10.4632,11.4632
200006_at,11315,PARK7,12.7877,12.7828,12.8022,12.6984,12.6637,12.8665,12.6496,12.8692,12.6452,12.5542,12.5912,12.4648,12.4785,12.5885,12.8813,12.3621,12.7011,12.901,12.7053,12.3488,12.6169,12.9324,12.8661,13.3521,12.7581,12.8338,11.8079,12.0147,12.0597
200007_at,6727,SRP14,13.4209,12.9745,12.9338,13.1806,13.0576,12.929,13.1192,13.2471,13.2634,13.1329,13.1364,13.0335,13.2234,13.2717,13.0545,13.1876,13.0762,13.2575,12.745,12.9439,13.3547,12.9816,13.0494,13.2904,13.2032,13.0877,13.0786,12.9497,13.2346
200008_s_at,2665,GDI2,10.7786,10.2698,10.5068,9.81883,10.4406,10.3685,10.1658,10.7673,9.91323,10.4591,8.91074,10.5552,10.1329,10.502,10.4596,10.6874,10.4838,10.3539,9.4485,9.66133,10.0286,9.88082,8.2343,9.60963,10.6402,10.4352,9.97663,10.503,10.0912
200009_at,2665,GDI2,12.7639,12.7493,12.8343,12.5693,13.1708,12.7513,13.116,13.2231,12.7524,12.7868,12.7354,12.9328,12.5651,12.8918,13.0206,13.2644,13.0467,13.0118,13.093,12.9804,12.7272,13.2843,12.8004,12.8198,12.8701,12.8997,12.7477,12.5804,12.4287
200010_at,6135,RPL11,13.9996,14.1834,14.1143,13.6809,14.304,14.115,14.0239,14.4012,14.0498,14.1587,13.5768,14.1402,13.7875,14.0586,14.1601,14.2488,14.068,14.361,14.0534,14.1304,13.7523,14.2625,13.7906,13.7391,13.7874,13.949,13.6952,13.4828,13.9494
200011_s_at,377,ARF3,10.1525,10.3055,10.472,10.3559,10.033,10.2841,10.1975,10.0227,11.2099,10.0486,10.5838,10.3721,10.9646,10.6297,10.5366,10.5931,10.2829,10.4174,10.1335,10.137,11.076,10.5391,10.6372,10.7738,10.2064,10.2637,10.649,10.7347,10.5418
200012_x_at,6144,RPL21,14.2139,14.5519,14.65,14.4431,14.8825,14.3548,14.6337,14.9573,14.2752,14.6277,14.5307,14.6219,14.5139,14.5677,14.7039,14.6597,14.4351,14.6696,14.8136,14.5714,14.3232,14.8411,14.6318,14.4723,14.468,14.5169,14.4213,14.0775,14.2385
200013_at,6152,RPL24,13.5724,13.6683,13.6088,13.3794,13.9023,13.5808,13.6273,14.109,13.5105,13.7291,13.5532,13.6472,13.5979,13.6346,13.7247,13.8667,13.7563,13.911,13.7337,13.6945,13.4455,14.0496,13.5666,13.4883,13.4479,13.8857,13.5805,13.6638,13.8611
200014_s_at,3183,HNRNPC,11.7434,11.8872,11.8969,12.018,11.7684,11.6774,11.7047,12.0591,11.7827,11.9804,11.8435,11.5423,12.0466,11.703,11.8106,12.0518,11.9842,11.9902,11.6553,11.797,11.6451,11.8951,11.9463,11.6035,11.978,12.2579,11.8856,11.905,11.8025
200015_s_at,4735,SEPT2,12.6196,12.4774,12.5332,12.8387,12.8694,12.6298,12.6713,12.9106,12.7251,12.7351,12.7603,12.6017,12.5362,12.7899,12.7204,12.4733,12.9114,12.3034,12.7589,12.8434,12.5757,12.8487,12.6589,12.9653,12.5094,12.659,12.3141,12.5595,12.1953
200016_x_at,3178,HNRNPA1,13.9636,13.9928,13.8333,13.7871,14.1691,13.8317,13.9915,14.1883,13.9762,14.1997,14.197,14.1083,14.0577,13.9653,13.9505,14.3408,14.0113,14.1496,14.0523,14.1674,13.8346,14.2576,13.9474,14.1474,13.8717,13.7266,13.9642,14.211,13.9
200017_at,6233,RPS27A,14.6453,14.5322,14.3606,14.161,14.639,14.3813,14.4301,14.7426,14.4242,14.4859,14.3965,14.8384,14.512,14.3167,14.5495,14.3401,14.0598,14.4704,14.7062,14.4822,14.3193,14.7937,14.511,14.3109,14.1813,14.2751,14.3441,14.4647,14.3081
200018_at,6207,LOC100508408,14.5615,14.74,14.6883,14.4011,14.7839,14.6708,14.5825,14.7519,14.6518,14.7697,14.421,14.7583,14.5431,14.54,14.6895,14.7852,14.4962,14.808,14.7774,14.6766,14.3019,14.7755,14.5128,14.5768,14.4106,14.868,14.3019,14.7793,14.4904
200019_s_at,2197,FAU,13.0578,12.9817,12.9147,12.688,13.2329,12.9503,12.9692,13.3604,13.2783,12.992,12.6647,13.1186,13.0777,12.9956,13.3376,13.0249,12.9507,13.2492,12.9333,13.071,12.9954,13.2799,12.9385,12.9597,12.7695,12.7009,12.6397,13.0435,13.0298
200020_at,23435,TARDBP,10.2063,10.2957,9.89716,10.2111,10.3327,10.2803,10.2912,10.3835,10.2809,10.155,10.1292,10.1474,9.76957,10.2732,10.3381,10.2458,10.3225,10.602,10.2161,10.2247,10.4084,10.5375,10.5959,10.1457,10.2652,10.3559,10.0205,10.0087,10.1897
200021_at,1072,CFL1,13.7523,13.4215,13.4555,13.4509,13.4762,13.6299,13.5559,13.3024,13.6478,13.2075,13.1616,13.2715,13.5852,13.654,13.4415,13.233,13.4019,13.3058,13.2103,13.1937,13.9608,13.1874,13.3177,13.3144,13.6574,13.6148,13.2062,13.5339,13.3557
200022_at,6141,RPL18,14.1997,14.1771,14.2918,14.1186,14.4453,14.3865,14.2358,14.6461,14.214,14.246,14.1949,14.3202,14.2286,14.402,14.4708,14.575,14.382,14.4866,14.3251,14.4244,14.0883,14.6601,14.0896,14.0931,14.3547,13.9705,14.0827,14.188,14.6428
200023_s_at,8665,EIF3F,12.284,12.604,12.5322,12.1308,13.0092,12.3059,12.5681,13.095,12.565,12.327,12.3938,12.8028,12.3696,12.5202,12.5509,12.3433,12.5854,12.9537,12.7878,12.2827,12.0881,12.9112,12.5246,12.1468,12.7535,12.5666,12.3597,12.7268,12.5215
200024_at,6193,RPS5,13.7566,14.0978,14.0321,13.7346,14.107,14.5019,13.8778,14.3217,13.944,13.8976,13.6598,14.2829,13.8418,14.0232,14.0191,13.846,13.8031,14.0908,14.0707,13.9863,13.3117,14.1492,13.3813,13.871,13.9022,13.7582,13.5156,13.5475,13.7466
200025_s_at,6155,RPL27,13.6643,14.3593,14.3352,14.2532,14.3601,13.9646,14.3595,14.354,14.4864,14.3314,14.3557,14.4093,14.3035,14.3347,14.2855,14.4452,14.2687,14.5359,14.4577,14.2691,13.8677,14.5764,14.5246,14.2354,14.167,13.8475,14.0702,14.3211,13.9851
200026_at,6164,RPL34,14.2632,14.7266,14.8164,14.5019,14.879,14.5756,14.814,14.9644,14.5944,14.8975,14.5997,14.8072,14.5984,14.6478,14.7342,14.7465,14.7838,15.0817,14.9425,15.046,14.5247,15.0993,14.8095,14.6572,14.5253,14.6799,14.6323,14.3629,14.6903
200027_at,4677,NARS,11.682,11.9034,11.9132,12.2203,11.5909,11.9085,11.7342,11.6009,11.7259,11.9643,11.9869,11.6555,11.9545,12.0405,11.8048,11.8756,11.7731,11.9373,11.7524,12.0115,11.8057,12.1351,12.0076,12.0075,11.8353,11.828,11.7517,11.3118,11.4528
200028_s_at,56910,STARD7,10.6671,11.0188,10.9171,10.7443,10.9465,10.7582,10.7283,10.8792,10.5862,10.845,11.2787,10.3283,10.9766,10.9574,10.8978,10.7769,11.0819,11.0488,10.671,10.7752,10.8657,11.0954,11.4968,11.0548,10.9218,10.6112,10.6289,10.0576,10.5527
200029_at,6143,RPL19,14.3235,14.4294,14.5111,14.0664,14.5435,14.1838,14.3482,14.4037,14.4846,14.2688,14.4491,14.4319,14.3483,14.0696,13.9786,14.2686,14.5086,14.625,14.3538,14.5319,13.8585,14.5568,14.3081,14.1291,14.2876,13.6594,14.1412,14.1863,13.7418
200030_s_at,5250,SLC25A3,12.299,12.3117,12.3013,12.31,12.5048,12.4572,12.3553,12.4619,12.3507,12.3213,12.6155,12.606,12.0049,12.3965,12.5419,12.1405,12.5756,12.7107,12.3853,12.2157,12.5401,12.8517,12.2139,11.3143,12.3811,12.1745,12.2137,12.6918,12.3105
200031_s_at,6205,RPS11,14.9017,14.7861,14.7822,14.664,14.9588,14.8471,14.9005,14.8896,14.7645,14.9304,14.7512,14.9682,14.8005,14.8757,14.8928,14.8859,14.8896,15.0402,14.9149,14.92,14.571,14.9213,14.8598,14.6033,14.9576,14.8532,14.7757,14.7881,14.7659
200032_s_at,6133,RPL9,14.6885,14.4467,14.5833,14.4491,14.8455,14.6236,14.5944,14.9486,14.4265,14.7331,14.5124,14.6323,14.6191,14.5708,14.6238,14.7133,14.6096,14.7899,14.6635,14.662,14.2497,14.8258,14.4834,14.5132,14.5393,14.5627,14.5473,14.5293,14.4365
200033_at,1655,DDX5,14.043,13.5151,13.4879,13.7703,13.4017,14.2061,13.722,12.9514,13.5655,13.7998,13.1566,13.8505,14.0454,13.7702,13.6799,13.7989,13.7387,13.4121,13.6726,13.5516,14.038,13.9726,13.8507,13.8133,13.892,14.4327,13.2586,13.5585,14.7853
200034_s_at,6128,RPL6,14.3557,14.335,14.4062,14.2864,14.4108,14.3228,14.2503,14.6345,13.8727,14.3279,14.2348,14.5493,14.1703,14.3998,14.4695,14.4434,14.0975,14.5205,14.4477,14.4443,14.1038,14.6177,14.1959,13.4088,14.2433,14.294,14.0516,13.8565,14.2859
200035_at,23399,CTDNEP1,8.02972,8.38777,8.43094,8.3076,8.62201,8.0394,8.6369,8.06997,8.43058,8.09148,8.73117,8.60605,8.02761,8.57683,8.62434,8.10146,8.40924,8.39645,8.37306,8.41395,8.79642,8.91617,8.77595,8.55008,8.31295,7.84878,8.08854,7.66278,8.36281
200036_s_at,4736,RPL10A,13.3972,13.9583,13.8761,13.7957,14.1379,13.7283,13.9462,14.5288,13.4676,14.0008,13.128,14.0052,13.6223,13.7971,14.0616,14.0948,13.8434,14.427,14.086,13.9679,13.2465,14.2013,13.5686,13.4492,13.8892,13.736,13.7446,13.8413,13.703
200037_s_at,11335,CBX3,12.6137,12.2989,12.3347,12.5833,12.4716,12.1782,12.0759,12.6766,12.6282,12.2589,12.639,12.357,12.9964,12.5664,12.2386,13.0998,11.8829,12.255,12.4419,12.5467,11.9449,12.5732,12.6159,12.8187,12.3624,12.9575,12.5416,12.4429,12.5238
200038_s_at,6139,C18orf32,14.4872,14.5682,14.5932,14.6413,14.8822,14.5984,14.6732,14.8934,14.5233,14.7275,14.4896,14.706,14.5268,14.6844,14.6603,14.7509,14.5794,14.7849,14.7042,14.5662,14.2301,14.9964,14.507,14.5269,14.5828,14.5145,14.4842,14.4159,14.5208
200039_s_at,5690,PSMB2,10.2039,10.0448,9.94204,10.0707,10.1117,10.0664,9.80901,10.0827,9.84126,9.72085,10.0273,9.53482,9.74105,9.8606,10.2795,9.50806,10.0645,10.0942,9.42821,8.93632,10.7723,9.8146,10.1522,10.0069,10.3544,9.89813,9.11584,8.81085,9.69027
200040_at,10657,KHDRBS1,11.6912,11.5742,11.2181,11.482,11.7523,11.4225,11.7008,11.7125,11.566,11.5407,11.7178,11.7244,11.599,11.6193,11.5535,11.6121,11.3414,11.7755,11.6028,11.4814,11.63,11.8787,11.7193,11.5797,11.661,11.6404,11.354,11.2023,11.3215
200041_s_at,7919,ATP6V1G2-DDX39B,11.6623,11.7721,11.5897,11.575,11.9511,11.5204,11.826,11.8858,12.0572,11.6627,11.9355,11.5643,11.383,11.8339,11.9152,11.9544,11.8412,11.8851,11.884,11.9534,12.2363,11.9752,12.1372,11.8591,11.5349,11.9488,11.347,11.7224,11.7662
200042_at,51493,RTCB,8.12742,8.95948,9.28102,9.62179,9.44272,9.65329,9.55967,9.50768,8.86234,8.79282,8.87941,9.30091,8.88214,9.54399,9.54527,8.6765,9.94368,9.77216,9.62951,8.4993,9.01234,9.72416,9.85742,9.52849,9.30722,9.62326,8.88191,8.79429,9.2573
200043_at,2079,ERH,12.2269,11.9918,12.1496,12.0781,11.6278,12.2789,11.7718,11.8368,11.9764,11.7863,11.9218,11.9308,12.0828,12.1283,12.3348,11.1939,11.7027,11.8669,11.6372,11.7375,11.7324,11.8317,11.53,11.9417,11.977,12.0237,12.106,12.3102,11.2432
200044_at,8683,GATC,10.698,10.1869,9.99525,10.4251,10.1929,10.2306,10.0215,10.2131,10.5284,10.3173,10.8044,10.4433,10.2964,10.4436,10.2828,10.4733,10.2315,10.6516,10.0098,9.66395,10.3752,10.464,10.2202,9.81353,10.5063,10.2449,10.4442,9.5324,10.6044
200045_at,,ABCF1,8.30585,8.94437,8.49566,8.64336,9.05247,8.80009,8.77572,8.58214,8.97949,8.29744,8.67864,8.66108,8.43769,8.69253,8.65587,8.41648,8.74472,8.6498,8.60647,8.40787,9.36932,8.98014,9.14876,8.10054,8.61712,8.0334,7.50466,8.54442,8.26873
200046_at,1603,DAD1,11.3292,10.9105,11.32,11.3776,11.1191,11.5103,11.4289,11.1692,11.6306,11.1928,10.8629,11.194,10.9887,11.4415,11.7915,11.1028,11.5102,11.5653,11.0592,10.515,11.5371,11.0612,10.7803,11.1579,10.9745,11.5732,10.8428,11.6876,11.6873
200047_s_at,7528,YY1,12.296,12.1015,12.0529,12.3339,11.8674,12.158,12.0903,12.2542,11.8549,12.1474,12.2263,12.1775,12.7073,12.2837,12.4026,12.069,11.764,11.7787,11.8098,12.1044,12.4327,12.3035,12.2574,12.2892,11.8773,12.4519,12.3196,12.3799,12.208
200048_s_at,10899,JTB,12.269,11.9102,11.871,12.1211,12.2175,11.7418,12.238,12.331,12.301,12.3309,12.5104,12.3264,12.1149,11.9265,12.0424,11.9537,12.6256,12.9725,11.6797,12.517,12.6409,11.9825,12.2385,12.3663,11.9047,12.378,12.5968,12.429,12.5954
200049_at,11143,KAT7,6.88411,7.58287,7.25731,6.99267,7.19635,8.39454,7.04936,6.3167,7.86162,7.31009,7.34126,7.377,8.12659,6.93736,7.09875,7.35541,7.61814,7.62095,6.33467,6.55224,6.46837,7.52301,7.39594,7.47651,7.50235,6.02281,7.17306,7.41846,8.38758
200050_at,7705,ZNF146,11.7509,12.0251,11.7147,11.8665,11.5841,11.7537,11.5269,11.9436,11.5316,11.7144,11.5649,11.7782,11.9706,12.132,12.008,11.9347,11.5128,11.7569,11.7256,11.9079,11.4397,12.0158,11.6961,11.7694,12.0326,11.8171,11.1704,11.5916,11.3972
200051_at,9092,SART1,6.89997,7.04694,7.337,6.99883,7.62875,7.11213,7.26188,7.39906,7.12429,7.23788,9.06488,7.32942,7.2679,7.07529,7.13775,6.92675,7.38609,7.22719,7.65236,7.94229,7.84788,7.60219,7.48137,7.35432,7.27718,7.35374,6.7987,6.97144,7.00078
200052_s_at,3608,ILF2,10.8603,10.5069,10.2632,10.5825,10.9576,10.5851,10.8247,11.1173,10.4067,10.5773,10.6223,11.0548,10.7046,10.7047,10.9023,10.3347,11.1973,11.6218,10.2815,10.5871,11.1334,10.5374,10.9442,10.3658,10.5888,11.0336,10.4226,10.0696,10.9076
200053_at,9552,SPAG7,8.7798,8.99379,9.14077,9.00612,8.94666,8.76306,9.30595,9.08695,9.39374,9.07125,9.38523,9.08947,8.83118,9.19912,8.59916,8.56368,9.23022,9.29488,8.5973,9.22134,9.38362,8.94613,9.4902,9.14242,9.15567,8.71078,7.83596,8.31069,9.21752
200054_at,8882,ZPR1,7.20634,6.8959,7.18364,7.36345,7.33103,7.44864,7.3884,7.37007,6.58218,6.73999,6.62425,7.25168,6.42212,7.08489,7.32979,7.56567,6.98374,7.17195,7.30233,6.18815,7.32359,7.64595,6.95624,7.37091,7.41041,7.20315,6.70837,6.91154,7.06344
200055_at,6881,TAF10,10.242,9.72954,10.0894,9.77474,10.1449,9.49032,10.0497,9.93925,10.7114,9.77551,10.4586,9.91252,10.0626,9.93271,9.94839,9.55324,10.1362,10.4407,9.86503,9.74932,10.2571,9.90262,10.3322,10.0175,9.86667,10.0792,9.32891,9.8068,9.60114
200056_s_at,10438,C1D,9.90779,9.82667,9.82052,9.92293,9.59603,9.47245,9.73989,9.90186,9.69509,9.86627,9.60709,9.97942,10.469,9.81269,9.66741,9.36801,9.77373,9.6551,9.72932,9.02569,9.85428,10.2867,9.80046,10.1661,9.69187,9.81809,9.391,9.89405,9.42918
200057_s_at,4841,NONO,12.3375,12.506,12.3265,12.1311,12.5083,12.5989,12.3567,12.656,12.7393,12.3385,12.5654,12.4911,12.2806,12.702,12.5837,12.7233,12.6886,12.6827,12.292,12.4537,12.4342,12.4912,12.196,12.4195,12.3614,12.4925,11.9342,11.9918,12.0694
200058_s_at,23020,LOC101929240,11.3687,11.3836,11.3139,11.3358,11.5117,11.3736,11.271,11.0894,11.3679,11.2983,11.4908,11.425,11.2924,11.274,11.4707,11.4698,11.2252,11.5107,11.5406,11.7154,11.4916,11.7889,11.8727,11.8034,11.2284,11.216,11.0481,10.2379,11.0185
200059_s_at,387,RHOA,13.6609,13.2027,13.0669,13.4243,13.2243,13.1614,13.198,13.1268,13.0923,13.0524,12.1318,13.1424,13.4713,12.7613,13.3403,12.9649,13.0379,12.9555,12.8007,12.2631,13.1122,13.1447,12.7145,12.7206,13.5519,13.2588,12.6031,12.9405,12.971
200060_s_at,10921,RNPS1,11.2716,11.0888,11.4868,10.7733,10.5836,11.3898,10.5911,10.7887,10.6828,10.7767,10.7339,10.5814,10.9463,11.1259,10.603,11.2566,10.5974,11.2485,10.4234,11.0362,10.7451,10.8841,10.8128,11.3279,10.7565,10.9023,11.2953,11.3487,11.5388
200061_s_at,6229,RPS24,14.9382,14.9167,14.9543,14.7703,15.3196,15.0319,15.0741,15.3044,14.9802,15.3047,14.9035,15.0495,14.9681,15.0401,15.0345,15.2028,15.2656,15.2199,15.2254,15.4329,14.8666,15.2889,15.059,15.0249,15.0066,15.0761,15.2635,15.1375,14.6439
200062_s_at,6156,RPL30,14.6321,14.8271,15.1898,14.4502,14.8845,15.258,14.6054,14.8655,14.6776,14.6103,14.5597,14.7284,14.5751,14.4969,14.8663,14.635,14.5799,14.7544,14.4698,14.6897,14.414,14.8096,14.4546,14.3199,14.4021,14.8203,14.679,14.7645,14.5071
200063_s_at,4869,NPM1,13.6887,14.0788,13.9611,13.6709,14.0018,13.8536,13.7338,13.8831,13.5516,13.8059,13.7969,13.8092,13.7444,13.8199,14.0186,13.6568,13.7774,13.9854,13.8785,13.6717,13.5241,13.9339,13.6312,13.3207,13.7019,13.7514,13.8119,13.8293,13.7847
200064_at,3326,HSP90AB1,12.3108,12.24,12.518,11.9158,12.2042,13.0958,12.0404,12.1225,12.9807,12.2028,12.5566,12.2529,12.749,12.2009,12.3963,12.725,12.5379,12.6456,12.084,12.2022,12.7019,12.7268,12.0183,12.0864,12.1625,12.0829,12.1527,12.2094,12.4641
200065_s_at,375,ARF1,12.0906,11.6955,11.7617,11.992,12.0688,12.0511,12.0183,12.1709,12.0646,12.2924,12.1399,11.8321,12.5276,12.0085,11.9543,12.4619,12.5458,12.4742,11.6736,12.4501,12.6694,11.7975,11.866,12.1883,11.9968,12.2826,12.7176,12.1572,12.8866
200066_at,3550,IK,9.8353,9.82172,9.8497,9.82141,10.1877,9.73931,9.83755,10.289,10.0269,10.2162,10.076,9.77758,10.2542,9.816,9.9214,10.0869,10.1406,10.3439,9.66702,9.91263,10.1177,9.95068,10.4122,10.222,9.86595,9.93519,9.74955,9.91703,9.92559
200067_x_at,8724,SNX3,11.7962,11.7004,11.6279,11.9784,12.2242,11.8743,12.0119,12.3013,11.0694,11.8026,11.3971,11.8861,11.1162,11.7323,11.6983,11.7198,11.9957,11.7311,11.8892,11.3125,11.3208,11.9047,11.3961,11.718,12.0616,11.9285,11.3577,11.9301,10.981
200068_s_at,821,CANX,11.6035,11.6397,11.7798,12.0136,11.9605,12.1045,11.9121,11.7898,12.0481,11.969,11.7888,11.9095,11.9055,11.8714,11.8607,11.9138,12.452,11.716,11.7363,11.9011,12.3209,11.8062,11.5504,12.1977,11.8105,11.8259,11.7524,12.0614,12.0267
200069_at,9733,SART3,7.87038,7.75517,7.50598,7.70726,7.76048,7.31506,7.59434,7.99463,8.12579,8.06151,8.65923,7.96906,7.78369,8.07479,7.86522,8.12731,7.9339,8.09639,7.58019,8.24683,8.018,8.53437,8.03596,6.95321,8.2105,7.57469,8.45827,6.157,8.13127
200070_at,27013,CNPPD1,7.98402,7.38753,7.75284,7.81897,7.91778,7.51522,7.76376,7.81178,8.08939,8.10095,7.88608,7.4417,7.47865,7.34402,7.86761,7.88947,8.044,7.798,7.3845,7.56478,8.02647,7.93171,8.1858,7.79084,7.53973,7.56721,7.36891,7.74024,7.53752
200071_at,10285,SMNDC1,10.3782,9.72342,9.77487,9.48527,9.8094,9.8512,9.83078,9.84827,9.67761,9.88888,9.59054,9.9107,9.88596,9.99026,9.91909,9.942,9.37811,9.71894,9.70313,9.59245,9.83668,10.1653,9.59598,9.90478,10.1281,9.83456,10.2075,10.1516,9.13286
200072_s_at,4670,HNRNPM,11.1017,11.132,10.8841,10.7805,11.4939,11.3272,11.1698,11.429,11.041,11.1667,11.1616,10.9006,11.0046,11.2961,11.2058,11.3475,11.3448,11.0995,10.7799,10.8967,11.0535,11.3063,11.0563,10.7548,11.2314,11.077,10.6876,11.1236,11.0769
200073_s_at,3184,HNRNPD,11.8354,12.2048,12.2172,11.961,12.4245,12.0097,12.0675,12.1674,11.715,12.2543,12.4376,12.2459,12.4371,12.1385,12.0042,12.273,11.974,12.2071,11.9518,12.0239,12.2112,12.112,12.2102,12.1828,12.1336,12.4467,12.0645,12.4038,12.0151
200074_s_at,9045,RPL14,13.6577,13.9709,13.7505,12.9883,13.9289,13.9082,13.3823,14.0169,13.5684,13.7348,13.3562,13.7647,13.6006,13.04,13.8497,13.7261,13.6371,13.9967,13.6933,13.8858,12.6806,14.0601,13.3693,12.9726,13.3437,13.1937,13.3066,13.8986,13.5858
200075_s_at,2987,GUK1,10.1051,9.68171,9.89004,10.4077,10.3132,10.3213,10.1219,10.462,10.002,9.80153,9.81008,9.90333,10.0492,9.64023,10.1411,10.1205,10.4232,10.8511,9.87314,9.88941,10.9966,9.4152,9.9844,9.60104,9.95958,9.90414,10.037,9.37348,10.5591
