source,target,correlation,uncorrected p,FDR
6224,6227,0.516,0.00418697,0.0731131
6191,6203,0.516,0.00418697,0.0731131
4666,9349,0.516,0.00418697,0.0731131
6170,6223,0.516,0.00418697,0.0731131
1933,6168,0.516,0.00418697,0.0731131
2665,6230,0.516,0.00418697,0.0731131
3312,6205,0.516,0.00420273,0.0733636
6124,6136,0.516,0.00420273,0.0733636
7316,801,0.515,0.00422954,0.0735483
378,9782,0.515,0.00422954,0.0735483
3490,800,0.515,0.00422954,0.0735483
293,7311,0.515,0.00422954,0.0735483
6201,641638,0.515,0.00422954,0.0735483
29997,6203,0.515,0.00422954,0.0735483
170622,9045,0.515,0.00422954,0.0735483
3921,6135,0.515,0.00422954,0.0735483
3113,567,0.515,0.00422954,0.0735483
2665,54543,0.515,0.00422954,0.0735483
2665,6167,0.515,0.00422954,0.0735483
6191,6210,0.515,0.00422954,0.0735483
10631,8483,0.515,0.00422954,0.0735483
23022,6189,0.515,0.00427248,0.0740601
103910,79718,0.515,0.00427248,0.0740601
1634,170622,0.515,0.00427248,0.0740601
50809,8404,0.515,0.00427248,0.0740601
4537,83955,0.515,0.00427248,0.0740601
7077,8724,0.515,0.00427248,0.0740601
6414,8483,0.515,0.00427248,0.0740601
10109,3688,0.515,0.00427248,0.0740601
2509,3020,0.515,0.00427248,0.0740601
51386,6208,0.515,0.00427248,0.0740601
6135,6233,0.515,0.00427248,0.0740601
29058,54829,0.515,0.00427248,0.0740601
1508,972,0.515,0.00428852,0.0743011
5042,6136,0.515,0.00428852,0.0743011
1933,25873,0.515,0.00428852,0.0743011
3312,6189,0.514,0.00431579,0.0745381
3326,3329,0.514,0.00431579,0.0745381
6678,9403,0.514,0.00431579,0.0745381
23204,8204,0.514,0.00431579,0.0745381
79901,9789,0.514,0.00431579,0.0745381
170622,5042,0.514,0.00431579,0.0745381
170622,6633,0.514,0.00431579,0.0745381
51386,6227,0.514,0.00431579,0.0745381
10399,170622,0.514,0.00431579,0.0745381
5411,7184,0.514,0.00431579,0.0745381
2335,677,0.514,0.00431579,0.0745381
3685,8404,0.514,0.00431579,0.0745381
4179,563,0.514,0.00435948,0.0750562
5552,5861,0.514,0.00435948,0.0750562
2752,3184,0.514,0.00435948,0.0750562
2752,50848,0.514,0.00435948,0.0750562
1937,8667,0.514,0.00435948,0.0750562
1938,6083,0.514,0.00435948,0.0750562
6191,6223,0.514,0.00435948,0.0750562
6124,6208,0.514,0.00435948,0.0750562
51669,665,0.514,0.00435948,0.0750562
10209,1843,0.514,0.00435948,0.0750562
3491,8404,0.514,0.00435948,0.0750562
5478,7431,0.514,0.00437581,0.0753249
6188,8404,0.513,0.00440354,0.0753913
4060,5230,0.513,0.00440354,0.0753913
11059,7534,0.513,0.00440354,0.0753913
10627,4060,0.513,0.00440354,0.0753913
10631,5861,0.513,0.00440354,0.0753913
170960,283131,0.513,0.00440354,0.0753913
3958,6282,0.513,0.00440354,0.0753913
509,8073,0.513,0.00440354,0.0753913
3190,7555,0.513,0.00440354,0.0753913
3320,7184,0.513,0.00440354,0.0753913
26986,6161,0.513,0.00440354,0.0753913
4736,6224,0.513,0.00440354,0.0753913
29997,6137,0.513,0.00440354,0.0753913
3178,6232,0.513,0.00440354,0.0753913
3133,4259,0.513,0.00440354,0.0753913
2512,6282,0.513,0.00440354,0.0753913
8553,9689,0.513,0.00440354,0.0753913
10169,7184,0.513,0.00440354,0.0753913
54407,8404,0.513,0.00440354,0.0753913
6205,6233,0.513,0.00444226,0.0757786
3320,975,0.513,0.00444798,0.0757786
4282,6193,0.513,0.00444798,0.0757786
11331,6193,0.513,0.00444798,0.0757786
293,6159,0.513,0.00444798,0.0757786
4869,6194,0.513,0.00444798,0.0757786
10632,4673,0.513,0.00444798,0.0757786
5204,6173,0.513,0.00444798,0.0757786
2512,3122,0.513,0.00444798,0.0757786
5204,6218,0.513,0.00444798,0.0757786
6175,6235,0.513,0.00444798,0.0757786
6143,6188,0.513,0.00444798,0.0757786
27250,4582,0.513,0.00444798,0.0757786
6170,6173,0.513,0.00444798,0.0757786
1303,30851,0.513,0.00444798,0.0757786
1300,6876,0.513,0.00444798,0.0757786
6423,7431,0.513,0.00444798,0.0757786
1490,6281,0.513,0.00446461,0.0760494
2625,7227,0.512,0.00448704,0.0762928
6426,6993,0.512,0.00449281,0.0762928
4869,5250,0.512,0.00449281,0.0762928
6152,9804,0.512,0.00449281,0.0762928
387,4060,0.512,0.00449281,0.0762928
498,6647,0.512,0.00449281,0.0762928
11034,3895,0.512,0.00449281,0.0762928
6138,6142,0.512,0.00449281,0.0762928
170622,6159,0.512,0.00449281,0.0762928
2197,6223,0.512,0.00449281,0.0762928
6165,8665,0.512,0.00449281,0.0762928
6155,6191,0.512,0.00449281,0.0762928
50848,5692,0.512,0.00450958,0.0765402
1982,7058,0.512,0.00450958,0.0765402
10632,6228,0.512,0.00453221,0.0768101
1277,567,0.512,0.00453802,0.0768101
3150,57142,0.512,0.00453802,0.0768101
26986,6124,0.512,0.00453802,0.0768101
6134,6139,0.512,0.00453802,0.0768101
4869,641638,0.512,0.00453802,0.0768101
6164,6210,0.512,0.00453802,0.0768101
10933,25878,0.512,0.00453802,0.0768101
3119,6281,0.512,0.00455494,0.077084
23196,375,0.511,0.00457776,0.0773432
6161,6205,0.511,0.00457776,0.0773432
23471,6678,0.511,0.00458361,0.0773432
10631,81671,0.511,0.00458361,0.0773432
51522,54940,0.511,0.00458361,0.0773432
5687,975,0.511,0.00458361,0.0773432
3688,754,0.511,0.00458361,0.0773432
1915,23521,0.511,0.00458361,0.0773432
6157,6165,0.511,0.00458361,0.0773432
6143,8665,0.511,0.00458361,0.0773432
1490,7078,0.511,0.00458361,0.0773432
10631,7168,0.511,0.00458361,0.0773432
4267,5660,0.511,0.0046296,0.077867
11167,8848,0.511,0.0046296,0.077867
901,9349,0.511,0.0046296,0.077867
23022,754,0.511,0.0046296,0.077867
6122,6142,0.511,0.0046296,0.077867
4869,6189,0.511,0.0046296,0.077867
1933,6187,0.511,0.0046296,0.077867
5042,6138,0.511,0.0046296,0.077867
10521,6229,0.511,0.0046296,0.077867
6138,6217,0.511,0.0046296,0.077867
10581,3133,0.511,0.0046296,0.077867
25912,6171,0.511,0.0046296,0.077867
11331,6122,0.511,0.0046296,0.077867
6136,6137,0.51,0.00467004,0.0783436
1843,29058,0.51,0.00467598,0.0783436
3646,4256,0.51,0.00467598,0.0783436
4538,8073,0.51,0.00467598,0.0783436
3490,387,0.51,0.00467598,0.0783436
10628,3842,0.51,0.00467598,0.0783436
6129,6235,0.51,0.00467598,0.0783436
6160,6189,0.51,0.00467598,0.0783436
6138,6167,0.51,0.00467598,0.0783436
6130,6232,0.51,0.00467598,0.0783436
170622,6143,0.51,0.00467598,0.0783436
6166,6227,0.51,0.00467598,0.0783436
6158,6168,0.51,0.00467598,0.0783436
1072,6451,0.51,0.00467598,0.0783436
1462,30851,0.51,0.00467598,0.0783436
1278,30851,0.51,0.00467598,0.0783436
3956,4082,0.51,0.00467598,0.0783436
1973,6281,0.51,0.00469336,0.0786221
1974,6165,0.51,0.00472276,0.0788105
6165,8483,0.51,0.00472276,0.0788105
6141,689,0.51,0.00472276,0.0788105
2335,81671,0.51,0.00472276,0.0788105
1153,23158,0.51,0.00472276,0.0788105
4070,4179,0.51,0.00472276,0.0788105
11059,3190,0.51,0.00472276,0.0788105
11167,302,0.51,0.00472276,0.0788105
22872,4060,0.51,0.00472276,0.0788105
170622,4869,0.51,0.00472276,0.0788105
27075,9689,0.51,0.00472276,0.0788105
6218,9349,0.51,0.00472276,0.0788105
51313,6612,0.51,0.00472276,0.0788105
2197,6208,0.51,0.00472276,0.0788105
3491,6876,0.51,0.00472276,0.0788105
2778,5478,0.51,0.00474029,0.0790777
1291,8848,0.509,0.00476994,0.0793056
4904,6633,0.509,0.00476994,0.0793056
4904,6193,0.509,0.00476994,0.0793056
115908,5230,0.509,0.00476994,0.0793056
7001,93621,0.509,0.00476994,0.0793056
6132,6204,0.509,0.00476994,0.0793056
6133,6232,0.509,0.00476994,0.0793056
23405,50848,0.509,0.00476994,0.0793056
10632,11224,0.509,0.00476994,0.0793056
23158,509,0.509,0.00476994,0.0793056
6189,6191,0.509,0.00476994,0.0793056
6423,79026,0.509,0.00476994,0.0793056
6158,6169,0.509,0.00478762,0.0795869
27018,batch,0.509,0.00480875,0.0797277
1295,1982,0.509,0.00481144,0.0797277
11167,3312,0.509,0.00481751,0.0797277
4508,51522,0.509,0.00481751,0.0797277
3320,5885,0.509,0.00481751,0.0797277
1476,8992,0.509,0.00481751,0.0797277
1350,51313,0.509,0.00481751,0.0797277
3320,967,0.509,0.00481751,0.0797277
27020,27075,0.509,0.00481751,0.0797277
375,51643,0.509,0.00481751,0.0797277
6191,6222,0.509,0.00481751,0.0797277
6141,6189,0.509,0.00481751,0.0797277
11224,1938,0.509,0.00481751,0.0797277
6168,6188,0.509,0.00481751,0.0797277
6157,6194,0.509,0.00481751,0.0797277
6135,6229,0.509,0.00481751,0.0797277
170622,54543,0.509,0.00481751,0.0797277
1936,26986,0.509,0.00481751,0.0797277
27020,563,0.509,0.00481751,0.0797277
10632,6194,0.509,0.00481751,0.0797277
11031,3685,0.508,0.00486549,0.0801652
3303,5885,0.508,0.00486549,0.0801652
6164,9804,0.508,0.00486549,0.0801652
6157,718,0.508,0.00486549,0.0801652
4904,800,0.508,0.00486549,0.0801652
2879,6129,0.508,0.00486549,0.0801652
3921,6142,0.508,0.00486549,0.0801652
293,6083,0.508,0.00486549,0.0801652
6143,9349,0.508,0.00486549,0.0801652
6173,6232,0.508,0.00486549,0.0801652
6141,6144,0.508,0.00486549,0.0801652
3921,6217,0.508,0.00486549,0.0801652
6137,6232,0.508,0.00486549,0.0801652
6175,6233,0.508,0.00486549,0.0801652
25994,28972,0.508,0.00486549,0.0801652
10632,6159,0.508,0.00486549,0.0801652
387,8724,0.508,0.00486549,0.0801652
1462,7168,0.508,0.00486549,0.0801652
6136,6187,0.508,0.00488349,0.0804236
6224,8404,0.508,0.00491388,0.0806945
3113,7114,0.508,0.00491388,0.0806945
10899,64710,0.508,0.00491388,0.0806945
10140,1843,0.508,0.00491388,0.0806945
5230,9403,0.508,0.00491388,0.0806945
6137,6187,0.508,0.00491388,0.0806945
2879,6161,0.508,0.00491388,0.0806945
4282,6124,0.508,0.00491388,0.0806945
6168,6175,0.508,0.00491388,0.0806945
1933,6134,0.508,0.00491388,0.0806945
3958,718,0.508,0.00491388,0.0806945
7168,8665,0.507,0.00496268,0.081227
1291,6157,0.507,0.00496268,0.081227
3146,7267,0.507,0.00496268,0.081227
677,9403,0.507,0.00496268,0.081227
1153,4179,0.507,0.00496268,0.081227
4942,6430,0.507,0.00496268,0.081227
165,3490,0.507,0.00496268,0.081227
22872,7431,0.507,0.00496268,0.081227
387,7114,0.507,0.00496268,0.081227
51065,5660,0.507,0.00496268,0.081227
6230,9045,0.507,0.00496268,0.081227
1854,3146,0.507,0.00496268,0.081227
10971,57142,0.507,0.00496268,0.081227
6141,6169,0.507,0.00498099,0.081514
6181,6228,0.507,0.00499937,0.0817244
100133941,29058,0.507,0.00501189,0.0817244
1290,8848,0.507,0.00501189,0.0817244
1315,51522,0.507,0.00501189,0.0817244
23471,4060,0.507,0.00501189,0.0817244
1153,25800,0.507,0.00501189,0.0817244
4637,6282,0.507,0.00501189,0.0817244
51622,801,0.507,0.00501189,0.0817244
5689,93621,0.507,0.00501189,0.0817244
10899,4710,0.507,0.00501189,0.0817244
1938,6234,0.507,0.00501189,0.0817244
3178,6143,0.507,0.00501189,0.0817244
3135,8519,0.507,0.00501189,0.0817244
6143,6218,0.507,0.00501189,0.0817244
6144,6230,0.507,0.00501189,0.0817244
3490,84790,0.507,0.00501189,0.0817244
6158,6170,0.507,0.00501189,0.0817244
3491,4060,0.507,0.00501189,0.0817244
25873,6139,0.507,0.00503037,0.0820128
10632,4718,0.506,0.00506151,0.0822504
1958,8553,0.506,0.00506151,0.0822504
10109,11167,0.506,0.00506151,0.0822504
10109,1973,0.506,0.00506151,0.0822504
6142,6144,0.506,0.00506151,0.0822504
4831,7311,0.506,0.00506151,0.0822504
10399,8667,0.506,0.00506151,0.0822504
4841,6146,0.506,0.00506151,0.0822504
4841,6223,0.506,0.00506151,0.0822504
6157,6158,0.506,0.00506151,0.0822504
10209,966,0.506,0.00506151,0.0822504
1153,29997,0.506,0.00506151,0.0822504
6169,6223,0.506,0.00508015,0.0825275
170622,6181,0.506,0.00508015,0.0825275
3192,6635,0.506,0.0051052,0.0826896
4942,6208,0.506,0.00511156,0.0826896
10899,7170,0.506,0.00511156,0.0826896
1300,8724,0.506,0.00511156,0.0826896
11331,539,0.506,0.00511156,0.0826896
115908,678,0.506,0.00511156,0.0826896
11034,999,0.506,0.00511156,0.0826896
3150,928,0.506,0.00511156,0.0826896
6925,7846,0.506,0.00511156,0.0826896
6678,7846,0.506,0.00511156,0.0826896
6651,9445,0.506,0.00511156,0.0826896
10923,9643,0.506,0.00511156,0.0826896
6129,6218,0.506,0.00511156,0.0826896
6142,6152,0.506,0.00511156,0.0826896
10581,5687,0.506,0.00511156,0.0826896
6132,6224,0.506,0.00511156,0.0826896
3187,9295,0.506,0.00511156,0.0826896
1915,9349,0.506,0.00511156,0.0826896
6224,6228,0.506,0.00513036,0.0829809
378938,hybridation,0.506,0.00513366,0.0830084
6500,hybridation,0.506,0.00513366,0.0830084
3490,6157,0.505,0.00516202,0.0832088
522,563,0.505,0.00516202,0.0832088
1936,3329,0.505,0.00516202,0.0832088
3312,57515,0.505,0.00516202,0.0832088
11315,5689,0.505,0.00516202,0.0832088
6156,6203,0.505,0.00516202,0.0832088
6130,6189,0.505,0.00516202,0.0832088
29997,6175,0.505,0.00516202,0.0832088
6170,6233,0.505,0.00516202,0.0832088
2665,6222,0.505,0.00516202,0.0832088
3106,5687,0.505,0.00516202,0.0832088
6137,6175,0.505,0.00516202,0.0832088
1293,54407,0.505,0.00516202,0.0832088
1153,5692,0.505,0.00518099,0.0834887
170960,2625,0.505,0.00518099,0.0834887
4673,6228,0.505,0.00520646,0.0836667
1153,2969,0.505,0.00521291,0.0836667
3150,9802,0.505,0.00521291,0.0836667
5230,5552,0.505,0.00521291,0.0836667
1213,2512,0.505,0.00521291,0.0836667
1291,3490,0.505,0.00521291,0.0836667
6167,6193,0.505,0.00521291,0.0836667
6129,6141,0.505,0.00521291,0.0836667
11224,5042,0.505,0.00521291,0.0836667
283131,4512,0.505,0.00521291,0.0836667
6161,8667,0.505,0.00521291,0.0836667
6134,6217,0.505,0.00521291,0.0836667
11059,4538,0.505,0.00521291,0.0836667
4673,54543,0.505,0.00521291,0.0836667
1973,2597,0.505,0.00521291,0.0836667
1009,30851,0.505,0.00521291,0.0836667
25873,6207,0.505,0.00522557,0.083857
25873,6122,0.505,0.00523204,0.0839349
4841,57570,0.504,0.00526422,0.0841532
387,800,0.504,0.00526422,0.0841532
1295,754,0.504,0.00526422,0.0841532
10075,1832,0.504,0.00526422,0.0841532
1936,6124,0.504,0.00526422,0.0841532
293,6173,0.504,0.00526422,0.0841532
4666,5042,0.504,0.00526422,0.0841532
6187,6204,0.504,0.00526422,0.0841532
6122,6134,0.504,0.00526422,0.0841532
1938,6135,0.504,0.00526422,0.0841532
6188,9349,0.504,0.00526422,0.0841532
6217,6234,0.504,0.00526422,0.0841532
2197,4673,0.504,0.00526422,0.0841532
1933,6229,0.504,0.00526422,0.0841532
4637,84790,0.504,0.00526422,0.0841532
5573,6612,0.504,0.00526422,0.0841532
10075,51495,0.504,0.00526422,0.0841532
7058,7168,0.504,0.00526422,0.0841532
10631,8404,0.504,0.00526422,0.0841532
3312,4736,0.504,0.00531596,0.0846427
25994,522,0.504,0.00531596,0.0846427
7078,8724,0.504,0.00531596,0.0846427
4710,84833,0.504,0.00531596,0.0846427
11034,3309,0.504,0.00531596,0.0846427
302,3939,0.504,0.00531596,0.0846427
1936,3921,0.504,0.00531596,0.0846427
54543,7311,0.504,0.00531596,0.0846427
6083,6229,0.504,0.00531596,0.0846427
5552,5687,0.504,0.00531596,0.0846427
54918,7514,0.504,0.00531596,0.0846427
10959,9168,0.504,0.00531596,0.0846427
23405,388677,0.504,0.00531596,0.0846427
6141,6234,0.504,0.00531596,0.0846427
6135,6170,0.504,0.00531596,0.0846427
4736,6158,0.504,0.00531596,0.0846427
10971,5861,0.504,0.00531596,0.0846427
3685,7168,0.504,0.00531596,0.0846427
6136,6157,0.504,0.00536155,0.0850188
23471,7078,0.503,0.00536814,0.0850188
10627,1295,0.503,0.00536814,0.0850188
1295,9403,0.503,0.00536814,0.0850188
1153,388677,0.503,0.00536814,0.0850188
1072,23204,0.503,0.00536814,0.0850188
11059,27075,0.503,0.00536814,0.0850188
10971,6612,0.503,0.00536814,0.0850188
11034,4697,0.503,0.00536814,0.0850188
1665,8483,0.503,0.00536814,0.0850188
4831,6122,0.503,0.00536814,0.0850188
6222,6224,0.503,0.00536814,0.0850188
6129,6209,0.503,0.00536814,0.0850188
8667,9045,0.503,0.00536814,0.0850188
4666,6137,0.503,0.00536814,0.0850188
6133,6161,0.503,0.00536814,0.0850188
2665,6201,0.503,0.00536814,0.0850188
2665,4841,0.503,0.00536814,0.0850188
6133,6137,0.503,0.00536814,0.0850188
3146,6738,0.503,0.00536814,0.0850188
293,6228,0.503,0.00538777,0.0852909
6205,6232,0.503,0.00538777,0.0852909
6205,6206,0.503,0.00541411,0.0855011
11315,1936,0.503,0.00542075,0.0855011
6130,6171,0.503,0.00542075,0.0855011
1153,6171,0.503,0.00542075,0.0855011
6423,9403,0.503,0.00542075,0.0855011
3181,7514,0.503,0.00542075,0.0855011
10457,1213,0.503,0.00542075,0.0855011
7316,8992,0.503,0.00542075,0.0855011
1936,7311,0.503,0.00542075,0.0855011
