source,target,type,subtype
IL1A,fu:6e503f28,gene_to_fu,
IL1B,fu:6e503f28,gene_to_fu,
TNF,fu:69228b75,gene_to_fu,
MAPKAPK5,fu:a6e8f63a,gene_to_fu,
RAC1,fu:2b5c3e60,gene_to_fu,
RAC2,fu:2b5c3e60,gene_to_fu,
RAC3,fu:2b5c3e60,gene_to_fu,
CDC42,fu:2b5c3e60,gene_to_fu,
PAK1,fu:435e22e3,gene_to_fu,
PAK2,fu:435e22e3,gene_to_fu,
MAP3K2,fu:ad5afd37,gene_to_fu,
MAP3K3,fu:ad5afd37,gene_to_fu,
MAPK8IP2,fu:991f34de,gene_to_fu,
MAPK8IP1,fu:991f34de,gene_to_fu,
MAP3K11,fu:a7fa684d,gene_to_fu,
MAP2K7,fu:3cd4cf69,gene_to_fu,
MAPK8,fu:ba3ca63f,gene_to_fu,
MAPK9,fu:ba3ca63f,gene_to_fu,
MAPK10,fu:ba3ca63f,gene_to_fu,
MAP2K4,fu:d1f9d8ef,gene_to_fu,
CRK,fu:77025b10,gene_to_fu,
CRKL,fu:77025b10,gene_to_fu,
ARRB1,fu:faa1f8c9,gene_to_fu,
ARRB2,fu:faa1f8c9,gene_to_fu,
MECOM,fu:4b038677,gene_to_fu,
HSPA1A,fu:95cbce1b,gene_to_fu,
HSPA1B,fu:95cbce1b,gene_to_fu,
HSPA1L,fu:95cbce1b,gene_to_fu,
HSPA6,fu:95cbce1b,gene_to_fu,
HSPA8,fu:95cbce1b,gene_to_fu,
JUND,fu:6625a9a4,gene_to_fu,
FOS,fu:db67d58a,gene_to_fu,
JUN,fu:db67d58a,gene_to_fu,
NFATC3,fu:3e02b3f0,gene_to_fu,
NFATC1,fu:6d28341f,gene_to_fu,
PPP3CA,fu:5feacf84,gene_to_fu,
PPP3CB,fu:5feacf84,gene_to_fu,
PPP3CC,fu:5feacf84,gene_to_fu,
PPP3R1,fu:5feacf84,gene_to_fu,
PPP3R2,fu:5feacf84,gene_to_fu,
MAPK8IP3,fu:a06203ac,gene_to_fu,
FLNA,fu:f1632042,gene_to_fu,
MAP3K1,fu:a4e579d9,gene_to_fu,
MAP3K8,fu:f13c95ed,gene_to_fu,
MAP4K1,fu:e83e0bc2,gene_to_fu,
MAP4K3,fu:3202b50f,gene_to_fu,
FOS,fu:2c3cace2,gene_to_fu,
SRF,fu:87b9367a,gene_to_fu,
MYC,fu:a3c029a6,gene_to_fu,
ELK4,fu:346aac61,gene_to_fu,
ELK1,fu:f4b875b3,gene_to_fu,
ATF4,fu:860fdcaa,gene_to_fu,
RPS6KA6,fu:53e63667,gene_to_fu,
RPS6KA1,fu:53e63667,gene_to_fu,
RPS6KA2,fu:53e63667,gene_to_fu,
RPS6KA3,fu:53e63667,gene_to_fu,
MKNK2,fu:6732a41f,gene_to_fu,
MKNK1,fu:6732a41f,gene_to_fu,
EFNA4-EFNA3,fu:8933daca,gene_to_fu,
CSF1,fu:8933daca,gene_to_fu,
EFNA1,fu:8933daca,gene_to_fu,
EFNA2,fu:8933daca,gene_to_fu,
EFNA3,fu:8933daca,gene_to_fu,
EFNA4,fu:8933daca,gene_to_fu,
EFNA5,fu:8933daca,gene_to_fu,
EGF,fu:8933daca,gene_to_fu,
EREG,fu:8933daca,gene_to_fu,
FGF1,fu:8933daca,gene_to_fu,
FGF2,fu:8933daca,gene_to_fu,
FGF3,fu:8933daca,gene_to_fu,
FGF4,fu:8933daca,gene_to_fu,
FGF5,fu:8933daca,gene_to_fu,
FGF6,fu:8933daca,gene_to_fu,
FGF7,fu:8933daca,gene_to_fu,
FGF8,fu:8933daca,gene_to_fu,
FGF9,fu:8933daca,gene_to_fu,
FGF10,fu:8933daca,gene_to_fu,
VEGFD,fu:8933daca,gene_to_fu,
FLT3LG,fu:8933daca,gene_to_fu,
FGF20,fu:8933daca,gene_to_fu,
FGF21,fu:8933daca,gene_to_fu,
GDNF,fu:8933daca,gene_to_fu,
FGF22,fu:8933daca,gene_to_fu,
ANGPT1,fu:8933daca,gene_to_fu,
ANGPT2,fu:8933daca,gene_to_fu,
HGF,fu:8933daca,gene_to_fu,
IGF1,fu:8933daca,gene_to_fu,
IGF2,fu:8933daca,gene_to_fu,
INS,fu:8933daca,gene_to_fu,
AREG,fu:8933daca,gene_to_fu,
KITLG,fu:8933daca,gene_to_fu,
NGF,fu:8933daca,gene_to_fu,
NRTN,fu:8933daca,gene_to_fu,
NTF3,fu:8933daca,gene_to_fu,
NTF4,fu:8933daca,gene_to_fu,
ANGPT4,fu:8933daca,gene_to_fu,
PDGFA,fu:8933daca,gene_to_fu,
PDGFB,fu:8933daca,gene_to_fu,
PGF,fu:8933daca,gene_to_fu,
PDGFC,fu:8933daca,gene_to_fu,
PSPN,fu:8933daca,gene_to_fu,
BDNF,fu:8933daca,gene_to_fu,
TGFA,fu:8933daca,gene_to_fu,
VEGFA,fu:8933daca,gene_to_fu,
VEGFB,fu:8933daca,gene_to_fu,
VEGFC,fu:8933daca,gene_to_fu,
PDGFD,fu:8933daca,gene_to_fu,
FGF23,fu:8933daca,gene_to_fu,
FGF18,fu:8933daca,gene_to_fu,
FGF17,fu:8933daca,gene_to_fu,
FGF16,fu:8933daca,gene_to_fu,
ARTN,fu:8933daca,gene_to_fu,
FGF19,fu:8933daca,gene_to_fu,
TRADD,fu:11724fb3,gene_to_fu,
MYD88,fu:41d49051,gene_to_fu,
IRAK1,fu:114f4869,gene_to_fu,
IRAK4,fu:114f4869,gene_to_fu,
ARAF,fu:dcf55614,gene_to_fu,
MAX,fu:051b9bd1,gene_to_fu,
MYC,fu:c6ef8860,gene_to_fu,
MAX,fu:c6ef8860,gene_to_fu,
SRF,fu:50d7c36d,gene_to_fu,
ELK4,fu:50d7c36d,gene_to_fu,
ELK1,fu:50d7c36d,gene_to_fu,
fu:f390c31d,fu:fa467b33,protein_protein_interaction,activation
fu:bd2e123e,fu:35bcc57b,protein_protein_interaction,activation
fu:7e2a8487,fu:35bcc57b,protein_protein_interaction,activation
fu:82456880,fu:35bcc57b,protein_protein_interaction,activation
fu:9786b5ed,fu:7ebcd056,protein_protein_interaction,activation
fu:69228b75,fu:0c8f29ae,protein_protein_interaction,activation
fu:6e503f28,fu:f017c41c,protein_protein_interaction,activation
fu:c8457d96,fu:ac1b5dfa,protein_protein_interaction,activation
fu:c12b6dd3,fu:7961a9c2,protein_protein_interaction,activation
fu:ac1b5dfa,fu:80de25d0,protein_protein_interaction,activation
fu:7961a9c2,fu:80de25d0,protein_protein_interaction,activation
fu:c110bb17,fu:7f7b2f5f,protein_protein_interaction,binding/association
fu:def1099f,fu:c110bb17,protein_protein_interaction,binding/association
fu:1bdb6764,fu:d3570c60,protein_protein_interaction,binding/association
fu:12774d68,fu:d3570c60,protein_protein_interaction,binding/association
fu:87b9367a,fu:f4b875b3,protein_protein_interaction,binding/association
fu:87b9367a,fu:346aac61,protein_protein_interaction,binding/association
fu:418e3a71,fu:74ae7efc,protein_protein_interaction,binding/association
fu:418e3a71,fu:e711f0a6,protein_protein_interaction,binding/association
fu:b1fed606,fu:418e3a71,protein_protein_interaction,binding/association
fu:991f34de,fu:ba3ca63f,protein_protein_interaction,binding/association
fu:991f34de,fu:3cd4cf69,protein_protein_interaction,binding/association
fu:991f34de,fu:a7fa684d,protein_protein_interaction,binding/association
fu:991f34de,fu:e83e0bc2,protein_protein_interaction,binding/association
fu:ba3ca63f,fu:a06203ac,protein_protein_interaction,binding/association
fu:d1f9d8ef,fu:a06203ac,protein_protein_interaction,binding/association
fu:3cd4cf69,fu:a06203ac,protein_protein_interaction,binding/association
fu:a06203ac,fu:a4e579d9,protein_protein_interaction,binding/association
fu:a7fa684d,fu:a06203ac,protein_protein_interaction,binding/association
fu:ba3ca63f,fu:77025b10,protein_protein_interaction,binding/association
fu:d1f9d8ef,fu:77025b10,protein_protein_interaction,binding/association
fu:d1f9d8ef,fu:f1632042,protein_protein_interaction,binding/association
fu:d1f9d8ef,fu:faa1f8c9,protein_protein_interaction,binding/association
fu:bcdaeed1,fu:9786b5ed,protein_protein_interaction,phosphorylation
fu:35131c42,fu:35bcc57b,protein_protein_interaction,phosphorylation
fu:35131c42,fu:21c326d4,protein_protein_interaction,phosphorylation
fu:def1099f,fu:35bcc57b,protein_protein_interaction,activation
fu:35bcc57b,fu:7ebcd056,protein_protein_interaction,activation
fu:35bcc57b,fu:21c326d4,protein_protein_interaction,activation
fu:7ebcd056,fu:74ae7efc,protein_protein_interaction,phosphorylation
fu:7ebcd056,fu:e711f0a6,protein_protein_interaction,phosphorylation
fu:21c326d4,fu:74ae7efc,protein_protein_interaction,phosphorylation
fu:21c326d4,fu:e711f0a6,protein_protein_interaction,phosphorylation
fu:74ae7efc,fu:b1fed606,protein_protein_interaction,phosphorylation
fu:e711f0a6,fu:b1fed606,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:02b71dbc,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:8ef29752,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:770a684e,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:6732a41f,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:53e63667,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:f4b875b3,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:346aac61,protein_protein_interaction,phosphorylation
fu:6732a41f,fu:860fdcaa,protein_protein_interaction,phosphorylation
fu:53e63667,fu:860fdcaa,protein_protein_interaction,phosphorylation
fu:b1fed606,fu:c6ef8860,protein_protein_interaction,phosphorylation
fu:2b5c3e60,fu:a4e579d9,protein_protein_interaction,activation
fu:2b5c3e60,fu:435e22e3,protein_protein_interaction,activation
fu:69217a4b,fu:20a3b14c,protein_protein_interaction,activation
fu:3f6a023b,fu:f6a34c03,protein_protein_interaction,activation
fu:3f6a023b,fu:127bf490,protein_protein_interaction,activation
fu:3f6a023b,fu:a4e579d9,protein_protein_interaction,activation
fu:80de25d0,fu:127bf490,protein_protein_interaction,activation
fu:fcc91474,fu:5e066f99,protein_protein_interaction,activation
fu:435e22e3,fu:ad5afd37,protein_protein_interaction,phosphorylation
fu:e83e0bc2,fu:a7fa684d,protein_protein_interaction,phosphorylation
fu:3687d0f8,fu:a4e579d9,protein_protein_interaction,phosphorylation
fu:3202b50f,fu:a4e579d9,protein_protein_interaction,phosphorylation
fu:12e2c442,fu:3cd4cf69,protein_protein_interaction,phosphorylation
fu:ef42bc35,fu:3cd4cf69,protein_protein_interaction,phosphorylation
fu:3ce31490,fu:3cd4cf69,protein_protein_interaction,phosphorylation
fu:127bf490,fu:39b0ba80,protein_protein_interaction,phosphorylation
fu:127bf490,fu:57f73e22,protein_protein_interaction,phosphorylation
fu:4dbb2d89,fu:f132c1b4,protein_protein_interaction,phosphorylation
fu:4dbb2d89,fu:e96fee09,protein_protein_interaction,phosphorylation
fu:4dbb2d89,fu:39b0ba80,protein_protein_interaction,phosphorylation
fu:4dbb2d89,fu:57f73e22,protein_protein_interaction,phosphorylation
fu:4dbb2d89,fu:ede2f5af,protein_protein_interaction,phosphorylation
fu:fe378cbc,fu:39b0ba80,protein_protein_interaction,phosphorylation
fu:fe378cbc,fu:57f73e22,protein_protein_interaction,phosphorylation
fu:39b0ba80,fu:828681e8,protein_protein_interaction,phosphorylation
fu:57f73e22,fu:828681e8,protein_protein_interaction,phosphorylation
fu:828681e8,fu:fa6497d0,protein_protein_interaction,phosphorylation
fu:828681e8,fu:2be3360b,protein_protein_interaction,phosphorylation
fu:828681e8,fu:7d38c72e,protein_protein_interaction,phosphorylation
fu:828681e8,fu:13ad26cc,protein_protein_interaction,phosphorylation
fu:828681e8,fu:2b9b82f8,protein_protein_interaction,phosphorylation
fu:828681e8,fu:83098143,protein_protein_interaction,phosphorylation
fu:828681e8,fu:9217ec0a,protein_protein_interaction,phosphorylation
fu:828681e8,fu:a6e8f63a,protein_protein_interaction,phosphorylation
fu:828681e8,fu:dd701a8d,protein_protein_interaction,phosphorylation
fu:828681e8,fu:3273328d,protein_protein_interaction,phosphorylation
fu:828681e8,fu:6463ffd1,protein_protein_interaction,phosphorylation
fu:a6e8f63a,fu:18b46668,protein_protein_interaction,phosphorylation
fu:dd701a8d,fu:18b46668,protein_protein_interaction,phosphorylation
fu:dd701a8d,fu:b5bf47cc,protein_protein_interaction,phosphorylation
fu:3273328d,fu:b5bf47cc,protein_protein_interaction,phosphorylation
fu:9a13759c,fu:4e3892e3,protein_protein_interaction,phosphorylation
fu:4e3892e3,fu:aeb42500,protein_protein_interaction,phosphorylation
fu:f13c95ed,fu:f132c1b4,protein_protein_interaction,phosphorylation
fu:f13c95ed,fu:e96fee09,protein_protein_interaction,phosphorylation
fu:f13c95ed,fu:74ae7efc,protein_protein_interaction,phosphorylation
fu:f13c95ed,fu:e711f0a6,protein_protein_interaction,phosphorylation
fu:a4e579d9,fu:e96fee09,protein_protein_interaction,phosphorylation
fu:a4e579d9,fu:d1f9d8ef,protein_protein_interaction,phosphorylation
fu:a7fa684d,fu:3cd4cf69,protein_protein_interaction,phosphorylation
fu:a4e579d9,fu:74ae7efc,protein_protein_interaction,phosphorylation
fu:a4e579d9,fu:e711f0a6,protein_protein_interaction,phosphorylation
fu:d1f9d8ef,fu:ba3ca63f,protein_protein_interaction,phosphorylation
fu:3cd4cf69,fu:ba3ca63f,protein_protein_interaction,phosphorylation
fu:ba3ca63f,fu:db67d58a,protein_protein_interaction,phosphorylation
fu:ba3ca63f,fu:6625a9a4,protein_protein_interaction,phosphorylation
fu:ba3ca63f,fu:2be3360b,protein_protein_interaction,phosphorylation
fu:ba3ca63f,fu:7d38c72e,protein_protein_interaction,phosphorylation
fu:ba3ca63f,fu:6d28341f,protein_protein_interaction,inhibition|phosphorylation
fu:ba3ca63f,fu:3e02b3f0,protein_protein_interaction,inhibition|phosphorylation
fu:5feacf84,fu:6d28341f,protein_protein_interaction,dephosphorylation
fu:2959a7f6,fu:127bf490,protein_protein_interaction,inhibition|phosphorylation
fu:2959a7f6,fu:d1f9d8ef,protein_protein_interaction,inhibition|phosphorylation
fu:5feacf84,fu:3e02b3f0,protein_protein_interaction,dephosphorylation
fu:fa467b33,fu:35bcc57b,protein_protein_interaction,inhibition
fu:368c2fa7,fu:35bcc57b,protein_protein_interaction,inhibition
fu:69624e88,fu:35bcc57b,protein_protein_interaction,inhibition
fu:084a3d94,fu:b1fed606,protein_protein_interaction,inhibition|dephosphorylation
fu:fd226da5,fu:b1fed606,protein_protein_interaction,inhibition|dephosphorylation
fu:377d6159,fu:ba3ca63f,protein_protein_interaction,inhibition|dephosphorylation
fu:377d6159,fu:828681e8,protein_protein_interaction,inhibition|dephosphorylation
fu:86cdce68,fu:ba3ca63f,protein_protein_interaction,inhibition|dephosphorylation
fu:86cdce68,fu:828681e8,protein_protein_interaction,inhibition|dephosphorylation
fu:628792dc,fu:39b0ba80,protein_protein_interaction,inhibition|dephosphorylation
fu:628792dc,fu:57f73e22,protein_protein_interaction,inhibition|dephosphorylation
fu:628792dc,fu:3cd4cf69,protein_protein_interaction,inhibition|dephosphorylation
fu:628792dc,fu:d1f9d8ef,protein_protein_interaction,inhibition|dephosphorylation
fu:c1b5761a,fu:127bf490,protein_protein_interaction,inhibition|dephosphorylation
fu:0047a61e,fu:4dbb2d89,protein_protein_interaction,inhibition|dephosphorylation
fu:4b038677,fu:ba3ca63f,protein_protein_interaction,inhibition
fu:95cbce1b,fu:ba3ca63f,protein_protein_interaction,inhibition
fu:50d7c36d,fu:2c3cace2,gene_expression_regulation,expression
fu:ac41e7b6,fu:cc0e0a55,protein_protein_interaction,indirect effect
