node_index,id,logFC,type,logic,pathway,embedding_l2_norm,encoder
901,PDGFRA,-2.09843,mRNA,,path:hsa04010,0.0,proteinbert
902,RRAS,0.96998,mRNA,,path:hsa04010,0.0,proteinbert
903,ERLIN1,0.371716,mRNA,,,0.0,proteinbert
904,SNTB2,-0.534279,mRNA,,,0.0,proteinbert
905,RAB3GAP2,-0.249995,mRNA,,,0.0,proteinbert
906,AKR1B1,-0.0554724,mRNA,,,0.0,proteinbert
907,GATA4,-1.10563,mRNA,,,0.0,proteinbert
908,CXCL9,-0.499351,mRNA,,,0.0,proteinbert
909,CCL22,0.888688,mRNA,,,0.0,proteinbert
910,PDXK,0.0378403,mRNA,,,0.0,proteinbert
911,PEA15,0.566447,mRNA,,,0.0,proteinbert
912,HRK,1.7363,mRNA,,,0.0,proteinbert
913,TNFRSF10A,0.709381,mRNA,,,0.0,proteinbert
914,BCL10,-0.1793,mRNA,,,0.0,proteinbert
915,CDKN1B,-0.290395,mRNA,,,0.0,proteinbert
916,PKP2,1.70917,mRNA,,,0.0,proteinbert
917,STX1A,0.0411178,mRNA,,,0.0,proteinbert
918,TSN,0.176668,mRNA,,,0.0,proteinbert
919,TOMM40,0.14547,mRNA,,,0.0,proteinbert
920,RBCK1,0.306035,mRNA,,,0.0,proteinbert
921,EDEM3,-0.294256,mRNA,,,0.0,proteinbert
922,ZSWIM7,0.21404,mRNA,,,0.0,proteinbert
923,RNF169,-0.303103,mRNA,,,0.0,proteinbert
924,BCL2A1,0.229064,mRNA,,,0.0,proteinbert
925,AIFM1,-0.162853,mRNA,,,0.0,proteinbert
926,ALS2,-0.30849,mRNA,,,0.0,proteinbert
927,LLPH,-0.0620643,mRNA,,,0.0,proteinbert
928,MBD6,-0.202817,mRNA,,,0.0,proteinbert
929,FKBP1B,-0.213014,mRNA,,,0.0,proteinbert
930,TPCN2,-0.210669,mRNA,,,0.0,proteinbert
931,GDF5,0.0474143,mRNA,,,0.0,proteinbert
932,MOV10,0.337814,mRNA,,,0.0,proteinbert
933,CD70,1.7213,mRNA,,,0.0,proteinbert
934,TNF,-0.884273,mRNA,,path:hsa04010,0.0,proteinbert
935,POLR2A,-0.00532241,mRNA,,,0.0,proteinbert
936,RPL37,0.172892,mRNA,,,0.0,proteinbert
937,BIRC5,1.21499,mRNA,,,0.0,proteinbert
938,TGFBR2,-0.327293,mRNA,,path:hsa04010,0.0,proteinbert
939,SHE,0.70267,mRNA,,,0.0,proteinbert
940,ZNF460,-0.654611,mRNA,,,0.0,proteinbert
941,FNIP1,-0.160198,mRNA,,,0.0,proteinbert
942,FBXW2,-0.190183,mRNA,,,0.0,proteinbert
943,GGCX,-0.209955,mRNA,,,0.0,proteinbert
944,ZNF417,-0.574944,mRNA,,,0.0,proteinbert
945,IL6ST,-0.700197,mRNA,,,0.0,proteinbert
946,CYP20A1,-0.547076,mRNA,,,0.0,proteinbert
947,AURKA,-0.344306,mRNA,,,0.0,proteinbert
948,NUP43,0.0541169,mRNA,,,0.0,proteinbert
949,TXLNA,0.287416,mRNA,,,0.0,proteinbert
950,KCNC4,0.0666361,mRNA,,,0.0,proteinbert
951,SUPT7L,0.0482332,mRNA,,,0.0,proteinbert
952,ZDHHC5,0.288447,mRNA,,,0.0,proteinbert
953,CYTH2,0.0602444,mRNA,,,0.0,proteinbert
954,ESRP1,0.300003,mRNA,,,0.0,proteinbert
955,UHRF1BP1,-0.0867985,mRNA,,,0.0,proteinbert
956,G2E3,-0.687721,mRNA,,,0.0,proteinbert
957,TMEM33,0.164794,mRNA,,,0.0,proteinbert
958,SLC25A36,-0.383897,mRNA,,,0.0,proteinbert
959,TEF,0.167792,mRNA,,,0.0,proteinbert
960,LHFPL2,0.143218,mRNA,,,0.0,proteinbert
961,AKAP10,-0.536876,mRNA,,,0.0,proteinbert
962,SOX11,2.50261,mRNA,,,0.0,proteinbert
963,ZNF157,-1.05299,mRNA,,,0.0,proteinbert
964,KIF5B,0.0635354,mRNA,,,0.0,proteinbert
965,GCNT3,-1.02526,mRNA,,,0.0,proteinbert
966,SPRYD4,-0.083497,mRNA,,,0.0,proteinbert
967,HOXA13,0.346571,mRNA,,,0.0,proteinbert
968,CNOT4,-0.446973,mRNA,,,0.0,proteinbert
969,TRIM13,0.0214038,mRNA,,,0.0,proteinbert
970,MTRF1L,-0.295153,mRNA,,,0.0,proteinbert
971,TM2D2,-0.333375,mRNA,,,0.0,proteinbert
972,IL6R,-0.606354,mRNA,,,0.0,proteinbert
973,FOXP1,-0.123937,mRNA,,,0.0,proteinbert
974,SMAD2,-0.235118,mRNA,,,0.0,proteinbert
975,PIK3R1,-0.0574386,mRNA,,,0.0,proteinbert
976,CADM1,0.0313251,mRNA,,,0.0,proteinbert
977,UBE2S,-0.13585,mRNA,,,0.0,proteinbert
978,RCOR3,-0.0956768,mRNA,,,0.0,proteinbert
979,HPGD,-0.360668,mRNA,,,0.0,proteinbert
980,CENPN,-0.0669076,mRNA,,,0.0,proteinbert
981,MBD4,0.0469316,mRNA,,,0.0,proteinbert
982,SEC23IP,-0.307189,mRNA,,,0.0,proteinbert
983,IGSF3,1.03532,mRNA,,,0.0,proteinbert
984,UBASH3B,-0.254349,mRNA,,,0.0,proteinbert
985,MACROD2,1.44726,mRNA,,,0.0,proteinbert
986,PDE4C,3.39864,mRNA,,,0.0,proteinbert
987,ANKRD50,-0.219359,mRNA,,,0.0,proteinbert
988,RPS16,0.113295,mRNA,,,0.0,proteinbert
989,AP1G1,-0.172071,mRNA,,,0.0,proteinbert
990,ANKRD9,-0.697965,mRNA,,,0.0,proteinbert
991,STK4,-0.2025,mRNA,,path:hsa04010,0.0,proteinbert
992,KIF1A,-2.43319,mRNA,,,0.0,proteinbert
993,YIPF6,-0.487221,mRNA,,,0.0,proteinbert
994,GEN1,-0.412395,mRNA,,,0.0,proteinbert
995,FAM120AOS,-0.189454,mRNA,,,0.0,proteinbert
996,ZBTB44,-0.32215,mRNA,,,0.0,proteinbert
997,ATP11B,0.0132118,mRNA,,,0.0,proteinbert
998,RAP1GAP2,0.628313,mRNA,,,0.0,proteinbert
999,MRAS,-0.0454231,mRNA,,path:hsa04010,0.0,proteinbert
1000,AGAP3,0.17453,mRNA,,,0.0,proteinbert
1001,ACTN4,0.610742,mRNA,,,0.0,proteinbert
1002,CEBPG,-0.268584,mRNA,,,0.0,proteinbert
1003,SLC31A1,-0.17653,mRNA,,,0.0,proteinbert
1004,SRPK1,0.0213946,mRNA,,,0.0,proteinbert
1005,GCM1,-0.25416,mRNA,,,0.0,proteinbert
1006,ARCN1,-0.0710393,mRNA,,,0.0,proteinbert
1007,MORF4L2,-0.252564,mRNA,,,0.0,proteinbert
1008,ZNF431,-0.000584814,mRNA,,,0.0,proteinbert
1009,RPS19,0.391838,mRNA,,,0.0,proteinbert
1010,RPS29,0.143571,mRNA,,,0.0,proteinbert
1011,TK1,1.79306,mRNA,,,0.0,proteinbert
1012,AZIN1,-0.320716,mRNA,,,0.0,proteinbert
1013,LHFPL5,0.227137,mRNA,,,0.0,proteinbert
1014,ZNF107,-0.342564,mRNA,,,0.0,proteinbert
1015,GPR173,0.233604,mRNA,,,0.0,proteinbert
1016,LCOR,-0.676371,mRNA,,,0.0,proteinbert
1017,ZNF268,-0.462333,mRNA,,,0.0,proteinbert
1018,EEF2K,0.13138,mRNA,,,0.0,proteinbert
1019,PAK3,-3.11621,mRNA,,,0.0,proteinbert
1020,VGLL4,-0.264111,mRNA,,,0.0,proteinbert
1021,TOR1AIP1,-0.447977,mRNA,,,0.0,proteinbert
1022,COPS7B,0.246703,mRNA,,,0.0,proteinbert
1023,KLF6,-1.14548,mRNA,,,0.0,proteinbert
1024,KCNB1,-0.961281,mRNA,,,0.0,proteinbert
1025,NCBP2,0.0711113,mRNA,,,0.0,proteinbert
1026,MATN1,-0.390173,mRNA,,,0.0,proteinbert
1027,COIL,-0.29932,mRNA,,,0.0,proteinbert
1028,ANKRD40,-0.10453,mRNA,,,0.0,proteinbert
1029,OTUD7A,-0.60448,mRNA,,,0.0,proteinbert
1030,ZNF740,-0.220844,mRNA,,,0.0,proteinbert
1031,TMEM97,0.0281649,mRNA,,,0.0,proteinbert
1032,TMEM106B,0.082156,mRNA,,,0.0,proteinbert
1033,IDE,-0.0989825,mRNA,,,0.0,proteinbert
1034,TFRC,-0.892238,mRNA,,,0.0,proteinbert
1035,PPIP5K2,-0.383862,mRNA,,,0.0,proteinbert
1036,ST3GAL5,1.3249,mRNA,,,0.0,proteinbert
1037,FXR1,0.0036321,mRNA,,,0.0,proteinbert
1038,GLDN,2.13935,mRNA,,,0.0,proteinbert
1039,SCARB2,0.48429,mRNA,,,0.0,proteinbert
1040,SRGAP2,0.869972,mRNA,,,0.0,proteinbert
1041,ABCC1,-0.51134,mRNA,,,0.0,proteinbert
1042,MICALL1,-0.169517,mRNA,,,0.0,proteinbert
1043,UBE2A,0.563695,mRNA,,,0.0,proteinbert
1044,PAK1,-0.131883,mRNA,,path:hsa04010,0.0,proteinbert
1045,SLC25A15,-1.8953,mRNA,,,0.0,proteinbert
1046,SULT1B1,0.537958,mRNA,,,0.0,proteinbert
1047,EHD3,-0.139073,mRNA,,,0.0,proteinbert
1048,ZNF385A,0.176443,mRNA,,,0.0,proteinbert
1049,KIF16B,-0.504776,mRNA,,,0.0,proteinbert
1050,BMPR2,0.144645,mRNA,,,0.0,proteinbert
1051,GLS,0.160195,mRNA,,,0.0,proteinbert
1052,GNA12,-0.0890615,mRNA,,path:hsa04010,0.0,proteinbert
1053,RCC2,0.791827,mRNA,,,0.0,proteinbert
1054,CRLS1,0.0809407,mRNA,,,0.0,proteinbert
1055,CNNM4,-0.524721,mRNA,,,0.0,proteinbert
1056,ALG9,-0.0616428,mRNA,,,0.0,proteinbert
1057,ROR1,0.579259,mRNA,,,0.0,proteinbert
1058,LANCL1,-0.246043,mRNA,,,0.0,proteinbert
1059,SLC5A3,-0.227063,mRNA,,,0.0,proteinbert
1060,CNTNAP2,-1.65519,mRNA,,,0.0,proteinbert
1061,SERPINB5,1.22414,mRNA,,,0.0,proteinbert
1062,RYK,0.0436845,mRNA,,,0.0,proteinbert
1063,SLIT3,-0.242573,mRNA,,,0.0,proteinbert
1064,PIGH,-0.22185,mRNA,,,0.0,proteinbert
1065,GJC1,1.12565,mRNA,,,0.0,proteinbert
1066,COMMD7,0.0322026,mRNA,,,0.0,proteinbert
1067,ADCY9,-0.486089,mRNA,,,0.0,proteinbert
1068,DAZAP2,-0.325737,mRNA,,,0.0,proteinbert
1069,RSPRY1,-0.188636,mRNA,,,0.0,proteinbert
1070,CACNG5,-0.0917909,mRNA,,path:hsa04010,0.0,proteinbert
1071,PIK3R3,0.125385,mRNA,,,0.0,proteinbert
1072,FAM136A,0.132232,mRNA,,,0.0,proteinbert
1073,MTHFD2,0.49606,mRNA,,,0.0,proteinbert
1074,APBB2,-0.636661,mRNA,,,0.0,proteinbert
1075,HOXC12,0.00438728,mRNA,,,0.0,proteinbert
1076,PPP4R2,-0.502186,mRNA,,,0.0,proteinbert
1077,NTRK3,1.28019,mRNA,,,0.0,proteinbert
1078,TNFAIP8,-0.740664,mRNA,,,0.0,proteinbert
1079,FRMD4B,-0.560983,mRNA,,,0.0,proteinbert
1080,NR6A1,-0.73708,mRNA,,,0.0,proteinbert
1081,PRRX1,-1.40211,mRNA,,,0.0,proteinbert
1082,SOX7,-0.372399,mRNA,,,0.0,proteinbert
1083,SERINC5,-0.164119,mRNA,,,0.0,proteinbert
1084,ONECUT2,-1.00275,mRNA,,,0.0,proteinbert
1085,SLC30A4,-1.06147,mRNA,,,0.0,proteinbert
1086,MYLK,-0.194772,mRNA,,,0.0,proteinbert
1087,TTC7B,-0.0233559,mRNA,,,0.0,proteinbert
1088,ZNF704,-0.732091,mRNA,,,0.0,proteinbert
1089,RASGRF1,4.11654,mRNA,,path:hsa04010,0.0,proteinbert
1090,RASGRF2,-0.535876,mRNA,,path:hsa04010,0.0,proteinbert
1091,DUSP10,-0.286146,mRNA,,path:hsa04010,0.0,proteinbert
1092,DUSP1,-1.38667,mRNA,,path:hsa04010,0.0,proteinbert
1093,DUSP4,2.39998,mRNA,,path:hsa04010,0.0,proteinbert
1094,DUSP5,2.11214,mRNA,,path:hsa04010,0.0,proteinbert
1095,DUSP6,2.24118,mRNA,,path:hsa04010,0.0,proteinbert
1096,DUSP7,0.460727,mRNA,,path:hsa04010,0.0,proteinbert
1097,DUSP8,0.417305,mRNA,,path:hsa04010,0.0,proteinbert
1098,DUSP9,0.552695,mRNA,,path:hsa04010,0.0,proteinbert
1099,DUSP16,-0.0886686,mRNA,,path:hsa04010,0.0,proteinbert
1100,DUSP3,-0.103333,mRNA,,path:hsa04010,0.0,proteinbert
1101,PTPN7,-0.0676047,mRNA,,path:hsa04010,0.0,proteinbert
1102,PTPRR,0.750965,mRNA,,path:hsa04010,0.0,proteinbert
1103,PTPN5,0.303387,mRNA,,path:hsa04010,0.0,proteinbert
1104,PPM1B,-0.281325,mRNA,,path:hsa04010,0.0,proteinbert
1105,FASLG,-0.469873,mRNA,,path:hsa04010,0.0,proteinbert
1106,MAP4K4,0.837173,mRNA,,path:hsa04010,0.0,proteinbert
1107,PLA2G4E,-0.117603,mRNA,,path:hsa04010,0.0,proteinbert
1108,PLA2G4F,-1.99594,mRNA,,path:hsa04010,0.0,proteinbert
1109,PLA2G4D,0.0833023,mRNA,,path:hsa04010,0.0,proteinbert
1110,PLA2G4A,-0.845108,mRNA,,path:hsa04010,0.0,proteinbert
1111,PLA2G4C,-0.467076,mRNA,,path:hsa04010,0.0,proteinbert
1112,JMJD7-PLA2G4B,-0.114633,mRNA,,path:hsa04010,0.0,proteinbert
1113,MAPT,-0.561811,mRNA,,path:hsa04010,0.0,proteinbert
1114,NFKB2,0.362418,mRNA,,path:hsa04010,0.0,proteinbert
1115,RELA,0.276725,mRNA,,path:hsa04010,0.0,proteinbert
1116,RELB,0.53776,mRNA,,path:hsa04010,0.0,proteinbert
1117,CHUK,-0.316108,mRNA,,path:hsa04010,0.0,proteinbert
1118,IKBKB,-0.275459,mRNA,,path:hsa04010,0.0,proteinbert
1119,IKBKG,-0.110603,mRNA,,path:hsa04010,0.0,proteinbert
1120,MAP3K14,-0.129381,mRNA,,path:hsa04010,0.0,proteinbert
1121,MAPK1,0.241241,mRNA,,path:hsa04010,0.0,proteinbert
1122,MAPK3,-0.0145805,mRNA,,path:hsa04010,0.0,proteinbert
1123,MAP2K2,0.263747,mRNA,,path:hsa04010,0.0,proteinbert
1124,MAP2K1,0.204793,mRNA,,path:hsa04010,0.0,proteinbert
1125,RAF1,-0.137046,mRNA,,path:hsa04010,0.0,proteinbert
1126,BRAF,-0.0967114,mRNA,,path:hsa04010,0.0,proteinbert
1127,NF1,-0.147912,mRNA,,path:hsa04010,0.0,proteinbert
1128,PRKCA,-1.32397,mRNA,,path:hsa04010,0.0,proteinbert
1129,PRKCB,-0.00504381,mRNA,,path:hsa04010,0.0,proteinbert
1130,PRKCG,-0.326495,mRNA,,path:hsa04010,0.0,proteinbert
1131,RAP1A,-0.0265394,mRNA,,path:hsa04010,0.0,proteinbert
1132,RAP1B,0.0542712,mRNA,,path:hsa04010,0.0,proteinbert
1133,PRKACA,0.450988,mRNA,,path:hsa04010,0.0,proteinbert
1134,PRKACB,-0.832178,mRNA,,path:hsa04010,0.0,proteinbert
1135,PRKACG,-0.0172721,mRNA,,path:hsa04010,0.0,proteinbert
1136,RAPGEF2,-0.508442,mRNA,,path:hsa04010,0.0,proteinbert
1137,RASA2,-0.556066,mRNA,,path:hsa04010,0.0,proteinbert
1138,RRAS2,-0.391859,mRNA,,path:hsa04010,0.0,proteinbert
1139,HRAS,0.531869,mRNA,,path:hsa04010,0.0,proteinbert
1140,KRAS,-0.113046,mRNA,,path:hsa04010,0.0,proteinbert
1141,RASGRP1,-0.127859,mRNA,,path:hsa04010,0.0,proteinbert
1142,RASGRP2,-0.592291,mRNA,,path:hsa04010,0.0,proteinbert
1143,RASGRP4,0.492533,mRNA,,path:hsa04010,0.0,proteinbert
1144,RASGRP3,-0.0383387,mRNA,,path:hsa04010,0.0,proteinbert
1145,SOS1,-0.450636,mRNA,,path:hsa04010,0.0,proteinbert
1146,SOS2,-0.314144,mRNA,,path:hsa04010,0.0,proteinbert
1147,GNG12,-0.0881562,mRNA,,path:hsa04010,0.0,proteinbert
1148,GRB2,0.0841667,mRNA,,path:hsa04010,0.0,proteinbert
1149,CSF1R,0.70339,mRNA,,path:hsa04010,0.0,proteinbert
1150,EPHA2,1.00243,mRNA,,path:hsa04010,0.0,proteinbert
1151,ERBB2,0.589685,mRNA,,path:hsa04010,0.0,proteinbert
1152,ERBB3,1.28531,mRNA,,path:hsa04010,0.0,proteinbert
1153,FGFR3,0.908761,mRNA,,path:hsa04010,0.0,proteinbert
1154,FGFR2,-1.32147,mRNA,,path:hsa04010,0.0,proteinbert
1155,FGFR4,-0.786209,mRNA,,path:hsa04010,0.0,proteinbert
1156,FLT1,0.188106,mRNA,,path:hsa04010,0.0,proteinbert
1157,FLT3,-0.71821,mRNA,,path:hsa04010,0.0,proteinbert
1158,FLT4,-0.447092,mRNA,,path:hsa04010,0.0,proteinbert
1159,IGF1R,-0.00738523,mRNA,,path:hsa04010,0.0,proteinbert
1160,INSR,1.01721,mRNA,,path:hsa04010,0.0,proteinbert
1161,KDR,-0.0177677,mRNA,,path:hsa04010,0.0,proteinbert
1162,NGFR,1.01727,mRNA,,path:hsa04010,0.0,proteinbert
1163,NTRK1,0.185892,mRNA,,path:hsa04010,0.0,proteinbert
1164,PDGFRB,0.282091,mRNA,,path:hsa04010,0.0,proteinbert
1165,RET,-0.0855128,mRNA,,path:hsa04010,0.0,proteinbert
1166,TEK,-0.132501,mRNA,,path:hsa04010,0.0,proteinbert
1167,CACNG3,-0.0176603,mRNA,,path:hsa04010,0.0,proteinbert
1168,CACNG2,-0.0906269,mRNA,,path:hsa04010,0.0,proteinbert
1169,CACNG4,3.27838,mRNA,,path:hsa04010,0.0,proteinbert
1170,CACNA2D3,-1.45905,mRNA,,path:hsa04010,0.0,proteinbert
1171,CACNG7,-0.0198379,mRNA,,path:hsa04010,0.0,proteinbert
1172,CACNG6,0.0323895,mRNA,,path:hsa04010,0.0,proteinbert
1173,CACNA1A,-0.0324239,mRNA,,path:hsa04010,0.0,proteinbert
1174,CACNA1B,-1.89609,mRNA,,path:hsa04010,0.0,proteinbert
1175,CACNA1C,0.820805,mRNA,,path:hsa04010,0.0,proteinbert
1176,CACNA1D,-1.26307,mRNA,,path:hsa04010,0.0,proteinbert
1177,CACNA1E,-0.354463,mRNA,,path:hsa04010,0.0,proteinbert
1178,CACNA1F,-0.191297,mRNA,,path:hsa04010,0.0,proteinbert
1179,CACNA1S,-0.0845072,mRNA,,path:hsa04010,0.0,proteinbert
1180,CACNA2D1,-1.65271,mRNA,,path:hsa04010,0.0,proteinbert
1181,CACNB1,1.31261,mRNA,,path:hsa04010,0.0,proteinbert
1182,CACNB2,-0.029286,mRNA,,path:hsa04010,0.0,proteinbert
1183,CACNB3,0.572901,mRNA,,path:hsa04010,0.0,proteinbert
1184,CACNB4,-1.29079,mRNA,,path:hsa04010,0.0,proteinbert
1185,CACNG1,0.132954,mRNA,,path:hsa04010,0.0,proteinbert
1186,CACNA1I,-1.12258,mRNA,,path:hsa04010,0.0,proteinbert
1187,CACNA1H,-1.15556,mRNA,,path:hsa04010,0.0,proteinbert
1188,CACNA1G,-0.503088,mRNA,,path:hsa04010,0.0,proteinbert
1189,CACNA2D2,0.00925111,mRNA,,path:hsa04010,0.0,proteinbert
1190,CACNA2D4,-0.651172,mRNA,,path:hsa04010,0.0,proteinbert
1191,NR4A1,-1.77694,mRNA,,path:hsa04010,0.0,proteinbert
1192,MAPK7,0.247969,mRNA,,path:hsa04010,0.0,proteinbert
1193,MAP2K5,-0.18463,mRNA,,path:hsa04010,0.0,proteinbert
1194,NLK,-0.219755,mRNA,,path:hsa04010,0.0,proteinbert
1195,CDC25B,0.531958,mRNA,,path:hsa04010,0.0,proteinbert
1196,RPS6KA4,0.530737,mRNA,,path:hsa04010,0.0,proteinbert
1197,MAPKAPK3,0.766329,mRNA,,path:hsa04010,0.0,proteinbert
1198,MAPKAPK2,0.276761,mRNA,,path:hsa04010,0.0,proteinbert
1199,ATF4,-0.304745,mRNA,,path:hsa04010,0.0,proteinbert
1200,MAX,0.163815,mRNA,,path:hsa04010,0.0,proteinbert
1201,DDIT3,0.0352708,mRNA,,path:hsa04010,0.0,proteinbert
1202,ELK4,-0.581819,mRNA,,path:hsa04010,0.0,proteinbert
1203,TP53,0.385569,mRNA,,path:hsa04010,0.0,proteinbert
1204,ELK1,0.472703,mRNA,,path:hsa04010,0.0,proteinbert
1205,MAPK11,0.515832,mRNA,,path:hsa04010,0.0,proteinbert
1206,MAPK13,0.868533,mRNA,,path:hsa04010,0.0,proteinbert
1207,MAPK12,0.755565,mRNA,,path:hsa04010,0.0,proteinbert
1208,PPP5C,0.521548,mRNA,,path:hsa04010,0.0,proteinbert
1209,MAP2K6,-0.940688,mRNA,,path:hsa04010,0.0,proteinbert
1210,MAP2K3,0.266134,mRNA,,path:hsa04010,0.0,proteinbert
1211,PPM1A,-0.197792,mRNA,,path:hsa04010,0.0,proteinbert
1212,AKT2,-0.367895,mRNA,,path:hsa04010,0.0,proteinbert
1213,TAOK3,-0.232057,mRNA,,path:hsa04010,0.0,proteinbert
1214,TAOK2,0.230473,mRNA,,path:hsa04010,0.0,proteinbert
1215,MAP3K4,-0.520806,mRNA,,path:hsa04010,0.0,proteinbert
1216,HSPB1,0.229732,mRNA,,path:hsa04010,0.0,proteinbert
1217,MAP3K7,-0.148902,mRNA,,path:hsa04010,0.0,proteinbert
1218,MAP3K5,0.557399,mRNA,,path:hsa04010,0.0,proteinbert
1219,MAP3K6,1.39075,mRNA,,path:hsa04010,0.0,proteinbert
1220,MAP3K12,0.382182,mRNA,,path:hsa04010,0.0,proteinbert
1221,MAP3K13,-0.112696,mRNA,,path:hsa04010,0.0,proteinbert
1222,MAP3K9,-0.566213,mRNA,,path:hsa04010,0.0,proteinbert
1223,MAP3K10,-0.302835,mRNA,,path:hsa04010,0.0,proteinbert
1224,STK3,0.137627,mRNA,,path:hsa04010,0.0,proteinbert
1225,ECSIT,-0.516125,mRNA,,path:hsa04010,0.0,proteinbert
1226,TAB2,-0.169146,mRNA,,path:hsa04010,0.0,proteinbert
1227,TAB1,-0.111506,mRNA,,path:hsa04010,0.0,proteinbert
1228,GADD45G,-1.02643,mRNA,,path:hsa04010,0.0,proteinbert
1229,GADD45A,-0.300954,mRNA,,path:hsa04010,0.0,proteinbert
1230,GADD45B,-0.944914,mRNA,,path:hsa04010,0.0,proteinbert
1231,DAXX,-0.0613811,mRNA,,path:hsa04010,0.0,proteinbert
1232,TRAF2,-0.172496,mRNA,,path:hsa04010,0.0,proteinbert
1233,CASP3,0.318576,mRNA,,path:hsa04010,0.0,proteinbert
1234,CD14,0.605686,mRNA,,path:hsa04010,0.0,proteinbert
1235,FAS,0.935702,mRNA,,path:hsa04010,0.0,proteinbert
1236,IL1R1,-0.311045,mRNA,,path:hsa04010,0.0,proteinbert
1237,IL1RAP,2.08347,mRNA,,path:hsa04010,0.0,proteinbert
1238,TNFRSF1A,0.770027,mRNA,,path:hsa04010,0.0,proteinbert
1239,TGFB1,1.66259,mRNA,,path:hsa04010,0.0,proteinbert
1240,TGFB2,0.861801,mRNA,,path:hsa04010,0.0,proteinbert
1241,TGFB3,-0.173384,mRNA,,path:hsa04010,0.0,proteinbert
1242,IL1A,-0.621843,mRNA,,path:hsa04010,0.0,proteinbert
1243,IL1B,-0.226117,mRNA,,path:hsa04010,0.0,proteinbert
1244,MAPKAPK5,0.0194002,mRNA,,path:hsa04010,0.0,proteinbert
1245,RAC1,0.248718,mRNA,,path:hsa04010,0.0,proteinbert
1246,RAC2,0.670751,mRNA,,path:hsa04010,0.0,proteinbert
1247,RAC3,-1.02623,mRNA,,path:hsa04010,0.0,proteinbert
1248,PAK2,0.215621,mRNA,,path:hsa04010,0.0,proteinbert
1249,MAP3K3,0.0199845,mRNA,,path:hsa04010,0.0,proteinbert
1250,MAPK8IP2,-1.30439,mRNA,,path:hsa04010,0.0,proteinbert
1251,MAPK8IP1,-0.778765,mRNA,,path:hsa04010,0.0,proteinbert
1252,MAP3K11,0.592456,mRNA,,path:hsa04010,0.0,proteinbert
1253,MAP2K7,0.272615,mRNA,,path:hsa04010,0.0,proteinbert
1254,MAP2K4,0.0298802,mRNA,,path:hsa04010,0.0,proteinbert
1255,CRK,-0.224276,mRNA,,path:hsa04010,0.0,proteinbert
1256,CRKL,-0.145116,mRNA,,path:hsa04010,0.0,proteinbert
1257,ARRB1,0.140166,mRNA,,path:hsa04010,0.0,proteinbert
1258,ARRB2,0.280482,mRNA,,path:hsa04010,0.0,proteinbert
1259,MECOM,0.952231,mRNA,,path:hsa04010,0.0,proteinbert
1260,HSPA1A,-0.750044,mRNA,,path:hsa04010,0.0,proteinbert
1261,HSPA1B,-0.539757,mRNA,,path:hsa04010,0.0,proteinbert
1262,HSPA1L,-0.625452,mRNA,,path:hsa04010,0.0,proteinbert
1263,HSPA6,0.308362,mRNA,,path:hsa04010,0.0,proteinbert
1264,HSPA8,-0.346272,mRNA,,path:hsa04010,0.0,proteinbert
1265,JUND,-0.761136,mRNA,,path:hsa04010,0.0,proteinbert
1266,FOS,-1.85505,mRNA,,path:hsa04010,0.0,proteinbert
1267,JUN,-1.77314,mRNA,,path:hsa04010,0.0,proteinbert
1268,NFATC3,-0.589972,mRNA,,path:hsa04010,0.0,proteinbert
1269,NFATC1,-1.15636,mRNA,,path:hsa04010,0.0,proteinbert
1270,PPP3CA,0.183504,mRNA,,path:hsa04010,0.0,proteinbert
1271,PPP3CB,0.187404,mRNA,,path:hsa04010,0.0,proteinbert
1272,PPP3CC,-0.133756,mRNA,,path:hsa04010,0.0,proteinbert
1273,PPP3R2,-0.173382,mRNA,,path:hsa04010,0.0,proteinbert
1274,MAPK8IP3,0.162292,mRNA,,path:hsa04010,0.0,proteinbert
1275,FLNA,0.786555,mRNA,,path:hsa04010,0.0,proteinbert
1276,MAP3K1,0.746672,mRNA,,path:hsa04010,0.0,proteinbert
1277,MAP3K8,-1.16864,mRNA,,path:hsa04010,0.0,proteinbert
1278,MAP4K1,0.149178,mRNA,,path:hsa04010,0.0,proteinbert
1279,MAP4K3,-0.402097,mRNA,,path:hsa04010,0.0,proteinbert
1280,SRF,-1.14039,mRNA,,path:hsa04010,0.0,proteinbert
1281,MYC,-0.680166,mRNA,,path:hsa04010,0.0,proteinbert
1282,RPS6KA6,-2.27032,mRNA,,path:hsa04010,0.0,proteinbert
1283,RPS6KA1,-0.0145563,mRNA,,path:hsa04010,0.0,proteinbert
1284,RPS6KA2,0.579583,mRNA,,path:hsa04010,0.0,proteinbert
1285,RPS6KA3,0.451063,mRNA,,path:hsa04010,0.0,proteinbert
1286,MKNK2,0.0741991,mRNA,,path:hsa04010,0.0,proteinbert
1287,MKNK1,0.210818,mRNA,,path:hsa04010,0.0,proteinbert
1288,CSF1,0.055175,mRNA,,path:hsa04010,0.0,proteinbert
1289,EFNA1,-0.0835823,mRNA,,path:hsa04010,0.0,proteinbert
1290,EFNA2,0.140312,mRNA,,path:hsa04010,0.0,proteinbert
1291,EFNA3,1.01428,mRNA,,path:hsa04010,0.0,proteinbert
1292,EFNA4,0.515339,mRNA,,path:hsa04010,0.0,proteinbert
1293,EFNA5,-1.40675,mRNA,,path:hsa04010,0.0,proteinbert
1294,EGF,-1.51079,mRNA,,path:hsa04010,0.0,proteinbert
