mirnaid
hsa-miR-6511a-5p
hsa-miR-6762-3p
hsa-miR-6774-5p
hsa-miR-6824-3p
hsa-miR-6861-3p
hsa-miR-6893-5p
hsa-miR-7109-5p
hsa-miR-4433b-5p
hsa-miR-7978
hsa-miR-29b-2-5p
hsa-miR-518a-5p
hsa-miR-527
hsa-miR-204-5p
hsa-miR-211-5p
hsa-miR-532-3p
hsa-miR-6734-3p
hsa-miR-6763-3p
hsa-miR-324-3p
hsa-miR-486-3p
hsa-miR-6721-5p
hsa-miR-3151-5p
hsa-miR-3153
hsa-miR-541-3p
hsa-miR-301b-5p
hsa-miR-3140-3p
hsa-miR-3667-3p
hsa-miR-6891-3p
hsa-miR-6801-3p
hsa-miR-6826-3p
hsa-miR-1276
hsa-miR-4311
hsa-miR-301a-5p
hsa-miR-331-3p
hsa-miR-4429
hsa-miR-4654
hsa-miR-939-5p
hsa-miR-5006-5p
hsa-miR-1343-5p
hsa-miR-3916
hsa-miR-4481
hsa-miR-520f-3p
hsa-miR-623
hsa-miR-4651
hsa-miR-4780
hsa-miR-6813-5p
hsa-miR-6881-5p
hsa-miR-4664-5p
hsa-miR-6886-5p
hsa-miR-200c-3p
hsa-miR-335-5p
hsa-miR-135a-3p
hsa-miR-4761-5p
hsa-miR-6715a-3p
hsa-miR-6750-5p
hsa-miR-6822-5p
hsa-miR-8059
hsa-miR-302c-3p
hsa-miR-100-5p
hsa-miR-101-3p
hsa-miR-208a-5p
hsa-miR-30c-5p
hsa-miR-139-5p
hsa-miR-30b-5p
hsa-miR-422a
hsa-miR-181d-5p
hsa-miR-378b
hsa-miR-3654
hsa-miR-378h
hsa-miR-4496
hsa-miR-27a-3p
hsa-miR-216a-3p
hsa-miR-27b-3p
hsa-miR-513a-5p
hsa-miR-3609
hsa-miR-3681-3p
hsa-miR-642b-5p
hsa-miR-6883-3p
hsa-miR-6866-3p
hsa-miR-544b
hsa-miR-3978
hsa-miR-4732-5p
hsa-miR-6808-5p
hsa-miR-6818-5p
hsa-miR-3666
hsa-miR-6758-5p
hsa-miR-192-5p
hsa-miR-141-5p
hsa-miR-34b-5p
hsa-miR-383-5p
hsa-miR-3941
hsa-miR-6748-5p
hsa-miR-6759-5p
hsa-miR-6793-5p
hsa-miR-6769b-5p
hsa-miR-6871-3p
hsa-miR-6875-5p
hsa-miR-125a-5p
hsa-miR-1293
hsa-miR-1277-5p
hsa-miR-718
hsa-miR-3126-5p
hsa-miR-5694
hsa-miR-6756-5p
hsa-miR-6766-5p
hsa-miR-6873-5p
hsa-miR-147a
hsa-miR-195-5p
hsa-miR-125a-3p
hsa-miR-20a-3p
hsa-miR-93-3p
hsa-miR-107
hsa-miR-216a-5p
hsa-miR-224-5p
hsa-miR-484
hsa-miR-330-3p
hsa-miR-483-5p
hsa-miR-423-5p
hsa-miR-5008-5p
hsa-miR-1295b-3p
hsa-miR-6777-5p
hsa-miR-6842-3p
hsa-miR-3196
hsa-miR-4505
hsa-miR-5787
hsa-miR-6889-5p
hsa-miR-146a-5p
hsa-miR-652-3p
hsa-miR-3605-5p
hsa-miR-2392
hsa-miR-5192
hsa-miR-3193
hsa-miR-4706
hsa-miR-4749-5p
hsa-miR-5001-3p
hsa-miR-6757-5p
hsa-miR-6845-3p
hsa-miR-152-3p
hsa-miR-6738-3p
hsa-miR-6814-5p
hsa-miR-1976
hsa-miR-338-5p
hsa-miR-6127
hsa-miR-4739
hsa-miR-106a-3p
hsa-miR-3161
hsa-miR-143-5p
hsa-miR-504-3p
hsa-miR-939-3p
hsa-miR-2116-3p
hsa-miR-3652
hsa-miR-378g
hsa-miR-3135b
hsa-miR-4498
hsa-miR-1587
hsa-miR-4656
hsa-miR-4713-5p
hsa-miR-6503-5p
hsa-miR-7107-3p
hsa-miR-3192-3p
hsa-miR-4430
hsa-miR-302a-3p
hsa-miR-302b-3p
hsa-miR-20b-5p
hsa-miR-628-5p
hsa-miR-940
hsa-miR-1304-3p
hsa-miR-1909-3p
hsa-miR-3074-5p
hsa-miR-4327
hsa-miR-4763-3p
hsa-miR-6512-3p
hsa-miR-6716-5p
hsa-miR-6778-3p
hsa-miR-6893-3p
hsa-miR-7107-5p
hsa-miR-7152-5p
hsa-miR-7851-3p
hsa-miR-4772-3p
hsa-miR-6722-3p
hsa-miR-520g-3p
hsa-miR-520h
hsa-miR-874-3p
hsa-miR-548q
hsa-miR-2276-3p
hsa-miR-3926
hsa-miR-4527
hsa-miR-4793-5p
hsa-miR-4796-3p
hsa-miR-6886-3p
hsa-miR-548s
hsa-miR-3157-3p
hsa-miR-4524b-3p
hsa-miR-4677-3p
hsa-miR-5583-3p
hsa-miR-7-5p
hsa-let-7d-5p
hsa-miR-204-3p
hsa-miR-490-3p
hsa-miR-3156-5p
hsa-miR-4480
hsa-miR-1343-3p
hsa-miR-6733-5p
hsa-miR-6783-3p
hsa-miR-6852-5p
hsa-miR-8083
hsa-miR-4646-5p
hsa-miR-130a-3p
hsa-miR-3927-3p
hsa-miR-4643
hsa-let-7b-5p
hsa-miR-214-3p
hsa-miR-4635
hsa-miR-199a-5p
hsa-miR-23b-5p
hsa-miR-378d
hsa-miR-3661
hsa-miR-378e
hsa-miR-378f
hsa-miR-5009-5p
hsa-miR-619-3p
hsa-miR-3690
hsa-miR-455-3p
hsa-miR-708-3p
hsa-miR-4438
hsa-miR-5699-5p
hsa-miR-941
hsa-miR-181a-5p
hsa-miR-182-5p
hsa-miR-1261
hsa-miR-3154
hsa-miR-4436a
hsa-miR-6077
hsa-miR-193b-5p
hsa-miR-4433a-3p
hsa-miR-4768-3p
hsa-miR-6728-5p
hsa-miR-6769a-3p
hsa-miR-101-5p
hsa-miR-4724-5p
hsa-miR-6757-3p
hsa-miR-4779
hsa-miR-6867-3p
hsa-miR-483-3p
hsa-miR-515-3p
hsa-miR-519e-3p
hsa-miR-138-5p
hsa-miR-510-3p
hsa-miR-149-5p
hsa-miR-296-5p
hsa-miR-744-5p
hsa-miR-1281
hsa-miR-6515-5p
hsa-miR-6851-5p
hsa-miR-6890-3p
hsa-miR-3665
hsa-miR-6760-5p
hsa-miR-4530
hsa-miR-558
hsa-miR-3619-5p
hsa-miR-4644
hsa-miR-6741-3p
hsa-miR-1304-5p
hsa-miR-4722-5p
hsa-miR-196a-5p
hsa-miR-514b-5p
hsa-miR-345-5p
hsa-miR-222-3p
hsa-miR-297
hsa-miR-6838-5p
hsa-miR-7854-3p
hsa-miR-519d-3p
hsa-miR-552-5p
hsa-miR-4524a-5p
hsa-miR-6856-5p
hsa-miR-15b-5p
hsa-miR-153-5p
hsa-miR-6760-3p
hsa-miR-7850-5p
hsa-miR-2277-3p
hsa-miR-3660
hsa-miR-3692-3p
hsa-miR-4526
hsa-miR-373-3p
hsa-miR-548aw
hsa-miR-29b-3p
hsa-let-7g-5p
hsa-miR-29c-3p
hsa-miR-423-3p
hsa-miR-92b-5p
hsa-miR-151b
hsa-miR-1296-5p
hsa-miR-2861
hsa-miR-4753-5p
hsa-miR-6768-3p
hsa-miR-130b-5p
hsa-miR-1287-5p
hsa-miR-5699-3p
hsa-miR-6849-3p
hsa-miR-21-5p
hsa-miR-491-5p
hsa-miR-4298
hsa-miR-5194
hsa-miR-7515
hsa-miR-9500
hsa-miR-6734-5p
hsa-miR-22-3p
hsa-miR-608
hsa-miR-1185-2-3p
hsa-miR-1185-1-3p
hsa-miR-3170
hsa-miR-4259
hsa-miR-5093
hsa-miR-6747-5p
hsa-miR-6819-5p
hsa-miR-320c
hsa-miR-4533
hsa-miR-6855-5p
hsa-miR-203a-3p
hsa-miR-3680-3p
hsa-miR-8060
hsa-miR-497-3p
hsa-miR-450b-5p
hsa-miR-4524b-5p
hsa-miR-616-5p
hsa-miR-3185
hsa-miR-3614-5p
hsa-miR-4534
hsa-miR-6792-3p
hsa-miR-6818-3p
hsa-miR-7703
hsa-miR-7855-5p
hsa-miR-6749-3p
hsa-miR-3198
hsa-miR-4309
hsa-miR-1266-5p
hsa-miR-211-3p
hsa-miR-4653-3p
hsa-miR-205-3p
hsa-miR-125b-2-3p
hsa-miR-130b-3p
hsa-miR-515-5p
hsa-miR-640
hsa-miR-1237-3p
hsa-miR-3919
hsa-miR-3925-5p
hsa-miR-4693-5p
hsa-miR-5088-5p
hsa-miR-6746-5p
hsa-miR-6754-3p
hsa-miR-6758-3p
hsa-miR-6771-5p
hsa-miR-6868-3p
hsa-miR-6892-3p
hsa-miR-15a-3p
hsa-miR-762
hsa-miR-3689d
hsa-miR-5001-5p
hsa-miR-6732-5p
hsa-miR-6783-5p
hsa-miR-6791-3p
hsa-miR-6769b-3p
hsa-miR-1825
hsa-miR-627-3p
hsa-miR-3158-3p
hsa-miR-4492
hsa-miR-519e-5p
hsa-miR-5094
hsa-miR-642b-3p
hsa-miR-3065-3p
hsa-miR-4708-5p
hsa-miR-892c-5p
hsa-miR-3149
hsa-miR-7156-3p
hsa-miR-4511
hsa-miR-3129-5p
hsa-miR-761
hsa-miR-512-5p
hsa-miR-2682-3p
hsa-miR-4302
hsa-miR-3943
hsa-miR-4514
hsa-miR-4640-3p
hsa-miR-4716-3p
hsa-miR-4756-5p
hsa-miR-6727-3p
hsa-miR-6747-3p
hsa-miR-6781-3p
hsa-miR-6794-5p
hsa-miR-6802-3p
hsa-miR-377-5p
hsa-miR-4678
hsa-miR-645
hsa-miR-646
hsa-miR-1303
hsa-miR-3622b-5p
hsa-miR-4732-3p
hsa-miR-6131
hsa-miR-6843-3p
hsa-miR-3187-3p
hsa-miR-186-3p
hsa-miR-1250-3p
hsa-miR-513b-5p
hsa-miR-4287
hsa-miR-4524a-3p
hsa-miR-4685-3p
hsa-miR-6501-5p
hsa-miR-6759-3p
hsa-miR-205-5p
hsa-miR-215-3p
hsa-miR-1267
hsa-miR-8055
hsa-miR-6829-5p
hsa-miR-6865-5p
hsa-miR-7106-3p
hsa-miR-6769a-5p
hsa-miR-4745-5p
hsa-miR-342-5p
hsa-miR-450a-2-3p
hsa-miR-3617-5p
hsa-miR-3650
hsa-miR-4455
hsa-miR-6737-5p
hsa-miR-6812-5p
hsa-miR-574-5p
hsa-miR-5002-5p
hsa-miR-129-1-3p
hsa-miR-129-2-3p
hsa-miR-7706
hsa-miR-122-5p
hsa-miR-454-3p
hsa-miR-4423-5p
hsa-miR-4437
hsa-miR-4663
hsa-miR-4728-3p
hsa-miR-4735-3p
hsa-miR-5584-5p
hsa-miR-6499-3p
hsa-miR-6834-5p
hsa-miR-7160-5p
hsa-miR-8077
hsa-miR-485-3p
hsa-miR-539-3p
hsa-miR-5003-3p
hsa-miR-1262
hsa-miR-3165
hsa-miR-4522
hsa-miR-4797-5p
hsa-miR-6720-5p
hsa-miR-6776-5p
hsa-miR-128-1-5p
hsa-miR-605-3p
hsa-miR-1185-5p
hsa-miR-1182
hsa-miR-3675-5p
hsa-miR-4441
hsa-miR-5000-3p
hsa-miR-5187-5p
hsa-miR-10a-5p
hsa-miR-132-3p
hsa-miR-188-5p
hsa-miR-922
hsa-miR-1178-5p
hsa-miR-1226-5p
hsa-miR-5587-5p
hsa-miR-625-3p
hsa-miR-3166
hsa-miR-758-3p
hsa-let-7a-5p
hsa-miR-7-1-3p
hsa-miR-200a-3p
hsa-miR-27a-5p
hsa-miR-6885-3p
hsa-miR-4720-5p
hsa-miR-339-5p
hsa-miR-615-3p
hsa-miR-6748-3p
hsa-miR-488-3p
hsa-miR-518b
hsa-miR-518a-3p
hsa-miR-518d-3p
hsa-miR-500a-5p
hsa-miR-501-5p
hsa-miR-508-5p
hsa-miR-1233-5p
hsa-miR-548e-5p
hsa-miR-3121-5p
hsa-miR-3156-3p
hsa-miR-3187-5p
hsa-miR-4252
hsa-miR-4525
hsa-miR-548an
hsa-miR-4537
hsa-miR-4645-5p
hsa-miR-4648
hsa-miR-4665-5p
hsa-miR-4673
hsa-miR-4682
hsa-miR-6765-3p
hsa-miR-6811-3p
hsa-miR-6860
hsa-miR-6876-5p
hsa-miR-6890-5p
hsa-let-7f-5p
hsa-miR-1256
hsa-miR-3157-5p
hsa-miR-3667-5p
hsa-miR-3934-3p
hsa-miR-3974
hsa-miR-5681a
hsa-miR-6815-5p
hsa-miR-4688
hsa-miR-6743-5p
hsa-miR-7111-3p
hsa-miR-30a-5p
hsa-miR-30e-5p
hsa-miR-382-5p
hsa-miR-34c-5p
hsa-miR-371a-3p
hsa-miR-622
hsa-miR-1294
hsa-miR-548au-3p
hsa-miR-26a-5p
hsa-miR-30d-3p
hsa-miR-212-3p
hsa-miR-8074
hsa-miR-25-3p
hsa-miR-103a-3p
hsa-miR-140-5p
hsa-miR-936
hsa-miR-2278
hsa-miR-3913-5p
hsa-miR-6853-3p
hsa-miR-18a-3p
hsa-miR-330-5p
hsa-miR-452-5p
hsa-miR-642a-5p
hsa-miR-671-5p
hsa-miR-3192-5p
hsa-miR-4314
hsa-miR-6859-5p
hsa-miR-6866-5p
hsa-miR-30e-3p
hsa-miR-25-5p
hsa-miR-302d-3p
hsa-miR-593-3p
hsa-miR-619-5p
hsa-miR-654-5p
hsa-miR-1228-5p
hsa-miR-548j-3p
hsa-miR-3136-5p
hsa-miR-3190-5p
hsa-miR-3194-3p
hsa-miR-4439
hsa-miR-4452
hsa-miR-4484
hsa-miR-4684-5p
hsa-miR-4786-5p
hsa-miR-5089-5p
hsa-miR-5693
hsa-miR-6089
hsa-miR-6506-5p
hsa-miR-6773-3p
hsa-miR-6857-3p
hsa-miR-6879-3p
hsa-miR-7977
hsa-miR-494-3p
hsa-miR-653-5p
hsa-miR-4284
hsa-miR-4421
hsa-miR-6807-5p
hsa-miR-134-5p
hsa-miR-526b-3p
hsa-miR-602
hsa-miR-650
hsa-miR-3612
hsa-let-7c-3p
hsa-miR-92b-3p
hsa-miR-759
hsa-miR-920
hsa-miR-3679-3p
hsa-miR-4451
hsa-miR-4769-3p
hsa-miR-4778-3p
hsa-miR-5088-3p
hsa-miR-5591-5p
hsa-miR-6500-5p
hsa-miR-6733-3p
hsa-miR-6770-5p
hsa-miR-6817-5p
hsa-miR-6875-3p
hsa-miR-3127-3p
hsa-miR-6090
hsa-miR-6756-3p
hsa-miR-8063
hsa-miR-3177-5p
hsa-miR-4633-3p
hsa-miR-664b-3p
hsa-miR-6782-3p
hsa-miR-4801
hsa-miR-510-5p
hsa-miR-2114-5p
hsa-miR-4290
hsa-miR-6507-3p
hsa-miR-6833-3p
hsa-let-7f-2-3p
hsa-miR-342-3p
hsa-miR-5195-3p
hsa-miR-381-3p
hsa-miR-760
hsa-miR-1321
hsa-miR-3163
hsa-miR-6887-5p
hsa-miR-500b-5p
hsa-miR-6715b-3p
hsa-miR-6794-3p
hsa-miR-6829-3p
hsa-miR-6836-3p
hsa-miR-8054
hsa-miR-499a-3p
hsa-miR-499b-3p
hsa-miR-16-1-3p
hsa-miR-376c-5p
hsa-miR-372-3p
hsa-miR-497-5p
hsa-miR-520c-3p
hsa-miR-521
hsa-miR-654-3p
hsa-miR-3681-5p
hsa-miR-3939
hsa-miR-4468
hsa-miR-3973
hsa-miR-4670-5p
hsa-miR-4795-3p
hsa-miR-6776-3p
hsa-miR-6849-5p
hsa-miR-6881-3p
hsa-miR-378a-3p
hsa-miR-663a
hsa-miR-660-3p
hsa-miR-1908-5p
hsa-miR-3120-3p
hsa-miR-3173-3p
hsa-miR-3155b
hsa-miR-6787-5p
hsa-miR-3915
hsa-miR-6165
hsa-miR-8073
hsa-miR-4804-3p
hsa-miR-1972
hsa-miR-3179
hsa-miR-518f-5p
hsa-miR-877-3p
hsa-miR-4257
hsa-miR-4686
hsa-miR-6833-5p
hsa-miR-200b-3p
hsa-miR-668-3p
hsa-miR-298
hsa-miR-4698
hsa-miR-4793-3p
hsa-miR-7846-3p
hsa-miR-4726-5p
hsa-miR-6895-5p
hsa-miR-6832-5p
hsa-miR-17-3p
hsa-miR-142-3p
hsa-miR-647
hsa-miR-6828-5p
hsa-miR-4722-3p
hsa-miR-371b-5p
hsa-miR-33a-5p
hsa-miR-142-5p
hsa-miR-4659b-3p
hsa-miR-4742-3p
hsa-miR-4999-5p
hsa-miR-519b-3p
hsa-miR-585-3p
hsa-miR-550a-3p
hsa-miR-766-3p
hsa-miR-2110
hsa-miR-4279
hsa-miR-3936
hsa-miR-4420
hsa-miR-548ah-5p
hsa-miR-4638-5p
hsa-miR-4675
hsa-miR-4695-3p
hsa-miR-4741
hsa-miR-4770
hsa-miR-4784
hsa-miR-5000-5p
hsa-miR-5190
hsa-miR-6085
hsa-miR-6088
hsa-miR-6777-3p
hsa-miR-6853-5p
hsa-miR-6858-5p
hsa-miR-6862-5p
hsa-miR-371b-3p
hsa-miR-5581-5p
hsa-miR-4516
hsa-miR-5589-5p
hsa-miR-6795-5p
hsa-miR-6798-5p
hsa-miR-31-5p
hsa-miR-1-3p
hsa-miR-5589-3p
hsa-miR-5696
hsa-miR-92a-2-5p
hsa-miR-1470
hsa-miR-2276-5p
hsa-miR-4469
hsa-miR-6126
hsa-miR-764
hsa-miR-3913-3p
hsa-miR-4667-3p
hsa-miR-4679
hsa-miR-1234-3p
hsa-miR-4485-3p
hsa-miR-637
hsa-miR-30c-1-3p
hsa-miR-512-3p
hsa-miR-511-5p
hsa-miR-516b-3p
hsa-miR-516a-3p
hsa-miR-216b-5p
hsa-miR-6830-3p
hsa-miR-7705
hsa-miR-15a-5p
hsa-miR-181c-5p
hsa-miR-518f-3p
hsa-miR-636
hsa-miR-770-5p
hsa-miR-4724-3p
hsa-miR-146b-5p
hsa-miR-500a-3p
hsa-miR-1253
hsa-miR-5692a
hsa-miR-135a-5p
hsa-miR-6869-5p
hsa-miR-6878-5p
hsa-miR-632
hsa-miR-6827-5p
hsa-miR-5588-5p
hsa-miR-6868-5p
hsa-miR-4254
hsa-miR-3620-5p
hsa-miR-4446-3p
hsa-miR-4721
hsa-miR-580-5p
hsa-miR-1260b
hsa-miR-3065-5p
hsa-miR-4320
hsa-miR-4463
hsa-miR-4418
hsa-miR-4790-3p
hsa-miR-1273h-3p
hsa-miR-203a-5p
hsa-miR-218-1-3p
hsa-miR-23b-3p
hsa-miR-1205
hsa-miR-4649-3p
hsa-miR-4695-5p
hsa-miR-6742-3p
hsa-miR-6744-5p
hsa-miR-7112-5p
hsa-miR-7158-3p
hsa-miR-338-3p
hsa-miR-7151-3p
hsa-miR-4676-3p
hsa-miR-425-3p
hsa-miR-582-5p
hsa-miR-885-5p
hsa-miR-3686
hsa-miR-148b-3p
hsa-miR-454-5p
hsa-miR-1237-5p
hsa-miR-4697-5p
hsa-miR-181b-5p
hsa-miR-1913
hsa-miR-6799-3p
hsa-miR-4749-3p
hsa-miR-3173-5p
hsa-miR-6752-3p
hsa-miR-7976
hsa-miR-943
hsa-miR-1180-3p
hsa-miR-3126-3p
hsa-miR-3144-5p
hsa-miR-3622b-3p
hsa-miR-4433a-5p
hsa-miR-4652-5p
hsa-miR-4691-5p
hsa-miR-4750-3p
hsa-miR-185-3p
hsa-miR-4786-3p
hsa-miR-584-5p
hsa-miR-4647
hsa-miR-8080
hsa-miR-197-5p
hsa-miR-27b-5p
hsa-miR-9-5p
hsa-miR-942-3p
hsa-miR-1229-5p
hsa-miR-1246
hsa-miR-3132
hsa-miR-676-5p
hsa-miR-4476
hsa-miR-4661-3p
hsa-miR-4753-3p
hsa-miR-6787-3p
hsa-miR-6837-3p
hsa-miR-8065
hsa-miR-541-5p
hsa-miR-4701-5p
hsa-miR-4763-5p
hsa-miR-99a-5p
hsa-miR-570-5p
hsa-miR-664a-3p
hsa-miR-548ai
hsa-miR-197-3p
hsa-miR-34b-3p
hsa-miR-371a-5p
hsa-miR-2114-3p
hsa-miR-3120-5p
hsa-miR-4258
hsa-miR-3664-3p
hsa-miR-4652-3p
hsa-miR-4768-5p
hsa-miR-6500-3p
hsa-miR-6504-3p
hsa-miR-6740-3p
hsa-miR-6766-3p
hsa-miR-6809-3p
hsa-miR-6832-3p
hsa-miR-6894-3p
hsa-miR-6895-3p
hsa-miR-4733-5p
hsa-miR-4747-3p
hsa-miR-4474-3p
hsa-miR-1199-5p
