symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
BRCA2	0.9212839848526806	0.7905692212495534	0.9873946398214245	0.9499024563074586	0.9813019915695471	No data	0.7599134970145264	0.9934339184458882	0.607930797611621	No data	0.866273997846718	0.3427518711311005	0.7484167467634353	0.865457038266544	No data	No data	No data	No data	0.9801334095829701	No data	0.4605569999719339	No data	0	0	0	0	0	0	No data	-0.2824048538334253	-0.9475102956278109	0	No data	-1	No data	0.5	0.5
BRCA1	0.9143569868592725	No data	0.9764685251965094	0.9498093507902149	0.9549947196932794	No data	0.7599134970145264	0.9949610393712368	0.607930797611621	No data	0.8673294332592381	0.46829519143464304	0.6868571021082097	0.865457038266544	No data	No data	No data	No data	0.9980922545035777	No data	0.49233074303878244	No data	0	0	0	1	0	0	No data	-0.1446221731936017	-0.9488667918397983	0	No data	-1	No data	-1	-1
PIK3CA	0.8851784402115789	No data	No data	0.850705200438816	No data	No data	0.607930797611621	0.9190679877429972	No data	0.006079307976116211	0.964113391048134	0.9507700923463711	0.8007968431539079	0.9190679877429972	0.9263933578557112	No data	0.45050871494685185	No data	0.9939004808547823	0.02595672151452327	No data	1	0	0	1	1	1	0.9344549999999998	1	-0.9434087148372863	-0.9497310810501532	0	-1	-1	0	-1	-1
ESR1	0.8756148789124797	0.772788165381139	No data	0.27820844960907676	No data	No data	No data	No data	No data	No data	0.9321603717983165	0.7281513591756279	0.3799567485072632	0.9607983220922475	0.9926491834222386	No data	0.40285549686197236	No data	0.99929844832945	0.09467508312887606	0.2784930983858836	1	0	0	1	1	1	0.4789900000000003	1	-0.734142305570877	-0.9363843084471015	0	-1	-1	0	0.5	0
PALB2	0.8752950760324587	0.8024871321064571	0.9717428307927161	0.96938753885069	0.979400228199195	No data	0.7599134970145264	No data	No data	No data	0.8412836902101531	No data	No data	No data	No data	No data	No data	No data	0.9701631505747056	No data	No data	No data	0	0	0	0	1	0	No data	-0.11902923331494764	-0.888002481402976	0	No data	No data	No data	-1	-1
CHEK2	0.8690810224566764	0.855010030909952	0.9558142900173375	0.949713145258192	0.9539870382404698	No data	0.607930797611621	0.7599134970145264	No data	No data	0.6893009908072479	0.15198269940290526	0.6015981851365001	No data	0.12158615952232422	No data	No data	No data	0.9818200675919343	No data	No data	0.5	0	0	1	1	1	0.16206000000000031	1	0.6043022614451186	-0.6078789695597772	0	No data	-1	No data	-1	0
TP53	0.8673103092687808	0.5103675241617764	No data	0.9405338532091131	0.9190679877429972	No data	No data	No data	No data	No data	0.9541367339615631	0.9564293622093953	0.898826057259688	0.607930797611621	0.14353921610274387	No data	No data	No data	0.9963023522808606	No data	0.7881442247152147	0.75	0	0	1	1	0	0	No data	-0.7412024269167126	-0.9868348194278981	0	-1	-1	0	-1	-1
ERBB2	0.8604000441200628	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.930950346514941	0.8027428085085121	0	0.9857024850308149	0.9936897391186561	No data	0.39637086149020134	No data	0.9996855614805827	0.038803908551412886	No data	1	1	0	1	1	1	0.38247	1	-0.6678433535576394	-0.9660855487877462	0	-1	No data	0	-1	-1
ATM	0.8408003398062435	0.7278691450088631	0.557008343538678	0.9696210932206527	0.9285669064556789	No data	No data	No data	No data	No data	0.7130352430768466	0.31827784253842134	0.7219178221638001	No data	No data	No data	No data	No data	0.9798931773988252	0.04957106141593586	0.6662424358796969	No data	0	0	1	1	0	0.20974999999999966	1	-0.21092112520683948	-0.9367263302218387	0	-1	-1	0	-1	-1
CDH1	0.8306015052897018	No data	No data	0.9397659893378916	No data	No data	0.3039653988058105	No data	No data	No data	0.948052298388233	0.9321010987734144	0.6839221473130737	0.607930797611621	No data	No data	No data	No data	0.9938567966678412	0.04909241990117273	No data	No data	1	0	0	0	0	0.05895500000000027	0	-0.6736900165471594	-0.8900187294950584	0	No data	-1	0	0.5	0
RAD51C	0.8274287203791272	No data	No data	0.947856440027424	0.8860591375189377	No data	0.607930797611621	0.9066612367713315	0.607930797611621	No data	0.6940504501635887	No data	No data	No data	No data	No data	No data	No data	0.858063415301489	No data	No data	No data	0	0	0	0	0	0.1888300000000001	No data	0.29862107004964145	-0.7604508230984164	-1	No data	-1	0	-1	-1
BRIP1	0.8273879423215109	No data	No data	0.9497173130305013	0.9066612367713315	No data	0.607930797611621	0.865457038266544	No data	0.006079307976116211	0.8975843076841554	No data	No data	No data	No data	No data	No data	No data	0.911900238880968	0.0951681728635311	0.2521696948493004	No data	0	0	0	0	0	0	No data	-0.20783232211803637	-0.7026276895458378	0	No data	-1	0	0.5	0.5
AKT1	0.8251557812584152	No data	No data	0.6179791931844026	No data	No data	0.607930797611621	No data	No data	No data	0.9306555580104489	0.9168934977953029	0.547137717850459	No data	0.6550312980713093	No data	0.32755312024654293	0.865457038266544	0.9914781091551894	No data	No data	1	0	0	1	1	1	0.9166649999999997	1	-0.7152785438499725	-0.9432888528266111	0	-1	-1	-0.5729175000000002	-1	-1
PTEN	0.8133098874813076	No data	No data	0.8692574176733001	0.8274613634158176	No data	No data	No data	No data	No data	0.8688802771306964	0.9046911177290106	No data	0.9190679877429972	No data	No data	No data	No data	0.9906285422145491	0.03347386294795311	0.734145804950375	No data	0	0	0	1	0	No data	No data	-0.4570325427468285	-0.9669786446700481	0	-1	-1	0	-1	-1
RAD51D	0.7830740865219114	No data	No data	0.9345313239677899	0.865457038266544	No data	0.607930797611621	No data	0.607930797611621	No data	0.6517524759394587	No data	No data	No data	No data	No data	No data	No data	0.4449562242444738	No data	No data	No data	0	0	0	0	0	0.16158500000000017	No data	0.22062879205736352	-0.7124831075549498	0	No data	-1	0	-1	-1
MAP3K1	0.7780627396128927	0.8026836803946016	No data	No data	No data	0.3799567485072632	No data	No data	No data	No data	0.9349362541593118	0.9006315936456548	No data	No data	No data	No data	No data	No data	0.8392863583560685	0.020035822922915156	No data	0.5	0	0	1	1	0	0.48412500000000025	No data	-0.8420297848869278	-0.9388655500383736	0	No data	No data	0	-1	-1
FGFR2	0.7608853647557257	0.906682002695054	No data	No data	No data	No data	No data	No data	No data	No data	0.709125760424553	0.4223970718496074	No data	0.607930797611621	0.18798663098352444	No data	0.48391290562256256	0.7599134970145264	0.9569938024325074	0.08816412479180225	No data	1	0	1	1	1	1	0.8781950000000002	1	-0.9032542746828461	-0.9837676382762558	0	No data	-1	-0.2813649999999999	1	0
GATA3	0.7571277976766984	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9315693279673053	0.8542860829429482	0	0.607930797611621	No data	No data	0.3890757104714375	No data	0.9854618386120944	0.09505699170644964	No data	No data	0	0	0	0	0	0.81982	No data	-0.819746276889134	-0.9690534016613139	0	-1	-1	-0.16103500000000004	0.5	0
KRAS	0.7545726934427639	No data	No data	0.8747511514845779	0.8274613634158176	No data	No data	No data	No data	No data	0.7097168042555643	0.7108644797308266	0.547137717850459	No data	No data	No data	0.31126057301529386	No data	0.9426901785777143	No data	0.6005433966683974	1	0	0	1	1	0	0.5212749999999999	1	-0.9139547710976282	-0.9769115543146147	0	No data	-1	-0.6675525	-1	-1
BARD1	0.7542801341454898	No data	0.22296642377288542	0.949537003764039	No data	0.7599134970145264	No data	No data	No data	No data	0.7057296038082658	No data	No data	No data	No data	No data	No data	No data	0.9298816324353814	No data	0.257276313549238	No data	0	0	0	0	0	0	No data	0.212796469939327	-0.6992493381680317	-1	No data	-1	No data	-1	0
TBX3	0.7518933504192267	0.7984070832966415	No data	No data	No data	No data	No data	No data	No data	No data	0.9184184282751694	0.8091110646099839	No data	No data	No data	No data	0.29667022459632714	No data	0.9079031941427842	0.025435167706207035	0.26827986098600837	No data	0	0	0	0	0	0.6887949999999996	No data	-0.7221180364037507	-0.9780729690258305	0	No data	-1	0	0.5	0
EGFR	0.748234392816332	0.5696059957213009	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	0.7076059334305238	0.23815419955647615	0	No data	0.9527177100572455	No data	0.2942385153203124	No data	0.9951547793242812	0.14884440509839097	No data	1	1	1	1	1	1	0.5247950000000003	1	-0.7139547710976282	-0.9856076612666143	0	-1	-1	0	0.5	0
AR	0.7420523942246048	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8877814836617365	0.22568641646339901	No data	0.865457038266544	0.8241450736779982	No data	No data	No data	0.9968968365545235	0.03821518281899714	0.4798562433472878	1	0	0	1	1	1	0.2826099999999997	1	No data	-0.7350857469360702	0	-1	-1	0	0.5	0
CDK6	0.7380088837856151	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8699743018321302	No data	No data	No data	0.9825176655641353	No data	No data	No data	0.5927524958331365	0.0628044653054016	No data	1	0	0	1	1	1	0.8159500000000002	1	-0.7813568670711528	-0.12447432721139656	0	-1	-1	-0.1257674999999999	0.5	0
ERBB4	0.732295055283785	0.601112372778569	No data	No data	No data	No data	No data	No data	No data	No data	0.8644753860194648	0.37457080092496103	No data	0.607930797611621	0.857724802073817	No data	No data	No data	0.9354684643042606	0.08964677598322328	No data	1	1	0	1	1	1	0.8662100000000003	No data	-0.8409266409266409	-0.8553760567810827	0	No data	-1	0	0.5	0
CDK4	0.7281442281280971	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.634865509339136	No data	No data	No data	0.9825176655641353	No data	0.3981682350153665	No data	0.9813605696259508	No data	No data	1	0	0	1	1	1	0.7359749999999998	1	-0.5547710976282405	-0.86618900814464	-1	No data	-1	-0.24917499999999998	-1	-1
POLD1	0.7272861670800367	No data	No data	0.25963711147996316	No data	No data	No data	No data	No data	No data	0.7001778390862753	0.32515116477778694	No data	No data	0.9606491307365885	No data	No data	No data	0.7757023631372683	No data	0.3736950612918635	1	0	0	0	1	0	0.47605999999999965	No data	-0.1565361279646994	-0.8627997175302484	-1	No data	-1	0	-1	0
FOXA1	0.7208475969873259	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9184184282751694	0.8381579178557579	No data	No data	No data	No data	0.40285549686197236	No data	0.9749109522276507	0.10419304183879834	No data	No data	0	0	0	0	0	0.7457650000000001	No data	-0.6019856591285162	-0.682699580181236	0	No data	-1	0	0.5	0
KMT2C	0.7175724424296741	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9362875224718087	0.9076144662122169	No data	No data	No data	No data	No data	No data	0.7722468571797736	No data	No data	No data	0	0	1	0	0	0.2618600000000001	No data	-0.95565361279647	-0.7349225710974411	0	No data	-1	0	-1	-1
NBN	0.7169260212391728	No data	No data	0.8919355658425141	No data	No data	0.607930797611621	0.607930797611621	No data	0.006079307976116211	0.6947014216651883	No data	No data	No data	No data	No data	No data	No data	0.6445021214688483	No data	0.5137775153315213	No data	0	0	0	0	0	0	No data	0.16205184776613346	-0.8738877670750336	0	No data	No data	No data	-1	-1
POLE	0.7152005053434207	No data	No data	0.2785700719367037	No data	No data	No data	No data	No data	No data	0.7050938226965915	No data	No data	No data	0.9606491307365885	No data	No data	No data	0.686056581700164	No data	No data	1	1	0	0	0	0	0.5363100000000003	No data	-0.3678985107556536	-0.7052854311146441	-1	No data	-1	No data	0.5	0
PPM1D	0.7119638365341693	No data	No data	0.884198647611645	No data	No data	0.3039653988058105	0.3039653988058105	No data	No data	0.8840288244172203	0.21796567239833853	No data	No data	No data	No data	No data	No data	0.7777882149333899	0.02674238696318084	No data	No data	0	0	1	1	0	0.42148499999999983	1	0.36657473800330953	-0.7250068491941405	0	No data	-1	0	-1	0
MAP2K4	0.7110649034705739	0.1572072967430261	No data	No data	No data	No data	No data	No data	No data	No data	0.9288569461831956	0.8570824146924543	No data	No data	No data	No data	No data	No data	0.7242196458577317	No data	No data	No data	0	0	1	1	1	0.8872199999999999	1	-0.9463872035300607	-0.8726084611384746	0	-1	-1	0	-1	-1
ARID1A	0.7110154407885246	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8644753860194648	0.8351996034095324	No data	0.7599134970145264	No data	No data	No data	No data	0.9485032492675708	No data	No data	No data	0	0	0	0	0	0.8183799999999998	No data	-0.9835631549917264	-0.9125117573906019	0	No data	-1	0	-1	-1
NOTCH2	0.706705748932769	0.5009068276312963	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	0.893195867327965	0.2085370533462234	No data	0.7599134970145264	No data	No data	No data	No data	0.509698589119041	No data	No data	0.5	1	0	0	1	0	0.6276800000000001	No data	-0.9800330943188086	-0.9636573052809768	0	No data	-1	0	-1	-1
NCOR1	0.7051764126632558	No data	No data	0.2279740491043579	No data	No data	No data	No data	No data	No data	0.9159911012785075	0.849600926225031	No data	No data	No data	No data	No data	No data	0.49918958908051336	No data	No data	No data	0	0	1	0	0	0.6065550000000002	1	-0.8929950358521788	-0.913691376837123	0	-1	-1	0	-1	-1
PIK3CB	0.7037253206351264	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570765220994967	No data	No data	0.8274613634158176	0.5914795694822761	No data	0.3212914172614539	No data	0.9790234626765282	No data	No data	0.75	0	0	1	1	0	0.7663550000000001	1	-0.8724765581908439	-0.9227611767728428	0	No data	No data	0	-1	-1
NF1	0.6973274371978302	No data	No data	0.6114208618753296	No data	No data	No data	No data	No data	No data	0.8570765220994967	0.8269695250637722	No data	No data	No data	No data	No data	No data	0.953763077074424	0.03209763419057323	0.39947132711059613	No data	1	0	0	0	1	0.9225099999999997	No data	-0.7403199117484831	-0.9769015319440377	0	No data	-1	0	-1	-1
CBFB	0.6964493129132506	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9181019721035478	0.8334511016442522	No data	No data	No data	No data	No data	No data	0.8613669902013033	No data	No data	No data	0	0	1	1	0	0.9465249999999997	No data	0.17551020408163276	-0.9597182668403864	0	No data	-1	No data	-1	-1
TOP2A	0.69293400807892	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	0.964399760137638	No data	No data	No data	0.893641293332746	0.2866137370671268	No data	1	0	0	1	1	1	0.47746500000000014	No data	-0.7694429123000551	-0.6399472362188768	-1	-1	No data	-0.25375499999999995	0.5	0
FBXO11	0.6912990546231557	No data	No data	0.9074998998392488	No data	No data	No data	No data	No data	No data	0.8570765220994967	No data	No data	No data	No data	No data	No data	No data	0.6914439904278692	No data	No data	No data	0	0	0	0	0	0.5307450000000002	No data	-0.9473800330943188	-0.8868480052834479	0	No data	-1	0	-1	-1
NTRK3	0.6869358800165775	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8978188488869377	No data	No data	0.8274613634158176	0.12158615952232422	No data	No data	No data	0.7953316534869435	No data	No data	1	0	0	1	1	0	0.7795000000000002	1	-0.8477661334804192	-0.9583856307353796	0	No data	-1	0	0.75	0
RAD51B	0.6797658397072734	0.6659888222785647	No data	0.5468028988675008	No data	No data	No data	No data	No data	No data	0.8809271366743038	No data	No data	No data	No data	No data	No data	No data	0.7986375755118078	No data	No data	No data	0	0	0	0	0	0.24285500000000013	No data	0.4499724214009928	No data	0	No data	No data	0	-1	-1
EBF1	0.6718223203589585	0.783788621975815	No data	No data	No data	No data	No data	No data	No data	No data	0.8901562133399069	No data	No data	No data	No data	No data	No data	No data	0.7497220369401082	0.1866275915384743	No data	No data	0	0	0	0	0	1	No data	-0.9136238279095422	-0.8834156435927359	0	No data	-1	-0.7165825000000001	0.5	0
MSH6	0.6706620258915961	No data	No data	0.9079860502946477	No data	No data	No data	No data	No data	0.006079307976116211	0.7032174930743333	No data	No data	No data	No data	No data	No data	No data	0.5663860769434366	No data	0.5254523196906544	No data	0	0	0	0	1	0.27205999999999975	No data	-0.21963596249310535	-0.6568011879463272	0	No data	-1	0	-1	-1
MLH1	0.6704787616170619	No data	No data	0.9039008911262768	No data	No data	No data	No data	No data	0.006079307976116211	0.7008427633961629	No data	No data	No data	No data	No data	No data	No data	0.7929376207499815	No data	0.47288488136050955	No data	0	0	0	0	0	0.4378300000000003	No data	-0.5200220628792057	-0.7833923999764403	0	No data	-1	0	-1	-1
MSH2	0.6702316531880831	No data	No data	0.9067332872516509	No data	No data	No data	No data	No data	0.006079307976116211	0.7008427633961629	No data	No data	No data	No data	No data	No data	No data	0.5548370891207904	0.036806699211630496	0.5911835288254237	No data	0	0	0	0	1	0.6252699999999998	No data	-0.4754550468836183	-0.8607316644032753	0	No data	-1	0	-1	-1
FOXP1	0.6657818487161797	0.6633711345987595	No data	No data	No data	No data	No data	No data	No data	No data	0.8901562133399069	0.26202537173993057	No data	No data	No data	No data	No data	No data	0.7641239913523691	0.062013647802693535	No data	No data	0	0	0	0	0	0.859675	No data	-0.9024820739106454	-0.9249791231689571	0	No data	No data	0	-1	-1
PRIM1	0.664318459814097	0.51781050204664	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9606491307365885	No data	No data	No data	0.11932498731296087	No data	No data	1	No data	No data	0	0	0	0.5119050000000002	No data	-0.2479867622724765	-0.5293645670915037	-1	No data	No data	No data	0.5	-1
TERT	0.6636618874837585	0.8388815529404147	No data	0.19757750922377684	No data	No data	No data	No data	No data	No data	0.8429314618235775	No data	No data	No data	0.13678442946261474	No data	No data	No data	0.9277701750033827	No data	No data	1	0	0	1	1	0	0	1	-0.5767236624379481	-0.796424287794761	0	No data	No data	No data	No data	No data
RAD51	0.6631714164706315	No data	No data	0.8351335220714659	No data	No data	0.607930797611621	0.607930797611621	No data	No data	0.44488713508550437	No data	No data	No data	No data	No data	No data	No data	0.9499786615468002	0.14350685771850497	No data	No data	0	0	1	1	0	0.9410049999999999	No data	-0.7232211803640375	-0.6486745769960522	-1	No data	No data	0	0.5	0
TOP1	0.660035991345986	0.057961638756462514	No data	No data	No data	No data	No data	No data	No data	No data	0.45643230612858215	No data	No data	No data	0.9538220269830495	No data	No data	No data	0.6370371560960255	No data	No data	1	0	0	1	1	1	0.8627450000000003	0	-0.9891891891891892	No data	-1	-1	-1	0	-1	-1
CUX1	0.6569445698833211	0.6407102998757997	No data	No data	No data	No data	No data	No data	No data	No data	0.8792793650608796	0.3010614863540885	No data	No data	No data	No data	No data	No data	0.6172573862235403	No data	No data	No data	0	0	0	0	0	0.5016599999999997	No data	-0.9036955322669609	-0.8780216359871384	0	No data	No data	0	-1	-1
RAD50	0.6568147578098776	No data	No data	0.8904705873142384	No data	No data	No data	No data	No data	0.006079307976116211	0.7078404746333061	No data	No data	No data	No data	No data	No data	No data	0.43102457235926994	No data	0.25265603948738974	No data	0	0	0	0	0	0.61509	No data	-0.13877551020408163	-0.8994724975773557	0	No data	-1	No data	-1	-1
SETBP1	0.6567549147327718	0.7378042570338614	No data	No data	No data	No data	No data	No data	No data	No data	0.8877814836617365	No data	No data	No data	No data	No data	No data	No data	0.30995428563534866	0.09532354906550218	No data	No data	0	0	0	0	0	0.4768149999999999	No data	-0.983011583011583	-0.43423810300908944	0	No data	-1	0	-1	0
PMS2	0.6541407123158427	No data	No data	0.8930339315821468	No data	No data	No data	No data	No data	0.006079307976116211	0.6806477127944752	No data	No data	No data	No data	No data	No data	No data	0.4034798671341626	No data	0.2885239565464754	No data	0	0	0	0	0	0	No data	-0.12366243794815224	-0.7679937983590209	0	No data	-1	0	-1	-1
CASP8	0.6535218007088308	0.8109033428294043	No data	0.2680805947801246	No data	No data	No data	No data	No data	No data	0.6978031094081049	0.5911416592721789	No data	No data	No data	No data	No data	No data	0.8883645895443328	0.017146362832582026	No data	0.5	0	0	1	1	1	0	0	-0.4422504136789851	-0.9541353434770324	0	-1	-1	0	0.5	-1
CDC73	0.6530186615308536	No data	No data	0.6991204172533643	No data	No data	No data	No data	No data	No data	0.8792793650608796	No data	No data	No data	No data	No data	No data	No data	0.646311276862036	No data	0.4595336233921294	No data	0	0	0	0	0	1	No data	-0.7719801434087148	-0.7942001535646539	-1	No data	-1	No data	-1	-1
NF2	0.6517860559408016	No data	No data	0.18237923928348632	No data	No data	No data	No data	No data	No data	0.6861993030643314	No data	No data	0.865457038266544	No data	No data	No data	No data	0.774706841203626	0.015306838271937634	0.6373090534062026	No data	1	0	0	0	1	0.9243699999999997	No data	-0.9637065637065637	-0.8027837863697657	0	No data	-1	0	-1	-1
SF3B1	0.6515935103177201	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7054657449551357	0.8786667154289011	No data	No data	No data	No data	No data	No data	0.7554912879888436	No data	No data	No data	0	0	0	0	0	1	No data	-0.9942636514065085	-0.5588717436019691	-1	No data	-1	No data	-1	-1
FHIT	0.6506221138850358	No data	No data	0.6303060283570487	No data	No data	No data	No data	No data	No data	0.8961663316612024	No data	No data	No data	No data	No data	No data	No data	0.741651067585789	No data	No data	No data	1	0	1	1	0	0.5578249999999997	No data	0.7257584114726972	-0.6909530054771251	0	No data	-1	0	1	-1
RB1	0.6494461914214957	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7066136496906206	0.8699191409181705	No data	No data	No data	No data	No data	No data	0.9772702687708026	No data	No data	No data	0	0	1	1	0	0.5258600000000001	No data	-0.93138444567016	-0.9719087860456268	0	No data	-1	0	-1	-1
TET2	0.6487172165683731	0.8549244070328426	No data	0.2279740491043579	No data	No data	No data	No data	No data	No data	0.7020541687085334	No data	No data	No data	No data	No data	No data	No data	0.9057730427276625	No data	No data	No data	0	0	1	1	0	0	No data	0.9997793712079426	-0.8804406422285638	0	No data	-1	0	-1	0
C11orf65	0.6465540788640891	0.3785380395935521	No data	0.9688978549763764	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.7777164920022064	No data	0	No data	No data	No data	1	0.5
FANCD2	0.6444361497835858	No data	No data	0.8175015015588946	No data	No data	No data	No data	No data	No data	0.8381820024672366	No data	No data	No data	No data	No data	No data	No data	0.5169649818863765	0.04128619218758306	0.45382034041707514	No data	0	0	0	0	0	0	No data	-0.3218974076116933	-0.8814723439519573	0	No data	-1	No data	0.5	0
FANCC	0.6436680262155716	No data	No data	0.8056325844297312	No data	No data	No data	No data	No data	No data	0.846033149566494	No data	No data	No data	No data	No data	No data	No data	0.5104679283430068	No data	No data	No data	0	0	0	0	0	0	No data	0.09895201323772751	0	0	No data	No data	No data	0.5	0
MLLT10	0.6431381523260207	0.8213194440596749	No data	No data	No data	No data	No data	No data	No data	No data	0.8497858088110102	No data	No data	No data	No data	No data	No data	No data	0.12589898740245525	No data	No data	No data	0	0	0	0	0	0.6582399999999999	No data	-0.8942084942084942	-0.8929713131591288	0	No data	-1	0	0.5	-1
TCF7L2	0.6429339765373658	0.7920094318025167	No data	No data	No data	No data	No data	No data	No data	No data	0.846033149566494	No data	No data	No data	No data	No data	No data	No data	0.5533117275598928	0.09969981982257461	No data	No data	0	0	1	1	0	0.7334400000000002	No data	-0.7158301158301159	-0.8841823322477599	0	-1	-1	0	-1	-1
CD274	0.6404698617293478	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.66019595923962	No data	No data	No data	0.8663367819523508	No data	No data	No data	0.9962333063702088	No data	No data	1	1	1	1	1	0	0	1	-0.7129619415333701	-0.7576952072276649	0	No data	No data	0	0.5	0
H3C2	0.6394822565759328	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8767053950242231	0.17563498487555848	No data	No data	No data	No data	No data	0.607930797611621	0.23527432931450712	0.09446654163534891	No data	No data	0	0	No data	No data	No data	No data	No data	0.9253171538885825	No data	0	No data	No data	-1	0.75	0.5
MUTYH	0.6393252246675367	No data	No data	0.877568924513645	No data	No data	No data	No data	No data	0.007599134970145264	0.6395938599872263	No data	No data	No data	No data	No data	No data	No data	0.6164600933102048	No data	No data	No data	0	0	0	0	0	0	No data	0.09961389961389955	-0.011453818198359778	0	-1	-1	0	-1	-1
CYP19A1	0.6386394503026847	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.996757670128783	No data	No data	No data	0.9856921825575657	0.20120051775999284	No data	1	0	0	1	1	0	0	1	-0.29718698290126866	-0.9635524742637774	0	-1	No data	0	1	0
DROSHA	0.634787736081504	No data	No data	0.5592963338026914	No data	No data	No data	No data	No data	No data	0.8908211376497945	No data	No data	No data	No data	No data	No data	No data	0.6089581508331673	No data	No data	No data	0	0	0	0	0	0.7816600000000001	No data	-0.8063982349696636	No data	-1	-1	-1	No data	-1	-1
MRTFA	0.6339536848560741	0.7249074223115959	No data	No data	No data	No data	No data	No data	No data	No data	0.8429314618235775	No data	No data	No data	No data	No data	No data	No data	0.8391310252696595	No data	No data	No data	0	0	0	0	0	0	No data	-0.8065085493656923	-0.8731565780216799	0	No data	No data	0	-1	-1
TUBB2B	0.6328756497889015	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9967437859111623	No data	No data	No data	0.6883347116857382	0.4442339788280286	No data	1	0	0	1	1	0	1	No data	-0.8560397131825703	-0.8099793946210212	0	No data	No data	-0.9887650000000001	1	0
ESR2	0.6290105441271218	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9854102209410366	No data	No data	No data	0.9852872285284981	No data	No data	1	0	0	1	1	1	0.43395999999999973	0	0.05802537231108662	-0.9721646958413429	0	-1	No data	0	0.5	0
TUBB3	0.6278057297841815	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9967437859111623	No data	No data	No data	0.7189793669490522	No data	No data	1	0	0	1	1	0	0.9888899999999999	1	-0.44920022062879206	-0.6714572120299752	0	No data	No data	-0.794445	1	0
TYMS	0.6276602668294702	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9854587149993196	No data	No data	No data	0.8675939039409469	0.16267808462404004	No data	1	0	0	1	1	1	0.4408949999999997	0	-0.14980694980694975	0	0	-1	No data	0	0.5	0
CDKN1B	0.6271008513263607	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8484078792446644	0.6481695797338091	No data	No data	No data	No data	No data	No data	0.9487353843445698	No data	No data	No data	0	0	0	0	0	0.3434350000000002	No data	-0.28163265306122454	-0.9501325301310689	0	No data	-1	0	-1	-1
TUBB	0.6266860858406973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9967437859111623	No data	No data	No data	0.6688772359295708	0.029851977689100872	No data	1	0	0	1	1	0	1	1	-0.9680088251516823	No data	-1	No data	No data	-0.9380624999999998	-1	-1
VEGFA	0.6186937089023081	0.10120494313651388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9566719012853641	No data	No data	No data	0.9891033211701812	0.026568862898717047	No data	1	0	1	1	1	0	0.18987499999999996	No data	-0.5552123552123552	-0.9928422036515041	0	-1	No data	0	-1	-1
TUBB2A	0.6180314894017873	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9967437859111623	No data	No data	No data	0.38382379595915006	0.030595288898073867	No data	1	0	0	1	1	0	1	No data	-0.7409817981246553	-0.2552264460216541	0	No data	No data	-0.9887650000000001	1	-1
KLF4	0.6167515669560656	0.7729166907335172	No data	No data	No data	No data	No data	No data	No data	No data	0.6861993030643314	0.4928399223628317	No data	No data	No data	No data	No data	No data	0.9649265798438879	0.40267570774229366	No data	No data	0	0	0	0	0	0.572025	No data	-0.43673469387755104	-0.613260702333119	0	No data	-1	0	0.5	0
