symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
LINC02994	0.029203422654574963	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24018706380155855	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
REPIN1	0.029199422465745115	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24015416376716678	No data	No data	No data	0	0	0	0	0	0.13461500000000015	No data	0.5752895752895753	No data	0	No data	No data	No data	-1	-1
CREG1	0.029196808520091447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24013266505659034	No data	No data	No data	0	1	0	0	1	0	No data	0.8439051296194153	No data	0	No data	No data	0	-1	-1
GJA10	0.029196808520091447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24013266505659034	No data	No data	No data	1	0	0	0	0	0	No data	0.9809156094870382	-0.2343353229693243	0	No data	No data	0	No data	No data
GP1BA	0.029196428720246626	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22920919359234923	0.04368139101885764	No data	0.5	0	0	0	0	0	0	No data	0.4988416988416988	0	0	No data	No data	0	0.5	0.5
SLC16A11	0.029192925685996487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	0.21730332530990168	No data	No data	0	0	No data	No data	No data	0.3735999999999997	No data	0.8371759514616657	No data	0	No data	No data	0	0.5	0
FCN2	0.029192495544209072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.240097192467446	No data	No data	No data	0	1	0	0	1	No data	No data	0.34451185879757307	-0.2968332104456023	0	No data	No data	-0.4888175	0.75	0.5
CST12P	0.029186246055624167	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24004579279655042	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAB8A	0.029182229750547576	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.24001276021214799	No data	No data	No data	1	0	0	0	0	0.8550699999999999	No data	-0.853392167677882	-0.5125788446000451	0	No data	No data	-0.5893725	-1	-1
ZKSCAN3	0.029178945493781683	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2399857484471675	No data	No data	No data	0	0	0	0	0	No data	No data	-0.07115278543849968	0	0	No data	No data	-0.6329	-1	-1
ATP12A	0.02915095684281749	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23975555241931246	No data	No data	No data	1	0	0	1	0	0.3310850000000002	No data	-0.20871483728626583	-0.17385259600726455	0	No data	No data	-0.10009750000000003	0.75	0.5
CHAD	0.029145054769692223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23970701010867074	No data	No data	No data	0	1	0	0	0	0.6518099999999997	No data	0.15587424158852725	0	0	No data	No data	0	0.5	0
ADPGK	0.02913944646662905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23966088394525537	No data	No data	No data	0	0	0	0	0	0.5674050000000002	No data	-0.05383342526199664	0	0	No data	No data	No data	-1	-1
CNTNAP5	0.029125000304696693	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23954206974807113	No data	No data	0	0	0	0	0	No data	No data	-0.529619415333701	0	0	No data	No data	0	0.75	0.5
CDC14B	0.02910001903934097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21277577916406737	0.10624331664391122	No data	No data	0	0	0	0	0	0.26706999999999964	No data	-0.6593491450634308	-0.601150172083042	0	No data	No data	-0.5130524999999999	-1	0
PDSS1	0.029086253056185937	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23922338834006396	No data	No data	No data	0	0	0	0	0	0.18072500000000033	No data	0.33723110865968	-0.7717078799239352	0	No data	No data	0	0.5	0
POU2AF2	0.029063974194249807	0.04780803063183096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.1666649999999997	No data	0.5758411472697187	-0.653524609739044	0	No data	No data	No data	0.5	0.5
EBI3	0.029021528978066622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22744565340724698	0.04498161585514276	No data	No data	0	1	0	0	0	0	No data	0.583342526199669	-0.6260736229254323	0	No data	No data	0	1	0
DDX60	0.02901235129811441	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2333353769554921	0.02112078992952862	No data	No data	0	0	0	0	0	0	No data	-0.19205736348593494	No data	0	No data	No data	-0.13697499999999999	0.5	-1
KIAA1755	0.029012018592749097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23861283806256128	No data	No data	No data	0	0	0	0	0	0	No data	-0.027137341423055683	No data	0	No data	No data	0	-1	0
MFHAS1	0.029012018592749097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23861283806256128	No data	No data	No data	0	0	0	0	0	0.7195799999999999	No data	-0.18874793160507441	No data	0	No data	No data	0	-1	-1
LPCAT4	0.029012018592749097	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23861283806256128	No data	No data	No data	0	0	0	0	0	0.6660299999999999	No data	-0.5484831770546057	No data	0	No data	No data	0	0.5	-1
GPR183	0.029005571657826433	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22686795279203673	0.0467674467138579	No data	No data	1	0	1	1	0	0.3490299999999998	0	-0.3537782680639824	0	0	No data	No data	0	0.5	-1
SPC24	0.02900013798049765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2178939286294107	0.08248478363216474	No data	No data	0	0	0	0	0	0	No data	0.8765581908439051	No data	-1	No data	No data	No data	0.5	0
UPF1	0.02898017940413528	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23144909006428446	0.02760753104067986	No data	No data	0	0	0	0	1	0.9195	No data	-0.9884169884169884	No data	-1	No data	No data	0	-1	-1
ENSG00000258044	0.028975675909303313	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23831393328928313	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KPNA1	0.02897556134189099	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2383129910158141	No data	No data	No data	0	0	0	0	0	0.8884749999999997	No data	-0.8970766685052399	-0.7514540540834022	0	No data	No data	-0.5260224999999998	-1	-1
LRRC32	0.0289604849166381	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23818899314210773	No data	No data	No data	0	0	0	0	0	0	No data	-0.4317705460562603	-0.5301715868316481	0	No data	No data	0	-1	-1
LINC01833	0.02890821035135177	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.23471940070141897	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MBP	0.028906609603343646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2189016239678269	0.07537706070812886	No data	No data	1	0	0	0	0	0	No data	-0.4694980694980695	-0.733958705589964	0	No data	No data	No data	1	-1
SRSF5	0.02890043075324937	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22492270149875354	0.05108947579990555	No data	No data	0	0	0	0	0	0.90809	No data	-0.8750137892995036	-0.9344698503967586	0	No data	No data	-0.03492750000000004	-1	-1
SLC34A1	0.028900372677051207	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23769459279404953	No data	No data	1	0	1	1	0	0.5461649999999999	1	0.49773855488141194	-0.6986491864278396	0	No data	No data	0	1	0.5
CDKL5	0.02889990013275137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2376907062965922	No data	No data	No data	0	0	1	1	0	0.8020850000000003	1	No data	-0.3111926618155375	0	No data	No data	0	0.5	-1
KLB	0.02886668691628552	0.037116055841964854	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16534777136947384	0.09450286333992507	No data	0.5	1	0	0	0	0	0	No data	-0.5125206839492553	-0.7845592984605806	0	-1	No data	0	0.5	0.5
SRI	0.028858074185284778	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23734670375854908	No data	No data	No data	0	0	0	0	1	0.7979799999999997	No data	0.5382239382239382	0	0	No data	No data	-0.04040499999999998	0.5	-1
MYL12B	0.028846916888224876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23725493922627222	No data	No data	No data	No data	No data	0	0	0	1	No data	-0.5513513513513513	-0.2766616156937987	0	No data	No data	-0.9418600000000001	-1	-1
LINC01973	0.02883207653642672	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2371328829671021	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LINC00852	0.028827228665406743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23709301106853223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LITATS1	0.028827228665406743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23709301106853223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GJD3	0.028827228665406743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23709301106853223	No data	No data	No data	1	0	0	0	0	0.0646250000000002	No data	No data	-0.7276503966677363	0	No data	No data	0	-1	0
IL1RAPL1	0.02881449869263427	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2369883118756102	No data	No data	No data	1	0	0	0	0	0.9281599999999998	No data	No data	-0.17073779750080204	0	No data	No data	-0.0193975	1	1
GNAT2	0.028765529692416587	0.04731711208813204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7881349999999998	No data	0.35499172642029775	-0.6921758714131812	0	No data	No data	-0.5480225000000001	1	0.5
P2RX3	0.02876322727464908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23656662392867103	No data	No data	1	1	0	1	1	0	0.6851399999999999	0	0.13447324875896305	-0.1250770947412433	0	-1	No data	0	0.5	0.5
P2RX6	0.028760750143832305	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2365462504681842	No data	No data	No data	0	0	0	0	0	0	No data	0.7052399338113624	No data	0	-1	No data	0	0.5	0
FLT3LG	0.028751564892249563	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23647070526123937	No data	No data	No data	1	1	0	0	0	0	No data	-0.6676227247655819	0	0	No data	No data	No data	-1	-1
P2RX2	0.028749587323731625	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23645444051099387	No data	No data	No data	1	0	1	1	0	0	No data	0.4847214561500275	-0.6759078228520679	0	-1	No data	0	0.5	0
CNOT1	0.028716970675425807	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23618618096209493	No data	No data	No data	0	0	0	0	0	0.9705399999999997	No data	-0.9990071704357418	No data	-1	No data	No data	No data	-1	-1
SRPRB	0.028714301487586417	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23616422790551447	No data	No data	No data	1	0	0	0	0	0.5202950000000002	No data	0.1489244346387204	0	-1	No data	No data	0	-1	-1
SSX2IP	0.02870472455851586	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22012160963520783	0.06385540665892403	No data	No data	0	0	0	0	0	0.38110500000000014	No data	-0.20319911748483177	No data	0	No data	No data	No data	0.5	-1
VIPR2	0.028691372684495484	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23597564720536726	No data	No data	No data	0	0	1	1	0	0.30365499999999984	No data	0.1413127413127413	-0.2523811789289987	0	No data	No data	0	-1	0
ENSG00000224715	0.028662951628002267	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2357418948062054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MCM5	0.02865461364060602	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23567331802551753	No data	No data	No data	0	0	0	0	0	0.7820149999999998	No data	-0.36116933259790407	-0.022023425318627998	-1	No data	No data	0	0.5	-1
CASP2	0.028650048169725932	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23563576876088063	No data	No data	0.5	0	0	1	1	0	0.48008999999999985	No data	-0.055377826806398245	-0.3076353737068291	0	-1	No data	0	-1	-1
HEMK1	0.02864928912759805	0.04651797438790056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	-0.018532818532818518	No data	0	No data	No data	0	-1	-1
ENSG00000261710	0.028646917599666602	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23561002101071213	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SIGIRR	0.02862190652391524	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23540431440849996	No data	No data	No data	0	0	0	0	0	0.07316999999999965	No data	0.5618312189740762	0	0	No data	No data	0	-1	-1
YWHAH	0.028601424207492666	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23006465556947786	0.020684798251501754	No data	No data	0	0	0	0	0	0.9593499999999999	No data	-0.5709873138444568	No data	0	No data	No data	-0.6747975	0.75	-1
RPP25	0.028599491300993117	0.0470439915420505	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3969850000000001	No data	0.8043022614451185	No data	0	No data	No data	0	-1	0
C8orf17	0.028595154218356608	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02279740491043579	0.22948493562459893	No data	No data	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LINC02783	0.028594747821002263	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23518094438826348	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ASCL3	0.02858741240414466	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23512061336961448	No data	No data	No data	0	0	0	0	0	0	No data	0.6874793160507446	No data	0	No data	No data	0	1	1
STYXL2	0.028576162119834825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23502808405251097	No data	No data	0	0	0	0	0	0.054404999999999856	No data	0.173303916161059	-0.5921480333858972	0	No data	No data	0	0.75	0.5
NINJ1	0.02856931262883502	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2349717495895531	No data	No data	No data	1	1	0	0	0	0.375	No data	0.2371759514616658	-0.5958265413947108	0	No data	No data	0	0.5	-1
NEK1	0.028555165546128344	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23485539520544998	No data	No data	No data	0	0	1	1	0	0.08242499999999993	No data	-0.01709873138444562	-0.8838399357201034	0	No data	No data	0	-1	-1
MAEA	0.028551999641642574	0.03279639933041789	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19383385768001696	No data	No data	No data	0	0	0	0	0	0.9368699999999996	No data	-0.43210148924434644	-0.3931719437528311	0	No data	No data	0	-1	-1
SSB	0.028550891589368962	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23482024353377806	No data	No data	No data	0	0	0	0	0	0	No data	-0.7888582460011031	No data	-1	No data	No data	0	-1	-1
PXDN	0.02854469826213266	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22687470019709682	0.03157842228622151	No data	No data	0	1	0	0	0	0.5469900000000003	No data	-0.4696083838940982	-0.6969209040993452	0	No data	No data	0	-1	0
BRS3	0.028531912692689187	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23466414931421936	No data	No data	No data	1	0	1	1	0	0.2606499999999997	1	No data	-0.6758750112101294	0	No data	No data	0	1	0.5
TCN1	0.02849257967511646	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11788600029491497	0.2048691501043451	No data	No data	0	1	0	0	0	No data	No data	0.4242691671263099	No data	0	No data	No data	0	1	0
ENSG00000264853	0.028485973958540967	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23428632066720312	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
IGHA2	0.02848496387975482	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.21240331237110077	0.08749880312631361	No data	No data	1	1	0	0	0	0	No data	No data	0	No data	No data	No data	-0.8145775000000001	0.75	0
ZC3H15	0.028478498798312355	0.04684496806247666	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7769950000000001	No data	-0.8157749586321015	No data	0	No data	No data	No data	-1	-1
PSMC5	0.028469008805260182	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23414678872255223	No data	No data	1	1	0	1	0	0	1	No data	-0.8098179812465527	No data	-1	No data	No data	0	-1	-1
ZNF581	0.02845764881072204	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23405335708047412	No data	No data	No data	0	0	0	0	0	No data	No data	0.8225041367898511	No data	0	No data	No data	0	-1	-1
OGA	0.028456989031514633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2340479306469886	No data	No data	No data	0	0	1	1	0	0.8635350000000003	1	-0.8712630998345284	-0.5797900202573519	0	No data	No data	No data	-1	-1
DAP	0.028444918837949567	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23394865788755212	No data	No data	No data	0	0	0	0	0	0.8039200000000001	No data	0.49917264202978484	-0.4547431408224101	0	No data	No data	0	-1	-1
SLC22A7	0.028432005394668218	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.23080279573129392	No data	No data	1	0	0	0	0	0	No data	0.03441809156094866	-0.5939944790379276	0	-1	No data	0	1	0.5
ZNF503	0.02841178855069371	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22596439668932808	0.030847108655887936	No data	No data	1	0	0	0	0	0.8219799999999999	No data	0.11108659680088251	-0.8041059411509677	0	No data	No data	0	-1	0
MAGEA3	0.02839395308855906	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23352948394875234	No data	No data	0.75	No data	No data	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.8964975	1	1
PLXNA2	0.02838227679385891	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22765803309534122	0.0231016710503552	No data	No data	1	0	0	0	0	0.8284050000000001	No data	-0.6596800882515168	-0.21335326702525081	0	No data	No data	-0.18294500000000014	0.5	0
SLC39A4	0.02836127395078997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2195774888371021	0.0547328864425639	No data	No data	1	0	0	0	0	0	No data	0.46850523993381143	-0.9043495613635089	0	No data	No data	0	1	0
RPL24	0.028344721632901713	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23312457391745636	No data	No data	1	0	0	1	1	0	No data	No data	-0.5876447876447877	-0.8740094763917047	-1	No data	No data	0	-1	-1
SOX3	0.02834262674180048	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2331073442335066	No data	No data	No data	0	0	0	0	0	0.6524650000000001	No data	No data	-0.8169696003206806	0	No data	No data	0	0.5	0.5
LASTR	0.02833164829260237	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23301705065699066	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PURPL	0.028320946439278318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2050077745279189	0.11168502979442402	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HTRA3	0.028310237173980197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23284095233538657	No data	No data	No data	0	1	0	0	0	0.6357599999999998	No data	0.5928295642581356	No data	0	No data	No data	0	0.5	0
KLHL21	0.028302574889014758	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22552543894731109	0.02900997601336021	No data	No data	0	0	0	0	0	0.8324950000000001	No data	0.7669056811913955	No data	0	No data	No data	0	0.5	-1
BTF3	0.028285957830748835	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23264126395533774	No data	No data	No data	0	0	0	0	0	0	No data	-0.07435190292333149	-0.06882900642609685	-1	No data	No data	-0.08980499999999995	-1	-1
DUXAP9	0.028285158651789967	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2326346910118218	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP1R14A	0.028279825750134227	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	0.1945951550696958	No data	No data	0	0	0	0	0	0.2517000000000003	No data	0.7404302261445119	-0.6867601351245012	0	No data	No data	0	0.5	0
PRPH2	0.02827211273673421	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23252739331357214	No data	No data	No data	0	0	0	0	0	0.5520249999999998	No data	-0.33028130170987313	-0.8279951231013682	0	No data	No data	0	1	0
ADGRL2	0.028251963325321535	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18460987498519965	0.1862092033084395	No data	No data	1	0	0	0	0	0.7753549999999997	No data	-0.885273028130171	-0.8188267397217849	0	No data	No data	-0.11504499999999993	-1	0
HTR2A	0.028239428956865736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23225858163305785	No data	No data	1	1	0	1	1	0	0.5753700000000002	1	-0.529288472145615	-0.17435141675146093	0	-1	No data	0	0.5	0.5
HMGN1	0.028213252315014994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23204328869220356	No data	No data	No data	0	0	0	0	0	0	No data	-0.12873690016547157	-0.6754465515546628	0	No data	No data	0	-1	-1
DOK1	0.028206645868226066	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23198895317560458	No data	No data	No data	0	0	0	0	0	0.18918999999999997	No data	-0.37948152233866517	-0.2959525395353685	0	No data	No data	0	-1	0
LCT	0.028191250124220836	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23186232902639456	No data	No data	No data	1	0	0	1	0	0	No data	-0.543188086045229	0	0	No data	No data	0	1	0.5
C3orf62	0.028183611028586995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23179950036510735	No data	No data	No data	0	0	0	0	0	0	No data	0.3495863210148924	0	0	No data	No data	No data	-1	-1
GGNBP2	0.028169129532240163	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23168039555577938	No data	No data	No data	0	0	0	0	0	0.813485	No data	-0.9558742415885273	-0.8700064946513109	0	No data	No data	No data	-1	-1
AMBP	0.02816740400985663	0.037284824944392274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18096831626933899	No data	No data	No data	0	1	0	0	0	0	No data	0.08814120242691681	-0.07597443609172166	0	No data	No data	0	1	0.5
