source,target,type,subtype
fu:639267b9,fu:5d795275,protein_protein_interaction,activation
fu:639267b9,fu:96f39533,protein_protein_interaction,activation
fu:cd063ff0,fu:42758e63,protein_protein_interaction,phosphorylation
fu:57402cbc,fu:ae916742,protein_protein_interaction,activation
fu:04aa3206,fu:ae916742,protein_protein_interaction,activation
fu:994f289b,fu:47df25a3,protein_protein_interaction,
fu:47df25a3,fu:c888309f,protein_protein_interaction,activation
fu:47df25a3,fu:639267b9,protein_protein_interaction,activation|indirect effect
fu:c561a985,fu:c1f44866,protein_protein_interaction,activation
fu:c1f44866,fu:76a1c54d,protein_protein_interaction,activation
fu:c888309f,fu:57402cbc,protein_protein_interaction,activation
fu:76a1c54d,fu:23393f96,protein_protein_interaction,activation|indirect effect
fu:23393f96,fu:57402cbc,protein_protein_interaction,binding/association
fu:85082bcd,fu:a5ece49b,protein_protein_interaction,activation
fu:de327064,fu:640a8809,protein_protein_interaction,activation
fu:640a8809,fu:6d8ebe0b,protein_protein_interaction,activation|phosphorylation
fu:640a8809,fu:edebe3a1,protein_protein_interaction,activation|phosphorylation
fu:d2a67a69,fu:8a4c69b0,protein_protein_interaction,activation|phosphorylation
fu:d2a67a69,fu:ebeb97f3,protein_protein_interaction,activation|phosphorylation
fu:de878e1b,fu:8a4c69b0,protein_protein_interaction,activation|phosphorylation
fu:de878e1b,fu:ebeb97f3,protein_protein_interaction,activation|phosphorylation
fu:de327064,fu:96f39533,protein_protein_interaction,
