Source1,Source2,Weight_mean
common cold,high cholesterol,0.016
common cold,hiv/aids,0.028
common cold,hives,0.10625
common cold,hyperthyroidism,0.0246667
common cold,hypoglycemia,0.0108889
common cold,hyponatremia,0.02835
common cold,hypothyroidism,0.0144
common cold,insect bites and stings,0.0370714
common cold,iron deficiency anemia,0.0239167
common cold,irritable bowel syndrome,0.0658
common cold,kidney infection,0.0613333
common cold,kidney stone,0.0516
common cold,liver cancer,0.0406
common cold,low back pain,0.0251667
common cold,lung cancer,0.02905
common cold,lupus,0.0243462
common cold,lyme disease,0.0578333
common cold,major depression,0.01475
common cold,melanoma,0.0226
common cold,meningitis,0.0600625
common cold,middle ear infection,0.0643462
common cold,migraine,0.0721111
common cold,miscarriage,0.01925
common cold,mono,0.06875
common cold,multiple myeloma,0.0331429
common cold,multiple sclerosis,0.01945
common cold,myasthenia gravis,0.036125
common cold,neutropenia,0.069875
common cold,obesity,0.03
common cold,osteoarthritis,0.0205
common cold,osteoporosis,0.0145
common cold,ovarian cancer,0.0385
common cold,ovarian cyst,0.0648
common cold,pancreatitis,0.0667
common cold,parkinson's disease,0.0137143
common cold,pink eye,0.0490833
common cold,plantar fasciitis,0.06425
common cold,pleural effusion,0.0353333
common cold,pneumonia,0.0587083
common cold,pneumothorax,0.03775
common cold,polycystic ovary syndrome,0.0495833
common cold,post traumatic stress disorder,0.00883333
common cold,prostate cancer,0.0278
common cold,psoriasis,0.0276429
common cold,pulmonary embolism,0.0304
common cold,pulmonary hypertension,0.0258333
common cold,retinal detachment,0.0241667
common cold,rhabdomyolysis,0.0157
common cold,rheumatoid arthritis,0.0246667
common cold,sciatica,0.0483333
common cold,seasonal allergies,0.0296111
common cold,sebaceous cyst,0.0185
common cold,sepsis,0.046375
common cold,shingles,0.0407
common cold,sickle cell anemia,0.0351
common cold,sinusitis,0.0354545
common cold,sleep apnea,0.0216875
common cold,spondylosis,0.03975
common cold,sprained ankle,0.0175
common cold,sprained knee,0.017
common cold,sprained wrist,0.02
common cold,stomach flu,0.0735833
common cold,stomach ulcer,0.0337
common cold,strep throat,0.0697812
common cold,stroke,0.0310833
common cold,tension headache,0.0630909
common cold,thoracic radiculopathy,0.0955
common cold,thyroid cancer,0.0385
common cold,thyroid nodules,0.0279
common cold,traumatic brain injury,0.0331667
common cold,type 1 diabetes,0.0219
common cold,type 2 diabetes,0.0124286
common cold,ulcerative colitis,0.0583125
common cold,upper respiratory infection,0.06525
common cold,urinary tract infection,0.02625
common cold,vitamin d deficiency,0.02425
concussion,congestive heart failure,0.015
concussion,coronary artery disease,0.0181667
concussion,crohn's disease,0.067
concussion,deep vein thrombosis,0.0243333
concussion,dementia,0.0306667
concussion,diverticulitis,0.103167
concussion,diverticulosis,0.06475
concussion,drug withdrawal,0.0386429
concussion,ectopic pregnancy,0.0524
concussion,encephalitis,0.0668889
concussion,encephalopathy,0.07325
concussion,endometrial cancer,0.051375
concussion,endometriosis,0.0795
concussion,epididymitis,0.0853333
concussion,epilepsy,0.0474444
concussion,esophageal cancer,0.0482857
concussion,fibroids,0.081625
concussion,fibromyalgia,0.0417333
concussion,gallstones,0.120333
concussion,gastritis,0.115125
concussion,gastroparesis,0.213833
concussion,glaucoma,0.068
concussion,goiter,0.057
concussion,gout,0.027375
concussion,groin hernia,0.0655
concussion,heart attack,0.03995
concussion,hepatitis a,0.0676
concussion,hepatitis b,0.0457
concussion,hepatitis c,0.0315714
concussion,hiatal hernia,0.0629
concussion,high blood pressure,0.066125
concussion,high cholesterol,0.05325
concussion,hiv/aids,0.0374286
concussion,hyperthyroidism,0.0469
concussion,hypoglycemia,0.0293889
concussion,hyponatremia,0.05
concussion,hypothyroidism,0.0379167
concussion,insect bites and stings,0.024
concussion,iron deficiency anemia,0.0560714
concussion,irritable bowel syndrome,0.0787
concussion,kidney infection,0.0928571
concussion,kidney stone,0.088375
concussion,liver cancer,0.0597857
concussion,low back pain,0.0854
concussion,lung cancer,0.03725
concussion,lupus,0.0576429
concussion,lyme disease,0.0837222
concussion,major depression,0.043875
concussion,melanoma,0.0434444
concussion,meningitis,0.076
concussion,middle ear infection,0.0773333
concussion,migraine,0.0608421
concussion,miscarriage,0.067
concussion,mono,0.0775556
concussion,multiple myeloma,0.03075
concussion,multiple sclerosis,0.0288611
concussion,myasthenia gravis,0.035125
concussion,neutropenia,0.060125
concussion,obesity,0.0446
concussion,osteoarthritis,0.0291
concussion,osteoporosis,0.0275
concussion,ovarian cancer,0.0652
concussion,ovarian cyst,0.132
concussion,pancreatitis,0.1395
concussion,parkinson's disease,0.0277
concussion,pink eye,0.0698333
concussion,plantar fasciitis,0.04775
concussion,pleural effusion,0.01925
concussion,pneumonia,0.03025
concussion,pneumothorax,0.0229
concussion,polycystic ovary syndrome,0.0865
concussion,post traumatic stress disorder,0.0221
concussion,prostate cancer,0.0153333
concussion,psoriasis,0.0565
concussion,psychosis,0.03
concussion,pulmonary embolism,0.0175
concussion,pulmonary hypertension,0.0141667
concussion,retinal detachment,0.072625
concussion,rhabdomyolysis,0.0242143
concussion,rheumatoid arthritis,0.016125
concussion,schizophrenia,0.02575
concussion,sciatica,0.07475
concussion,seasonal allergies,0.0733333
concussion,sepsis,0.0246667
concussion,shingles,0.0207222
concussion,sickle cell anemia,0.0383125
concussion,sinusitis,0.0534615
concussion,sleep apnea,0.0310833
concussion,spondylosis,0.0649444
concussion,sprained ankle,0.037625
concussion,sprained knee,0.0636667
concussion,sprained wrist,0.028625
concussion,stomach flu,0.116563
concussion,stomach ulcer,0.0575833
concussion,strep throat,0.0613125
concussion,stroke,0.0379063
concussion,tension headache,0.0890833
concussion,thoracic radiculopathy,0.122
concussion,thyroid cancer,0.0658571
concussion,thyroid nodules,0.0742
concussion,traumatic brain injury,0.0334464
concussion,type 1 diabetes,0.0456
concussion,type 2 diabetes,0.0261
concussion,ulcerative colitis,0.06175
concussion,upper respiratory infection,0.0524
concussion,urinary tract infection,0.0358571
concussion,vitamin d deficiency,0.0516667
congestive heart failure,coronary artery disease,0.0395833
congestive heart failure,crohn's disease,0.014
congestive heart failure,deep vein thrombosis,0.101875
congestive heart failure,dementia,0.0127143
congestive heart failure,drug withdrawal,0.018
congestive heart failure,encephalitis,0.02375
congestive heart failure,encephalopathy,0.021875
congestive heart failure,endometrial cancer,0.018375
congestive heart failure,endometriosis,0.0155
congestive heart failure,epididymitis,0.19
congestive heart failure,epilepsy,0.017
congestive heart failure,esophageal cancer,0.0597143
congestive heart failure,fibromyalgia,0.0184
congestive heart failure,glaucoma,0.0115
congestive heart failure,goiter,0.073
congestive heart failure,gout,0.0905
congestive heart failure,groin hernia,0.0755
congestive heart failure,heart attack,0.0332
congestive heart failure,hepatitis a,0.029875
congestive heart failure,hepatitis b,0.0275
congestive heart failure,hepatitis c,0.0288333
congestive heart failure,hiatal hernia,0.0641667
congestive heart failure,high blood pressure,0.0603333
congestive heart failure,high cholesterol,0.0631667
congestive heart failure,hiv/aids,0.0393
congestive heart failure,hives,0.0696
congestive heart failure,hyperthyroidism,0.041
congestive heart failure,hypoglycemia,0.0149167
congestive heart failure,hyponatremia,0.0404
congestive heart failure,hypothyroidism,0.029875
congestive heart failure,insect bites and stings,0.108
congestive heart failure,iron deficiency anemia,0.024875
congestive heart failure,kidney infection,0.01475
congestive heart failure,liver cancer,0.069625
congestive heart failure,low back pain,0.0305
congestive heart failure,lung cancer,0.05125
congestive heart failure,lupus,0.0473125
congestive heart failure,lyme disease,0.0641667
congestive heart failure,melanoma,0.068375
congestive heart failure,meningitis,0.0319
congestive heart failure,middle ear infection,0.05825
congestive heart failure,migraine,0.0225
congestive heart failure,mono,0.0695833
congestive heart failure,multiple myeloma,0.0526667
congestive heart failure,multiple sclerosis,0.0433333
congestive heart failure,myasthenia gravis,0.0746667
congestive heart failure,neutropenia,0.054625
congestive heart failure,obesity,0.0738333
congestive heart failure,osteoarthritis,0.072
congestive heart failure,osteoporosis,0.021
congestive heart failure,ovarian cancer,0.058625
congestive heart failure,parkinson's disease,0.0357778
congestive heart failure,pink eye,0.0805
congestive heart failure,plantar fasciitis,0.0945
congestive heart failure,pleural effusion,0.0568
congestive heart failure,pneumonia,0.0577333
congestive heart failure,pneumothorax,0.0490714
congestive heart failure,prostate cancer,0.0235
congestive heart failure,psoriasis,0.04375
congestive heart failure,pulmonary embolism,0.0685714
congestive heart failure,pulmonary hypertension,0.0503182
congestive heart failure,retinal detachment,0.0215
congestive heart failure,rhabdomyolysis,0.0308
congestive heart failure,rheumatoid arthritis,0.0500833
congestive heart failure,schizophrenia,0.0158333
congestive heart failure,sciatica,0.0275
congestive heart failure,seasonal allergies,0.0533333
congestive heart failure,sebaceous cyst,0.139
congestive heart failure,sepsis,0.0414583
congestive heart failure,shingles,0.026375
congestive heart failure,sickle cell anemia,0.10825
congestive heart failure,sinusitis,0.0521429
congestive heart failure,sleep apnea,0.0455714
congestive heart failure,spondylosis,0.0615
congestive heart failure,sprained ankle,0.279
congestive heart failure,sprained knee,0.145
congestive heart failure,sprained wrist,0.2025
congestive heart failure,stomach flu,0.018125
congestive heart failure,stomach ulcer,0.151
congestive heart failure,strep throat,0.0498333
congestive heart failure,stroke,0.0835
congestive heart failure,tension headache,0.016
congestive heart failure,thoracic radiculopathy,0.1185
congestive heart failure,thyroid cancer,0.041625
congestive heart failure,thyroid nodules,0.064
congestive heart failure,type 1 diabetes,0.043
congestive heart failure,type 2 diabetes,0.0423333
congestive heart failure,ulcerative colitis,0.02075
congestive heart failure,upper respiratory infection,0.0872778
congestive heart failure,urinary tract infection,0.016625
coronary artery disease,crohn's disease,0.0153333
coronary artery disease,deep vein thrombosis,0.0278
coronary artery disease,dementia,0.0153571
coronary artery disease,diverticulitis,0.018
coronary artery disease,diverticulosis,0.01825
coronary artery disease,drug withdrawal,0.069
coronary artery disease,ectopic pregnancy,0.01425
coronary artery disease,encephalitis,0.017875
coronary artery disease,encephalopathy,0.0195
coronary artery disease,endometrial cancer,0.01775
coronary artery disease,endometriosis,0.0141667
coronary artery disease,epididymitis,0.03875
coronary artery disease,epilepsy,0.0214167
coronary artery disease,esophageal cancer,0.0375
coronary artery disease,fibroids,0.019
coronary artery disease,fibromyalgia,0.0278333
coronary artery disease,gallstones,0.012
coronary artery disease,gastritis,0.0166667
coronary artery disease,gastroparesis,0.0146667
coronary artery disease,glaucoma,0.0154
coronary artery disease,goiter,0.0335
coronary artery disease,gout,0.013
coronary artery disease,groin hernia,0.0225
coronary artery disease,heart attack,0.0194545
coronary artery disease,hepatitis a,0.0155
coronary artery disease,hepatitis b,0.0153571
coronary artery disease,hepatitis c,0.026
coronary artery disease,hiatal hernia,0.0219375
coronary artery disease,high blood pressure,0.0239167
coronary artery disease,high cholesterol,0.0215833
coronary artery disease,hiv/aids,0.0258125
coronary artery disease,hives,0.0355
coronary artery disease,hyperthyroidism,0.0227857
coronary artery disease,hypoglycemia,0.0204167
coronary artery disease,hyponatremia,0.04
coronary artery disease,hypothyroidism,0.0177222
coronary artery disease,insect bites and stings,0.0255
coronary artery disease,iron deficiency anemia,0.02775
coronary artery disease,irritable bowel syndrome,0.034375
coronary artery disease,kidney infection,0.0475
coronary artery disease,kidney stone,0.0175
coronary artery disease,liver cancer,0.04675
coronary artery disease,low back pain,0.068375
coronary artery disease,lung cancer,0.0419
coronary artery disease,lupus,0.024
coronary artery disease,lyme disease,0.0375
coronary artery disease,major depression,0.148833
coronary artery disease,melanoma,0.038125
coronary artery disease,meningitis,0.0285
coronary artery disease,middle ear infection,0.0135
coronary artery disease,migraine,0.0221667
coronary artery disease,miscarriage,0.0125
coronary artery disease,mono,0.0176667
coronary artery disease,multiple myeloma,0.0294167
coronary artery disease,multiple sclerosis,0.0230833
coronary artery disease,myasthenia gravis,0.048125
coronary artery disease,neutropenia,0.034
coronary artery disease,obesity,0.0206429
coronary artery disease,osteoarthritis,0.034375
coronary artery disease,osteoporosis,0.0274167
coronary artery disease,ovarian cancer,0.025875
coronary artery disease,ovarian cyst,0.0175
coronary artery disease,pancreatitis,0.01225
coronary artery disease,parkinson's disease,0.0228
coronary artery disease,pink eye,0.029
coronary artery disease,plantar fasciitis,0.012
coronary artery disease,pleural effusion,0.051
coronary artery disease,pneumonia,0.04275
coronary artery disease,pneumothorax,0.026
coronary artery disease,polycystic ovary syndrome,0.037
coronary artery disease,post traumatic stress disorder,0.105375
coronary artery disease,prostate cancer,0.0218
coronary artery disease,psoriasis,0.029625
coronary artery disease,psychosis,0.11075
coronary artery disease,pulmonary embolism,0.0365
coronary artery disease,pulmonary hypertension,0.03425
coronary artery disease,retinal detachment,0.012
coronary artery disease,rhabdomyolysis,0.02625
coronary artery disease,rheumatoid arthritis,0.01925
coronary artery disease,schizophrenia,0.0326667
coronary artery disease,sciatica,0.0945
coronary artery disease,seasonal allergies,0.022875
coronary artery disease,sebaceous cyst,0.03
coronary artery disease,sepsis,0.0413
coronary artery disease,shingles,0.0195
coronary artery disease,sickle cell anemia,0.0381667
coronary artery disease,sinusitis,0.02
coronary artery disease,sleep apnea,0.0343
coronary artery disease,spondylosis,0.0429167
coronary artery disease,sprained ankle,0.008
coronary artery disease,sprained knee,0.0185
coronary artery disease,stomach flu,0.018
coronary artery disease,stomach ulcer,0.04225
