source,target,source_label,target_label,type,subtype
fu:b35242a6,fu:c52cf97a,fu:b35242a6,fu:c52cf97a,protein_protein_interaction,activation
fu:6ab9ded4,fu:3c2d350d,fu:6ab9ded4,fu:3c2d350d,protein_protein_interaction,binding/association
fu:7befe6a3,fu:6ab9ded4,fu:7befe6a3,fu:6ab9ded4,protein_protein_interaction,binding/association
fu:50e477cd,fu:380a8c9c,fu:50e477cd,fu:380a8c9c,protein_protein_interaction,binding/association
fu:abef13f0,fu:380a8c9c,fu:abef13f0,fu:380a8c9c,protein_protein_interaction,binding/association
fu:dde490f0,fu:a6b72414,fu:dde490f0,fu:a6b72414,protein_protein_interaction,binding/association
fu:dde490f0,fu:99d52518,fu:dde490f0,fu:99d52518,protein_protein_interaction,binding/association
fu:1deb785f,fu:beffb338,fu:1deb785f,fu:beffb338,protein_protein_interaction,binding/association
fu:1deb785f,fu:623f23ba,fu:1deb785f,fu:623f23ba,protein_protein_interaction,binding/association
fu:db5eb53a,fu:1deb785f,fu:db5eb53a,fu:1deb785f,protein_protein_interaction,binding/association
fu:6fe4014e,fu:53b10c28,fu:6fe4014e,fu:53b10c28,protein_protein_interaction,binding/association
fu:6fe4014e,fu:dd256444,fu:6fe4014e,fu:dd256444,protein_protein_interaction,binding/association
fu:6fe4014e,fu:85decfaf,fu:6fe4014e,fu:85decfaf,protein_protein_interaction,binding/association
fu:6fe4014e,fu:0d4bb414,fu:6fe4014e,fu:0d4bb414,protein_protein_interaction,binding/association
fu:53b10c28,fu:d619f7e8,fu:53b10c28,fu:d619f7e8,protein_protein_interaction,binding/association
fu:41179064,fu:d619f7e8,fu:41179064,fu:d619f7e8,protein_protein_interaction,binding/association
fu:dd256444,fu:d619f7e8,fu:dd256444,fu:d619f7e8,protein_protein_interaction,binding/association
fu:d619f7e8,fu:634dd023,fu:d619f7e8,fu:634dd023,protein_protein_interaction,binding/association
fu:85decfaf,fu:d619f7e8,fu:85decfaf,fu:d619f7e8,protein_protein_interaction,binding/association
fu:53b10c28,fu:42c68f20,fu:53b10c28,fu:42c68f20,protein_protein_interaction,binding/association
fu:41179064,fu:42c68f20,fu:41179064,fu:42c68f20,protein_protein_interaction,binding/association
fu:41179064,fu:5f5fbdbd,fu:41179064,fu:5f5fbdbd,protein_protein_interaction,binding/association
fu:41179064,fu:d07d8b68,fu:41179064,fu:d07d8b68,protein_protein_interaction,binding/association
fu:2e629c93,fu:307bc9c7,fu:2e629c93,fu:307bc9c7,protein_protein_interaction,phosphorylation
fu:011d9d9b,fu:6af6d78a,fu:011d9d9b,fu:6af6d78a,protein_protein_interaction,phosphorylation
fu:011d9d9b,fu:f11c723f,fu:011d9d9b,fu:f11c723f,protein_protein_interaction,phosphorylation
fu:7befe6a3,fu:6af6d78a,fu:7befe6a3,fu:6af6d78a,protein_protein_interaction,activation
fu:6af6d78a,fu:31df8378,fu:6af6d78a,fu:31df8378,protein_protein_interaction,activation
fu:6af6d78a,fu:f11c723f,fu:6af6d78a,fu:f11c723f,protein_protein_interaction,activation
fu:31df8378,fu:beffb338,fu:31df8378,fu:beffb338,protein_protein_interaction,phosphorylation
fu:31df8378,fu:623f23ba,fu:31df8378,fu:623f23ba,protein_protein_interaction,phosphorylation
fu:f11c723f,fu:beffb338,fu:f11c723f,fu:beffb338,protein_protein_interaction,phosphorylation
fu:f11c723f,fu:623f23ba,fu:f11c723f,fu:623f23ba,protein_protein_interaction,phosphorylation
fu:beffb338,fu:db5eb53a,fu:beffb338,fu:db5eb53a,protein_protein_interaction,phosphorylation
fu:623f23ba,fu:db5eb53a,fu:623f23ba,fu:db5eb53a,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:e3c2e161,fu:db5eb53a,fu:e3c2e161,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:1c5fa37c,fu:db5eb53a,fu:1c5fa37c,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:afc36910,fu:db5eb53a,fu:afc36910,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:21beb0bd,fu:db5eb53a,fu:21beb0bd,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:746aa4e9,fu:db5eb53a,fu:746aa4e9,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:a6b72414,fu:db5eb53a,fu:a6b72414,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:99d52518,fu:db5eb53a,fu:99d52518,protein_protein_interaction,phosphorylation
fu:21beb0bd,fu:af3eedc3,fu:21beb0bd,fu:af3eedc3,protein_protein_interaction,phosphorylation
fu:746aa4e9,fu:af3eedc3,fu:746aa4e9,fu:af3eedc3,protein_protein_interaction,phosphorylation
fu:db5eb53a,fu:e7bc3157,fu:db5eb53a,fu:e7bc3157,protein_protein_interaction,phosphorylation
fu:7580441c,fu:634dd023,fu:7580441c,fu:634dd023,protein_protein_interaction,activation
fu:7580441c,fu:5e377e3f,fu:7580441c,fu:5e377e3f,protein_protein_interaction,activation
fu:aea2f6ea,fu:6ad9125c,fu:aea2f6ea,fu:6ad9125c,protein_protein_interaction,activation
fu:efd88231,fu:b9cd5da1,fu:efd88231,fu:b9cd5da1,protein_protein_interaction,activation
fu:efd88231,fu:9430ca46,fu:efd88231,fu:9430ca46,protein_protein_interaction,activation
fu:efd88231,fu:634dd023,fu:efd88231,fu:634dd023,protein_protein_interaction,activation
fu:c52cf97a,fu:9430ca46,fu:c52cf97a,fu:9430ca46,protein_protein_interaction,activation
fu:18257a1a,fu:d885c339,fu:18257a1a,fu:d885c339,protein_protein_interaction,activation
fu:5e377e3f,fu:b9a4e385,fu:5e377e3f,fu:b9a4e385,protein_protein_interaction,phosphorylation
fu:0d4bb414,fu:85decfaf,fu:0d4bb414,fu:85decfaf,protein_protein_interaction,phosphorylation
fu:c516e24a,fu:634dd023,fu:c516e24a,fu:634dd023,protein_protein_interaction,phosphorylation
fu:b1667507,fu:634dd023,fu:b1667507,fu:634dd023,protein_protein_interaction,phosphorylation
fu:bdf742c5,fu:dd256444,fu:bdf742c5,fu:dd256444,protein_protein_interaction,phosphorylation
fu:e7c23063,fu:dd256444,fu:e7c23063,fu:dd256444,protein_protein_interaction,phosphorylation
fu:765239d2,fu:dd256444,fu:765239d2,fu:dd256444,protein_protein_interaction,phosphorylation
fu:9430ca46,fu:24b19240,fu:9430ca46,fu:24b19240,protein_protein_interaction,phosphorylation
fu:9430ca46,fu:c32fffbc,fu:9430ca46,fu:c32fffbc,protein_protein_interaction,phosphorylation
fu:13c25744,fu:b7ac05e6,fu:13c25744,fu:b7ac05e6,protein_protein_interaction,phosphorylation
fu:13c25744,fu:2aaff0ef,fu:13c25744,fu:2aaff0ef,protein_protein_interaction,phosphorylation
fu:13c25744,fu:24b19240,fu:13c25744,fu:24b19240,protein_protein_interaction,phosphorylation
fu:13c25744,fu:c32fffbc,fu:13c25744,fu:c32fffbc,protein_protein_interaction,phosphorylation
fu:13c25744,fu:9fc92db4,fu:13c25744,fu:9fc92db4,protein_protein_interaction,phosphorylation
fu:7b59f2f9,fu:24b19240,fu:7b59f2f9,fu:24b19240,protein_protein_interaction,phosphorylation
fu:7b59f2f9,fu:c32fffbc,fu:7b59f2f9,fu:c32fffbc,protein_protein_interaction,phosphorylation
fu:24b19240,fu:6ba9e6d9,fu:24b19240,fu:6ba9e6d9,protein_protein_interaction,phosphorylation
fu:c32fffbc,fu:6ba9e6d9,fu:c32fffbc,fu:6ba9e6d9,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:b276723a,fu:6ba9e6d9,fu:b276723a,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:ad8f8ff8,fu:6ba9e6d9,fu:ad8f8ff8,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:5e7099e5,fu:6ba9e6d9,fu:5e7099e5,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:c92370d9,fu:6ba9e6d9,fu:c92370d9,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:b0617671,fu:6ba9e6d9,fu:b0617671,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:a5289ec4,fu:6ba9e6d9,fu:a5289ec4,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:c6e0967c,fu:6ba9e6d9,fu:c6e0967c,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:bcd1d489,fu:6ba9e6d9,fu:bcd1d489,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:a8f2314c,fu:6ba9e6d9,fu:a8f2314c,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:3aace7cb,fu:6ba9e6d9,fu:3aace7cb,protein_protein_interaction,phosphorylation
fu:6ba9e6d9,fu:13cd58c4,fu:6ba9e6d9,fu:13cd58c4,protein_protein_interaction,phosphorylation
fu:bcd1d489,fu:69715a7a,fu:bcd1d489,fu:69715a7a,protein_protein_interaction,phosphorylation
fu:a8f2314c,fu:69715a7a,fu:a8f2314c,fu:69715a7a,protein_protein_interaction,phosphorylation
fu:a8f2314c,fu:8b106c85,fu:a8f2314c,fu:8b106c85,protein_protein_interaction,phosphorylation
fu:3aace7cb,fu:8b106c85,fu:3aace7cb,fu:8b106c85,protein_protein_interaction,phosphorylation
fu:e801eb1f,fu:c9209858,fu:e801eb1f,fu:c9209858,protein_protein_interaction,phosphorylation
fu:c9209858,fu:d5fad51c,fu:c9209858,fu:d5fad51c,protein_protein_interaction,phosphorylation
fu:a89b6f8d,fu:b7ac05e6,fu:a89b6f8d,fu:b7ac05e6,protein_protein_interaction,phosphorylation
fu:a89b6f8d,fu:2aaff0ef,fu:a89b6f8d,fu:2aaff0ef,protein_protein_interaction,phosphorylation
fu:a89b6f8d,fu:beffb338,fu:a89b6f8d,fu:beffb338,protein_protein_interaction,phosphorylation
fu:a89b6f8d,fu:623f23ba,fu:a89b6f8d,fu:623f23ba,protein_protein_interaction,phosphorylation
fu:634dd023,fu:2aaff0ef,fu:634dd023,fu:2aaff0ef,protein_protein_interaction,phosphorylation
fu:634dd023,fu:41179064,fu:634dd023,fu:41179064,protein_protein_interaction,phosphorylation
fu:85decfaf,fu:dd256444,fu:85decfaf,fu:dd256444,protein_protein_interaction,phosphorylation
fu:634dd023,fu:beffb338,fu:634dd023,fu:beffb338,protein_protein_interaction,phosphorylation
fu:634dd023,fu:623f23ba,fu:634dd023,fu:623f23ba,protein_protein_interaction,phosphorylation
fu:41179064,fu:53b10c28,fu:41179064,fu:53b10c28,protein_protein_interaction,phosphorylation
fu:dd256444,fu:53b10c28,fu:dd256444,fu:53b10c28,protein_protein_interaction,phosphorylation
fu:53b10c28,fu:45d37654,fu:53b10c28,fu:45d37654,protein_protein_interaction,phosphorylation
fu:53b10c28,fu:84a61edc,fu:53b10c28,fu:84a61edc,protein_protein_interaction,phosphorylation
fu:53b10c28,fu:ad8f8ff8,fu:53b10c28,fu:ad8f8ff8,protein_protein_interaction,phosphorylation
fu:53b10c28,fu:5e7099e5,fu:53b10c28,fu:5e7099e5,protein_protein_interaction,phosphorylation
fu:53b10c28,fu:a8faa1a3,fu:53b10c28,fu:a8faa1a3,protein_protein_interaction,inhibition|phosphorylation
fu:53b10c28,fu:d66dccc5,fu:53b10c28,fu:d66dccc5,protein_protein_interaction,inhibition|phosphorylation
fu:c9fb2f87,fu:a8faa1a3,fu:c9fb2f87,fu:a8faa1a3,protein_protein_interaction,dephosphorylation
fu:76ff15cb,fu:9430ca46,fu:76ff15cb,fu:9430ca46,protein_protein_interaction,inhibition|phosphorylation
fu:76ff15cb,fu:41179064,fu:76ff15cb,fu:41179064,protein_protein_interaction,inhibition|phosphorylation
fu:c9fb2f87,fu:d66dccc5,fu:c9fb2f87,fu:d66dccc5,protein_protein_interaction,dephosphorylation
fu:5e9bf09f,fu:6af6d78a,fu:5e9bf09f,fu:6af6d78a,protein_protein_interaction,inhibition
fu:64721de4,fu:6af6d78a,fu:64721de4,fu:6af6d78a,protein_protein_interaction,inhibition
fu:a9511836,fu:6af6d78a,fu:a9511836,fu:6af6d78a,protein_protein_interaction,inhibition
fu:1fded98d,fu:db5eb53a,fu:1fded98d,fu:db5eb53a,protein_protein_interaction,inhibition|dephosphorylation
fu:60e236ec,fu:db5eb53a,fu:60e236ec,fu:db5eb53a,protein_protein_interaction,inhibition|dephosphorylation
fu:f4ba257f,fu:53b10c28,fu:f4ba257f,fu:53b10c28,protein_protein_interaction,inhibition|dephosphorylation
fu:f4ba257f,fu:6ba9e6d9,fu:f4ba257f,fu:6ba9e6d9,protein_protein_interaction,inhibition|dephosphorylation
fu:b7042c12,fu:53b10c28,fu:b7042c12,fu:53b10c28,protein_protein_interaction,inhibition|dephosphorylation
fu:b7042c12,fu:6ba9e6d9,fu:b7042c12,fu:6ba9e6d9,protein_protein_interaction,inhibition|dephosphorylation
fu:4f421602,fu:24b19240,fu:4f421602,fu:24b19240,protein_protein_interaction,inhibition|dephosphorylation
fu:4f421602,fu:c32fffbc,fu:4f421602,fu:c32fffbc,protein_protein_interaction,inhibition|dephosphorylation
fu:4f421602,fu:dd256444,fu:4f421602,fu:dd256444,protein_protein_interaction,inhibition|dephosphorylation
fu:4f421602,fu:41179064,fu:4f421602,fu:41179064,protein_protein_interaction,inhibition|dephosphorylation
fu:b7b7b76a,fu:9430ca46,fu:b7b7b76a,fu:9430ca46,protein_protein_interaction,inhibition|dephosphorylation
fu:ae2d1643,fu:13c25744,fu:ae2d1643,fu:13c25744,protein_protein_interaction,inhibition|dephosphorylation
fu:29014263,fu:53b10c28,fu:29014263,fu:53b10c28,protein_protein_interaction,inhibition
fu:6a00b55c,fu:53b10c28,fu:6a00b55c,fu:53b10c28,protein_protein_interaction,inhibition
fu:661a5763,fu:7da5a68c,fu:661a5763,fu:7da5a68c,gene_expression_regulation,expression
fu:925491b4,fu:6b042d75,fu:925491b4,fu:6b042d75,protein_protein_interaction,indirect effect
fu:b7ac05e6,fu:a9305fcb,fu:b7ac05e6,fu:a9305fcb,protein_protein_interaction,indirect effect
fu:2aaff0ef,fu:a9305fcb,fu:2aaff0ef,fu:a9305fcb,protein_protein_interaction,indirect effect
fu:bad14ab9,fu:d9cb13f7,fu:bad14ab9,fu:d9cb13f7,protein_protein_interaction,compound
fu:bad14ab9,fu:bbc827fb,fu:bad14ab9,fu:bbc827fb,protein_protein_interaction,compound
fu:aea2f6ea,fu:5e377e3f,fu:aea2f6ea,fu:5e377e3f,protein_protein_interaction,activation
fu:aea2f6ea,fu:634dd023,fu:aea2f6ea,fu:634dd023,protein_protein_interaction,activation
fu:b7ac05e6,fu:2aaff0ef,fu:b7ac05e6,fu:2aaff0ef,protein_protein_interaction,phosphorylation
fu:6b042d75,fu:13c25744,fu:6b042d75,fu:13c25744,protein_protein_interaction,activation
fu:50e477cd,fu:13c25744,fu:50e477cd,fu:13c25744,protein_protein_interaction,activation
fu:7c5dbbe7,fu:cb915a0e,fu:7c5dbbe7,fu:cb915a0e,protein_protein_interaction,
fu:cb915a0e,fu:efd88231,fu:cb915a0e,fu:efd88231,protein_protein_interaction,activation
fu:cb915a0e,fu:aea2f6ea,fu:cb915a0e,fu:aea2f6ea,protein_protein_interaction,activation|indirect effect
fu:6d9f19be,fu:52a67244,fu:6d9f19be,fu:52a67244,protein_protein_interaction,activation
fu:52a67244,fu:b626b1e9,fu:52a67244,fu:b626b1e9,protein_protein_interaction,activation
fu:efd88231,fu:6b042d75,fu:efd88231,fu:6b042d75,protein_protein_interaction,activation
fu:b626b1e9,fu:380a8c9c,fu:b626b1e9,fu:380a8c9c,protein_protein_interaction,activation|indirect effect
fu:380a8c9c,fu:6b042d75,fu:380a8c9c,fu:6b042d75,protein_protein_interaction,binding/association
fu:bc721fb9,fu:3c2d350d,fu:bc721fb9,fu:3c2d350d,protein_protein_interaction,activation
fu:6af6d78a,fu:35b0cd0d,fu:6af6d78a,fu:35b0cd0d,protein_protein_interaction,activation
fu:35b0cd0d,fu:beffb338,fu:35b0cd0d,fu:beffb338,protein_protein_interaction,activation|phosphorylation
fu:35b0cd0d,fu:623f23ba,fu:35b0cd0d,fu:623f23ba,protein_protein_interaction,activation|phosphorylation
fu:d885c339,fu:24b19240,fu:d885c339,fu:24b19240,protein_protein_interaction,activation|phosphorylation
fu:d885c339,fu:c32fffbc,fu:d885c339,fu:c32fffbc,protein_protein_interaction,activation|phosphorylation
fu:25aad4c3,fu:24b19240,fu:25aad4c3,fu:24b19240,protein_protein_interaction,activation|phosphorylation
fu:25aad4c3,fu:c32fffbc,fu:25aad4c3,fu:c32fffbc,protein_protein_interaction,activation|phosphorylation
fu:6af6d78a,fu:634dd023,fu:6af6d78a,fu:634dd023,protein_protein_interaction,
